accession,title,taxon,n_samples,pdat,gdstype,is_human,is_lung,is_ici,is_expression,mentions_outcome,relevant,n_suppl_files,suppl_total_bytes,suppl_total_mb,has_processed_suppl,processed_bytes,under_2gb,suppl_files,suppl_error,summary
GSE217451,Tumoral and stromal hMENA isoforms influence tertiary lymphoid structure localization and predict response to immunocheckpoint blockade in lung cancer patients,Homo sapiens,9,2023/08/30,Expression profiling by high throughput sequencing,True,True,True,True,True,True,2,634880,0.6,True,634880,True,GSE217451_siMENA_H1650_fpkm_table_RAP.csv.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"The advent of immunotherapy in the clinical practice of non-small cell lung cancer (NSCLC) have highlighted the impact of the tumor immune microenvironment in the control of the tumor progression, as well as in the response to immune checkpoint blockade (ICB) therapy. Tertiary Lymphoid Structures (TLS), determinants of antitumor immunity, are associated with a favorable clinical outcome in NSCLC patients and with the effectiveness of ICB in several tumors. The actin regulatory protein hMENA undergoes tissue-specific splicing, with tumors expressing hMENA11ahigh/ stromal fibronectin (FN1)low related to early N0 NSCLC patients with a favorable prognosis. hMENA/hMENA∆v6 is overexpressed in pro-tumoral CAFs related to the subtype of immunosuppressive ECM-my-CAF Herein, by analyzing the pattern of hMENA isoform expression in tumor cells and CAFs, we highlighted the role of hMENA as a crucial factor in the communication among tumor cells CAFs, T and B cells. Mechanistically, we demonstrated that in NSCLC cell lines hMENA11a increases the expression of the TLS regulator LTβR, reduces the FN1 expression and favors CXCL13 production by tissue resident T cells. Conversely in CAFs, hMENA/hMENAΔv6 inhibits the NF-kB pathway downstream to LTβR and the secretion of CXCL13, crucial in TLS formation. Of clinical relevance, our experimental data support our finding in primary tumors that TLS localized within the tumor area (TLS-IT) are predictive of a longer disease-free survival in N0 NSCLC patients and are accompanied by the maturation of B cells in the tumor tissue. TLS-IT associate with paucity of hMENA positive CAFs, low stromal FN1 and high hMENA11a tumor cell expression. To translate these results in a clinical setting of ICB treated patients, we identified a signature based on the pattern of hMENA isoforms, FN1 and LTβR expression that may discriminate NSCLC patients responding or not-responding to ICB."
GSE218402,"Norepinephrine inhibits CD8+ T cell infiltration and function, inducing anti-PD-1 mAb resistance in lung adenocarcinoma",Homo sapiens,8,2023/04/04,Expression profiling by high throughput sequencing,True,True,True,True,False,True,3,1069056,1.0,True,1069056,True,GSE218402_ADO_DEGs_PBMC.txt.gz;GSE218402_NE_DEGs_A549.txt.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"BACKGROUND:Mental stress-induced neurotransmitters can affect the immune system in various ways, leading to tumor immune escape. Therefore, a better understanding of the potential functions of neurotransmitters in the tumor immune microenvironment is expected to promote the development of novel anti-tumor therapies, while facilitating synergistic immune therapy. METHODS: In this study, we analyzed the plasma levels of neurotransmitters in anti-programmed cell death protein 1 (PD-1) monoclonal antibody (mAb)-resistance patients and sensitive patients, to identify significantly different neurotransmitters. Subsequently, animal experiments, transcriptome analysis, metabolomic analysis, and experiments in vitro were used to reveal the specific mechanism of norepinephrine’s (NE) effect on immunotherapy. RESULTS: The plasma NE levels were higher in anti-PD-1 mAb-resistance patients, which may be the main cause of anti-PD-1 mAb resistance. An animal model was established for verification, which further demonstrated that NE could cause anti-PD-1 mAb resistance. Then, from the perspective of the immunosuppressive microenvironment to explore the specific mechanism of NE-induced anti-PD-1 mAb resistance, we found that NE can affect the secretion of the C-X-C Motif Chemokine Ligand 9 (CXCL9) and the immunosuppressive metabolite adenosine (ADO) in tumor cells, thereby inhibiting chemotaxis and function of CD8+ T cells. Notably, the WNT7A/β-catenin signaling pathway plays a crucial role in the NE-induced decrease in the secretion of CXCL9 and disturbance of ADO metabolism. CONCLUSION: NE can affect the secretion of CXCL9 and ADO in tumor cells, thereby inhibiting chemotaxis and the function of CD8+ T cells and inducing anti-PD-1 mAb resistance in lung adenocarcinoma (LUAD)."
GSE221322,Multi-omic and spatial dissection of immunotherapy response groups in NSCLC,Homo sapiens,96,2023/12/19,Other,True,True,False,False,True,False,3,59392,0.1,True,59392,True,GSE221322_4301_protein_QC.csv.gz;GSE221322_4301_protein_norm.csv.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,Nanostring protein DSP was performed on 42 TMA cores of immunotherapy treated NSCLC patients
GSE221733,Multi-omic and spatial dissection of immunotherapy response groups in non-small cell lung cancer (NSCLC),Homo sapiens,93,2023/12/20,Expression profiling by high throughput sequencing; Other,True,True,False,True,True,False,6,7661669,7.3,True,4515941,True,GSE221733_4301_CTA_QC.xlsx;GSE221733_4301_CTA_initial.csv.gz;GSE221733_4301_CTA_norm.xlsx;GSE221733_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,DSP RNA profiling was performed on a cohort of immunotherapy treated NSCLC patients
GSE222859,Gene expression profile at single cell level of lymphocytes cells for Pan-T cell analysis,Homo sapiens,51,2023/01/14,Expression profiling by high throughput sequencing,True,False,True,True,True,False,5,150733824,143.8,True,150733824,True,GSE222859_barcodes.tsv.gz;GSE222859_genes.tsv.gz;GSE222859_matrix.mtx.gz;GSE222859_metadata.tsv.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Tumour infiltrating T lymphocytes (TILs) have provided an attractive avenue for cancer treatment. Yet, the various states of TILs in tumour immune microenvironment (TIME) have not been fully characterized. Here, we present a single-cell atlas of T cells, encompassing 308,048 transcriptomes, spanning 16 different cancer types and 9 types of healthy/cancer-adjacent tissues. This allowed elucidation of 32 transcriptionally distinct T cell subsets, including cell states not reliably observable in individual datasets and those overlooked by previous studies. Our analysis revealed heterogenous subpopulations of follicular helper, regulatory, and proliferative T cells and a high degree of intertumoural heterogeneity in cell states and compositions, providing rich biological insights into the spectrum of TIL phenotypes. We identified a stress response state (TSTR) characterized by unique expression of heat-shock genes. Notably, by applying multiple spatial profiling approaches, we demonstrate TSTR cells are detectable in situ in the TIME across different cancer types, primarily in lymphocyte aggregates that are within tumor beds or surrounding tumor edges. We correlated TIL states and phenotypes with genomic, pathological, and clinical features in large cohorts of treatment-naïve patients as well as in patients treated with immune checkpoint blockade (ICB). We observed significant enrichment of intratumoural CD4/CD8 TSTR cells following ICB therapy, particularly, in non-responsive tumors, suggesting their potential role in immunotherapy resistance. Lastly, this study provides a T cell reference map via a dedicated web portal and an automatic alignment and annotation tool as a resource, supporting T cell therapy optimization and biomarker discovery."
GSE223779,Single-cell transcriptomic analysis uncovers intratumoral heterogeneity and drug-tolerant persister in ALK-rearranged lung adenocarcinoma,Homo sapiens,6,2023/08/09,Expression profiling by high throughput sequencing,True,True,True,True,True,True,3,965739827,921.0,True,1331,True,GSE223779_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Acquired drug resistance is the major therapeutic obstacle to maintenance treatment of advanced-stage non-small cell lung cancer. Lung adenocarcinoma (ADC) harboring driver mutations also showed poor response to immune checkpoint inhibitors (ICIs). Underlying mechanisms of how drug insensitivity evolves remain unclear. Here we explored the intratumoral heterogeneity of tyrosine kinase inhibitor (TKI)-resistant anaplastic lymphoma kinase (ALK)-rearranged lung ADC organoids using single-cell RNA-sequencing (scRNA-seq) transcriptomic analysis. IL-17 signaling pathway was found highly induced in a subpopulation of pre-existing ALK-TKI-resistant cells. These drug-tolerant persister (DTP) cells, also found to have high surface intracellular adhesion molecule 1 (ICAM-1) expression level, were more resistant towards ALK-TKI and expressed a higher level of cancer-stem cell transcriptional factors. Moreover, tumor cells with high ICAM-1 expression were found spatially correlated with RORɣt+ Th17 infiltration in ALK-rearranged NSCLC resected tumor tissues. In conclusion, our data revealed marked intratumoral heterogeneity in ALK-rearranged tumor, and pre-existing DTP cells may contribute to the development of drug insensitivity in ALK-rearranged lung ADC."
GSE223987,The effector program of human CD8 T cells can promote both target cell killing and tissue remodeling (MRC5),Homo sapiens,18,2023/11/20,Expression profiling by high throughput sequencing,True,False,True,True,False,False,2,1258291,1.2,True,1258291,True,GSE223987_Delacher-RNA-Seq2021-MRC5_Seq-RawCounts.table.csv.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"CD8 T lymphocytes are classically viewed as cytotoxic T cells. Whether human CD8 T cells can, in parallel, induce a regenerative program is not completely understood. Here, we have studied antigen-specific assay systems, which revealed that human CD8 T cells not only mediated cytotoxicity, but also promoted bystander fibroblast and epithelial cell activation, leading to the production of tissue regenerative factors such as Amphiregulin (Areg). Tissue remodeling could be inhibited by blocking the epidermal growth factor receptor or the effector cytokines IFN- and TNF. Using single-cell chromatin accessibility and gene expression analysis, we identified a tissue-resident CD8 T cell population in healthy donor skin and adipose tissue with an effector program promoting Areg, TNF and IFNg expression, and a TCR-linkage analysis demonstrated a strong clonal relation between tissue and blood PD1+TIGIT+TOX+ CD8 T cells with tissue remodeling abilities. This regenerative program was also present in anti-cancer associated CD8 populations including chimeric antigen receptor (CAR) CD8 T cells. Once activated, the tissue regenerative program of human CD8 T cells enhanced tumor spheroid, as well as primary liver/bile duct organoid growth. Our findings may help to understand the conflicting CD8 biology in the tumor micromilieu and become relevant for the design of CD8 T-cell therapies for solid tumors."
GSE223989,The effector program of human CD8 T cells can support tissue remodeling abilities.,Homo sapiens,38,2023/11/20,Expression profiling by high throughput sequencing,True,False,True,True,False,False,0,0,0.0,False,0,True,,HTTP Error 404: Not Found,"This SuperSeries is composed of the SubSeries listed below. Abstract Paper: CD8 T lymphocytes are classically viewed as cytotoxic T cells. Whether human CD8 T cells can, in parallel, induce a tissue regeneration program is poorly understood. Here, antigen-specific assay systems revealed that human CD8 T cells not only mediated cytotoxicity, but also promoted tissue remodeling. Activated CD8 T cells could produce the epidermal growth factor receptor (EGFR)-ligand amphiregulin (AREG) and sensitize epithelial cells for enhanced regeneration potential. Blocking the EGFR or the effector cytokines IFN-γ and TNF could inhibit tissue remodeling. This regenerative program enhanced tumor spheroid and stem-cell-mediated organoid growth. Using single-cell gene expression analysis, we identified an AREG+, tissue-resident CD8 T-cell population in healthy donor skin and adipose tissue with a strong TCR clonal relation to blood PD1+TIGIT+ CD8 T cells with tissue remodeling abilities. These findings may help to understand the complex CD8 biology in tumors and could become relevant for the design of therapeutic T-cell products."
GSE224099,A Population of Tumor-Infiltrating CD4+ T-cells Co-expressing CD38 and CD39  is Associated with Checkpoint Inhibitor Resistance,Homo sapiens,12,2023/07/17,Expression profiling by high throughput sequencing,True,True,True,True,True,True,2,5242880,5.0,True,5242880,True,GSE224099_counts.txt.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"We previously showed that elevated peripheral blood frequencies of a population of T-cells defined by the marker set CD3+CD4+CD127-GARP-CD38+CD39+ were associated with checkpoint immunotherapy resistance in metastatic melanoma patients. In this study we sought to further understand the role(s) of this population of ectoenzyme expressing T-cells (Teee). Using RNA-sequencing and flow cytometry to evaluate Teee from the peripheral blood of metastatic melanoma patients, we found that Teee were proliferative, apoptotic, had exhaustion associated phenotypes, and had high expression of inhibitory molecules. Co-culture of patient Teee with autologous T-cells in vitro resulted in suppression of proliferation of the target T-cells. Using single-cell RNA-sequencing datasets, we identified distinct clusters of cells with a Teee gene signature present in melanoma, non-small cell lung cancer and bladder cancer patients’ tumors. Teee were not present in healthy bladder tissue. Using multispectral immunofluorescence of melanoma patient FFPE tumor samples, we were able to identify CD4+ T-cells co-expressing CD38 and CD39 in the tumor microenvironment, which preferentially associated with Ki67- CD8+ T-cells. Finally, we found that high baseline intra-tumor frequencies of cells with a Teee gene signature were associated with checkpoint immunotherapy resistance and poor overall survival in metastatic melanoma patients. These results build upon our previous findings, demonstrating that a novel population of CD4+ T-cells co-expressing CD38 and CD39 are found in the periphery and tumor of patients and are associated with checkpoint immunotherapy resistance."
GSE224216,hMENA isoforms regulate cancer intrinsic Type I IFN signaling and extrinsic mechanisms of resistance to immune checkpoint blockade in NSCLC [RNA-seq],Homo sapiens,9,2023/08/30,Expression profiling by high throughput sequencing,True,True,True,True,True,True,2,808960,0.8,True,808960,True,GSE224216_rsem.merged.gene_tpm_H2030.tsv.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Understanding how cancer signaling pathways promote an immunosuppressive program which sustains acquired or primary resistance to immune checkpoint blockade (ICB) is a crucial step in improving immunotherapy efficacy. Among the pathways that can affect ICB response is the IFN pathway that may be detrimental rather than beneficial. Effects of hMENA11a down-regulation were tested by RNA-Seq, ATAC-Seq, flow cytometry and biochemical assays. ICB treated patient tumor tissues were profiled by Nanostring IO 360 Panel enriched with hMENA custom probes."
GSE224246,hMENA isoforms regulate cancer intrinsic Type I IFN signaling and extrinsic mechanisms of resistance to immune checkpoint blockade in NSCLC [ATAC-seq],Homo sapiens,8,2023/08/30,Genome binding/occupancy profiling by high throughput sequencing,True,True,True,True,True,True,3,4509708,4.3,True,832,True,GSE224246_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Understanding how cancer signaling pathways promote an immunosuppressive program which sustains acquired or primary resistance to immune checkpoint blockade (ICB) is a crucial step in improving immunotherapy efficacy. Among the pathways that can affect ICB response is the IFN pathway that may be detrimental rather than beneficial. Effects of hMENA11a down-regulation were tested by RNA-Seq, ATAC-Seq, flow cytometry and biochemical assays. ICB treated patient tumor tissues were profiled by Nanostring IO 360 Panel enriched with hMENA custom probes."
GSE224941,Restoring Tumor Immunogenicity with Dendritic Cell Reprogramming [scRNA-seq],Homo sapiens,59,2023/07/07,Expression profiling by high throughput sequencing,True,False,True,True,False,False,9,617296691,588.7,True,617296691,True,GSE224941_Bladder.carcinoma.cnt.txt.gz;GSE224941_Breast.carcinoma.cnt.txt.gz;GSE224941_Lung.carcinoma.cnt.txt.gz;GSE224941_Melanoma.cnt.txt.gz;GSE224941_Pancreatic.carcinoma.cnt.txt.gz;GSE224941_T98G.cnt.txt.gz;GSE224941_Tongue.carcinoma.cnt.txt.gz;GSE224941_Tonsil.carcinoma.cnt.txt.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Decreased antigen presentation contributes to the ability of cancer cells to evade the immune system. We used the minimal gene regulatory network of type 1 conventional dendritic cells (cDC1) to reprogram cancer cells into professional antigen- presenting cells (tumor-APCs). Enforced expression of the transcription factors PU.1, IRF8, and BATF3 (PIB) was sufficient to induce cDC1 phenotype in 36 cell lines derived from human and mouse hematological and solid tumors. Within 9 days of reprogramming, tumor-APCs acquired transcriptional and epigenetic programs associated with cDC1 cells. Reprogramming restored the expression of antigen presentation complexes and costimulatory molecules on the surface of tumor cells, allowing the presentation of endogenous tumor antigens on MHC-I, and facilitating targeted killing by CD8+ T cells. Functionally, tumor-APCs engulfed and processed proteins and dead cells, secreted inflammatory cytokines, and cross- presented antigens to naïve CD8+ T cells. Human primary tumor cells could also be reprogrammed to increase their capability to present antigen and to activate patient-specific tumor-infiltrating lymphocytes. In addition to acquiring improved antigen presentation, tumor-APCs had impaired tumorigenicity in vitro and in vivo. Injection of in vitro generated melanoma-derived tumor-APCs into subcutaneous melanoma tumors delayed tumor growth and increased survival in mice. Antitumor immunity elicited by tumor-APCs was synergistic with immune checkpoint inhibitors. Our approach serves as a platform for the development of immunotherapies that endow cancer cells with the capability to process and present endogenous tumor antigens."
GSE225689,Netrin-1 blockade induces tumor growth inhibition and EMT reversion in endometrial cancer [scRNA-seq],Homo sapiens,2,2023/06/02,Expression profiling by high throughput sequencing,True,False,False,True,True,False,3,177209845,169.0,True,501,True,GSE225689_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Netrin-1 is up-regulated in a large fraction of human cancers as a pro-tumoralmechanism. Therefore, a phase I trial assessing netrin-1 blockade using an anti- netrin-1 monoclonal antibody (NP137) in patients with advanced solid cancer is ongoing. We analyzed here the potential implication of netrin-1 in endometrial carcinoma. We show that netrin-1 is up-regulated in the vast majority of human endometrial carcinomas, and demonstrate that NP137 treatment is effective in reducing tumor progression in preclinical mouse models of endometrial carcinoma. We report here a confirmed objective response in a patient with endometrial carcinoma (EC) treated in monotherapy with NP137. A 51.16% reduction of target lesions at 6 weeks and up to 54.65% reduction during the next 6 months of NP137 treatment was observed for a 74 years old woman. To evaluate the mechanism of action of the anti-netrin-1 mAb, we performed gene profiling of mouse PTENf/f endometrial tumors treated with NP137 and observed that, in addition to cell death induction, NP137 induced a reversion of the Epithelial-to-Mesenchymal Transition (EMT). Of interest, by analyzing 13 pre/post paired biopsies of the patients with endometrial carcinoma treated in the NP137 trial, we confirmed a significant reduction of EMT in tumors. We thus performed pre/post NP137 treatment biopsy- based single cell RNA sequencing in a patient with endometrial carcinoma, and showed a net decrease of neoplastic cells and a reversion of EMT markers in the remaining tumor cells, with associated change in the tumor microenvironment. Given the importance of EMT in resistance to the current standard of care including chemotherapy or immune-checkpoint inhibitors, we showed in a PTENf/f endometrial cancer mouse model that combining NP137 with carboplatin paclitaxel outperformed carboplatin paclitaxel alone. Our results thus identify for the first time, in preclinical models and in patients, netrin-1 blockade as a clinical strategy triggering both tumor debulking and reversion of EMT, thus potentially alleviating resistance to standard treatments."
GSE228419,Characteristics and anatomic location of PD-1+TCF1+ stem-like CD8 T cells in chronic viral infection and cancer,Homo sapiens,14,2023/04/02,Expression profiling by high throughput sequencing,True,True,True,True,False,True,2,1468006,1.4,True,1468006,True,GSE228419_normalized_counts.csv.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,CD8 T cells play an essential role in anti-tumor immunity and chronic viral infections. Recent findings have delineated the differentiation pathway of CD8 T cells in accordance with the progenitor-progeny relationship of TCF1+ stem-like and Tim-3+TCF1- more differentiated T cells. Here we investigated the characteristics of stem-like and differentiated CD8 T cells isolated from several murine tumor models and human lung cancer samples in terms of phenotypic and transcriptional features as well as their location compared to virus-specific CD8 T cells in the chronically LCMV-infected mice. We found that CD8 tumor-infiltrating lymphocytes (TILs) in both murine and human tumors exhibited overall similar phenotypic and transcriptional characteristics compared to corresponding subsets in the spleen of chronically infected mice.
GSE229353,PD-1 blockade potentiates neoadjuvant chemotherapy in NSCLC via increasing CD127+ and KLRG1+ CD8 T cells,Homo sapiens,7,2023/05/16,Expression profiling by high throughput sequencing,True,True,True,True,True,True,3,162530816,155.0,True,1536,True,GSE229353_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"The combination of PD-1 blockade with neoadjuvant chemotherapy (NAC) has achieved unprecedented clinical success in non-small-cell lung cancer (NSCLC) compared to NAC alone, but the underlying mechanisms by which PD-1 blockade augments the effects of chemotherapy remain incompletely elucidated. Single-cell RNA sequencing was performed on CD45+ immune cells isolated from surgically resected fresh tumor tissues of seven NSCLC patients receiving NAC or neoadjuvant pembrolizumab and chemotherapy (NAPC). Multiplex fluorescent immunohistochemistry was performed on paired FFPE tissues before and after NAC or NAPC from 65 resectable NSCLC patients, and results were validated with GEO dataset. NAC resulted in an increase only of CD20+ B cells, whereas NAPC increased the infiltration of CD20+ B cells, CD4+ T cells, CD4+CD127+ T cells, CD8+ T cells, CD8+CD127+ and CD8+KLRG1+ T cells. Synergistic increase in B and T cells promotes favorable therapeutic response after NAPC. Spatial distribution analysis discovered that CD8+ T cells and their CD127+ and KLRG1+ subsets were in closer proximity to CD4+ T/CD20+ B cells in NAPC versus NAC. GEO dataset validated that B-cell, CD4, memory and effector CD8 signatures correlated with therapeutic responses and clinical outcomes. The adding of PD-1 blockade to NAC promoted anti-tumor immunity through T and B cells recruitment in the tumor microenvironment and induced tumor-infiltrating CD8+ T cells skewed toward CD127+ and KLRG1+ phenotypes，which may be assisted by CD4+ T cells and B cells. Our comprehensive study identified key immune cell subsets exerting anti-tumor responses during PD-1 blockade therapy and that may be therapeutically targeted to improve upon existing immunotherapies for NSCLC."
GSE229503,AVA-ADR-001- a small molecular inhibitor of ADAR1 (Immuno-oncology target),Homo sapiens,12,2023/04/17,Expression profiling by high throughput sequencing,True,False,True,True,True,False,3,3040870,2.9,True,3040870,True,GSE229503_Control-AvsTreated-A.xlsx;GSE229503_Control-BvsTreated-B.xlsx;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"To inhibitors for ADAR1 and a strong rationale for the development of ADAR1 p150 inhibitors for cancer immunotherapy Here, we describe AVA-ADR-001, a potential first-in-class small molecule inhibitor of ADAR1 p150 targeting the Z alpha domain. AVA-ADR-001 binds specifically to the Z alpha domain of ADAR1 p150 as confirmed by fluorescence spectroscopy and showed significant interferon induction in THP1 macrophages, which have high ADAR1 p150 expression compared with monocytes. Proteomics and transcriptomics analysis revealed significant upregulation of interferon signaling upon treatment with AVA-ADR -001. Interestingly, activation of interferon signaling resulted in AVA-ADR-001 induced cell killing in ADAR1-independent cell lines. In addition, treatment with AVA-ADR -001 resulted in significant activation of PKR, which may explain the decreased cell proliferation. Finally, AVA-ADR-001 showed superior anti-tumor efficacy compared to anti-PD1 in an in vivo tumor efficacy study and has a moderately synergistic effect when combined. Overall, this study reveals that ADAR1 p150 inhibition by AVA-ADR-001 exerts a multipronged impact on anti-tumor efficacy mediated by immune cells, accumulation of interferons and activation of PKR, resulting in protein translation inhibition and cell proliferation arrest."
GSE233470,EZH2 inhibtion and IFNy treatment of patient derived organoids,Mus musculus; Homo sapiens,54,2023/05/31,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,True,False,False,True,False,False,3,803210240,766.0,True,1024,True,GSE233470_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,This SuperSeries is composed of the SubSeries listed below.
GSE235048,Multicolor spectral flow cytometry evaluation of peripheral blood mononuclear cells from NSCLC patients,Homo sapiens,15,2023/08/03,Expression profiling by high throughput sequencing,True,True,True,True,True,True,2,1153433,1.1,True,1153433,True,GSE235048_24CFlow_TPM.txt.gz;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"To investigate a non-invasive strategy for immune monitoring the peripheral blood by flow cytometry, to address the critical need to itdentify predictive immunological biomarkers that correlate with treatment response Peripheral blood mononuclear cells (PBMCs) from 19 non–small-cell lung cancer (NSCLC) patients before and after ICI treatment and four healthy human donors were evaluated, utilizing spectral flow to monitor 24 immune cell markers simultaneously over the course of treatment. We performed immune cell profiling analysis using data obtained from RNA-seq of 19 different patients before and after immunotherapy, to validate the multi-color flow based immune profiling"
GSE235500,Lung tumor-infiltrating Treg have divergent transcriptional profiles and function linked to checkpoint blockade response [human],Homo sapiens,34,2023/09/11,Expression profiling by high throughput sequencing,True,True,True,True,True,True,3,818948096,781.0,True,10240,True,GSE235500_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Regulatory T cells (Treg) are conventionally viewed to suppress endogenous and therapy-induced anti-tumor immunity; however, their role in modulating responses to immune checkpoint blockade (ICB) is unclear. In this study, we integrated single-cell RNAseq/TCRseq of >73,000 tumor-infiltrating Treg (TIL-Treg) from anti-PD-1-treated and treatment naive non-small cell lung cancers (NSCLC) with single cell analysis of tumor-associated antigen (TAA)-specific Treg derived from a murine tumor model. We identified 10 subsets of human TIL-Treg, most of which have high concordance with murine TIL-Treg subsets. Notably, only one subset selectively expresses high levels of OX40 and GITR, whose engangement by cognate ligand mediated proliferative programs and NF-kB activation, as well as multiple genes involved in Treg suppression, including LAG3. Functionally, the OX40hiGITRhi subset is the most highly suppressive ex vivo and its higher representation among total TIL-Treg correlated with resistance to PD-1 blockade. Surprisingly, in the murine tumor model, we found that virtually all TIL-Treg expressing T cell receptors that are specific for TAA fully develop a distinct Th1-like signature over a two-week period after entry into the tumor, down-regulating FoxP3 and up-regulating expression of TBX21 (Tbet), IFN and certain pro-inflammatory granzymes. Transfer learning of a gene score from the murine TAA-specific Th1-like Treg subset to the human single-cell dataset revealed a highly analogous subcluster that was enriched in anti-PD-1 responding tumors. These findings demonstrate that TIL-Treg partition into multiple distinct transcriptionally-defined subsets with potentially opposing effects on ICB-induced anti-tumor immunity and suggest that TAA-specific TIL-Treg may positively contribute to anti-tumor responses."
GSE235603,Lung tumor-infiltrating Treg have divergent transcriptional profiles and function linked to checkpoint blockade response,Homo sapiens; Mus musculus,86,2023/09/11,Expression profiling by high throughput sequencing,True,True,True,True,True,True,3,2469623603,2355.2,True,17408,False,GSE235603_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,This SuperSeries is composed of the SubSeries listed below.
GSE235800,"Activated CD4 T cells in tuberculosis express OX40, a target for host-directed immunotherapy",Homo sapiens; Mus musculus,24,2023/11/06,Expression profiling by high throughput sequencing,True,False,False,True,False,False,3,227543347,217.0,True,2355,True,GSE235800_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,This SuperSeries is composed of the SubSeries listed below.
GSE238003,Neuroendocrine lineage commitment of small cell lung cancers can be leveraged into p53-independent non-cytotoxic therapy [CUT&Tag],Homo sapiens; Mus musculus,6,2023/07/25,Genome binding/occupancy profiling by high throughput sequencing,True,True,True,False,False,False,3,506462753,483.0,True,545,True,GSE238003_RAW.tar;filelist.txt;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Small cell lung cancers (SCLC) rapidly resist cytotoxic chemotherapy and immune-checkpoint inhibitor (ICI) treatments. New, non-cross-resistant therapies are thus needed. SCLC cells are committed into neuroendocrine-lineage then maturation-arrested. The corepressor DNA methyltransferase 1 (DNMT1) mediates the maturation-arrests: (i) the repression mark methylated-CpG, written by DNMT1, is retained at suppressed neuroendocrine-lineage genes, even as other repression marks are erased; (ii) DNMT1 is recurrently amplified, while Ten-Eleven-Translocation 2 (TET2) that functionally opposes DNMT1 is deleted; (iii) DNMT1 is recruited into neuroendocrine-lineage master transcription factor (ASCL1, NEUROD1) hubs in SCLC cells; and (iv) DNMT1 knock-down activated ASCL1-target genes and released SCLC cell cycling exits by terminal lineage-maturation, cycling exits that do not require the p53/apoptosis-pathway used by cytotoxic chemotherapy. Inhibiting DNMT1/corepressors with clinical compounds accordingly extended survival of mice with chemo- and ICI-refractory disseminated SCLC. Neuroendocrine-lineage commitment of SCLC cells can thus be leveraged into p53/apoptosis-independent therapy, active against chemo- and ICI-refractory SCLC."
GSE238006,Neuroendocrine lineage commitment of small cell lung cancers can be leveraged into p53-independent non-cytotoxic therapy [RNA-seq],Homo sapiens; Mus musculus,8,2023/07/25,Expression profiling by high throughput sequencing,True,True,True,True,False,True,2,4508876,4.3,True,4508876,True,GSE238006_Table_S5_RNA-seq_Normalized_Counts_H146_F1339_Veh_vs_Dec.xlsx;https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,"Small cell lung cancers (SCLC) rapidly resist cytotoxic chemotherapy and immune-checkpoint inhibitor (ICI) treatments. New, non-cross-resistant therapies are thus needed. SCLC cells are committed into neuroendocrine-lineage then maturation-arrested. The corepressor DNA methyltransferase 1 (DNMT1) mediates the maturation-arrests: (i) the repression mark methylated-CpG, written by DNMT1, is retained at suppressed neuroendocrine-lineage genes, even as other repression marks are erased; (ii) DNMT1 is recurrently amplified, while Ten-Eleven-Translocation 2 (TET2) that functionally opposes DNMT1 is deleted; (iii) DNMT1 is recruited into neuroendocrine-lineage master transcription factor (ASCL1, NEUROD1) hubs in SCLC cells; and (iv) DNMT1 knock-down activated ASCL1-target genes and released SCLC cell cycling exits by terminal lineage-maturation, cycling exits that do not require the p53/apoptosis-pathway used by cytotoxic chemotherapy. Inhibiting DNMT1/corepressors with clinical compounds accordingly extended survival of mice with chemo- and ICI-refractory disseminated SCLC. Neuroendocrine-lineage commitment of SCLC cells can thus be leveraged into p53/apoptosis-independent therapy, active against chemo- and ICI-refractory SCLC."
