source	target	mor	confidence
SOX2	PRKG1	1.0	B
SOX2	PRR16	1.0	B
SOX2	PRUNE2	1.0	B
SOX2	PTPRD	1.0	B
SOX2	PTPRM	1.0	B
SOX2	RABGAP1L	1.0	B
SOX2	RAD51B	1.0	B
SOX2	RALGAPA2	1.0	B
SOX2	RANBP17	1.0	B
SOX2	RAPGEF2	1.0	B
SOX2	RBMS3	1.0	B
SOX2	RBPJ	1.0	B
SOX2	RERE	1.0	B
SOX2	ROBO1	1.0	B
SOX2	ROBO2	1.0	B
SOX2	RORB	1.0	B
SOX2	RPS6KC1	1.0	B
SOX2	RUNX1	1.0	B
SOX2	RYR2	1.0	B
SOX2	RYR3	1.0	B
SOX2	SAMD12	1.0	B
SOX2	SBF2	1.0	B
SOX2	SDC2	1.0	B
SOX2	SDK1	1.0	B
SOX2	SEMA3A	1.0	B
SOX2	SEMA3C	1.0	B
SOX2	SEMA3D	1.0	B
SOX2	SHANK2	1.0	B
SOX2	SIPA1L2	1.0	B
SOX2	SKAP2	1.0	B
SOX2	SLC22A23	1.0	B
SOX2	SLC44A3	1.0	B
SOX2	SLC8A1	1.0	B
SOX2	SLCO3A1	1.0	B
SOX2	SLIT3	1.0	B
SOX2	SORBS1	1.0	B
SOX2	SORBS2	1.0	B
SOX2	SORCS1	1.0	B
SOX2	SOX5	1.0	B
SOX2	SOX6	1.0	B
SOX2	SPAG9	1.0	B
SOX2	SPOCK1	1.0	B
SOX2	STXBP6	1.0	B
SOX2	SYT1	1.0	B
SOX2	TBCK	1.0	B
SOX2	TEAD1	1.0	B
SOX2	TENM3	1.0	B
SOX2	TENM4	1.0	B
SOX2	THADA	1.0	B
SOX2	THSD7A	1.0	B
SOX2	THSD7B	1.0	B
SOX2	TLE4	1.0	B
SOX2	TLK1	1.0	B
SOX2	TMTC2	1.0	B
SOX2	TNS3	1.0	B
SOX2	TRAPPC9	1.0	B
SOX2	TRIM2	1.0	B
SOX2	TRIO	1.0	B
SOX2	TRIP12	1.0	B
SOX2	TRPC4	1.0	B
SOX2	TRPM3	1.0	B
SOX2	TRPS1	1.0	B
SOX2	TTC28	1.0	B
SOX2	VGLL4	1.0	B
SOX2	VMP1	1.0	B
SOX2	VPS13B	1.0	B
SOX2	VPS13D	1.0	B
SOX2	WDFY3	1.0	B
SOX2	XPR1	1.0	B
SOX2	ZBTB20	1.0	B
SOX2	ZCCHC7	1.0	B
SOX2	ZEB2	1.0	B
SOX2	ZFAND3	1.0	B
SOX2	ZFPM2	1.0	B
SOX2	ZMIZ1	1.0	B
SOX2	ZNF385B	1.0	B
SOX2	ZNF407	1.0	B
SOX2	ZNF536	1.0	B
SOX2	ABCB5	1.0	C
SOX2	ABCC12	1.0	C
SOX2	ACKR3	1.0	C
SOX2	ADGRG6	1.0	C
SOX2	AFAP1	1.0	C
SOX2	ALDH1A2	1.0	C
SOX2	ALG6	1.0	C
SOX2	ANK3	1.0	C
SOX2	APLNR	1.0	C
SOX2	ARHGEF10L	1.0	C
SOX2	ATL1	1.0	C
SOX2	BANF2	1.0	C
SOX2	BNC2	1.0	C
SOX2	BRD10	1.0	C
SOX2	C1orf87	1.0	C
SOX2	C2CD2	1.0	C
SOX2	CACHD1	1.0	C
SOX2	CCDC57	1.0	C
SOX2	CCDC88A	1.0	C
SOX2	CHAT	1.0	C
SOX2	COL15A1	1.0	C
SOX2	COL22A1	1.0	C
SOX2	CRYL1	1.0	C
SOX2	CTAGE1	1.0	C
SOX2	DCDC1	1.0	C
SOX2	DCX	1.0	C
SOX2	DEPDC5	1.0	C
SOX2	DPF1	1.0	C
SOX2	DSG4	1.0	C
SOX2	EHBP1	1.0	C
SOX2	ELAVL4	1.0	C
SOX2	EPB41L1	1.0	C
SOX2	ERCC4	1.0	C
SOX2	EYA2	1.0	C
SOX2	FABP6	1.0	C
SOX2	FMNL3	1.0	C
SOX2	FNDC3A	1.0	C
SOX2	FSIP1	1.0	C
SOX2	FSTL5	1.0	C
SOX2	FTO	1.0	C
SOX2	GADD45A	1.0	C
SOX2	GHR	1.0	C
SOX2	GLIS3	1.0	C
SOX2	GNAS	1.0	C
SOX2	GNG2	1.0	C
SOX2	GNG8	1.0	C
SOX2	GPM6B	1.0	C
SOX2	GPT2	1.0	C
SOX2	H6PD	1.0	C
SOX2	HIPK3	1.0	C
SOX2	HNRNPR	1.0	C
SOX2	IKBIP	1.0	C
SOX2	JAKMIP2	1.0	C
SOX2	KIAA0319L	1.0	C
SOX2	KIAA1217	1.0	C
SOX2	KIF26B	1.0	C
SOX2	KIT	1.0	C
SOX2	KLHL3	1.0	C
SOX2	KMT2C	1.0	C
SOX2	LANCL2	1.0	C
SOX2	LDLRAD4	1.0	C
SOX2	LGALS12	1.0	C
SOX2	LTF	1.0	C
SOX2	MAFB	1.0	C
SOX2	MAP2	1.0	C
SOX2	MAP4K3	1.0	C
SOX2	MARF1	1.0	C
SOX2	MID1	1.0	C
SOX2	MPDZ	1.0	C
SOX2	MPHOSPH6	1.0	C
SOX2	MTCL1	1.0	C
SOX2	MYO1E	1.0	C
SOX2	MYOM3	1.0	C
SOX2	NDUFA4L2	1.0	C
SOX2	NECTIN1	1.0	C
SOX2	NEK2	1.0	C
SOX2	NEXN	1.0	C
SOX2	NFIB	1.0	C
SOX2	NKAIN2	1.0	C
SOX2	NMNAT2	1.0	C
SOX2	NOD2	1.0	C
SOX2	NPVF	1.0	C
SOX2	NRCAM	1.0	C
SOX2	NREP	1.0	C
SOX2	PARVG	1.0	C
SOX2	PCBP3	1.0	C
SOX2	PDCD1LG2	1.0	C
SOX2	PDE2A	1.0	C
SOX2	PDIA4	1.0	C
SOX2	PEG3	1.0	C
SOX2	PGAP2	1.0	C
SOX2	PHEX	1.0	C
SOX2	PKHD1	1.0	C
SOX2	PLPP1	1.0	C
SOX2	PLPP7	1.0	C
SOX2	PLXNB1	1.0	C
SOX2	PRG2	1.0	C
SOX2	PTPRG	1.0	C
SOX2	PTPRT	1.0	C
SOX2	PTPRZ1	1.0	C
SOX2	PYROXD2	1.0	C
SOX2	RANGAP1	1.0	C
SOX2	RELN	1.0	C
SOX2	RIC3	1.0	C
SOX2	RIMS1	1.0	C
SOX2	RRAS2	1.0	C
SOX2	RTL6	1.0	C
SOX2	S100A10	1.0	C
SOX2	SDC3	1.0	C
SOX2	SLC14A2	1.0	C
SOX2	SLC29A3	1.0	C
SOX2	SLC35F1	1.0	C
SOX2	SLC44A2	1.0	C
SOX2	SMO	1.0	C
SOX2	SPATA31G1	1.0	C
SOX2	SPEG	1.0	C
SOX2	SRPRB	1.0	C
SOX2	STMN3	1.0	C
SOX2	SYNE1	1.0	C
SOX2	TADA3	1.0	C
SOX2	TGIF1	1.0	C
SOX2	TIAM1	1.0	C
SOX2	TJP1	-1.0	C
SOX2	TMEM178A	1.0	C
SOX2	TNFRSF8	1.0	C
SOX2	TNPO3	1.0	C
SOX2	TSN	1.0	C
SOX2	TST	1.0	C
SOX2	USP47	1.0	C
SOX2	VSNL1	1.0	C
SOX2	XPO1	1.0	C
SOX2	YLPM1	1.0	C
SOX2	YPEL1	1.0	C
SOX2	ZNF532	1.0	C
SOX4	HDAC8	1.0	A
SOX4	NCAM1	1.0	A
SOX4	DICER1	1.0	C
SOX6	TP53	1.0	A
SOX6	CPED1	1.0	B
SOX6	ANK3	1.0	C
SOX6	APLF	1.0	C
SOX6	ATP2B4	1.0	C
SOX6	BCOR	1.0	C
SOX6	CYRIB	1.0	C
SOX6	DNAJC6	1.0	C
SOX6	DUSP10	1.0	C
SOX6	ELAPOR2	1.0	C
SOX6	EPB41L2	1.0	C
SOX6	GTDC1	1.0	C
SOX6	LDLR	1.0	C
SOX6	LYN	1.0	C
SOX6	MAGI1	1.0	C
SOX6	NEK5	1.0	C
SOX6	NFASC	1.0	C
SOX6	PARD3B	1.0	C
SOX6	PDE11A	1.0	C
SOX6	PIP5K1B	1.0	C
SOX6	PLLP	1.0	C
SOX6	PPFIBP2	1.0	C
SOX6	SCARB1	1.0	C
SOX6	SEPTIN9	1.0	C
SOX6	SMAD3	1.0	C
SOX6	SOX5	1.0	C
SOX6	STXBP5	1.0	C
SOX6	TBC1D14	1.0	C
SOX6	TGIF1	1.0	C
SOX6	UTRN	1.0	C
SOX6	ZEB2	1.0	C
SOX6	ZFPM2	1.0	C
SOX8	CLDN23	1.0	A
SOX9	AMH	1.0	A
SOX9	CDKN1A	1.0	A
SOX9	CEACAM1	-1.0	A
SOX9	CLDN7	-1.0	A
SOX9	COL9A1	1.0	A
SOX9	COMP	1.0	A
SOX9	HAPLN1	1.0	A
SOX9	HES1	1.0	A
SOX9	MATN1	1.0	A
SOX9	MIA	1.0	A
SOX9	NKX3-2	1.0	A
SOX9	PRAME	-1.0	A
SOX9	RGR	1.0	A
SOX9	ADGRG1	1.0	C
SOX9	ARHGEF16	1.0	C
SOX9	BCAR3	1.0	C
SOX9	CHD2	1.0	C
SOX9	CHD8	1.0	C
SOX9	CLCN3	1.0	C
SOX9	CLDN4	1.0	C
SOX9	CTNND1	1.0	C
SOX9	DCUN1D4	1.0	C
SOX9	EEIG1	1.0	C
SOX9	EFNA5	1.0	C
SOX9	EHF	1.0	C
SOX9	ELF3	1.0	C
SOX9	ENC1	1.0	C
SOX9	EPB41	1.0	C
SOX9	EPB41L1	1.0	C
SOX9	ERBB2	1.0	C
SOX9	ESRP2	1.0	C
SOX9	FBXL19	1.0	C
SOX9	FOXP1	1.0	C
SOX9	GFOD1	1.0	C
SOX9	GIPR	1.0	C
SOX9	GRHL2	1.0	C
SOX9	JUP	1.0	C
SOX9	KIAA0319L	1.0	C
SOX9	KMT2B	1.0	C
SOX9	KRT18	1.0	C
SOX9	KRT8	1.0	C
SOX9	LLGL2	1.0	C
SOX9	MAFB	1.0	C
SOX9	MAL2	1.0	C
SOX9	MAP3K11	1.0	C
SOX9	MARCKSL1	1.0	C
SOX9	MECOM	1.0	C
SOX9	MYH14	1.0	C
SOX9	NAALADL2	1.0	C
SOX9	NADK	1.0	C
SOX9	NDUFAF6	1.0	C
SOX9	NEDD4L	1.0	C
SOX9	NFIB	1.0	C
SOX9	NMT1	1.0	C
SOX9	PPFIA3	1.0	C
SOX9	PTK6	1.0	C
SOX9	PTMA	1.0	C
SOX9	RBM47	1.0	C
SOX9	RGS3	1.0	C
SOX9	SCNN1A	1.0	C
SOX9	SEPTIN9	1.0	C
SOX9	SERP1	1.0	C
SOX9	SH2D6	1.0	C
SOX9	SH3KBP1	1.0	C
SOX9	SPINT1	1.0	C
SOX9	SUN1	1.0	C
SOX9	SYBU	1.0	C
SOX9	SYT7	1.0	C
SOX9	SYTL2	1.0	C
SOX9	TRAF4	1.0	C
SOX9	UBR4	1.0	C
SOX9	WEE1	1.0	C
SOX9	WWC1	1.0	C
SOX9	ZBTB7C	1.0	C
SP1	ABCB1	1.0	A
SP1	ABCC1	-1.0	A
SP1	ABCC3	1.0	A
SP1	ACAN	1.0	A
SP1	ACTA1	1.0	A
SP1	ACTC1	1.0	A
SP1	ADA	1.0	A
SP1	ADAM10	1.0	A
SP1	ADAM17	1.0	A
SP1	ADGRE5	1.0	A
SP1	ADH6	1.0	A
SP1	ADIPOQ	1.0	A
SP1	ADRA1A	1.0	A
SP1	ADRA2B	1.0	A
SP1	ADRB3	1.0	A
SP1	AGT	1.0	A
SP1	AGTR1	1.0	A
SP1	AHR	-1.0	A
SP1	ALDOA	1.0	A
SP1	ALOX12	1.0	A
SP1	ALOX15B	1.0	A
SP1	ALOX5	1.0	A
SP1	APEX1	-1.0	A
SP1	APOA1	1.0	A
SP1	APOE	1.0	A
SP1	APP	1.0	A
SP1	AR	1.0	A
SP1	AREG	1.0	A
SP1	ATF2	1.0	A
SP1	ATM	1.0	A
SP1	ATP1A3	1.0	A
SP1	ATP2A2	1.0	A
SP1	B4GALT1	1.0	A
SP1	BAX	1.0	A
SP1	BCL2	1.0	A
SP1	BIRC5	1.0	A
SP1	BLMH	1.0	A
SP1	BRCA1	1.0	A
SP1	BRD7	1.0	A
SP1	BSG	1.0	A
SP1	BTK	1.0	A
SP1	C1QBP	1.0	A
SP1	CA9	1.0	A
SP1	CAT	1.0	A
SP1	CAV1	1.0	A
SP1	CCK	1.0	A
SP1	CCL2	1.0	A
SP1	CCN2	1.0	A
SP1	CCNA1	1.0	A
SP1	CCND1	1.0	A
SP1	CCND2	1.0	A
SP1	CD14	1.0	A
SP1	CD151	1.0	A
SP1	CD163	1.0	A
SP1	CD19	1.0	A
SP1	CD28	1.0	A
SP1	CD44	1.0	A
SP1	CD83	1.0	A
SP1	CD9	1.0	A
SP1	CD99	1.0	A
SP1	CDC25C	1.0	A
SP1	CDH3	1.0	A
SP1	CDK1	1.0	A
SP1	CDK6	-1.0	A
SP1	CDKN1A	1.0	A
SP1	CDKN1B	1.0	A
SP1	CDKN2A	1.0	A
SP1	CDKN2B	1.0	A
SP1	CDKN2C	1.0	A
SP1	CDKN2D	1.0	A
SP1	CENPW	1.0	A
SP1	CERS2	1.0	A
SP1	CES1	1.0	A
SP1	CETP	-1.0	A
SP1	CHRNB4	1.0	A
SP1	COL18A1	1.0	A
SP1	COL1A1	-1.0	A
SP1	COL1A2	1.0	A
SP1	COL2A1	1.0	A
SP1	COL7A1	1.0	A
SP1	CREM	1.0	A
SP1	CRMP1	-1.0	A
SP1	CSNK2A1	1.0	A
SP1	CTSD	1.0	A
SP1	CTSL	1.0	A
SP1	CXCL1	1.0	A
SP1	CXCL5	1.0	A
SP1	CYP11A1	1.0	A
SP1	CYP17A1	1.0	A
SP1	CYP19A1	1.0	A
SP1	CYP1B1	1.0	A
SP1	CYP27A1	1.0	A
SP1	CYP2F1	1.0	A
SP1	CYP3A4	1.0	A
SP1	CYP3A5	1.0	A
SP1	CYP3A7	1.0	A
SP1	CYP7A1	1.0	A
SP1	CYP7B1	1.0	A
SP1	DBH	1.0	A
SP1	DCK	1.0	A
SP1	DRG2	1.0	A
SP1	E2F1	1.0	A
SP1	EAPP	1.0	A
SP1	EDNRB	1.0	A
SP1	EGFR	-1.0	A
SP1	EGR1	1.0	A
SP1	EPO	1.0	A
SP1	EPOR	-1.0	A
SP1	ESR1	1.0	A
SP1	ETS2	1.0	A
SP1	EZR	1.0	A
SP1	F10	1.0	A
SP1	F2R	1.0	A
SP1	F3	1.0	A
SP1	F7	1.0	A
SP1	FAS	1.0	A
SP1	FASLG	1.0	A
SP1	FES	1.0	A
SP1	FGL2	1.0	A
SP1	FMR1	1.0	A
SP1	FN1	1.0	A
SP1	FOS	1.0	A
SP1	FOSL1	1.0	A
SP1	FURIN	1.0	A
SP1	FXR2	1.0	A
SP1	GAST	1.0	A
SP1	GCLC	1.0	A
SP1	GFER	1.0	A
SP1	GH2	1.0	A
SP1	GJA1	1.0	A
SP1	GSTP1	1.0	A
SP1	H4C14	1.0	A
SP1	HBZ	1.0	A
SP1	HCN2	1.0	A
SP1	HDAC4	1.0	A
SP1	HLA-G	1.0	A
SP1	HMGA2	1.0	A
SP1	HNF4A	1.0	A
SP1	HOXB7	1.0	A
SP1	HPR	1.0	A
SP1	HRAS	1.0	A
SP1	HSD17B1	1.0	A
SP1	HSD17B2	1.0	A
SP1	HSD3B1	1.0	A
SP1	HSPA1A	1.0	A
SP1	HSPB1	1.0	A
SP1	HTR1A	1.0	A
SP1	HTT	1.0	A
SP1	IER3	1.0	A
SP1	IFNGR1	1.0	A
SP1	IGF1R	1.0	A
SP1	IGF2	1.0	A
SP1	IGFBP1	1.0	A
SP1	IGFBP3	1.0	A
SP1	IGFBP4	1.0	A
SP1	IL10	1.0	A
SP1	IL12B	1.0	A
SP1	IL1A	1.0	A
SP1	IL2	1.0	A
SP1	IL2RB	1.0	A
SP1	IL3	1.0	A
SP1	IMPDH2	1.0	A
SP1	INSR	1.0	A
SP1	IRS2	1.0	A
SP1	ITGA2	1.0	A
SP1	ITGA5	1.0	A
SP1	ITGAD	1.0	A
SP1	ITGAV	-1.0	A
SP1	ITGAX	1.0	A
SP1	IVL	1.0	A
SP1	JUN	1.0	A
SP1	KDR	-1.0	A
SP1	KIF2C	1.0	A
SP1	KIT	1.0	A
SP1	KLF8	1.0	A
SP1	KLK3	1.0	A
SP1	KRT16	1.0	A
SP1	KRT18	1.0	A
SP1	KRT19	1.0	A
SP1	KRT5	1.0	A
SP1	LCAT	1.0	A
SP1	LDHA	1.0	A
SP1	LDLR	1.0	A
SP1	LEP	1.0	A
SP1	LHCGR	1.0	A
SP1	LRP5	1.0	A
SP1	LTC4S	1.0	A
SP1	LTF	1.0	A
SP1	MACROD1	1.0	A
SP1	MAOB	1.0	A
SP1	MAT2A	1.0	A
SP1	MAT2B	1.0	A
SP1	MCL1	1.0	A
SP1	MCTS1	1.0	A
SP1	MET	1.0	A
SP1	MIF	1.0	A
SP1	MIP	1.0	A
SP1	MME	1.0	A
SP1	MMP11	1.0	A
SP1	MMP14	1.0	A
SP1	MMP2	1.0	A
SP1	MMP28	1.0	A
SP1	MMP9	1.0	A
SP1	MNDA	1.0	A
SP1	MPG	1.0	A
SP1	MPO	1.0	A
SP1	MUC2	1.0	A
SP1	MUC4	1.0	A
SP1	MUC5AC	1.0	A
SP1	MYBL1	1.0	A
SP1	MYBL2	1.0	A
SP1	MYC	1.0	A
SP1	NFKB1	1.0	A
SP1	NFKB2	1.0	A
SP1	NKX2-1	1.0	A
SP1	NOL7	1.0	A
SP1	NOS3	1.0	A
SP1	NPY	1.0	A
SP1	NQO2	1.0	A
SP1	NR3C1	1.0	A
SP1	ODC1	1.0	A
SP1	OPRM1	1.0	A
SP1	OXTR	1.0	A
SP1	PADI1	1.0	A
SP1	PADI3	1.0	A
SP1	PAX6	1.0	A
SP1	PCK1	1.0	A
SP1	PCNA	1.0	A
SP1	PDE6A	1.0	A
SP1	PDGFB	1.0	A
SP1	PDGFC	1.0	A
SP1	PDHA1	1.0	A
SP1	PGR	1.0	A
SP1	PIM1	1.0	A
SP1	PLAT	1.0	A
SP1	PLAU	1.0	A
SP1	PLAUR	1.0	A
SP1	PNOC	1.0	A
SP1	POLB	-1.0	A
SP1	PPL	1.0	A
SP1	PRKCE	-1.0	A
SP1	PROC	1.0	A
SP1	PRSS50	1.0	A
SP1	PSEN1	1.0	A
SP1	PTGIR	1.0	A
SP1	PTGS2	1.0	A
SP1	PTH	1.0	A
SP1	PTHLH	1.0	A
SP1	PTK6	1.0	A
SP1	PTN	1.0	A
SP1	PTTG1	1.0	A
SP1	RARA	1.0	A
SP1	RB1	1.0	A
SP1	REL	1.0	A
SP1	RELA	1.0	A
SP1	RNLS	1.0	A
SP1	RORA	1.0	A
SP1	RPS3A	1.0	A
SP1	SCNN1G	1.0	A
SP1	SCT	1.0	A
SP1	SCTR	1.0	A
SP1	SERPINE1	1.0	A
SP1	SIGIRR	1.0	A
SP1	SKP2	1.0	A
SP1	SLC19A1	1.0	A
SP1	SLC19A3	1.0	A
SP1	SLC25A5	1.0	A
SP1	SLC9A2	1.0	A
SP1	SMAD4	1.0	A
SP1	SMPD1	1.0	A
SP1	SOCS1	1.0	A
SP1	SOD1	1.0	A
SP1	SOD2	1.0	A
SP1	SP3	1.0	A
SP1	SPI1	1.0	A
SP1	SPN	1.0	A
SP1	SPP1	1.0	A
SP1	SPRY2	1.0	A
SP1	SRC	-1.0	A
SP1	SREBF1	1.0	A
SP1	STAR	1.0	A
SP1	STARD3	1.0	A
SP1	STK11	1.0	A
SP1	TAF7	1.0	A
SP1	TAL1	1.0	A
SP1	TBXA2R	1.0	A
SP1	TCN2	1.0	A
SP1	TERT	1.0	A
SP1	TFPI2	1.0	A
SP1	TGFA	1.0	A
SP1	TGFB1	1.0	A
SP1	TGFBR2	1.0	A
SP1	TGM4	1.0	A
SP1	THBD	1.0	A
SP1	TIMP1	1.0	A
SP1	TIMP2	1.0	A
SP1	TINF2	1.0	A
SP1	TMPO	1.0	A
SP1	TNF	1.0	A
SP1	TNFRSF10B	1.0	A
SP1	TNFRSF8	1.0	A
SP1	TNFSF10	1.0	A
SP1	TNFSF14	1.0	A
SP1	TNNC1	1.0	A
SP1	TP53	1.0	A
SP1	TPI1	1.0	A
SP1	TPMT	1.0	A
SP1	TYMS	1.0	A
SP1	UBC	1.0	A
SP1	UGDH	1.0	A
SP1	UGT1A4	1.0	A
SP1	UGT1A6	1.0	A
SP1	UNG	1.0	A
SP1	UTRN	1.0	A
SP1	VAMP2	1.0	A
SP1	VDR	1.0	A
SP1	VEGFA	1.0	A
SP1	VIM	1.0	A
SP1	WT1	1.0	A
SP1	XIAP	1.0	A
SP1	YY1	1.0	A
SP1	CIC	1.0	B
SP1	CPS1	1.0	B
SP1	DDIT4	1.0	B
SP1	DPYSL2	1.0	B
SP1	ETS1	1.0	B
SP1	GRIN1	1.0	B
SP1	HOOK2	1.0	B
SP1	ITGB1	1.0	B
SP1	JUP	1.0	B
SP1	KCNMA1	1.0	B
SP1	LTBP4	1.0	B
SP1	MXI1	1.0	B
SP1	NR4A1	1.0	B
SP1	RUNX1	1.0	B
SP1	SCARB1	1.0	B
SP1	SLC3A2	1.0	B
SP1	SLC7A5	1.0	B
SP1	SMAD3	1.0	B
SP1	SMAD7	1.0	B
SP1	SQSTM1	1.0	B
SP1	ST6GAL1	1.0	B
SP1	TBC1D14	1.0	B
SP1	ABR	1.0	C
SP1	AHNAK	1.0	C
SP1	ARID1A	1.0	C
SP1	ARID3A	1.0	C
SP1	ATF7IP	1.0	C
SP1	BAZ2A	1.0	C
SP1	BBC3	1.0	C
SP1	BCL9	1.0	C
SP1	BICRAL	1.0	C
SP1	CDYL	1.0	C
SP1	CHD9	1.0	C
SP1	CHRNA7	1.0	C
SP1	CIRBP	1.0	C
SP1	CMIP	1.0	C
SP1	ERGIC1	1.0	C
SP1	FAAP20	1.0	C
SP1	FGFR3	1.0	C
SP1	GAS7	1.0	C
SP1	HNRNPF	1.0	C
SP1	HPCAL1	1.0	C
SP1	HSD11B2	1.0	C
SP1	IFT81	1.0	C
SP1	ITPR2	1.0	C
SP1	KCTD11	1.0	C
SP1	KDM2A	1.0	C
SP1	MACF1	1.0	C
SP1	MGMT	1.0	C
SP1	MIDN	1.0	C
SP1	MKNK2	1.0	C
SP1	MNT	1.0	C
SP1	MYLK	1.0	C
SP1	PER1	1.0	C
SP1	PLEC	1.0	C
SP1	PPARD	1.0	C
SP1	PPFIA3	1.0	C
SP1	PPP2R5C	1.0	C
SP1	PTCH1	1.0	C
SP1	RERE	1.0	C
SP1	SBNO2	1.0	C
SP1	SEPTIN9	1.0	C
SP1	SH3KBP1	1.0	C
SP1	SIN3A	1.0	C
SP1	SLC6A6	1.0	C
SP1	SNAP25	1.0	C
SP1	TBC1D8	1.0	C
SP1	TBCD	1.0	C
SP1	TRIP10	1.0	C
SP1	TTYH3	1.0	C
SP1	USP3	1.0	C
SP1	VPS13D	1.0	C
SP1	ZFP36	1.0	C
SP100	ETS1	-1.0	A
SP2	DNMT3B	1.0	A
SP2	MMP9	-1.0	A
SP2	RFX1	1.0	B
SP2	ZNF213	1.0	B
SP2	ARHGEF1	1.0	C
SP2	BCAS3	1.0	C
SP2	CHD8	1.0	C
SP2	HNRNPUL1	1.0	C
SP2	JUP	1.0	C
SP2	MIA3	1.0	C
SP2	MON1B	1.0	C
SP2	NFYC	1.0	C
SP2	NRL	1.0	C
SP2	NUP214	1.0	C
SP2	RERE	1.0	C
SP2	RFWD3	1.0	C
SP2	SAP130	1.0	C
SP2	SCAF8	1.0	C
SP2	SOD2	1.0	C
SP2	USP16	1.0	C
SP2	ZNF768	1.0	C
SP2	ZSCAN25	1.0	C
SP3	ABCA1	-1.0	A
SP3	ADGRE5	1.0	A
SP3	AGTR1	1.0	A
SP3	ALPL	1.0	A
SP3	BPI	1.0	A
SP3	BTK	1.0	A
SP3	CA9	1.0	A
SP3	CCND1	1.0	A
SP3	CD14	1.0	A
SP3	CD2AP	1.0	A
SP3	CD83	1.0	A
SP3	CDKN1A	1.0	A
SP3	CDKN2A	1.0	A
SP3	CDKN2B	1.0	A
SP3	CDKN2D	1.0	A
SP3	CHRNB4	1.0	A
SP3	CNMD	1.0	A
SP3	COL1A1	1.0	A
SP3	COL2A1	-1.0	A
SP3	CTSB	1.0	A
SP3	CTSL	1.0	A
SP3	CYP17A1	1.0	A
SP3	CYP27A1	1.0	A
SP3	CYP2F1	1.0	A
SP3	CYP3A5	1.0	A
SP3	CYP3A7	1.0	A
SP3	DNASE2	1.0	A
SP3	EAPP	-1.0	A
SP3	ETF1	-1.0	A
SP3	F2	1.0	A
SP3	F2R	1.0	A
SP3	HMGA2	1.0	A
SP3	HOXB7	1.0	A
SP3	HSD17B1	1.0	A
SP3	HSD17B2	1.0	A
SP3	IGFBP1	1.0	A
SP3	IGFBP3	1.0	A
SP3	ITGA2	-1.0	A
SP3	ITGAD	1.0	A
SP3	ITGAV	1.0	A
SP3	KDR	1.0	A
SP3	KLK3	1.0	A
SP3	LCAT	1.0	A
SP3	LORICRIN	-1.0	A
SP3	LTC4S	1.0	A
SP3	MAOB	-1.0	A
SP3	MMP2	1.0	A
SP3	MSH6	1.0	A
SP3	MUC2	1.0	A
SP3	MYC	1.0	A
SP3	MYCN	1.0	A
SP3	NKX2-1	1.0	A
SP3	NOS3	1.0	A
SP3	NOX4	1.0	A
SP3	OPRM1	1.0	A
SP3	PADI1	1.0	A
SP3	PADI3	1.0	A
SP3	PLAT	1.0	A
SP3	PLAUR	-1.0	A
SP3	RORA	1.0	A
SP3	SCGB2A1	1.0	A
SP3	SCT	-1.0	A
SP3	SCTR	1.0	A
SP3	SLC19A3	1.0	A
SP3	SLC1A3	1.0	A
SP3	SLC9A2	1.0	A
SP3	SLC9A3	1.0	A
SP3	TCN2	-1.0	A
SP3	TFF1	1.0	A
SP3	TGM4	1.0	A
SP3	TIMP1	1.0	A
SP3	TIMP2	1.0	A
SP3	TNF	-1.0	A
SP3	TPMT	1.0	A
SP3	UBC	1.0	A
SP3	UTRN	1.0	A
SP3	VEGFA	1.0	A
SP3	CYP46A1	-1.0	C
SP3	FGFR3	1.0	C
SP3	RET	1.0	C
SP4	CCND1	1.0	A
SP4	ERBB2	1.0	A
SP4	KDR	1.0	A
SP4	PDE6B	1.0	A
SP4	YY1	1.0	A
SP4	RNF38	1.0	B
SP4	ZNF131	1.0	B
SP4	APOE	1.0	C
SP4	ASAH1	1.0	C
SP4	ATP8B3	1.0	C
SP4	BAZ2B	1.0	C
SP4	BICRAL	1.0	C
SP4	CDC42EP4	1.0	C
SP4	CFL1	1.0	C
SP4	DDX54	1.0	C
SP4	DLC1	1.0	C
SP4	FCHO1	1.0	C
SP4	GPR137	1.0	C
SP4	GTF2A1	1.0	C
SP4	HNRNPA3	1.0	C
SP4	HYOU1	1.0	C
SP4	ILF3	1.0	C
SP4	JADE1	1.0	C
SP4	KANSL1	1.0	C
SP4	KCNC3	1.0	C
SP4	KCNIP2	1.0	C
SP4	LTBP4	1.0	C
SP4	MAD2L2	1.0	C
SP4	MAN2A1	1.0	C
SP4	MAT2B	1.0	C
SP4	MGA	1.0	C
SP4	MUS81	1.0	C
SP4	MXI1	1.0	C
SP4	MYADM	1.0	C
SP4	NECTIN2	1.0	C
SP4	NFYC	1.0	C
SP4	NMT2	1.0	C
SP4	NR1H2	1.0	C
SP4	NUDT8	1.0	C
SP4	ODAD1	1.0	C
SP4	PCM1	1.0	C
SP4	PPFIA3	1.0	C
SP4	PSIP1	1.0	C
SP4	PTPN4	1.0	C
SP4	RABEP2	1.0	C
SP4	RERE	1.0	C
SP4	RTBDN	1.0	C
SP4	SAP130	1.0	C
SP4	SEPTIN9	1.0	C
SP4	SLC12A5	1.0	C
SP4	SLC1A5	1.0	C
SP4	SNX8	1.0	C
SP4	SP3	1.0	C
