contrast	set	query_symbol	matrix_symbol	log2fc
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	OGFR	OGFR	-0.2313
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ARL4A	ARL4A	0.7365
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SRI	SRI	0.2375
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	LYSMD2	LYSMD2	0.0797
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ST3GAL5	ST3GAL5	-0.1899
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CASP3	CASP3	0.1314
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	NFKBIA	NFKBIA	0.5449
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	METTL7B	TMT1B	-0.5140
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ST8SIA4	ST8SIA4	1.9383
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	VAMP5	VAMP5	0.1049
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IL18BP	IL18BP	-0.3269
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ZNFX1	ZNFX1	0.2798
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ARID5B	ARID5B	0.3779
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	APOL6	APOL6	0.2407
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	ABRAXAS1	ABRAXAS1	-0.0781
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	ARTN	ARTN	-1.1622
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	ATM	ATM	-0.1170
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	BABAM1	BABAM1	-0.0638
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	BABAM2	BABAM2	0.0526
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	BARD1	BARD1	-0.1160
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	BRCA1	BRCA1	-0.5270
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	BRCC3	BRCC3	0.1956
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	DCLRE1C	DCLRE1C	0.0002
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	H2AX	H2AX	-0.2303
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	HERC2	HERC2	0.0246
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	KAT5	KAT5	0.3715
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	LIG4	LIG4	-0.0108
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	LRIF1	LRIF1	0.1747
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	MDC1	MDC1	0.0337
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	MRE11	MRE11	-0.0345
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	NHEJ1	NHEJ1	0.0624
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	NSD2	NSD2	-0.2946
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	PAXIP1	PAXIP1	0.1796
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	PIAS4	PIAS4	0.1050
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	POLL	POLL	-0.2673
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	POLM	POLM	-0.0801
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	PRKDC	PRKDC	0.1514
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	RAD50	RAD50	0.0115
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	RNF168	RNF168	0.0625
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	RNF8	RNF8	-0.0128
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	TDP1	TDP1	0.2257
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	TDP2	TDP2	0.2134
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	TP53BP1	TP53BP1	-0.1404
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	UBE2N	UBE2N	-0.0347
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	UBE2V2	UBE2V2	-0.0490
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	UIMC1	UIMC1	0.1276
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	XRCC4	XRCC4	-0.3089
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	XRCC5	XRCC5	-0.1764
GSE207704_salmon_MCF7_WT_over_KO	Reactome_NHEJ_no_histone	XRCC6	XRCC6	-0.1081
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	ABCE1	ABCE1	-0.2378
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	ADAR	ADAR	-0.0532
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	EGR1	EGR1	-0.1378
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	GBP2	GBP2	0.8018
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-A	HLA-A	-1.2918
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-C	HLA-C	-1.6033
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-E	HLA-E	-0.5588
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-F	HLA-F	-1.2024
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	HOXC13	HOXC13	-0.4709
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFI6	IFI6	0.4823
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT1	IFIT1	0.6511
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT2	IFIT2	0.6690
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT3	IFIT3	0.1014
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT5	IFIT5	-0.6935
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFITM2	IFITM2	0.9766
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFITM3	IFITM3	1.1150
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFNAR1	IFNAR1	0.5534
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IFNAR2	IFNAR2	0.1378
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IP6K2	IP6K2	0.2511
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF1	IRF1	-0.1271
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF2	IRF2	-0.0633
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF3	IRF3	-0.1997
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF5	IRF5	-0.1359
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF6	IRF6	1.3563
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF7	IRF7	0.0177
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF9	IRF9	0.3184
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	ISG15	ISG15	-0.1121
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	ISG20	ISG20	-1.4411
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	JAK1	JAK1	-0.1835
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	KPNA1	KPNA1	0.1448
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	KPNB1	KPNB1	-0.2353
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	MX1	MX1	-0.3132
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	OAS1	OAS1	1.8895
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	OAS2	OAS2	0.1404
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	OAS3	OAS3	0.4867
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	OASL	OASL	1.1798
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN1	PTPN1	0.1451
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN11	PTPN11	-0.1358
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN6	PTPN6	0.2129
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	RNASEL	RNASEL	0.3312
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	RSAD2	RSAD2	0.2865
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	SAMHD1	SAMHD1	-0.4901
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	SOCS3	SOCS3	1.2393
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	STAT1	STAT1	0.0543
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	STAT2	STAT2	0.2750
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	TYK2	TYK2	-0.0134
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	USP18	USP18	0.4899
GSE207704_salmon_MCF7_WT_over_KO	Reactome_IFN_ab_no_ligand	XAF1	XAF1	0.1452
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	DCLRE1C	DCLRE1C	-0.0280
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	FEN1	FEN1	-0.0478
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	LIG4	LIG4	-0.2092
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	MRE11	MRE11	-0.0152
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	NHEJ1	NHEJ1	-0.0031
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	POLL	POLL	0.4493
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	POLM	POLM	0.3758
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	PRKDC	PRKDC	-0.2839
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	RAD50	RAD50	0.0882
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	XRCC4	XRCC4	0.0748
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	XRCC5	XRCC5	-0.1911
GSE207704_salmon_T47D_WT_over_KO	KEGG_NHEJ	XRCC6	XRCC6	0.1707
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	ISG15	ISG15	1.9241
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	OAS1	OAS1	0.3989
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFIT3	IFIT3	0.0581
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFI44	IFI44	2.9428
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFI35	IFI35	2.3645
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IRF7	IRF7	-0.3283
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	RSAD2	RSAD2	0.0163
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFI44L	IFI44L	-0.2575
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFITM1	IFITM1	-0.2881
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IRF9	IRF9	0.4375
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	OASL	OASL	0.0890
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	EIF2AK2	EIF2AK2	-0.1373
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TAP1	TAP1	0.2549
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	SP110	SP110	-0.1627
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	DDX60	DDX60	-0.0928
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	UBE2L6	UBE2L6	0.4135
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	USP18	USP18	0.3858
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFIH1	IFIH1	0.4334
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	BST2	BST2	4.6659
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	LGALS3BP	LGALS3BP	1.2462
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	ADAR	ADAR	0.0645
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	ISG20	ISG20	0.7563
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	GBP2	GBP2	0.2674
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IRF1	IRF1	0.4423
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PLSCR1	PLSCR1	-0.2653
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PSMB9	PSMB9	0.9705
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	HERC6	HERC6	-0.2846
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	SAMD9	SAMD9	1.7853
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFITM3	IFITM3	-0.1765
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	STAT2	STAT2	-0.0439
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	LY6E	LY6E	0.2306
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFITM2	IFITM2	-0.6854
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	HELZ2	HELZ2	0.4541
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TRIM21	TRIM21	0.5762
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PARP14	PARP14	0.2073
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TRIM26	TRIM26	0.0282
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PARP12	PARP12	0.5111
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	NMI	NMI	0.2839
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	RNF31	RNF31	0.1124
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	HLA-C	HLA-C	0.4113
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TRIM14	TRIM14	0.1536
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TDRD7	TDRD7	0.0286
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PARP9	PARP9	0.6294
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PNPT1	PNPT1	-0.3138
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TRIM25	TRIM25	0.2550
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PSME1	PSME1	0.2182
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	WARS1	WARS1	-0.2660
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PSME2	PSME2	0.3623
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	B2M	B2M	-0.0127
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TRIM5	TRIM5	0.2591
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	LAP3	LAP3	-0.1535
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	GBP4	GBP4	-0.2800
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	NCOA7	NCOA7	-0.5298
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	GMPR	GMPR	-0.2897
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PSMA3	PSMA3	-0.1930
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	PROCR	PROCR	-0.5563
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IFI30	IFI30	-0.7321
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IRF2	IRF2	0.1580
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IL15	IL15	-0.0411
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	CNP	CNP	-0.1656
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TENT5A	TENT5A	-0.4052
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	IL4R	IL4R	0.6677
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	CMTR1	CMTR1	0.2243
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	CD47	CD47	0.1206
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	MOV10	MOV10	-0.2658
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	CASP8	CASP8	0.0508
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TXNIP	TXNIP	0.7038
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	SLC25A28	SLC25A28	0.4856
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	TRAFD1	TRAFD1	0.0395
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	RIPK2	RIPK2	0.0423
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	NUB1	NUB1	0.4802
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	OGFR	OGFR	0.2090
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	MVB12A	MVB12A	0.1917
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_alpha	ELF1	ELF1	0.0150
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	STAT1	STAT1	-0.0827
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ISG15	ISG15	1.9241
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFIT1	IFIT1	0.2084
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFIT3	IFIT3	0.0581
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFI35	IFI35	2.3645
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IRF7	IRF7	-0.3283
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	OAS2	OAS2	0.4063
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TAP1	TAP1	0.2549
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	EIF2AK2	EIF2AK2	-0.1373
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	RSAD2	RSAD2	0.0163
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IRF1	IRF1	0.4423
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	OAS3	OAS3	0.8158
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TNFSF10	TNFSF10	0.1167
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IRF9	IRF9	0.4375
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFI44	IFI44	2.9428
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	BST2	BST2	4.6659
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	XAF1	XAF1	0.6353
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SP110	SP110	-0.1627
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	OASL	OASL	0.0890
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFI44L	IFI44L	-0.2575
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFITM3	IFITM3	-0.1765
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	DDX60	DDX60	-0.0928
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	LGALS3BP	LGALS3BP	1.2462
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	GBP4	GBP4	-0.2800
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PSMB9	PSMB9	0.9705
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PML	PML	0.3560
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFIH1	IFIH1	0.4334
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	UBE2L6	UBE2L6	0.4135
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ADAR	ADAR	0.0645
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	LY6E	LY6E	0.2306
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	STAT2	STAT2	-0.0439
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PLA2G4A	KAT5	0.0943
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TRIM21	TRIM21	0.5762
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	USP18	USP18	0.3858
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	DDX58	RIGI	0.3655
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IL15	IL15	-0.0411
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	NMI	NMI	0.2839
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IDO1	IDO1	-0.5965
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PSMB10	PSMB10	0.1911
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SAMHD1	SAMHD1	-0.1134
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	HERC6	HERC6	-0.2846
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PTPN2	PTPN2	-0.1828
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PARP14	PARP14	0.2073
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TNFAIP2	TNFAIP2	1.7914
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFITM2	IFITM2	-0.6854
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PLSCR1	PLSCR1	-0.2653
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ICAM1	ICAM1	-0.3615
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	WARS1	WARS1	-0.2660
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PSME1	PSME1	0.2182
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ISG20	ISG20	0.7563
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IRF2	IRF2	0.1580
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TRIM14	TRIM14	0.1536
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SOCS3	SOCS3	-0.0305
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	JAK2	JAK2	0.2935
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	HLA-DMA	HLA-DMA	0.0582
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PARP12	PARP12	0.5111
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TRIM26	TRIM26	0.0282
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CD274	CD274	-0.9251
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CIITA	CIITA	0.2651
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	NAMPT	NAMPT	0.8683
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SELP	SELENOP	-0.7894
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	HELZ2	HELZ2	0.4541
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PSME2	PSME2	0.3623
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CCL5	CCL5	-0.2091
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	RNF31	RNF31	0.1124
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SOD2	SOD2	-0.3963
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TRIM25	TRIM25	0.2550
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	LAP3	LAP3	-0.1535
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PSMA3	PSMA3	-0.1930
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	RNF213	RNF213	0.1652
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PELI1	PELI1	-0.1311
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CFB	CFB	-0.1118
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TXNIP	TXNIP	0.7038
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	GCH1	GCH1	-0.2472
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PNP	PNP	-0.2427
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PTPN6	PTPN6	0.1060
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SPPL2A	SPPL2A	-0.5627
