cohort	split	interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff
GSE291670	GSE291670	EFNA4_EPHA4	EPHA	Cell-Cell Contact	EFNA4	EPHA4	EFNA4	EPHA4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA4_EPHA5	EPHA	Cell-Cell Contact	EFNA4	EPHA5	EFNA4	EPHA5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA4_EPHA7	EPHA	Cell-Cell Contact	EFNA4	EPHA7	EFNA4	EPHA7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA4_EPHA8	EPHA	Cell-Cell Contact	EFNA4	EPHA8	EFNA4	EPHA8	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA5_EPHA1	EPHA	Cell-Cell Contact	EFNA5	EPHA1	EFNA5	EPHA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA5_EPHA2	EPHA	Cell-Cell Contact	EFNA5	EPHA2	EFNA5	EPHA2	incoming	TNK	0.00881856542325515	0.0	0.009900990099009901	1.0	True	False	0.00881856542325515	other	True	True
GSE291670	GSE291670	EFNA5_EPHA3	EPHA	Cell-Cell Contact	EFNA5	EPHA3	EFNA5	EPHA3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA5_EPHA4	EPHA	Cell-Cell Contact	EFNA5	EPHA4	EFNA5	EPHA4	incoming	TNK	0.22602356304938812	0.08630158185214394	0.009900990099009901	1.0	True	False	0.13972198119724416	other	True	True
GSE291670	GSE291670	EFNA5_EPHA5	EPHA	Cell-Cell Contact	EFNA5	EPHA5	EFNA5	EPHA5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA5_EPHA7	EPHA	Cell-Cell Contact	EFNA5	EPHA7	EFNA5	EPHA7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA5_EPHA8	EPHA	Cell-Cell Contact	EFNA5	EPHA8	EFNA5	EPHA8	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNA5_EPHB2	EPHA	Cell-Cell Contact	EFNA5	EPHB2	EFNA5	EPHB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB1_EPHA4	EPHB	Cell-Cell Contact	EFNB1	EPHA4	EFNB1	EPHA4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB1_EPHB1	EPHB	Cell-Cell Contact	EFNB1	EPHB1	EFNB1	EPHB1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB1_EPHB2	EPHB	Cell-Cell Contact	EFNB1	EPHB2	EFNB1	EPHB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB1_EPHB3	EPHB	Cell-Cell Contact	EFNB1	EPHB3	EFNB1	EPHB3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB1_EPHB4	EPHB	Cell-Cell Contact	EFNB1	EPHB4	EFNB1	EPHB4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB2_EPHA4	EPHB	Cell-Cell Contact	EFNB2	EPHA4	EFNB2	EPHA4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB2_EPHB1	EPHB	Cell-Cell Contact	EFNB2	EPHB1	EFNB2	EPHB1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB2_EPHB2	EPHB	Cell-Cell Contact	EFNB2	EPHB2	EFNB2	EPHB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB2_EPHB3	EPHB	Cell-Cell Contact	EFNB2	EPHB3	EFNB2	EPHB3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB2_EPHB4	EPHB	Cell-Cell Contact	EFNB2	EPHB4	EFNB2	EPHB4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB3_EPHA4	EPHB	Cell-Cell Contact	EFNB3	EPHA4	EFNB3	EPHA4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB3_EPHB1	EPHB	Cell-Cell Contact	EFNB3	EPHB1	EFNB3	EPHB1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB3_EPHB2	EPHB	Cell-Cell Contact	EFNB3	EPHB2	EFNB3	EPHB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB3_EPHB3	EPHB	Cell-Cell Contact	EFNB3	EPHB3	EFNB3	EPHB3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB3_EPHB4	EPHB	Cell-Cell Contact	EFNB3	EPHB4	EFNB3	EPHB4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	EFNB3_EPHB6	EPHB	Cell-Cell Contact	EFNB3	EPHB6	EFNB3	EPHB6	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	ESAM_ESAM	ESAM	Cell-Cell Contact	ESAM	ESAM	ESAM	ESAM	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	ICAM1_ITGAL	ICAM	Cell-Cell Contact	ICAM1	ITGAL	ICAM1	ITGAL	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	ICAM1_SPN	ICAM	Cell-Cell Contact	ICAM1	SPN	ICAM1	SPN	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	ICAM5_CD209	ICAM	Cell-Cell Contact	ICAM5	CD209	ICAM5	CD209	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	ICOSL_ICOS	ICOS	Cell-Cell Contact	ICOSLG	ICOS	ICOSLG	ICOS	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	ICOSL_CD28	ICOS	Cell-Cell Contact	ICOSLG	CD28	ICOSLG	CD28	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	ICOSL_CTLA4	ICOS	Cell-Cell Contact	ICOSLG	CTLA4	ICOSLG	CTLA4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	JAM2_JAM3	JAM	Cell-Cell Contact	JAM2	JAM3	JAM2	JAM3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	F11R_F11R	JAM	Cell-Cell Contact	F11R	F11R	F11R	F11R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	JAM2_F11R	JAM	Cell-Cell Contact	JAM2	F11R	JAM2	F11R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	JAM2_JAM2	JAM	Cell-Cell Contact	JAM2	JAM2	JAM2	JAM2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	JAM3_F11R	JAM	Cell-Cell Contact	JAM3	F11R	JAM3	F11R	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	JAM3_JAM3	JAM	Cell-Cell Contact	JAM3	JAM3	JAM3	JAM3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	L1CAM_L1CAM	L1CAM	Cell-Cell Contact	L1CAM	L1CAM	L1CAM	L1CAM	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	MAG_MAG	MAG	Cell-Cell Contact	MAG	MAG	MAG	MAG	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-A_CD8A	MHC-I	Cell-Cell Contact	HLA-A	CD8A	HLA-A	CD8A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-B_CD8A	MHC-I	Cell-Cell Contact	HLA-B	CD8A	HLA-B	CD8A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-C_CD8A	MHC-I	Cell-Cell Contact	HLA-C	CD8A	HLA-C	CD8A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-E_CD8A	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-F_CD8A	MHC-I	Cell-Cell Contact	HLA-F	CD8A	HLA-F	CD8A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-G_CD8A	MHC-I	Cell-Cell Contact	HLA-G	CD8A	HLA-G	CD8A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-A_CD8B	MHC-I	Cell-Cell Contact	HLA-A	CD8B	HLA-A	CD8B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-B_CD8B	MHC-I	Cell-Cell Contact	HLA-B	CD8B	HLA-B	CD8B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-C_CD8B	MHC-I	Cell-Cell Contact	HLA-C	CD8B	HLA-C	CD8B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-E_CD8B	MHC-I	Cell-Cell Contact	HLA-E	CD8B	HLA-E	CD8B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-F_CD8B	MHC-I	Cell-Cell Contact	HLA-F	CD8B	HLA-F	CD8B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-G_CD8B	MHC-I	Cell-Cell Contact	HLA-G	CD8B	HLA-G	CD8B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-A_CD8B2	MHC-I	Cell-Cell Contact	HLA-A	CD8B2	HLA-A	CD8B2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-B_CD8B2	MHC-I	Cell-Cell Contact	HLA-B	CD8B2	HLA-B	CD8B2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-C_CD8B2	MHC-I	Cell-Cell Contact	HLA-C	CD8B2	HLA-C	CD8B2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-E_CD8B2	MHC-I	Cell-Cell Contact	HLA-E	CD8B2	HLA-E	CD8B2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-F_CD8B2	MHC-I	Cell-Cell Contact	HLA-F	CD8B2	HLA-F	CD8B2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-G_CD8B2	MHC-I	Cell-Cell Contact	HLA-G	CD8B2	HLA-G	CD8B2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-C_KIR2DL1	MHC-I	Cell-Cell Contact	HLA-C	KIR2DL1	HLA-C	KIR2DL1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-C_KIR2DL3	MHC-I	Cell-Cell Contact	HLA-C	KIR2DL3	HLA-C	KIR2DL3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-G_LILRB1	MHC-I	Cell-Cell Contact	HLA-G	LILRB1	HLA-G	LILRB1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-G_LILRB2	MHC-I	Cell-Cell Contact	HLA-G	LILRB2	HLA-G	LILRB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-F_KIR3DL1	MHC-I	Cell-Cell Contact	HLA-F	KIR3DL1	HLA-F	KIR3DL1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-F_KIR3DL2	MHC-I	Cell-Cell Contact	HLA-F	KIR3DL2	HLA-F	KIR3DL2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-B_KIR3DL2	MHC-I	Cell-Cell Contact	HLA-B	KIR3DL2	HLA-B	KIR3DL2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-C_KIR3DL3	MHC-I	Cell-Cell Contact	HLA-C	KIR3DL3	HLA-C	KIR3DL3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-E_KLRC1	MHC-I	Cell-Cell Contact	HLA-E	KLRC1	HLA-E	KLRC1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-E_KLRC2	MHC-I	Cell-Cell Contact	HLA-E	KLRC2	HLA-E	KLRC2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-A_KIR3DL1	MHC-I	Cell-Cell Contact	HLA-A	KIR3DL1	HLA-A	KIR3DL1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-F_LILRB1	MHC-I	Cell-Cell Contact	HLA-F	LILRB1	HLA-F	LILRB1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	HLA-E_KLRK1	MHC-I	Cell-Cell Contact	HLA-E	KLRK1	HLA-E	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE291670	GSE291670	ULBP1_KLRK1	MHC-I	Cell-Cell Contact	ULBP1	KLRK1	ULBP1	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE291670	GSE291670	ULBP2_KLRK1	MHC-I	Cell-Cell Contact	ULBP2	KLRK1	ULBP2	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE291670	GSE291670	ULBP3_KLRK1	MHC-I	Cell-Cell Contact	ULBP3	KLRK1	ULBP3	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE291670	GSE291670	RAET1L_KLRK1	MHC-I	Cell-Cell Contact	RAET1L	KLRK1	RAET1L	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	RAET1E_KLRK1	MHC-I	Cell-Cell Contact	RAET1E	KLRK1	RAET1E	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	RAET1G_KLRK1	MHC-I	Cell-Cell Contact	RAET1G	KLRK1	RAET1G	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DPA1_CD4	MHC-II	Cell-Cell Contact	HLA-DPA1	CD4	HLA-DPA1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	HLA-DPB1	CD4	HLA-DPB1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DQA1_CD4	MHC-II	Cell-Cell Contact	HLA-DQA1	CD4	HLA-DQA1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DMA_CD4	MHC-II	Cell-Cell Contact	HLA-DMA	CD4	HLA-DMA	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DMB_CD4	MHC-II	Cell-Cell Contact	HLA-DMB	CD4	HLA-DMB	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DQA2_CD4	MHC-II	Cell-Cell Contact	HLA-DQA2	CD4	HLA-DQA2	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DOA_CD4	MHC-II	Cell-Cell Contact	HLA-DOA	CD4	HLA-DOA	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DOB_CD4	MHC-II	Cell-Cell Contact	HLA-DOB	CD4	HLA-DOB	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	HLA-DQB1	CD4	HLA-DQB1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DRA_CD4	MHC-II	Cell-Cell Contact	HLA-DRA	CD4	HLA-DRA	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DRB1_CD4	MHC-II	Cell-Cell Contact	HLA-DRB1	CD4	HLA-DRB1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	HLA-DRB5_CD4	MHC-II	Cell-Cell Contact	HLA-DRB5	CD4	HLA-DRB5	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	MPZ_MPZL1	MPZ	Cell-Cell Contact	MPZ	MPZL1	MPZ	MPZL1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	MPZ_MPZ	MPZ	Cell-Cell Contact	MPZ	MPZ	MPZ	MPZ	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	MPZL1_MPZL1	MPZ	Cell-Cell Contact	MPZL1	MPZL1	MPZL1	MPZL1	incoming	TNK	0.00040348631472851375	0.00033913703176908795	0.31683168316831684	0.6633663366336634	False	False	6.43492829594258e-05	other	False	False
GSE291670	GSE291670	NCAM1_FGFR1	NCAM	Cell-Cell Contact	NCAM1	FGFR1	NCAM1	FGFR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	NCAM1_NCAM1	NCAM	Cell-Cell Contact	NCAM1	NCAM1	NCAM1	NCAM1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	NCAM1_NCAM2	NCAM	Cell-Cell Contact	NCAM1	NCAM2	NCAM1	NCAM2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	NCAM1_L1CAM	NCAM	Cell-Cell Contact	NCAM1	L1CAM	NCAM1	L1CAM	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	NCAM2_L1CAM	NCAM	Cell-Cell Contact	NCAM2	L1CAM	NCAM2	L1CAM	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	NECTIN1_CADM3	NECTIN	Cell-Cell Contact	NECTIN1	CADM3	NECTIN1	CADM3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	NECTIN1_NECTIN4	NECTIN	Cell-Cell Contact	NECTIN1	NECTIN4	NECTIN1	NECTIN4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	NECTIN3_NECTIN1	NECTIN	Cell-Cell Contact	NECTIN3	NECTIN1	NECTIN3	NECTIN1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	NECTIN3_NECTIN2	NECTIN	Cell-Cell Contact	NECTIN3	NECTIN2	NECTIN3	NECTIN2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	NECTIN3_PVR	NECTIN	Cell-Cell Contact	NECTIN3	PVR	NECTIN3	PVR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	NECTIN3_TIGIT	NECTIN	Cell-Cell Contact	NECTIN3	TIGIT	NECTIN3	TIGIT	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE291670	GSE291670	NECTIN2_CD226	NECTIN	Cell-Cell Contact	NECTIN2	CD226	NECTIN2	CD226	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier|inhibitory	False	False
GSE291670	GSE291670	NECTIN2_TIGIT	NECTIN	Cell-Cell Contact	NECTIN2	TIGIT	NECTIN2	TIGIT	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier|inhibitory	False	False
GSE291670	GSE291670	NEGR1_NEGR1	NEGR	Cell-Cell Contact	NEGR1	NEGR1	NEGR1	NEGR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	LRRC4C_NTNG1	NGL	Cell-Cell Contact	LRRC4C	NTNG1	LRRC4C	NTNG1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	LRRC4_NTNG2	NGL	Cell-Cell Contact	LRRC4	NTNG2	LRRC4	NTNG2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	LRRC4B_PTPRF	NGL	Cell-Cell Contact	LRRC4B	PTPRF	LRRC4B	PTPRF	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLK1_NOTCH1	NOTCH	Cell-Cell Contact	DLK1	NOTCH1	DLK1	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLK1_NOTCH2	NOTCH	Cell-Cell Contact	DLK1	NOTCH2	DLK1	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLK1_NOTCH3	NOTCH	Cell-Cell Contact	DLK1	NOTCH3	DLK1	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLK1_NOTCH4	NOTCH	Cell-Cell Contact	DLK1	NOTCH4	DLK1	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL1_NOTCH1	NOTCH	Cell-Cell Contact	DLL1	NOTCH1	DLL1	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL1_NOTCH3	NOTCH	Cell-Cell Contact	DLL1	NOTCH3	DLL1	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL1_NOTCH4	NOTCH	Cell-Cell Contact	DLL1	NOTCH4	DLL1	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL3_NOTCH1	NOTCH	Cell-Cell Contact	DLL3	NOTCH1	DLL3	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL3_NOTCH2	NOTCH	Cell-Cell Contact	DLL3	NOTCH2	DLL3	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL3_NOTCH3	NOTCH	Cell-Cell Contact	DLL3	NOTCH3	DLL3	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL3_NOTCH4	NOTCH	Cell-Cell Contact	DLL3	NOTCH4	DLL3	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL4_NOTCH1	NOTCH	Cell-Cell Contact	DLL4	NOTCH1	DLL4	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL4_NOTCH2	NOTCH	Cell-Cell Contact	DLL4	NOTCH2	DLL4	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL4_NOTCH3	NOTCH	Cell-Cell Contact	DLL4	NOTCH3	DLL4	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	DLL4_NOTCH4	NOTCH	Cell-Cell Contact	DLL4	NOTCH4	DLL4	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	JAG1_NOTCH1	NOTCH	Cell-Cell Contact	JAG1	NOTCH1	JAG1	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	JAG1_NOTCH2	NOTCH	Cell-Cell Contact	JAG1	NOTCH2	JAG1	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	JAG1_NOTCH3	NOTCH	Cell-Cell Contact	JAG1	NOTCH3	JAG1	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	JAG1_NOTCH4	NOTCH	Cell-Cell Contact	JAG1	NOTCH4	JAG1	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	JAG2_NOTCH1	NOTCH	Cell-Cell Contact	JAG2	NOTCH1	JAG2	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	JAG2_NOTCH2	NOTCH	Cell-Cell Contact	JAG2	NOTCH2	JAG2	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE291670	GSE291670	JAG2_NOTCH3	NOTCH	Cell-Cell Contact	JAG2	NOTCH3	JAG2	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
