gene,GSM5772210,GSM5772211,GSM5772212,GSM5772213,GSM5772214,GSM5772215,GSM5772216
HLA-C,927.48,780.639,549.195,632.458,843.899,441.822,815.337
HLA-DMA,1013.46,952.274,1009.2,937.295,1635.15,852.67,1110.38
HLA-DMB,974.187,939.562,996.38,748.683,929.338,1044.16,1107.62
HLA-DOA,47.01,83.494,38.776,61.729,93.231,31.748,78.693
HLA-DOB,3.251,1.912,1.29,1.731,0.711,8.381,1.873
HLA-DPA1,1491.95,1069.17,1200.04,1150.74,2836.41,702.751,3127.48
HLA-DPB1,274.773,324.612,264.012,331.064,508.962,189.259,463.163
HLA-DPB2,1.352,1.171,1.264,2.036,1.594,5.134,1.224
HLA-DQA1,43.891,727.238,367.842,802.438,1268.99,250.933,41.104
HLA-DQA2,172.1,73.166,66.901,134.072,5.145,35.442,117.564
HLA-DQB1,61.191,463.487,267.049,345.396,1586.81,141.638,259.709
HLA-DQB2,360.487,150.495,355.551,155.064,11.299,76.677,441.727
HLA-DRA,12062.3,9127.5,11639.4,11352.7,14021.0,5840.71,12935.4
HLA-DRB1,1597.85,2562.27,2085.44,2289.02,8548.4,1126.88,2348.6
HLA-DRB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRB5,874.044,0.29,249.643,414.798,3707.23,60.538,399.454
HLA-DRB6,188.606,0.136,111.505,102.487,0.576,35.055,119.157
HLA-E,1351.58,1222.77,1212.99,1427.88,1041.87,1013.21,1221.75
HLA-F,201.086,141.576,111.569,145.04,115.439,71.759,177.922
HLA-F-AS1,2.875,1.743,2.192,2.231,1.226,0.359,1.513
HLA-G,2.927,0.609,0.0,0.196,0.0,0.089,0.133
HLA-H,16.87,13.675,13.393,15.564,1.082,0.558,16.759
HLA-J,0.767,0.517,0.335,0.998,0.791,7.52,0.405
HLA-L,0.621,1.381,0.813,0.515,0.48,0.743,0.82
HLCS,1.669,2.487,1.854,2.81,2.049,3.325,1.992
HLF,0.275,0.154,0.028,0.223,0.109,0.473,0.134
HLTF,2.863,5.176,5.799,5.871,5.279,4.145,4.779
HLTF-AS1,1.137,0.69,5.958,2.665,4.107,3.024,1.802
HLX,2.044,2.748,0.651,0.777,1.254,6.523,0.876
HLX-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HM13,104.628,102.053,79.715,73.481,82.328,138.853,107.69
HM13-AS1,0.0,0.0,0.544,0.487,0.0,0.0,0.0
HMBOX1,4.314,5.372,4.691,6.271,8.067,11.551,7.446
HMBS,17.007,17.847,11.882,20.328,17.202,12.969,19.304
HMCES,49.657,41.522,46.645,42.959,38.086,22.864,44.222
HMCN1,0.032,0.008,0.041,0.015,0.0,0.007,0.03
HMCN2,0.008,0.0,0.0,0.0,0.0,0.0,0.0
HMG20A,7.414,9.717,8.661,8.757,9.379,6.827,7.834
HMG20B,29.557,25.649,36.31,27.504,31.527,28.866,38.92
HMGA1,4.039,6.183,3.359,4.732,8.682,6.286,5.687
HMGA1P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGA2,0.0,0.0,0.0,0.0,0.0,0.197,0.0
HMGB1,103.53,74.15,90.253,82.85,88.394,80.502,101.718
HMGB2,52.276,23.312,34.195,36.202,25.154,53.815,41.585
HMGB3,1.121,1.32,1.913,1.671,1.157,8.475,3.337
HMGB3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCL,60.797,52.895,49.616,48.84,55.13,68.66,44.473
HMGCLL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCR,16.316,10.03,12.792,17.186,9.734,10.374,22.728
HMGCS1,1.394,1.241,1.768,2.679,1.348,1.922,2.827
HMGCS2,0.107,0.061,0.07,0.0,0.111,0.228,0.0
HMGN1,80.69,84.282,72.644,67.307,96.861,113.084,89.387
HMGN2,367.965,217.465,273.551,248.338,280.554,210.458,259.306
HMGN2P46,0.466,0.323,0.174,0.156,0.0,0.0,0.739
HMGN3,68.944,51.689,58.812,62.057,55.051,142.84,55.712
HMGN3-AS1,0.616,1.493,0.752,1.394,1.143,1.047,0.65
HMGN4,33.553,32.335,33.553,36.64,32.271,19.64,33.797
HMGN5,1.551,0.723,0.625,0.839,0.677,6.28,0.567
HMGXB3,6.435,14.038,10.614,11.629,13.279,12.38,8.979
HMGXB4,5.562,4.237,3.202,3.939,2.801,4.321,3.406
HMHA1,9.135,7.933,7.845,5.979,6.057,12.637,6.509
HMHB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMMR,2.207,0.48,1.348,0.742,0.435,0.0,2.055
HMMR-AS1,0.0,0.0,0.0,0.127,0.0,0.0,0.171
HMOX1,219.756,56.201,124.957,80.988,114.012,354.404,72.772
HMOX2,80.965,65.327,88.701,82.188,82.544,56.505,90.752
HMP19,0.051,0.0,0.0,0.0,0.21,0.0,0.081
HMSD,0.0,0.337,0.0,0.0,0.0,0.0,0.0
HMX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN1,122.566,102.516,117.461,103.587,83.286,72.703,99.207
HN1L,4.076,0.997,1.894,1.579,2.34,17.236,2.709
HNCAT21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNF1A,0.0,0.216,0.047,0.209,0.0,0.303,0.339
HNF1A-AS1,0.254,0.185,0.0,0.0,0.053,0.0,0.161
HNF1B,1.714,0.385,0.0,0.243,0.16,4.192,0.0
HNF4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNF4A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNF4G,0.0,0.0,0.0,0.0,0.03,0.657,0.0
HNMT,55.964,54.18,56.806,65.684,65.369,28.263,55.852
HNRNPA0,3.148,3.969,6.402,4.804,5.257,3.613,5.251
HNRNPA1,117.601,92.101,107.322,106.323,117.859,146.153,112.853
HNRNPA1L2,1.645,1.789,1.413,2.127,1.229,4.075,1.888
HNRNPA1P10,74.764,42.289,42.443,43.157,59.699,70.595,72.731
HNRNPA1P33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA2B1,103.051,131.175,119.937,148.818,144.442,128.166,165.53
HNRNPA3,10.641,12.04,8.756,10.841,12.136,16.693,12.371
HNRNPA3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPAB,34.563,29.832,40.911,30.424,41.264,29.681,43.992
HNRNPC,101.97,102.364,93.701,110.548,101.667,119.073,114.307
HNRNPCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL2,0.0,0.0,0.0,0.0,0.125,0.0,0.0
HNRNPCL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.253
HNRNPD,36.743,45.767,42.135,41.913,41.596,45.117,44.132
HNRNPDL,21.813,21.895,21.31,22.233,20.085,17.696,18.557
HNRNPF,84.861,97.418,81.861,99.901,94.148,128.336,91.291
HNRNPH1,21.137,36.028,27.381,29.683,39.348,33.91,33.096
HNRNPH2,42.642,46.158,39.401,46.217,38.836,40.079,42.216
HNRNPH3,25.601,31.881,35.318,32.534,29.939,35.524,31.411
HNRNPK,223.395,126.736,210.309,193.737,208.305,206.68,217.545
HNRNPKP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPL,7.113,10.878,10.751,13.945,13.338,14.042,14.092
HNRNPLL,15.834,12.024,15.547,12.3,13.486,17.14,12.61
HNRNPM,67.994,73.081,77.963,71.834,72.528,79.407,79.556
HNRNPR,12.108,13.106,12.207,15.968,14.333,11.83,15.442
HNRNPU,32.943,46.998,40.21,45.873,43.92,37.992,41.349
HNRNPU-AS1,2.903,3.006,3.06,2.848,3.02,3.339,2.805
HNRNPUL1,7.195,10.99,12.274,13.291,14.026,10.559,14.141
HNRNPUL2,0.333,1.178,0.74,1.057,1.051,0.184,0.99
HNRNPUL2-BSCL2,0.238,2.729,1.588,1.7,1.256,1.344,1.366
HOGA1,0.0,0.122,0.0,0.225,0.066,0.068,0.0
HOMER1,0.417,0.607,1.166,0.652,0.431,0.388,0.877
HOMER2,0.0,0.634,0.428,0.23,0.27,4.518,0.414
HOMER3,2.355,6.742,2.63,4.216,6.007,16.457,3.901
HOMEZ,2.457,4.666,5.208,3.825,5.137,3.232,3.535
HOOK1,0.829,0.147,0.053,0.095,0.063,2.214,0.0
HOOK2,0.954,1.157,1.312,1.285,0.738,4.872,1.058
HOOK3,1.443,2.907,1.994,2.338,2.183,2.029,2.35
HOPX,16.402,5.255,0.802,13.052,2.276,13.585,9.709
HORMAD1,0.343,0.821,0.0,0.08,0.071,0.073,0.0
HORMAD2,1.493,0.0,0.0,0.159,0.49,0.0,0.0
HORMAD2-AS1,1.095,0.885,0.796,0.427,0.376,0.259,0.578
HOTAIR,0.0,0.064,0.0,0.0,0.0,0.0,0.0
HOTAIRM1,2.713,0.737,2.919,0.805,1.702,2.842,2.653
HOTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOTTIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA-AS2,0.0,0.0,0.0,0.0,0.0,0.436,0.0
HOXA-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA1,0.268,0.296,0.14,0.188,0.331,0.0,0.62
HOXA10,0.0,0.0,0.0,0.0,0.1,0.672,0.383
HOXA10-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA10-HOXA9,0.0,0.0,0.0,0.0,0.001,0.001,0.001
HOXA11,0.0,0.0,0.0,0.0,0.0,0.05,0.074
HOXA11-AS,0.0,0.0,0.0,0.0,0.0,0.091,0.0
HOXA13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA2,0.0,0.088,0.0,0.0,0.0,0.0,0.0
HOXA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA4,0.0,0.091,0.0,0.088,0.0,0.0,0.0
HOXA5,0.0,0.0,0.311,0.0,0.082,0.0,0.0
HOXA6,0.0,0.0,0.0,0.0,0.0,0.619,0.0
HOXA7,0.0,0.0,0.0,0.0,0.0,0.202,0.0
HOXA9,0.0,0.0,0.0,0.0,0.191,0.065,0.195
HOXB-AS1,0.0,0.0,0.0,0.229,0.0,0.208,0.0
HOXB-AS3,0.439,0.633,2.734,1.223,0.961,0.0,2.481
HOXB1,0.143,0.0,0.0,0.0,0.0,0.0,0.0
HOXB13,0.0,0.147,0.0,0.0,0.0,0.0,0.0
HOXB2,3.945,4.286,2.691,4.428,2.798,3.758,6.12
HOXB3,0.067,0.041,0.044,0.039,0.0,0.143,0.0
HOXB4,0.188,0.0,0.0,0.147,0.0,0.0,0.099
HOXB5,0.355,0.172,0.093,0.0,0.073,0.0,0.0
HOXB6,6.241,2.555,5.722,7.403,2.898,0.249,5.687
HOXB7,2.476,2.522,3.112,3.016,2.043,1.369,2.354
HOXB8,0.0,0.0,0.0,0.0,0.073,0.0,0.0
HOXB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC-AS2,0.0,0.955,0.0,0.0,0.0,0.0,0.0
HOXC-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC10,0.0,0.159,0.0,0.0,0.0,0.0,0.0
HOXC11,0.0,0.076,0.0,0.0,0.0,0.0,0.0
HOXC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC13,0.0,0.634,0.0,0.0,0.0,0.0,0.0
HOXC13-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC4,0.0,0.0,0.0,0.0,0.162,0.251,0.0
HOXC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXC8,0.0,0.0,0.0,0.0,0.0,0.0,0.087
HOXC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD1,0.0,0.314,0.0,0.303,0.0,0.0,0.0
HOXD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP,189.336,2.501,232.128,404.869,140.42,6.878,27.431
HP09025,0.0,0.0,0.0,0.0,0.059,0.0,0.0
HP09053,0.0,0.23,0.497,0.148,0.196,0.0,0.1
HP1BP3,27.071,27.609,26.187,30.415,27.995,13.479,27.98
HPCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPCAL1,57.148,64.606,82.334,70.684,76.357,33.827,61.534
HPCAL4,0.301,0.0,0.0,0.063,0.0,0.0,0.043
HPD,0.0,0.0,0.0,0.0,0.14,0.201,0.0
HPDL,0.0,0.087,0.0,0.0,0.0,0.0,0.0
HPGD,15.802,21.22,51.742,25.729,22.345,14.082,36.626
HPGDS,18.644,17.28,47.555,25.942,42.842,13.421,38.833
HPN,1.379,1.937,0.0,0.594,0.0,0.54,0.0
HPN-AS1,0.0,0.0,0.0,0.0,0.0,0.133,0.0
HPR,0.111,0.135,0.145,0.13,0.0,0.0,0.0
HPRT1,46.255,20.85,31.595,34.714,30.772,53.839,33.262
HPS1,62.742,66.538,85.886,66.627,72.948,52.882,65.328
HPS3,10.632,13.807,9.254,11.06,12.382,8.767,14.795
HPS4,7.906,8.5,7.34,7.404,7.97,4.021,7.753
HPS5,27.061,32.18,26.081,25.028,32.55,19.301,28.468
HPS6,12.063,18.12,16.893,14.675,13.739,13.767,15.513
HPSE,4.328,6.402,4.854,3.795,5.509,10.116,5.955
HPSE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPVC1,0.0,0.0,0.0,0.0,0.0,0.0,0.184
HPX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPYR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRAS,11.137,11.579,14.123,12.501,8.649,22.04,11.98
HRASLS,2.016,0.326,1.056,3.778,1.109,0.572,0.639
HRASLS2,6.053,0.0,0.0,0.253,0.223,22.53,0.0
HRASLS5,0.801,0.337,1.353,0.512,0.451,0.0,0.381
HRAT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRAT17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRAT5,2.77,1.12,0.967,0.649,0.762,3.339,1.17
HRAT56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRAT92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRCT1,0.0,0.188,0.0,0.0,0.0,0.0,0.0
HRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRH1,1.321,1.479,2.352,1.644,1.476,1.85,2.548
HRH2,1.267,0.414,0.0,0.285,0.151,5.805,0.618
HRH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRH4,0.0,0.0,0.094,0.0,0.0,0.0,0.0
HRK,0.0,0.0,0.116,0.0,0.0,1.699,0.141
HRNR,0.0,0.015,0.032,0.0,0.0,0.0,0.0
HRSP12,4.724,5.209,4.875,9.224,8.567,5.024,4.991
HS1BP3,23.341,27.993,33.298,29.906,26.394,13.077,28.07
HS1BP3-IT1,0.0,0.0,1.162,0.0,0.305,0.0,1.406
HS2ST1,1.7,4.099,2.832,3.729,4.484,5.432,2.853
HS3ST1,3.257,2.054,0.256,2.213,1.747,20.228,1.239
HS3ST2,8.203,19.261,1.203,1.076,8.057,107.829,2.392
HS3ST3A1,0.057,0.035,0.0,0.0,0.0,0.03,0.091
HS3ST3B1,0.44,0.24,0.058,0.412,0.544,2.268,0.557
HS3ST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS3ST5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS3ST6,1.455,0.0,0.0,0.0,0.25,3.481,0.0
HS6ST1,1.007,1.443,1.958,1.572,1.416,3.926,1.354
HS6ST2,0.0,0.098,0.0,0.284,0.0,1.261,0.0
HS6ST2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS6ST3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSBP1,66.955,51.747,56.887,57.132,57.679,109.407,63.74
HSBP1L1,19.803,11.622,14.501,14.468,22.19,32.384,14.846
HSCB,5.744,4.275,2.052,2.294,2.424,8.052,3.103
HSD11B1,18.219,7.216,9.625,6.657,3.684,3.018,2.801
HSD11B1L,1.117,0.951,1.163,0.816,0.667,9.129,1.217
HSD11B2,0.342,0.912,0.448,0.24,0.353,0.436,0.108
HSD17B1,0.735,0.617,0.222,0.53,0.292,0.722,0.986
HSD17B10,92.068,66.002,74.798,66.139,80.533,65.875,90.511
HSD17B11,100.353,71.274,70.178,72.676,84.762,40.603,79.726
HSD17B12,15.95,22.311,23.26,16.965,25.695,26.589,15.273
HSD17B13,1.567,0.2,0.216,0.064,0.17,2.723,0.261
HSD17B14,32.897,29.079,28.041,22.077,38.43,22.771,28.096
HSD17B2,0.0,0.0,0.367,0.0,0.868,3.58,0.0
HSD17B3,0.0,0.0,0.0,0.0,0.0,0.659,0.197
HSD17B4,92.26,127.899,110.231,90.095,110.675,96.032,84.316
HSD17B6,0.0,2.266,0.0,2.189,0.0,0.346,0.129
HSD17B7,18.504,13.307,16.746,20.665,12.638,13.621,21.38
HSD17B7P2,1.345,2.797,1.636,2.814,1.686,0.102,1.98
HSD17B8,27.319,9.391,14.35,20.537,24.721,32.628,20.372
HSD3B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B7,60.99,84.693,89.887,77.017,68.571,39.762,94.211
HSD3BP4,0.0,0.033,0.07,0.047,0.083,0.172,0.149
HSD52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSDL1,3.467,6.767,8.389,6.056,6.779,5.723,5.441
HSDL2,15.174,16.156,20.708,17.761,18.675,14.869,13.043
HSF1,8.769,12.205,11.484,10.824,12.326,9.326,11.47
HSF2,2.829,3.189,3.421,3.625,2.955,11.054,3.387
HSF2BP,1.218,0.246,0.355,0.238,0.768,0.144,0.536
HSF4,0.05,1.015,0.167,0.396,0.251,1.346,0.103
HSF5,0.059,0.532,0.996,0.686,0.242,0.0,0.232
HSFX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSFX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSFY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSFY1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSFY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSH2D,5.148,5.711,1.312,4.261,1.2,6.469,1.296
HSP90AA1,233.625,249.178,276.428,234.493,229.476,405.119,209.555
HSP90AB1,435.711,493.961,583.355,473.984,433.94,520.621,455.018
HSP90AB4P,0.195,0.426,0.307,0.091,0.201,0.747,0.557
HSP90B1,153.364,232.435,219.578,183.896,216.45,200.617,214.904
HSP90B2P,0.0,0.218,0.177,0.0,0.0,0.0,0.356
HSPA12A,0.0,0.0,0.0,0.0,0.0,0.969,0.0
HSPA12B,0.078,0.189,0.0,0.0,0.0,0.0,0.0
HSPA13,6.772,7.627,7.206,6.021,6.707,9.228,6.084
HSPA14,12.279,12.418,12.664,12.207,15.107,11.537,13.845
HSPA1A,19.051,31.723,45.787,33.958,18.913,33.02,25.701
HSPA1B,6.578,8.937,14.573,13.209,4.695,12.834,4.154
HSPA1L,1.62,0.774,1.029,0.288,1.165,0.731,1.011
HSPA2,1.161,1.191,1.461,3.033,0.737,2.516,1.415
HSPA4,36.862,50.814,47.853,46.805,47.644,41.766,49.066
HSPA4L,0.746,0.091,0.098,0.131,0.27,6.35,0.059
HSPA5,198.653,268.292,199.488,192.877,212.297,299.322,224.194
HSPA6,7.128,5.548,5.922,4.674,5.818,10.296,4.805
HSPA7,1.401,0.91,0.393,0.352,0.516,3.885,0.793
HSPA8,922.681,744.073,939.302,770.032,731.187,1142.01,820.93
HSPA9,76.903,82.936,80.528,74.384,80.134,94.608,81.845
HSPB1,91.053,144.069,173.293,102.554,107.393,88.13,114.633
HSPB11,52.516,31.846,33.229,29.032,42.008,76.873,39.271
HSPB2,0.0,0.0,0.0,0.0,0.0,0.455,0.0
HSPB2-C11orf52,0.0,0.0,0.0,0.0,0.0,0.841,0.0
HSPB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPB6,0.0,0.0,0.0,0.107,0.0,0.0,0.145
HSPB7,0.0,0.0,0.0,0.05,0.0,0.091,0.0
HSPB8,0.064,1.16,0.0,1.345,0.0,4.749,0.101
HSPB9,0.0,0.0,0.372,0.665,0.293,0.302,0.0
HSPBAP1,15.535,15.9,14.251,15.204,18.125,13.176,14.957
HSPBP1,13.996,8.386,8.559,8.811,8.701,49.573,9.15
HSPD1,96.853,85.935,95.991,83.849,86.512,106.26,84.486
HSPE1,89.707,69.849,66.325,74.7,69.936,95.616,71.442
HSPE1-MOB4,0.0,0.0,0.0,0.0,0.0,0.297,0.0
HSPG2,0.04,0.343,0.0,0.208,0.042,0.738,0.051
HSPH1,35.349,42.183,58.567,35.548,33.564,88.954,36.871
HTATIP2,133.691,97.967,123.171,109.038,111.748,94.925,102.556
HTATSF1,15.444,19.624,21.781,19.646,17.801,17.934,20.839
HTATSF1P2,4.145,3.142,3.935,2.064,2.806,0.689,3.694
HTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR1D,0.0,0.0,0.0,0.153,0.0,0.0,0.0
HTR1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR1F,0.038,0.187,0.605,0.18,0.159,0.286,0.061
HTR2A,0.0,0.0,0.067,0.0,0.045,0.209,0.04
HTR2A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR2B,0.113,0.274,0.0,0.199,0.408,3.787,0.0
HTR2C,0.0,0.0,0.0,0.0,0.0,0.0,0.041
HTR3A,0.0,0.0,0.0,0.0,0.066,0.0,0.0
HTR3B,0.0,0.0,0.089,0.0,0.0,0.072,0.0
HTR3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR3E,0.0,0.0,0.0,0.162,0.0,0.0,0.0
HTR4,0.0,0.0,0.108,0.0,0.0,0.0,0.0
HTR5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR5A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR6,0.0,0.044,0.0,0.0,0.0,0.0,0.0
HTR7,0.0,0.137,0.049,0.088,0.0,2.278,0.06
HTR7P1,0.874,0.199,0.036,0.64,0.282,0.407,0.346
HTRA1,0.658,2.322,0.313,1.963,0.432,11.455,0.19
HTRA2,4.065,6.187,4.732,3.964,5.39,3.167,4.255
HTRA3,0.0,0.0,0.0,0.0,0.0,1.554,0.0
HTRA4,1.985,4.888,1.182,2.537,7.386,15.994,4.671
HTT,2.615,2.955,3.58,2.824,4.344,3.972,4.251
HTT-AS,0.0,0.0,0.284,0.0,0.0,0.0,0.0
HULC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNK,0.0,0.039,0.0,0.056,0.0,0.169,0.0
HUS1,16.048,14.08,11.003,16.638,12.591,9.805,14.994
HUS1B,0.0,0.0,0.0,0.329,0.0,0.0,0.223
HUWE1,6.421,8.311,9.468,9.664,9.111,4.992,9.602
HVCN1,56.012,53.487,60.817,52.547,67.749,29.985,47.188
HYAL1,0.532,0.768,0.0,0.374,0.329,2.931,0.387
HYAL2,24.319,17.295,30.605,29.239,21.744,13.472,26.233
HYAL3,3.576,1.849,1.921,2.29,2.172,2.486,3.216
HYAL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYALP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDIN,4.021,0.027,0.616,0.183,1.254,28.62,0.098
HYDIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYI,7.688,6.512,6.109,4.362,2.165,5.658,3.07
HYKK,3.42,0.0,0.0,0.211,0.186,0.0,0.0
HYLS1,4.639,2.51,1.309,2.843,0.638,2.104,4.522
HYMAI,0.0,0.269,0.0,0.0,0.103,0.034,0.1
HYOU1,4.406,12.072,9.004,10.14,10.187,7.904,9.38
HYPK,16.209,12.982,14.152,14.45,14.305,16.913,15.508
HYPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAH1,61.341,44.798,44.055,41.917,56.656,49.98,42.33
IAPP,0.065,0.0,0.0,0.0,0.0,0.0,0.0
IARS,32.304,29.787,31.434,21.57,27.356,29.864,32.562
IARS2,43.153,51.84,54.635,49.591,49.323,32.475,49.145
IBA57,0.719,0.927,0.765,0.772,1.098,1.094,1.258
IBA57-AS1,1.97,0.0,1.29,1.379,0.0,0.0,0.0
IBSP,0.663,1.407,0.108,0.291,0.085,0.0,0.0
IBTK,6.29,11.707,10.514,7.943,8.73,7.876,8.253
ICA1,10.19,3.048,3.937,3.941,5.994,10.448,5.307
ICA1L,1.881,1.867,1.335,0.85,0.726,2.335,0.319
ICAM1,55.892,62.313,31.969,48.643,39.467,121.923,60.792
ICAM2,116.099,84.567,94.986,90.807,112.292,19.356,98.449
ICAM3,21.85,9.805,13.736,9.641,11.272,26.879,15.235
ICAM4,2.606,8.409,2.781,1.483,2.657,1.891,2.885
ICAM5,0.0,0.298,0.107,0.144,0.0,0.131,0.0
ICE1,1.74,3.237,3.418,2.971,3.271,3.152,3.411
ICE2,2.554,3.953,4.55,4.521,3.639,3.284,3.422
ICK,0.964,1.403,1.515,1.107,1.114,1.292,1.855
ICMT,14.896,15.781,14.412,17.624,12.045,16.922,13.275
ICOS,6.292,11.901,9.531,5.115,16.132,4.294,8.258
ICOSLG,1.693,4.346,4.254,4.03,6.336,4.372,6.9
ICT1,29.941,18.964,16.121,20.655,16.991,20.875,15.024
ID1,0.0,2.132,0.192,3.6,0.0,0.935,0.0
ID2,240.247,157.6,164.076,179.762,192.104,148.746,174.001
ID2-AS1,4.001,2.307,4.733,2.451,3.343,3.034,2.733
ID3,11.575,6.614,17.346,21.252,11.713,8.286,16.049
ID4,0.0,0.68,0.0,0.0,0.032,0.662,0.0
IDE,7.606,8.811,9.409,9.122,9.318,7.321,9.254
IDH1,164.07,149.298,133.262,139.409,163.958,239.868,160.388
IDH1-AS1,3.299,1.501,0.0,1.449,1.277,1.754,1.307
IDH2,128.436,76.865,59.476,66.901,73.282,166.926,100.08
IDH3A,29.36,23.307,28.824,24.256,21.412,26.673,24.258
IDH3B,89.039,60.585,80.693,67.784,68.812,61.357,74.915
IDH3G,72.631,69.144,64.473,84.536,72.899,72.001,79.347
IDI1,36.435,19.0,28.91,36.842,27.062,37.613,45.793
IDI2,0.996,0.604,0.261,0.35,0.822,0.53,0.631
IDI2-AS1,4.654,0.779,2.102,1.88,0.993,1.707,2.034
IDNK,18.661,7.239,7.525,9.615,10.327,11.5,10.49
