accession,excluded_known,tier,keep_for_download,lung,io,trop2,cldn4,title,host,organisms,n_files,n_raw_files,n_proteinish_files,sources,keywords,description,pride_url,px_url,queries
PXD055112,False,core_lung_io,True,True,True,False,False,Targeting G1–S Checkpoint–Compromised Cancers with Cyclin A/B RxL Inhibitors,PRIDE,Homo sapiens (human),11,9,2,pride,Macrocycle;Cyclin a;E2f;Cyclin b;Cy/rxl motif;Cdk2;Sac;Synthetic lethality,"Cancer cell proliferation requires precise control of E2F1 activity; excess activity promotes apoptosis. Here, we developed cell-permeable and bioavailable macrocycles that selectively kill small cell lung cancer (SCLC) cells with inherent high E2F1 activity by blocking RxL-mediated interactions of cyclin A and cyclin B with select substrates. Genome-wide CRISPR/Cas9 knockout and random mutagenesis screens found that cyclin A/B RxL macrocyclic inhibitors (cyclin A/Bi) induced apoptosis paradoxically by cyclin B- and Cdk2-dependent spindle assembly checkpoint activation (SAC). Mechanistically, cyclin A/Bi hyperactivate E2F1 and cyclin B by blocking their RxL-interactions with cyclin A and Myt1, respectively, ultimately leading to SAC activation and mitotic cell death. Base editor screens identified cyclin B variants that confer cyclin A/Bi resistance including several variants that disrupted cyclin B:Cdk interactions. Unexpectedly but consistent with our base editor and knockout screens, cyclin A/Bi induced the formation of neo-morphic Cdk2-cyclin B complexes that promote SAC activation and apoptosis. Finally, orally-bioavailable cyclin A/Bi robustly inhibited tumor growth in chemotherapy-resistant patient-derived xenograft models of SCLC. This work uncovers gain-of-function mechanisms by which cyclin A/Bi induce apoptosis in cancers with high E2F activity, and suggests cyclin A/Bi as a therapeutic strategy for SCLC and other cancers driven by high E2F activity.",https://www.ebi.ac.uk/pride/archive/projects/PXD055112,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD055112,keyword:checkpoint
PXD057566,False,core_lung_io,True,True,True,False,False,EZH2 inhibition in mesothelioma cells increases the release of extracellular vesicles that skew neutrophils toward a pro-tumor phenotype.,PRIDE,Homo sapiens (human),18,5,13,pride,Mass spectrometry;Pleural mesothelioma;Spheroids.;Histone methyltransferase ezh2;Cdkn2a;Extracellular vesicles,"BAP1-deficient pleural mesotheliomas have been shown to be sensitive to inhibition of the histone methyltransferase EZH2 in preclinical settings but only showed modest efficacy in clinical trials. We recently demonstrated that in BAP1-proficient mesothelioma cells, CDKN2A plays a crucial role in response to the selective EZH2 inhibitor tazemetostat. Therefore, in the current study, we employed a quantitative proteomic mass spectrometry approach to analyze changes in protein expression in response to tazemetostat in BAP1-CDKN2A proficient MSTO-211H cells cultured as spheroids. Our results demonstrate that tazemetostat treatment induced an increase in the expression of 21 proteins and a decrease in the expression of 12 proteins. Notably, RAB27b and CD63 were among the most up-regulated proteins. We also demonstrate that higher levels of RAB27b and CD63 were linked to a heightened release of extracellular vesicles (EVs). When exploring the impact of tumor-derived EVs on naïve neutrophil behavior, we found that brief exposure to EVs derived from tazemetostat-treated cells skewed naïve neutrophils toward a pro-tumor phenotype characterized by high levels of PD-L1 and mesothelin surface expression. These EV-elicited neutrophils suppressed lymphocyte proliferation while enhancing tumor cell growth. Interestingly, most up-regulated proteins in EV cargo derived from tazemetostat-treated spheroids were FZD6, the catalytic subunit alpha of PI3K and PPAR-α, while the most downregulated was ENOX2.",https://www.ebi.ac.uk/pride/archive/projects/PXD057566,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD057566,keyword:PD-L1
PXD058272,False,core_lung_io,True,True,True,False,False,An endophyte-derived small molecule targets LIC1 to suppress lung tumor growth by inducing autophagy,PRIDE,Homo sapiens (human),23,12,11,omicsdi:pride;pride,Non-small-cell lung cancer，autophagy,"Small molecules that induce autophagy in specific biological contexts will provide invaluable chemical probes and potential anti-cancer therapeutics. Herein, we identified a potent autophagy inducer 18e through screening of an endophyte-derived small molecule library. 18e demonstrates significant anti-tumor efficacy in non-small-cell lung cancer (NSCLC) tumors and sensitizes tumor to anti-PD1 immunotherapy. Utilizing a photoaffinity labeling approach, we identified dynein Light Intermediate Chain-1 (LIC1), a subunit of dynein, as the direct target of 18e. Mechanistically, the targeting of LIC1 by 18e markedly disrupts the interactions between LIC1 and stress-sensing effector RUVBL1. This disruption leads to ribosome collision, subsequently activating the downstream GCN2-eIF2α-ATF4 axis-mediated integrated stress response (ISR), which ultimately facilitates autophagic cell death. Our findings not only define LIC1 as a novel therapeutic target for NSCLC, but also underscore the potential of 18e as a promising autophagy inducer for treatment of this disease.",https://www.ebi.ac.uk/pride/archive/projects/PXD058272,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD058272,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:PD1 | keyword:immunotherapy
PXD058303,False,core_lung_io,True,True,True,False,False,ATAD2 is a Potential Immunotherapy Target for Patients with Small Cell Lung Cancer Harboring HLA-A*0201,,,0,0,0,omicsdi:iprox,"{'value': 'liquid chromatography–tandem mass spectrometry analysis, Immunopeptidomics, HLA-peptide complexes', 'name': 'submitter keyword', 'accession': 'MS:1001925'}","To identify the immune peptides in SCLC tumour cells that can be processed and presented by HLA-I, we performed LC–MS/MS analysis on 11 SCLC cell lines, representing the heterogeneity of SCLC subtypes. Ten of the cell lines were confirmed positive for HLA-I, and one was HLA-I-deficient. To analyse cell surface antigens on the HLA-I-deficient cells, PBMCs isolated from healthy blood donors were treated with DMS53 cell lysate and matured into DCs to present the tumour cell antigens.",https://www.ebi.ac.uk/pride/archive/projects/PXD058303,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD058303,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1)
PXD058436,False,core_lung_io,True,True,True,False,False,MHCquant2 refines immunopeptidomics tumor antigen discovery,PRIDE,Homo sapiens (human),100,62,38,pride,Immunopeptidomics;Nf-core;Mhcquant;Pipeline;Dda,"The identification of human leukocyte antigen (HLA)-presented peptides as targets of anti-cancer T cell response is pivotal for the development of novel immunotherapies. Mass spectrometry (MS)-based immunopeptidomics enables the detection of these peptides, yet confident identifications and thus implementation in immunotherapy design are hampered by the high diversity and low abundance of naturally presented HLA peptides. Here, we introduce MHCquant2, a Nextflow-based open-source pipeline that leverages OpenMS tools and peptide property predictors (DeepLC, MS2PIP) for highly sensitive and scalable HLA peptide identification and quantification across various MS platforms. MHCquant2 increased peptide identifications up to 27% with significant expansion of low-abundant peptides, outperforming state-of-the-art pipelines. Using MHCquant2 we build a comprehensive benign tissue repository comprising re-analyzed data from available benign immunopeptidomes and a novel benignMHCquant2 dataset, adding more than 160,000 novel naturally presented HLA peptides. First applications of this benign repository and the MHCquant2 pipeline enabled (i) the refinement of tumor-associated antigens, (ii) as well as the detection of novel, high-frequent tumor-exclusive peptide antigens for multiple tumor entities, and (iii) the identification and quantification of mutation-derived low-abundant neoepitopes. MHCquant2 refines tumor antigen discovery in immunopeptidomics, paving the way for the implementation of off-the-shelf and personalized immunotherapy design.",https://www.ebi.ac.uk/pride/archive/projects/PXD058436,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD058436,keyword:immunotherapy
PXD058514,False,core_lung_io,True,True,True,True,False,Development of polyvalent folate receptor-targeting chimeras (FRTACs) for lysosomal degradation of membrane proteins,PRIDE,Homo sapiens (human),19,17,2,pride,Lysosome-targeting chimeras;Polyvalent strategy;Targeted protein degradation;Folate receptor,"Lysosome-targeting chimeras (LYTACs) have emerged as a revolutionary targeted protein degradation (TPD) technology in modulating the levels of extracellular and membrane proteins. However, lack of lysosome-trafficking receptors (LTRs) limits the development of LYTACs. Here, we firstly confirm that folate receptor α (FRα) is a new generation of lysosome-targeting receptor (LTR) of LYTAC, facilitating the transport of membrane proteins to lysosomes to realize degradation. Moreover, novel FRTACs are constructed by a new “polyvalent crosslinking strategy”, instead of the traditional “one folate conjugating one drug strategy”. Polyvalency creates avidity, allowing FRTACs crosslinking FRα to dramatically improve the degradation efficiency. As a result, the optimized FRTACs, including EGFR-targeting FR-Ctx, PD-L1-targeting FR-Atz, TROP2-targeting FR-Stz, and HER2-targeting FR-Ttz, successfully eliminate cell surface targets with a subnanomole activity. Mechanism investigation reveals that FRTACs trigger targets degradation in a FRα- and lysosomal-dependent manner. Besides, FR-Ctx reduces cancer cell proliferation, and FR-Atz increases the cytotoxicity of T cells toward tumor cells. Furthermore, FR-Atz exhibits potent degradation efficiency of PD-L1 in vivo and elicits tumor-specific immune responses by switching the tumor immune microenvironment from a suppressed state to an activated state in both RM-1 mice model and humanized PD-1/PD-L1 B16F10 mice model. To our knowledge, FRTACs are the most potent protein degrader ever reported. The novel FRTACs will expand the application of FRα and provide a new platform for designing tumor-targeting LYTACs.",https://www.ebi.ac.uk/pride/archive/projects/PXD058514,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD058514,keyword:PD-1 | keyword:PD-L1 | keyword:TROP2
PXD058523,False,core_lung_io,True,True,True,True,False,Development of polyvalent folate receptor-targeting chimeras (FRTACs) for lysosomal degradation of membrane proteins,PRIDE,Homo sapiens (human),11,9,2,pride,Lysosome-targeting chimeras;Polyvalent strategy;Targeted protein degradation;Folate receptor,"Lysosome-targeting chimeras (LYTACs) have emerged as a revolutionary targeted protein degradation (TPD) technology in modulating the levels of extracellular and membrane proteins. However, lack of lysosome-trafficking receptors (LTRs) limits the development of LYTACs. Here, we firstly confirm that folate receptor α (FRα) is a new generation of lysosome-targeting receptor (LTR) of LYTAC, facilitating the transport of membrane proteins to lysosomes to realize degradation. Moreover, novel FRTACs are constructed by a new “polyvalent crosslinking strategy”, instead of the traditional “one folate conjugating one drug strategy”. Polyvalency creates avidity, allowing FRTACs crosslinking FRα to dramatically improve the degradation efficiency. As a result, the optimized FRTACs, including EGFR-targeting FR-Ctx, PD-L1-targeting FR-Atz, TROP2-targeting FR-Stz, and HER2-targeting FR-Ttz, successfully eliminate cell surface targets with a subnanomole activity. Mechanism investigation reveals that FRTACs trigger targets degradation in a FRα- and lysosomal-dependent manner. Besides, FR-Ctx reduces cancer cell proliferation, and FR-Atz increases the cytotoxicity of T cells toward tumor cells. Furthermore, FR-Atz exhibits potent degradation efficiency of PD-L1 in vivo and elicits tumor-specific immune responses by switching the tumor immune microenvironment from a suppressed state to an activated state in both RM-1 mice model and humanized PD-1/PD-L1 B16F10 mice model. To our knowledge, FRTACs are the most potent protein degrader ever reported. The novel FRTACs will expand the application of FRα and provide a new platform for designing tumor-targeting LYTACs.",https://www.ebi.ac.uk/pride/archive/projects/PXD058523,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD058523,keyword:PD-1 | keyword:PD-L1 | keyword:TROP2
PXD058539,False,core_lung_io,True,True,True,True,False,Development of polyvalent folate receptor-targeting chimeras (FRTACs) for lysosomal degradation of membrane proteins,PRIDE,Homo sapiens (human),21,9,12,pride,Lysosome-targeting chimeras;Polyvalent strategy;Targeted protein degradation;Folate receptor,"Lysosome-targeting chimeras (LYTACs) have emerged as a revolutionary targeted protein degradation (TPD) technology in modulating the levels of extracellular and membrane proteins. However, lack of lysosome-trafficking receptors (LTRs) limits the development of LYTACs. Here, we firstly confirm that folate receptor α (FRα) is a new generation of lysosome-targeting receptor (LTR) of LYTAC, facilitating the transport of membrane proteins to lysosomes to realize degradation. Moreover, novel FRTACs are constructed by a new “polyvalent crosslinking strategy”, instead of the traditional “one folate conjugating one drug strategy”. Polyvalency creates avidity, allowing FRTACs crosslinking FRα to dramatically improve the degradation efficiency. As a result, the optimized FRTACs, including EGFR-targeting FR-Ctx, PD-L1-targeting FR-Atz, TROP2-targeting FR-Stz, and HER2-targeting FR-Ttz, successfully eliminate cell surface targets with a subnanomole activity. Mechanism investigation reveals that FRTACs trigger targets degradation in a FRα- and lysosomal-dependent manner. Besides, FR-Ctx reduces cancer cell proliferation, and FR-Atz increases the cytotoxicity of T cells toward tumor cells. Furthermore, FR-Atz exhibits potent degradation efficiency of PD-L1 in vivo and elicits tumor-specific immune responses by switching the tumor immune microenvironment from a suppressed state to an activated state in both RM-1 mice model and humanized PD-1/PD-L1 B16F10 mice model. To our knowledge, FRTACs are the most potent protein degrader ever reported. The novel FRTACs will expand the application of FRα and provide a new platform for designing tumor-targeting LYTACs.",https://www.ebi.ac.uk/pride/archive/projects/PXD058539,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD058539,keyword:PD-1 | keyword:PD-L1 | keyword:TROP2
PXD058967,False,core_lung_io,True,True,True,False,False,Multi-omics analysis reveals the sensitivity of immunotherapy for unresectable non-small cell lung cancer,,,0,0,0,literature_seed;omicsdi:iprox,"{'value': 'Non-small cell lung cancer, Immune checkpoint inhibitors, Metabolomics, Proteomics, Prediction models', 'name': 'submitter keyword', 'accession': 'MS:1001925'}","Peripheral blood plasma was collected from unresectable stage III and IV non-small cell lung cancer patients who were negative for driver mutations before receiving immunotherapy. Then we classified samples according to the follow-up results after two courses of immunotherapy and non-targeted metabolomics and proteomics analyses were performed to select different metabolites and proteins. Finally, potential biomarkers were picked out by applying machine learning methods including random forest and stepwise regression and prediction models were constructed by logistic regression.",https://www.ebi.ac.uk/pride/archive/projects/PXD058967,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD058967,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | seed
PXD059011,False,core_lung_io,True,True,True,False,False,Pyrimethamine and a potent analogue WCDD115 inhibit NRF2 by suppressing DHFR and one-carbon metabolism,PRIDE,Homo sapiens (human),34,32,2,pride,Human;Dhfr;Cancer;Nrf2,"Nuclear factor erythroid 2-related factor 2 (NFE2L2/NRF2) is a critical mediator of the cellular oxidative stress response. Aberrant activation of NRF2 is common in many lung and upper aerodigestive cancers, where it promotes tumor progression and confers resistance to chemotherapy, radiation therapy, and immune checkpoint inhibitors. As such, NRF2 therapeutic inhibitors are actively being sought. We previously reported that the antiparasitic drug Pyrimethamine (PYR) inhibits NRF2 in cells and in an NRF2-inducible genetically engineered mouse model. Here we design, synthesize, and define structure-activity relationships across a series of 25 PYR-based derivatives to reveal WCDD115 as a 22-fold more potent inhibitor of NRF2 (57nM versus 1.2mM). PYR is known to inhibit plasmodial and human dihydrofolate reductase (DHFR). We found that WCDD115 inhibits hDHFR with 31-fold greater potency than PYR (144nM versus 4.49mM). Metabolomics showed strong similarities between PYR, WCDD115 and methotrexate. Genetic, pharmacological and metabolic epistasis studies reveal that DHFR inactivation is required for NRF2 suppression by WCDD115 and PYR. Global and targeted proteomics revealed overlapping profiles for WCDD115, PYR and methotrexate, including suppression of NRF2 oxidative stress response and activation of TP53 and the DNA damage response. As such, PYR and its more potent derivative WCDD115 are effective, indirect inhibitors of NRF2 and its antioxidant functions. These data underscore the importance of one-carbon metabolism for the NRF2 signaling pathway and supports a new therapeutic strategy to suppress NRF2-driven cancer biology.",https://www.ebi.ac.uk/pride/archive/projects/PXD059011,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD059011,keyword:checkpoint
PXD059275,False,core_lung_io,True,True,True,False,False,LC-MS/MS analysis of S100A1-interacting proteins,PRIDE,Mus musculus (mouse),4,2,2,pride,Lc-ms/ms;Mouse;S100a1;Tumor,"Immune checkpoint blockade (ICB) has revolutionized cancer treatment, but the therapeutic response is highly heterogeneous. A potential mode of resistance is tumor-intrinsic mechanisms leading to an immunosuppressive tumor microenvironment. However, the underlying interactive network remains elusive and the generalizable biomarkers and targeting strategies are still lacking. Here, we uncovered the potential of plasma S100 calcium-binding protein A1 (S100A1) in determining ICB efficacy based on liquid biopsy of patients with lung cancer. Muti-omics and functional studies suggested that tumor-intrinsic S100A1 expression correlates with an immunologically cold TME and resistance to ICB. Mechanistic investigations demonstrated that interfering with tumor-intrinsic S100A1/ubiquitin-specific protease 7/p65/granulocyte-macrophage colony-stimulating factor (GM-CSF) modulatory axis could potentiate an inflamed TME via promoting M1-like macrophage polarization and T cell function. GM-CSF priming was sufficient to enhance ICB response in tumors with high S100A1 expression. These findings defined S100A1 as a potential biomarker and a novel synergistic target for cancer immunotherapy.",https://www.ebi.ac.uk/pride/archive/projects/PXD059275,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD059275,keyword:checkpoint | keyword:immunotherapy
PXD059463,False,core_lung_io,True,True,True,False,False,Inhibition of tumor-intrinsic NAT10 enhances antitumor immunity by triggering type I interferon responses via MYC/CDK2/DNMT1 pathway,PRIDE,Mus musculus (mouse),8,6,2,pride,N-acetyltransferase 10; type i ifn; cd8+ t cell; immunotherapy,"label-free quantitative proteomics for WT and sgNAT10 TC1 cells. The LC-MS data were analyzed for data interpretation and protein identification against the Mus musculus database from Uniprot (downloaded on 01/02/2021, and including 88069 protein sequences), which is sourced from the protein database at https://www.uniprot.org/uniprot/?query=taxonomy:10090.",https://www.ebi.ac.uk/pride/archive/projects/PXD059463,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD059463,keyword:immunotherapy
PXD059596,False,core_lung_io,True,True,True,False,False,Inhibition of tumor-intrinsic NAT10 enhances antitumor immunity by triggering type I interferon responses via MYC/CDK2/DNMT1 pathway,PRIDE,Mus musculus (mouse),3,1,2,pride,N-acetyltransferase 10; type i ifn; cd8+ t cell; immunotherapy.,"Posttranscriptional modifications are deeply involved in cancer progression; however, there remains knowledge gap regarding the function and immune regulatory mechanism of newly discovered mRNA acetylation modification. Here, we discovered an unexpected role of N4-acetylcytidine (ac4C) RNA acetyltransferase NAT10 in reshaping the tumor immune microenvironment. By analyzing patients' data, we found that NAT10 was upregulated in tumor tissues and negatively correlated with immune cell infiltration and overall survival. Loss of tumoral NAT10 significantly stimulated tumor-specific cellular immune responses and suppressed tumor growth. Mechanistically, we identified MYC as a key downstream target of NAT10 via enhancing mRNA stability and translation efficiency. Inhibition of NAT10 blocked the MYC/CDK2/DNMT1 pathway, subsequently enhancing double-stranded RNAs (dsRNA) formation, which triggered type I interferon responses to enhance the in vivo response of tumor specific CD8+ T cells. More importantly, inhibition of NAT10 using either small molecule inhibitor (Remodelin) or PEI/PC7A/siNAT10 nanoparticles combined with PD-1 blockade synergistically enhanced the anti-tumor immune response and repressed tumor progression. Our findings uncovered the crucial role of tumor-intrinsic NAT10 in tumor immune microenvironment, representing a promising target for enhancing cancer immunotherapy.",https://www.ebi.ac.uk/pride/archive/projects/PXD059596,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD059596,keyword:PD-1 | keyword:immunotherapy
PXD061178,False,core_lung_io,True,True,True,False,False,TCR targeting of KRAS G12V/C neoantigens is enhanced by lymphodepleting chemotherapy,PRIDE,Homo sapiens (human),32,31,1,omicsdi:pride;pride,Lymphodepleting chemotherapy;Lung cancer;Kras g12v;Kras g12c;Tcr therapy;Neoantigens;Colon cancer.;Adoptive cell therapy;Pancreatic cancer,"Lung cancer remains the leading cause of cancer-related deaths worldwide. Immunotherapy agents have doubled treatment response rates in non-small cell lung cancer (NSCLC). However, these responses are neither universal nor consistently durable, underscoring the need for innovative therapeutic strategies. Using a data-driven approach, we identified and characterized an immunogenic neopeptide derived from the KRAS.G12V mutation, prevalent in lung, colon, and pancreatic cancers. We isolated a cognate TCR, T104, which targets and kills cancer cells expressing KRAS G12V. Moreover, TCR-T104 proved to cross-react with the KRAS.G12C neoantigen via a hydrophobic pocket and kill cancer cells expressing this prevalent KRAS mutant. Combining TCR therapy with lymphodepleting chemotherapy using fludarabine and cyclophosphamide resulted in synergistic antitumor effects against multiple neoantigens. HLA-immunopeptidomics revealed that chemotherapy modulates the cell immunopeptidome and enhances target peptide presentation, likely through immunoproteasome activation and HLA-I elevation. These findings suggest a new mechanism explaining the combined efficacy of chemotherapy and immunotherapy.",https://www.ebi.ac.uk/pride/archive/projects/PXD061178,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD061178,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:immunotherapy
PXD062630,False,core_lung_io,True,True,True,False,False,Host and Bacterial Urine Proteomics Might Predict Treatment Outcomes for Immunotherapy in Advanced NSCLC,PRIDE,Homo sapiens (human),54,51,2,omicsdi:pride;pride,Urine;Proteomics;Nsclc;Lc-ms;Extracellular vesicles;Immunotherapy;Host-microbiome,Urine extracellular vesicles from NSCLC patients were analyzed via LC-MS/MS to identify host and microbial proteins associated with progression-free survival. The study included 33 baseline urine samples and follow-up data. Samples were processed using EVtrap and analyzed on a Q-Exactive HF-X using a 60-minute gradient.,https://www.ebi.ac.uk/pride/archive/projects/PXD062630,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD062630,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:immunotherapy
PXD063051,False,core_lung_io,True,True,True,False,False,lung cancer sEV uptake by T cells,PRIDE,Homo sapiens (human),10,7,3,omicsdi:pride;pride,Lung cancer;Exosome;Uptake;Cross-treatment,"Despite advances in immunotherapy, non-small cell lung carcinoma (NSCLC)’s clinical success is limited, possibly due to substantial immunological alterations in advanced cancer patients. This study examines the immunomodulatory effects of sEVs derived from lung adenocarcinoma (ADC) and squamous cell carcinoma (SCC) on T cells. Methods: SEVs were isolated from lung cancer cell lines and Jurkat-E6.1. SEV size and morphology were analysed by NTA and TEM, respectively, while western blotting confirmed sEV markers. SEV uptake was assessed, followed by resazurin assay, RNA isolation, quantification, cDNA preparation, RT-PCR, nano LC-MS, and bioinformatic analysis, before and after treating Jurkat-E6.1 cells with sEVs from A549 and SKMES1.",https://www.ebi.ac.uk/pride/archive/projects/PXD063051,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD063051,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:immunotherapy
PXD064638,False,core_lung_io,True,True,True,False,False,Integrative Multi-omics Characterization of 12 Syngeneic Mouse Models,PRIDE,Mus musculus (mouse),38,36,2,pride,Proteomics data of mouse syngeneic models,"Mouse syngeneic models serve as indispensable tools for elucidating tumor-immune interactions and assessing immunotherapy efficacy. In this study, we first conducted a comprehensive evaluation of six label-free protein quantification pipelines across 12 mouse syngeneic models, revealing that data-independent acquisition (DIA) significantly outperforms data-dependent acquisition (DDA) in terms of data coverage, reproducibility, and inter-model discrimination. We next performed an integrative multi-omics analysis to uncover molecular mechanisms associated with treatment response. Our analysis identified Dnmt3a and Igf2r, which are correlated with resistance to immune checkpoint inhibitors (ICIs), and highlighted key pathways including interferon signaling and oxidative phosphorylation that distinguish responders from non-responders. To facilitate broader research applications, we have developed an interactive web resource that shares our multi-omics datasets and analytical results, equipped with user-friendly tools for further exploration. It is freely accessible at https://muscreen.crownbio.com/syngeneic_omics. This resource aims to accelerate preclinical research and contribute to the development of personalized cancer therapies.",https://www.ebi.ac.uk/pride/archive/projects/PXD064638,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD064638,keyword:checkpoint | keyword:immunotherapy
PXD064740,False,core_lung_io,True,True,True,False,False,Phosphoproteomics Characterization of 12 Syngeneic Mouse Models,PRIDE,Mus musculus (mouse),62,60,2,pride,Phosphoproteomics characterization of 12 syngeneic mouse models,"Mouse syngeneic models serve as indispensable tools for elucidating tumor-immune interactions and assessing immunotherapy efficacy. In this study, we first conducted a comprehensive evaluation of six label-free protein quantification pipelines across 12 mouse syngeneic models, revealing that data-independent acquisition (DIA) significantly outperforms data-dependent acquisition (DDA) in terms of data coverage, reproducibility, and inter-model discrimination. We next performed an integrative multi-omics analysis to uncover molecular mechanisms associated with treatment response. Our analysis identified Dnmt3a and Igf2r, which are correlated with resistance to immune checkpoint inhibitors (ICIs), and highlighted key pathways including interferon signaling and oxidative phosphorylation that distinguish responders from non-responders. To facilitate broader research applications, we have developed an interactive web resource that shares our multi-omics datasets and analytical results, equipped with user-friendly tools for further exploration. It is freely accessible at https://muscreen.crownbio.com/syngeneic_omics. This resource aims to accelerate preclinical research and contribute to the development of personalized cancer therapies.",https://www.ebi.ac.uk/pride/archive/projects/PXD064740,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD064740,keyword:checkpoint | keyword:immunotherapy
PXD065735,False,core_lung_io,True,True,True,False,False,ERBB2 signaling drives immune cell evasion and resistance against immunotherapy in small cell lungcancer,PRIDE,Mus musculus (mouse),20,16,4,pride,Lung cancer,"Small cell lung cancer (SCLC) represents ~15% of all lung cancers and is characterized by its highly aggressive phenotype and its dismal outcome. Though the addition of immune checkpoint blockade to carboplatin and etoposide treatment has improved outcome in SCLC patients, SCLC cells finally acquire the ability to evade immunosurveillance and resistance against immune checkpoint blockade. To elaborate molecular mechanisms that mediate SCLC immune evasion, we performed high dimensional profiling of human and murine SCLC specimens. We herein comprehensively analyzed matched human samples of primary and metastatic SCLC and found a loss of MHC-I in SCLC metastases indicating that MHC-I loss mediates SCLC immune evasion. Silencing MHC-I in SCLC cells drastically diminished immune cell infiltration and facilitated the formation of metastasis in mice by circumventing immune surveillance. Using mass spectrometry and phospho-tyrosine kinase analysis, we discovered that ERBB2 signaling suppresses MHC-I expression in SCLC cells and stimulates immune modulating transcripts. Mechanistically, genetic and/or pharmacologic blockade of the ERBB2 signaling axis was sufficient to induce MHC-I expression and to prevent immune evasion in autochthonous murine SCLC in a STING-dependent manner. Finally, we demonstrate that the ERBB2 signaling axis regulates MHC-I expression on SCLC cells and is critical in maintaining immune evasion in SCLC. Most strikingly, we here uncover synergistic treatment efficacy by combining ERBB2 inhibition with PD-1 blockade eliciting profound responses in preclinical SCLC models, suggesting this combination for future clinical trials in patients with SCLC.",https://www.ebi.ac.uk/pride/archive/projects/PXD065735,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD065735,keyword:PD-1 | keyword:checkpoint | keyword:immunotherapy
PXD066804,False,core_lung_io,True,True,True,False,False,CIRCULATING IMMUNOSUPPRESIVE MYELOID CELLS AS A MAJOR MECHANISM OF RESISTANCE TO FIRST LINE ANTI-PD1/PD-L1 IMMUNOTHERAPY IN NSCLC,,,0,0,0,literature_seed;omicsdi:jpost,"{'value': 'Immune checkpoint inhibitors (ICIs); non-small cell lung cancer (NSCLC); Proteomics', 'name': 'submitter keyword', 'accession': 'MS:1001925'}",LDNs are an immunosuppressive myeloid subpopulation with a specific proteomic profile. High baseline LDN levels are associated with resistance to ICI monotherapy in patients diagnosed with advanced NSCLC. The combination with chemotherapy might be useful to overcome resistance to ICI monotherapy in some patients. Additional therapeutic strategies targeting LDNs should be explored to improve ICI efficacy in this population.,https://www.ebi.ac.uk/pride/archive/projects/PXD066804,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD066804,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | seed
PXD070147,False,core_lung_io,True,True,True,False,False,Proteomic Analysis of Patient-Derived Lung Tumoroids and Matched Organoids Compared to Parental Tumors and Tissues,PRIDE,Homo sapiens (human),72,33,39,omicsdi:pride;pride,Lc-msms;Nsclc;Dia-pasef;Car t cells;Tumoroids,"Proteomic characterization of patient-derived lung tumoroids and matched healthy lung organoids compared to their parental tumor and healthy lung tissues from NSCLC patients. The study validates that tumoroids preserve tumor-specific proteomic signatures and identifies proteomic signatures potentially driving resistance and susceptibility to standard of care and CAR T-cell therapy. Comparative analyses assess preservation of tumor proteomic landscapes, differential expression between tumor and healthy samples, and tumor-associated antigen expression profiles.",https://www.ebi.ac.uk/pride/archive/projects/PXD070147,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD070147,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:immunotherapy
