sample,patient,cut,radius_um,class_name,estimand,threshold,n_high,n_low,high_mean,low_mean,delta,ratio
LUAD-9 R1,Lung9,log_q75_vs_q25,12,immune,count,2.5586953133485437,9718,28431,0.06390203745626673,0.1255319897295206,-0.061629952273253866,0.5090498254186381
LUAD-9 R2,Lung9,log_q75_vs_q25,12,immune,count,3.151511540223939,23728,69427,0.03961564396493594,0.1266798219712792,-0.08706417800634325,0.3127226052931902
LUAD-12,Lung12,log_q75_vs_q25,12,immune,count,3.0294107032269486,4570,12348,0.1536105032822757,0.4193391642371234,-0.2657286609548477,0.3663156613614408
LUAD-13,Lung13,log_q75_vs_q25,12,immune,count,2.9731223700249396,6516,16977,0.22114794352363412,0.29887494845968077,-0.07772700493604665,0.7399346939694001
LUAD-5 R1,Lung5,log_q75_vs_q25,12,immune,frac0,3.914820072786491,4463,6018,0.029899811145609932,0.04822694614568992,-0.018327135000079986,0.6199814322740836
LUAD-5 R2,Lung5,log_q75_vs_q25,12,immune,frac0,3.786537971592369,4480,6562,0.029052225056689345,0.044457990450066036,-0.01540576539337669,0.6534758940424891
LUAD-5 R3,Lung5,log_q75_vs_q25,12,immune,frac0,3.907623096105537,3982,6504,0.030957164382578745,0.04374908481227669,-0.012791920429697946,0.7076071308785794
LUSC-6,Lung6,log_q75_vs_q25,12,immune,frac0,3.2726330862704534,16572,41541,0.011466127604795236,0.015314416852656184,-0.0038482892478609483,0.7487146076219358
LUAD-9 R1,Lung9,log_q75_vs_q25,12,immune,frac0,2.5586953133485437,9718,28431,0.026123589999901997,0.04471117207742722,-0.01858758207752522,0.5842743275587422
LUAD-9 R2,Lung9,log_q75_vs_q25,12,immune,frac0,3.151511540223939,23728,69427,0.01854389429406287,0.05532956164302759,-0.03678566734896472,0.3351534648639259
LUAD-12,Lung12,log_q75_vs_q25,12,immune,frac0,3.0294107032269486,4570,12348,0.07419610294883819,0.19029031113579217,-0.11609420818695398,0.38991004064253937
LUAD-13,Lung13,log_q75_vs_q25,12,immune,frac0,2.9731223700249396,6516,16977,0.0956133619807653,0.11852029496489648,-0.022906932984131184,0.8067256498904615
LUAD-5 R1,Lung5,log_q75_vs_q25,12,cd8nk,count,3.914820072786491,4463,6018,0.003136903428187318,0.005649717514124294,-0.002512814085936976,0.5552319067891552
LUAD-5 R2,Lung5,log_q75_vs_q25,12,cd8nk,count,3.786537971592369,4480,6562,0.002455357142857143,0.00365742151782993,-0.0012020643749727873,0.6713355654761904
LUAD-5 R3,Lung5,log_q75_vs_q25,12,cd8nk,count,3.907623096105537,3982,6504,0.0027624309392265192,0.004305043050430504,-0.0015426121112039849,0.6416732438831886
LUSC-6,Lung6,log_q75_vs_q25,12,cd8nk,count,3.2726330862704534,16572,41541,0.0026550808592807145,0.002840567150525986,-0.00018548629124527172,0.9347009658930523
LUAD-9 R1,Lung9,log_q75_vs_q25,12,cd8nk,count,2.5586953133485437,9718,28431,0.014714961926322288,0.017727128838239948,-0.0030121669119176596,0.8300815129509306
LUAD-9 R2,Lung9,log_q75_vs_q25,12,cd8nk,count,3.151511540223939,23728,69427,0.0077124072825354014,0.019920203955233556,-0.012207796672698154,0.3871650762144507
LUAD-12,Lung12,log_q75_vs_q25,12,cd8nk,count,3.0294107032269486,4570,12348,0.0050328227571115975,0.024943310657596373,-0.019910487900484775,0.20177043962601948
LUAD-13,Lung13,log_q75_vs_q25,12,cd8nk,count,2.9731223700249396,6516,16977,0.042203806015960715,0.05819638334216882,-0.015992577326208103,0.7251963711872116
LUAD-5 R1,Lung5,log_q75_vs_q25,12,cd8nk,frac0,3.914820072786491,4463,6018,0.0017178280678168646,0.0023085505388596114,-0.0005907224710427468,0.744115426065329
LUAD-5 R2,Lung5,log_q75_vs_q25,12,cd8nk,frac0,3.786537971592369,4480,6562,0.0008581349206349207,0.001652370792876736,-0.0007942358722418154,0.5193355658029571
LUAD-5 R3,Lung5,log_q75_vs_q25,12,cd8nk,frac0,3.907623096105537,3982,6504,0.0014649254980746694,0.0018761348327768993,-0.00041120933470222996,0.7808210116254853
LUSC-6,Lung6,log_q75_vs_q25,12,cd8nk,frac0,3.2726330862704534,16572,41541,0.0014703515970713654,0.0014985195349173106,-2.8167937845945167e-05,0.981202822392636
LUAD-9 R1,Lung9,log_q75_vs_q25,12,cd8nk,frac0,2.5586953133485437,9718,28431,0.00598766158037613,0.006131302016075679,-0.00014364043569954892,0.9765726047545957
LUAD-9 R2,Lung9,log_q75_vs_q25,12,cd8nk,frac0,3.151511540223939,23728,69427,0.003459746170889124,0.00851819691392192,-0.005058450743032796,0.4061594496875982
LUAD-12,Lung12,log_q75_vs_q25,12,cd8nk,frac0,3.0294107032269486,4570,12348,0.0019766593727206416,0.010676685640242491,-0.00870002626752185,0.1851379200742064
LUAD-13,Lung13,log_q75_vs_q25,12,cd8nk,frac0,2.9731223700249396,6516,16977,0.01788162471864129,0.023716120128913904,-0.005834495410272613,0.7539860913775946
LUAD-5 R1,Lung5,log_q75_vs_q25,13,immune,frac,3.914820072786491,4297,5755,0.0356420684789314,0.05548549915187621,-0.019843430672944806,0.6423672675516732
LUAD-5 R2,Lung5,log_q75_vs_q25,13,immune,frac,3.786537971592369,4359,6347,0.0349602355280263,0.05010578676089942,-0.015145551232873117,0.6977285017966806
LUAD-5 R3,Lung5,log_q75_vs_q25,13,immune,frac,3.907623096105537,3779,6167,0.03767751609773309,0.0515464415050924,-0.01386892540735931,0.7309431067906178
LUSC-6,Lung6,log_q75_vs_q25,13,immune,frac,3.2726330862704534,14895,38061,0.01499496475327291,0.019819562832095346,-0.004824598078822436,0.7565739406214554
LUAD-9 R1,Lung9,log_q75_vs_q25,13,immune,frac,2.5586953133485437,9314,27696,0.029334233156436292,0.048175543084555225,-0.018841309928118933,0.6089030092499499
LUAD-9 R2,Lung9,log_q75_vs_q25,13,immune,frac,3.151511540223939,22035,66242,0.021430516386268597,0.0613642773514909,-0.039933760965222304,0.3492343968057488
LUAD-12,Lung12,log_q75_vs_q25,13,immune,frac,3.0294107032269486,3473,10089,0.10876832161024501,0.2504691971611389,-0.1417008755508939,0.43425827544082835
LUAD-13,Lung13,log_q75_vs_q25,13,immune,frac,2.9731223700249396,6146,16202,0.11435331535803386,0.1332379600402067,-0.018884644682172824,0.8582637810090001
LUAD-5 R1,Lung5,log_q75_vs_q25,13,immune,count,3.914820072786491,4463,6018,0.09164239300918664,0.14639415088069127,-0.05475175787150463,0.62599764032836
LUAD-5 R2,Lung5,log_q75_vs_q25,13,immune,count,3.786537971592369,4480,6562,0.10022321428571429,0.13578177384943615,-0.035558559563721864,0.7381197891614558
LUAD-5 R3,Lung5,log_q75_vs_q25,13,immune,count,3.907623096105537,3982,6504,0.09392265193370165,0.12592250922509224,-0.031999857291390585,0.7458765911804587
LUSC-6,Lung6,log_q75_vs_q25,13,immune,count,3.2726330862704534,16572,41541,0.02799903451605117,0.03779398666377795,-0.009794952147726781,0.7408330527587782
LUAD-9 R1,Lung9,log_q75_vs_q25,13,immune,count,2.5586953133485437,9718,28431,0.08386499279687179,0.15634342794836623,-0.07247843515149444,0.5364152103954695
LUAD-9 R2,Lung9,log_q75_vs_q25,13,immune,count,3.151511540223939,23728,69427,0.05074173971679029,0.1583533783686462,-0.10761163865185593,0.3204335786172093
LUAD-12,Lung12,log_q75_vs_q25,13,immune,count,3.0294107032269486,4570,12348,0.19606126914660832,0.5143343051506317,-0.3182730360040234,0.3811942294791874
LUAD-13,Lung13,log_q75_vs_q25,13,immune,count,2.9731223700249396,6516,16977,0.3001841620626151,0.38546268480885904,-0.08527852274624392,0.778763221170082
LUAD-5 R1,Lung5,log_q75_vs_q25,13,immune,frac0,3.914820072786491,4463,6018,0.03431637200402604,0.053060659291965365,-0.018744287287939324,0.6467385151624444
LUAD-5 R2,Lung5,log_q75_vs_q25,13,immune,frac0,3.786537971592369,4480,6562,0.03401599702380953,0.0484641006661732,-0.014448103642363673,0.7018802898689068
LUAD-5 R3,Lung5,log_q75_vs_q25,13,immune,frac0,3.907623096105537,3982,6504,0.03575673865729114,0.04887560036314649,-0.013118861705855349,0.7315866893013693
LUSC-6,Lung6,log_q75_vs_q25,13,immune,frac0,3.2726330862704534,16572,41541,0.013477552498189715,0.018159225366562694,-0.004681672868372979,0.7421876333451134
LUAD-9 R1,Lung9,log_q75_vs_q25,13,immune,frac0,2.5586953133485437,9718,28431,0.028114740442379875,0.04693010591501676,-0.01881536547263688,0.5990768589632286
LUAD-9 R2,Lung9,log_q75_vs_q25,13,immune,frac0,3.151511540223939,23728,69427,0.019901442539254407,0.05854915897730653,-0.03864771643805212,0.33990996432533116
LUAD-12,Lung12,log_q75_vs_q25,13,immune,frac0,3.0294107032269486,4570,12348,0.08265916432218401,0.2046472084676652,-0.1219880441454812,0.4039105392206919
LUAD-13,Lung13,log_q75_vs_q25,13,immune,frac0,2.9731223700249396,6516,16977,0.10785995644421058,0.12715564755677847,-0.01929569111256789,0.8482514030377468
LUAD-5 R1,Lung5,log_q75_vs_q25,13,cd8nk,frac,3.914820072786491,4297,5755,0.001733767744938329,0.002508377808117165,-0.0007746100631788363,0.6911908323091596
LUAD-5 R2,Lung5,log_q75_vs_q25,13,cd8nk,frac,3.786537971592369,4359,6347,0.0010208763477861896,0.0015282810776744919,-0.0005074047298883023,0.6679899154019532
LUAD-5 R3,Lung5,log_q75_vs_q25,13,cd8nk,frac,3.907623096105537,3779,6167,0.002028755402663844,0.0023079833522512295,-0.00027922794958738567,0.8790164802033672
LUSC-6,Lung6,log_q75_vs_q25,13,cd8nk,frac,3.2726330862704534,14895,38061,0.0018149267091865276,0.001888009348401876,-7.308263921534854e-05,0.9612911666580412
LUAD-9 R1,Lung9,log_q75_vs_q25,13,cd8nk,frac,2.5586953133485437,9314,27696,0.006258371933699397,0.006719209925449093,-0.0004608379917496958,0.9314148542964454
LUAD-9 R2,Lung9,log_q75_vs_q25,13,cd8nk,frac,3.151511540223939,22035,66242,0.003978302916356014,0.009131806512244904,-0.00515350359588889,0.4356534395490618
LUAD-12,Lung12,log_q75_vs_q25,13,cd8nk,frac,3.0294107032269486,3473,10089,0.004117477684998559,0.013978448947226822,-0.009860971262228263,0.294558981510994
LUAD-13,Lung13,log_q75_vs_q25,13,cd8nk,frac,2.9731223700249396,6146,16202,0.020038778609393643,0.025244017493431144,-0.0052052388840375,0.7938030709497021
LUAD-5 R1,Lung5,log_q75_vs_q25,13,cd8nk,count,3.914820072786491,4463,6018,0.00425722608111136,0.0068128946493851775,-0.0025556685682738174,0.6248777208811748
LUAD-5 R2,Lung5,log_q75_vs_q25,13,cd8nk,count,3.786537971592369,4480,6562,0.0033482142857142855,0.004114599207558671,-0.0007663849218443853,0.8137400793650794
LUAD-5 R3,Lung5,log_q75_vs_q25,13,cd8nk,count,3.907623096105537,3982,6504,0.004269211451531894,0.005842558425584256,-0.001573346974052362,0.7307092442306168
LUSC-6,Lung6,log_q75_vs_q25,13,cd8nk,count,3.2726330862704534,16572,41541,0.0034395365677045617,0.0037793986663777956,-0.0003398620986732339,0.910075086363154
LUAD-9 R1,Lung9,log_q75_vs_q25,13,cd8nk,count,2.5586953133485437,9718,28431,0.01841942786581601,0.021912700925046606,-0.0034932730592305943,0.840582269105963
LUAD-9 R2,Lung9,log_q75_vs_q25,13,cd8nk,count,3.151511540223939,23728,69427,0.009566756574511125,0.024500554539300272,-0.014933797964789147,0.39047102216260077
LUAD-12,Lung12,log_q75_vs_q25,13,cd8nk,count,3.0294107032269486,4570,12348,0.008315098468271335,0.029964366699060576,-0.02164926823078924,0.27749955644922825
LUAD-13,Lung13,log_q75_vs_q25,13,cd8nk,count,2.9731223700249396,6516,16977,0.05386740331491713,0.07144960829357366,-0.017582204978656535,0.7539216043506579
LUAD-5 R1,Lung5,log_q75_vs_q25,13,cd8nk,frac0,3.914820072786491,4463,6018,0.0016692807528568227,0.002398756112614537,-0.0007294753597577145,0.6958943195927414
LUAD-5 R2,Lung5,log_q75_vs_q25,13,cd8nk,frac0,3.786537971592369,4480,6562,0.0009933035714285714,0.0014782078634562631,-0.0004849042920276917,0.6719647459499264
LUAD-5 R3,Lung5,log_q75_vs_q25,13,cd8nk,frac0,3.907623096105537,3982,6504,0.0019253306546124225,0.00218839688396884,-0.0002630662293564175,0.8797904387072033
LUSC-6,Lung6,log_q75_vs_q25,13,cd8nk,frac0,3.2726330862704534,16572,41541,0.0016312655885429236,0.0017298457863201128,-9.858019777718918e-05,0.9430121467724022
LUAD-9 R1,Lung9,log_q75_vs_q25,13,cd8nk,frac0,2.5586953133485437,9718,28431,0.005998196767902468,0.006545504487891318,-0.0005473077199888501,0.9163841807760842
LUAD-9 R2,Lung9,log_q75_vs_q25,13,cd8nk,frac0,3.151511540223939,23728,69427,0.0036944497961018527,0.008712880104053567,-0.005018430307951714,0.42402164978524753
LUAD-12,Lung12,log_q75_vs_q25,13,cd8nk,frac0,3.0294107032269486,4570,12348,0.00312910284463895,0.0114211671062983,-0.008292064261659349,0.27397400068801897
LUAD-13,Lung13,log_q75_vs_q25,13,cd8nk,frac0,2.9731223700249396,6516,16977,0.018900910579087375,0.02409162816920371,-0.005190717590116335,0.7845426820611643
LUAD-5 R1,Lung5,log_q75_vs_q25,14,immune,frac,3.914820072786491,4362,5816,0.0389718565096832,0.058087637278662035,-0.019115780768978838,0.6709148165680197
LUAD-5 R2,Lung5,log_q75_vs_q25,14,immune,frac,3.786537971592369,4404,6420,0.037614983033920364,0.05300963574328062,-0.015394652709360253,0.7095876533859857
LUAD-5 R3,Lung5,log_q75_vs_q25,14,immune,frac,3.907623096105537,3859,6256,0.04179222349732844,0.05546681534932814,-0.0136745918519997,0.7534635481435598
LUSC-6,Lung6,log_q75_vs_q25,14,immune,frac,3.2726330862704534,15679,39698,0.01630707133290206,0.0210315561057412,-0.004724484772839141,0.7753620916547659
LUAD-9 R1,Lung9,log_q75_vs_q25,14,immune,frac,2.5586953133485437,9514,28097,0.02883607615844319,0.049221899078645354,-0.020385822920202162,0.5858383503726609
LUAD-9 R2,Lung9,log_q75_vs_q25,14,immune,frac,3.151511540223939,22733,67558,0.022406469442716303,0.06239501672166937,-0.03998854727895307,0.35910671428564084
LUAD-12,Lung12,log_q75_vs_q25,14,immune,frac,3.0294107032269486,3783,10684,0.1092641894188286,0.24840932524150416,-0.13914513582267557,0.439855425365379
LUAD-13,Lung13,log_q75_vs_q25,14,immune,frac,2.9731223700249396,6350,16576,0.12019378827646543,0.13764301610283752,-0.017449227826372093,0.873228382228015
LUAD-5 R1,Lung5,log_q75_vs_q25,14,immune,count,3.914820072786491,4463,6018,0.11785794308760923,0.18361581920903955,-0.06575787612143032,0.6418724900463642
LUAD-5 R2,Lung5,log_q75_vs_q25,14,immune,count,3.786537971592369,4480,6562,0.1234375,0.16885096007314843,-0.04541346007314842,0.7310441110108303
LUAD-5 R3,Lung5,log_q75_vs_q25,14,immune,count,3.907623096105537,3982,6504,0.12405826217980914,0.15667281672816727,-0.03261455454835813,0.7918301640995866
LUSC-6,Lung6,log_q75_vs_q25,14,immune,count,3.2726330862704534,16572,41541,0.03662804730871349,0.04889145663320575,-0.012263409324492262,0.7491707106111605
LUAD-9 R1,Lung9,log_q75_vs_q25,14,immune,count,2.5586953133485437,9718,28431,0.10403375180078206,0.18901902852520136,-0.0849852767244193,0.5503877181704568
LUAD-9 R2,Lung9,log_q75_vs_q25,14,immune,count,3.151511540223939,23728,69427,0.06443863789615643,0.19041583245711322,-0.1259771945609568,0.3384100842069934
LUAD-12,Lung12,log_q75_vs_q25,14,immune,count,3.0294107032269486,4570,12348,0.24332603938730854,0.619533527696793,-0.3762074883094845,0.39275685416398504
LUAD-13,Lung13,log_q75_vs_q25,14,immune,count,2.9731223700249396,6516,16977,0.3893492940454266,0.48012016257289275,-0.09077086852746613,0.8109413525959033
LUAD-5 R1,Lung5,log_q75_vs_q25,14,immune,frac0,3.914820072786491,4463,6018,0.03808990322546226,0.056137869460401855,-0.018047966234939594,0.6785063913465732
LUAD-5 R2,Lung5,log_q75_vs_q25,14,immune,frac0,3.786537971592369,4480,6562,0.03697687171459493,0.05186252079729677,-0.01488564908270184,0.7129786818330334
LUAD-5 R3,Lung5,log_q75_vs_q25,14,immune,frac0,3.907623096105537,3982,6504,0.040501303484728905,0.053351844530350065,-0.01285054104562116,0.7591359556779538
LUSC-6,Lung6,log_q75_vs_q25,14,immune,frac0,3.2726330862704534,16572,41541,0.015428347298369019,0.020098474140865994,-0.004670126842496975,0.7676377415636115
LUAD-9 R1,Lung9,log_q75_vs_q25,14,immune,frac0,2.5586953133485437,9718,28431,0.028230750007350133,0.048643652998934195,-0.02041290299158406,0.5803583461951075
LUAD-9 R2,Lung9,log_q75_vs_q25,14,immune,frac0,3.151511540223939,23728,69427,0.02146688595082897,0.060715320259877845,-0.039248434309048875,0.35356621457228493
LUAD-12,Lung12,log_q75_vs_q25,14,immune,frac0,3.0294107032269486,4570,12348,0.09044779618630823,0.2149340161062707,-0.12448621991996246,0.4208165734994118
LUAD-13,Lung13,log_q75_vs_q25,14,immune,frac0,2.9731223700249396,6516,16977,0.11713176113498396,0.13439186163165665,-0.01726010049667269,0.8715688562750962
LUAD-5 R1,Lung5,log_q75_vs_q25,14,cd8nk,frac,3.914820072786491,4362,5816,0.0016986528678413133,0.0025164570642562385,-0.0008178041964149252,0.6750176237731143
LUAD-5 R2,Lung5,log_q75_vs_q25,14,cd8nk,frac,3.786537971592369,4404,6420,0.0012584240615575767,0.0017088216387281807,-0.000450397577170604,0.7364279764704876
LUAD-5 R3,Lung5,log_q75_vs_q25,14,cd8nk,frac,3.907623096105537,3859,6256,0.0021119461000259137,0.002307118499573742,-0.00019517239954782838,0.9154042587825948
LUSC-6,Lung6,log_q75_vs_q25,14,cd8nk,frac,3.2726330862704534,15679,39698,0.0018055694757014994,0.0019196720957514951,-0.00011410262004999576,0.9405614009275225
LUAD-9 R1,Lung9,log_q75_vs_q25,14,cd8nk,frac,2.5586953133485437,9514,28097,0.0059530483064222815,0.006762612627117735,-0.0008095643206954533,0.8802882309938704
LUAD-9 R2,Lung9,log_q75_vs_q25,14,cd8nk,frac,3.151511540223939,22733,67558,0.003855261807357879,0.009011909578459803,-0.005156647771101924,0.42779632593881056
LUAD-12,Lung12,log_q75_vs_q25,14,cd8nk,frac,3.0294107032269486,3783,10684,0.003824125473610009,0.013912882637143213,-0.010088757163533205,0.274862195947858
LUAD-13,Lung13,log_q75_vs_q25,14,cd8nk,frac,2.9731223700249396,6350,16576,0.02085364329458818,0.02589189955261384,-0.005038256258025661,0.8054118722426049
LUAD-5 R1,Lung5,log_q75_vs_q25,14,cd8nk,count,3.914820072786491,4463,6018,0.005153484203450594,0.00847457627118644,-0.0033210920677358468,0.60811113600717
LUAD-5 R2,Lung5,log_q75_vs_q25,14,cd8nk,count,3.786537971592369,4480,6562,0.003794642857142857,0.005790917403230723,-0.0019962745460878656,0.6552749060150376
LUAD-5 R3,Lung5,log_q75_vs_q25,14,cd8nk,count,3.907623096105537,3982,6504,0.0055248618784530384,0.006765067650676507,-0.0012402057722234686,0.8166750376695128
LUSC-6,Lung6,log_q75_vs_q25,14,cd8nk,count,3.2726330862704534,16572,41541,0.004284335022930244,0.004621939770347368,-0.0003376047474171239,0.9269560478517982
LUAD-9 R1,Lung9,log_q75_vs_q25,14,cd8nk,count,2.5586953133485437,9718,28431,0.021609384647046717,0.02564102564102564,-0.004031640993978923,0.842766001234822
LUAD-9 R2,Lung9,log_q75_vs_q25,14,cd8nk,count,3.151511540223939,23728,69427,0.01095751854349292,0.028821639995966986,-0.017864121452474065,0.3801837280954938
LUAD-12,Lung12,log_q75_vs_q25,14,cd8nk,count,3.0294107032269486,4570,12348,0.009846827133479213,0.035633300939423386,-0.025786473805944173,0.27633777600954845
LUAD-13,Lung13,log_q75_vs_q25,14,cd8nk,count,2.9731223700249396,6516,16977,0.06706568446899938,0.08811922012134064,-0.021053535652341263,0.761078960715376
LUAD-5 R1,Lung5,log_q75_vs_q25,14,cd8nk,frac0,3.914820072786491,4463,6018,0.0016602114742379137,0.0024319897450505623,-0.0007717782708126487,0.6826556228769777
LUAD-5 R2,Lung5,log_q75_vs_q25,14,cd8nk,frac0,3.786537971592369,4480,6562,0.0012370757962275822,0.001671843175957775,-0.0004347673797301928,0.7399472713814077
LUAD-5 R3,Lung5,log_q75_vs_q25,14,cd8nk,frac0,3.907623096105537,3982,6504,0.0020467101958814666,0.0022191471914719146,-0.00017243699559044796,0.92229582776072
LUSC-6,Lung6,log_q75_vs_q25,14,cd8nk,frac0,3.2726330862704534,16572,41541,0.0017082744273185983,0.001834504293520687,-0.00012622986620208863,0.9311912942106912
LUAD-9 R1,Lung9,log_q75_vs_q25,14,cd8nk,frac0,2.5586953133485437,9718,28431,0.005828082073194236,0.006683167211287924,-0.0008550851380936877,0.8720539063201289
LUAD-9 R2,Lung9,log_q75_vs_q25,14,cd8nk,frac0,3.151511540223939,23728,69427,0.003693596875702405,0.00876930570673639,-0.005075708831033985,0.42119604438753505
LUAD-12,Lung12,log_q75_vs_q25,14,cd8nk,frac0,3.0294107032269486,4570,12348,0.003165572574762946,0.012038001141499683,-0.008872428566736737,0.2629649671530586
LUAD-13,Lung13,log_q75_vs_q25,14,cd8nk,frac0,2.9731223700249396,6516,16977,0.0203223810498212,0.025280327913301936,-0.004957946863480736,0.8038812281041664
LUAD-5 R1,Lung5,log_q75_vs_q25,15,immune,frac,3.914820072786491,4407,5881,0.043156720369109745,0.0636536681214457,-0.020496947752335952,0.6779926694369043
LUAD-5 R2,Lung5,log_q75_vs_q25,15,immune,frac,3.786537971592369,4433,6457,0.04200525769440725,0.05747577324160877,-0.015470515547201517,0.7308341467252875
LUAD-5 R3,Lung5,log_q75_vs_q25,15,immune,frac,3.907623096105537,3914,6333,0.04801779935275081,0.05849783276358359,-0.010480033410832784,0.820847492706484
LUSC-6,Lung6,log_q75_vs_q25,15,immune,frac,3.2726330862704534,16134,40608,0.017328288284033915,0.021998988392309904,-0.004670700108275989,0.7876856869514642
LUAD-9 R1,Lung9,log_q75_vs_q25,15,immune,frac,2.5586953133485437,9632,28275,0.030348408743342298,0.049896521103417656,-0.019548112360075358,0.6082269479357266
LUAD-9 R2,Lung9,log_q75_vs_q25,15,immune,frac,3.151511540223939,23147,68331,0.023316710794569696,0.06305559784398086,-0.03973888704941117,0.36978018751423913
LUAD-12,Lung12,log_q75_vs_q25,15,immune,frac,3.0294107032269486,4021,11123,0.10591093189327459,0.2488647958372853,-0.14295386394401072,0.42557619102752525
LUAD-13,Lung13,log_q75_vs_q25,15,immune,frac,2.9731223700249396,6426,16741,0.12505657145012888,0.14267657804632897,-0.017620006596200083,0.8765038604270518
LUAD-5 R1,Lung5,log_q75_vs_q25,15,immune,count,3.914820072786491,4463,6018,0.14945104190006722,0.22648720505151212,-0.0770361631514449,0.6598652752418228
LUAD-5 R2,Lung5,log_q75_vs_q25,15,immune,count,3.786537971592369,4480,6562,0.15580357142857143,0.21075891496494972,-0.05495534353637829,0.7392502065902282
LUAD-5 R3,Lung5,log_q75_vs_q25,15,immune,count,3.907623096105537,3982,6504,0.1584630838774485,0.19511070110701106,-0.03664761722956256,0.8121701320243697
LUSC-6,Lung6,log_q75_vs_q25,15,immune,count,3.2726330862704534,16572,41541,0.045920830316195996,0.060229652632339134,-0.014308822316143138,0.7624289417126691
LUAD-9 R1,Lung9,log_q75_vs_q25,15,immune,count,2.5586953133485437,9718,28431,0.126363449269397,0.22443811332700223,-0.09807466405760523,0.5630213487193584
LUAD-9 R2,Lung9,log_q75_vs_q25,15,immune,count,3.151511540223939,23728,69427,0.07843054619015509,0.22446598585564695,-0.14603543966549187,0.34940949245019876
LUAD-12,Lung12,log_q75_vs_q25,15,immune,count,3.0294107032269486,4570,12348,0.29037199124726476,0.7334791059280855,-0.44310711468082076,0.3958831122801397
LUAD-13,Lung13,log_q75_vs_q25,15,immune,count,2.9731223700249396,6516,16977,0.4895641497851443,0.5890911232844437,-0.0995269734992994,0.83104995209503
LUAD-5 R1,Lung5,log_q75_vs_q25,15,immune,frac0,3.914820072786491,4463,6018,0.04261520651280902,0.062204589933902,-0.019589383421092982,0.6850813831920044
LUAD-5 R2,Lung5,log_q75_vs_q25,15,immune,frac0,3.786537971592369,4480,6562,0.04156457753555968,0.05655609079869975,-0.01499151326314007,0.7349266356386016
LUAD-5 R3,Lung5,log_q75_vs_q25,15,immune,frac0,3.907623096105537,3982,6504,0.04719780679725431,0.056959836237972766,-0.009762029440718453,0.8286155634308072
LUSC-6,Lung6,log_q75_vs_q25,15,immune,frac0,3.2726330862704534,16572,41541,0.01687029949158841,0.021504896864180462,-0.004634597372592052,0.7844864171233646
LUAD-9 R1,Lung9,log_q75_vs_q25,15,immune,frac0,2.5586953133485437,9718,28431,0.030079838754463156,0.04962274046636187,-0.019542901711898715,0.6061704466897309
LUAD-9 R2,Lung9,log_q75_vs_q25,15,immune,frac0,3.151511540223939,23728,69427,0.02274578155604791,0.062060179127386414,-0.039314397571338505,0.3665116968057617
LUAD-12,Lung12,log_q75_vs_q25,15,immune,frac0,3.0294107032269486,4570,12348,0.09318771491090966,0.22417582799628477,-0.1309881130853751,0.4156902898222106
LUAD-13,Lung13,log_q75_vs_q25,15,immune,frac0,2.9731223700249396,6516,16977,0.12332927073949174,0.140693208050515,-0.01736393731102326,0.876582974035329
LUAD-5 R1,Lung5,log_q75_vs_q25,15,cd8nk,count,3.914820072786491,4463,6018,0.006497871386959444,0.010468594217347957,-0.003970722830388513,0.6207014286781259
LUAD-5 R2,Lung5,log_q75_vs_q25,15,cd8nk,count,3.786537971592369,4480,6562,0.004464285714285714,0.007924413288631514,-0.0034601275743458004,0.5633585164835164
LUAD-5 R3,Lung5,log_q75_vs_q25,15,cd8nk,count,3.907623096105537,3982,6504,0.007282772476142642,0.008610086100861008,-0.0013273136247183666,0.8458420033005668
LUSC-6,Lung6,log_q75_vs_q25,15,cd8nk,count,3.2726330862704534,16572,41541,0.004887762490948588,0.005608916492140295,-0.0007211540011917072,0.8714272173240141
LUAD-9 R1,Lung9,log_q75_vs_q25,15,cd8nk,count,2.5586953133485437,9718,28431,0.02593126157645606,0.029685906229116106,-0.0037546446526600455,0.8735209690523961
LUAD-9 R2,Lung9,log_q75_vs_q25,15,cd8nk,count,3.151511540223939,23728,69427,0.013106877950101146,0.03328676163452259,-0.020179883684421446,0.39375647574282663
LUAD-12,Lung12,log_q75_vs_q25,15,cd8nk,count,3.0294107032269486,4570,12348,0.011159737417943107,0.04081632653061224,-0.029656589112669135,0.27341356673960615
LUAD-13,Lung13,log_q75_vs_q25,15,cd8nk,count,2.9731223700249396,6516,16977,0.08210558624923266,0.10390528361901397,-0.02179969736978131,0.7901964499734823
LUAD-5 R1,Lung5,log_q75_vs_q25,16,immune,frac,3.914820072786491,4432,5919,0.04658868695985122,0.06720939513640983,-0.020620708176558616,0.6931871186356264
LUAD-5 R2,Lung5,log_q75_vs_q25,16,immune,frac,3.786537971592369,4453,6484,0.046766680558506295,0.05961640790835732,-0.012849727349851028,0.7844598861171961
LUAD-5 R3,Lung5,log_q75_vs_q25,16,immune,frac,3.907623096105537,3941,6378,0.052011734776261545,0.06032432298895139,-0.008312588212689848,0.8622017156460698
LUSC-6,Lung6,log_q75_vs_q25,16,immune,frac,3.2726330862704534,16340,41042,0.01763497892016864,0.023017719749725992,-0.005382740829557354,0.7661479552238691
LUAD-9 R1,Lung9,log_q75_vs_q25,16,immune,frac,2.5586953133485437,9675,28348,0.031455153230347026,0.05071751618245198,-0.019262362952104956,0.6202029515244747
LUAD-9 R2,Lung9,log_q75_vs_q25,16,immune,frac,3.151511540223939,23357,68728,0.023690911895732723,0.06420383789505545,-0.04051292599932273,0.3689952606019716
