,TACSTD2,CD8A,NKG7,NCAM1,LGALS1,LGALS3,LGALS9,PVR,TGFB1,TGFB2,TGFB3,CD47,SIRPA,CD274,EPCAM,CLDN4
TCGA-68-7755-01,13.4596,6.5532,6.0606,3.1238,11.2999,11.8163,9.6634,9.7451,11.1455,7.1187,8.6036,10.1653,10.6879,8.7669,12.6679,14.9244
TCGA-43-2581-01,12.161,8.3233,7.6802,4.7697,12.2595,12.464,10.6077,10.3784,11.4708,10.3532,8.2243,11.7446,11.1981,6.1464,13.7217,11.703
TCGA-NC-A5HH-01,8.5283,6.8974,7.1447,3.8157,11.3005,9.4683,7.9882,9.4334,9.0775,5.9326,7.3936,10.2521,10.9641,3.0474,11.66,6.5475
TCGA-22-5481-01,7.2839,9.1047,9.1971,11.1562,10.6671,11.8138,12.8148,10.8692,9.2819,9.2521,6.9505,11.2266,10.4917,8.4686,12.9127,8.1648
TCGA-22-4607-01,15.6019,6.3879,5.8211,3.0146,12.392,13.3989,10.5501,9.0239,10.9181,5.6814,9.3038,11.489,9.5228,4.523,12.0123,13.5062
TCGA-21-5787-01,12.0967,11.329,10.4674,5.1734,11.354,12.871,10.0763,11.6871,10.6455,6.0377,9.4204,11.6735,10.5471,5.9294,12.4756,10.6606
TCGA-85-8350-01,14.0255,7.8147,7.172,6.331,12.7256,11.9176,10.2036,10.401,12.0735,8.8777,10.0903,12.2883,11.1303,4.6129,11.075,12.9504
TCGA-66-2782-01,14.0716,8.1475,7.6478,3.5391,13.016,11.751,10.465,10.055,12.1423,7.1407,9.6376,11.7068,10.416,5.9013,10.3316,12.004
TCGA-66-2765-01,13.4429,8.054,7.239,2.3017,14.1893,13.0852,9.9802,10.4533,11.0848,7.5398,9.4642,12.2823,10.5134,5.8263,8.4574,9.5291
TCGA-NC-A5HL-01,13.772,9.0951,8.3479,4.2192,10.9462,10.8365,10.8317,9.7442,9.6195,8.041,7.7718,10.6401,10.2008,9.7727,12.9934,11.579
TCGA-43-6771-01,14.0953,7.6876,7.3675,4.5579,13.4253,12.237,8.9193,10.4873,12.5931,7.6933,9.7581,12.2724,10.9231,7.5269,9.4914,12.3802
TCGA-77-A5G7-01,13.744,6.5523,6.4421,3.2903,10.8999,10.9093,11.1036,10.7296,9.6488,5.7801,7.3137,11.4239,9.2722,3.4644,12.8384,10.0643
TCGA-6A-AB49-01,12.2133,6.483,5.9356,2.7169,13.9748,12.9366,8.0039,9.4832,11.1118,6.2563,6.0931,11.6858,6.5759,6.6202,12.2506,11.5091
TCGA-33-AASB-01,12.9559,5.3059,4.6263,1.7697,11.6936,12.0354,8.3323,11.2047,10.5449,5.2461,7.2173,11.6397,9.8334,3.0408,13.6603,12.5464
TCGA-85-A511-01,12.2545,8.0573,6.9664,4.5401,12.9486,11.5921,10.5376,9.4082,10.8786,7.1251,10.2973,11.3998,10.5608,6.2561,12.1507,11.3639
TCGA-NK-A7XE-01,12.4782,7.8797,6.9791,1.179,12.4306,11.7318,11.7412,10.9706,11.1887,8.6134,8.0476,11.1626,9.8446,4.8166,12.2191,11.0034
TCGA-56-6545-01,11.9646,7.852,7.6156,5.5785,12.9416,12.2965,10.527,10.575,11.2609,9.8095,10.3651,11.9411,11.6641,7.3524,9.2333,8.8138
TCGA-34-2608-01,13.6554,8.3454,7.6177,4.4271,13.4669,12.4306,10.723,10.142,11.7838,8.2967,10.5933,11.5003,12.2935,5.9246,11.0313,12.5405
TCGA-46-3769-01,13.3793,9.0356,7.9506,2.7311,13.4599,12.8218,9.9596,10.0964,10.7571,10.8418,7.8351,12.1118,10.6229,6.8481,12.8203,13.1724
TCGA-37-3783-01,13.7986,10.2384,9.283,3.034,12.8052,12.6886,9.9297,9.658,11.1502,6.5852,10.1859,13.4623,9.4202,6.115,10.6544,13.2442
TCGA-56-8307-01,11.3879,7.616,7.8978,3.2697,11.6706,9.5817,14.0302,8.2905,9.7954,4.7513,9.4979,10.7488,9.8738,8.0517,10.183,12.7487
TCGA-NK-A5CR-01,14.7585,4.8244,4.4374,2.1155,10.2025,11.6149,9.8903,9.4724,9.8647,5.5131,8.4771,9.7079,7.712,7.3546,13.5049,12.9686
TCGA-63-A5MM-01,13.7542,8.9771,8.847,4.8814,13.99,11.3978,11.0372,11.0165,10.8904,8.499,9.2056,11.1308,11.0288,9.3305,10.1363,12.0746
TCGA-22-0944-01,13.15,6.3586,5.0351,1.1837,11.5673,10.9769,9.9581,9.2506,10.9039,6.2782,8.234,10.8836,10.0532,5.5672,12.4528,13.3658
TCGA-77-6844-01,14.3967,7.3,6.8973,5.9093,10.0769,11.7194,11.9271,8.9117,10.7991,5.9174,8.3399,11.058,8.9439,6.0711,9.7964,11.9136
TCGA-66-2786-01,13.982,8.9882,7.5158,4.9833,11.8321,11.6759,10.4081,10.667,10.3256,8.6753,10.0833,12.1439,10.2883,4.9504,11.9256,12.8634
TCGA-56-8082-01,12.9953,4.5437,4.7791,5.673,11.2745,11.3643,10.6409,9.4081,9.5769,8.5288,9.6967,10.6243,8.0686,5.9391,12.2127,12.7188
TCGA-98-A539-01,13.1587,5.6581,5.4901,8.012,12.9741,12.0259,9.4597,10.7955,12.324,7.1553,8.4214,10.7989,11.3747,5.6581,10.7255,10.6618
TCGA-O2-A52S-01,8.9177,7.9524,7.0421,4.1675,10.0619,9.9552,10.2344,9.8869,11.1956,6.6187,8.7655,10.3482,11.2608,6.0886,12.6035,10.1151
TCGA-33-4586-01,11.2103,5.3793,6.0776,3.1787,12.4556,10.6599,8.9629,9.2385,10.1105,6.3619,7.5573,11.5535,9.9634,8.6759,12.0184,11.5707
TCGA-21-1077-01,12.8165,6.6282,5.6037,5.3906,12.5503,11.9946,10.2784,10.2918,11.269,7.477,9.1214,11.2095,10.8943,6.905,13.1243,12.741
TCGA-60-2713-01,12.7619,8.917,7.9431,7.9376,12.9434,12.0577,10.9886,10.0169,10.7897,6.7087,9.5494,11.4163,11.1144,7.0069,10.3873,10.5967
TCGA-L3-A524-01,13.0066,7.0744,6.0341,4.8475,10.8634,12.0167,8.8668,10.1878,10.8069,6.5586,9.1679,10.4365,10.53,4.6985,13.5659,13.747
TCGA-39-5021-01,10.9455,8.9484,7.8156,4.2931,11.5226,11.7041,10.5955,9.7121,11.7309,6.8154,8.824,10.696,10.1404,6.9721,12.9483,11.7855
TCGA-85-A5B5-01,12.3127,6.0581,5.5206,3.3922,12.2383,12.2926,10.2809,10.3067,10.5496,6.3832,9.2775,9.5992,9.3073,7.1949,12.6244,11.5558
TCGA-58-A46L-01,12.4035,8.838,8.2174,4.4864,10.9307,12.5403,10.0341,9.1551,10.037,6.2874,8.9639,10.4288,9.5508,6.4707,11.844,11.16
TCGA-77-8144-01,12.8983,6.8252,6.428,3.9748,11.8731,11.4968,8.9485,10.5343,10.549,9.1452,8.5639,11.4975,10.4,5.2125,10.3008,8.6742
TCGA-J1-A4AH-01,12.3501,5.9708,4.6525,7.4838,10.3578,11.7133,9.2572,10.0656,10.2164,5.5971,8.8167,10.2966,10.8978,8.1525,12.7137,12.9348
TCGA-56-7580-01,13.4408,6.9519,6.6626,3.5922,12.2898,12.953,9.5892,9.8493,10.0706,7.4816,9.8718,11.4296,9.0663,3.804,11.2708,11.2801
TCGA-63-A5MY-01,13.9926,5.6064,2.3701,2.9042,9.4845,10.5126,9.4438,9.387,10.1457,4.8007,8.2145,6.6724,5.7867,6.5278,11.9021,11.6802
TCGA-33-AASL-01,13.5518,7.2615,7.9006,4.0437,11.659,12.5418,10.9578,10.5959,10.9278,5.1828,7.196,11.772,9.5283,5.779,12.3338,13.4821
TCGA-85-A512-01,13.1105,6.1997,5.3302,4.7184,11.837,11.2156,10.1873,8.8341,9.7772,6.8168,9.4669,10.3188,10.4185,5.1197,12.613,13.2435
TCGA-85-8354-01,13.2151,6.372,6.1585,2.2095,11.8306,9.9865,9.8013,10.292,10.3607,4.4746,7.8416,8.7785,9.6458,4.8818,13.2425,12.4129
TCGA-O2-A5IB-01,10.5688,6.3797,4.0393,3.9427,10.1755,10.8316,9.8675,9.3703,7.7378,6.1284,8.2236,10.8762,8.1485,3.8658,12.7475,11.6607
TCGA-77-7335-01,13.6931,10.4869,9.9178,5.2777,13.688,13.1267,12.1049,9.3572,10.99,8.2509,11.6768,11.1992,11.2143,6.0046,12.1004,11.3404
