rank	gene	uniprot	protein_name	is_bait	exclusive	stringent	n_cldn4	n_gfp	mean_lfq_cldn4	mean_lfq_gfp	log2fc	p_mod	fdr_mod	p_welch	fdr_welch	unique_peptides	razor_unique_peptides	categories	majority_protein_ids
144	SETD1A	F6UMN8	SET domain containing 1A	False	False	False	4	3	3.80695e+07	2.88207e+07	1.38312	0.0464883	0.12138	0.258836	0.444919	3	3		F6UMN8
145	QRSL1	E2QUD0	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	False	False	False	3	2	6.9202e+07	6.268e+07	1.38105	0.274464	0.378642	0.509833	0.622766	3	3		E2QUD0;A0A0A0MPB2
146	ARID5B	E2R9X2	AT-rich interactive domain-containing protein 5B	False	False	False	2	1	4.1493e+07	2.0248e+07	1.37954	0.175742	0.275461	0.415621	0.539691	2	2	IFN;immune	E2R9X2;A0A0A0MPC6;J9NV13
147	CKAP2	F1PIR7	Cytoskeleton associated protein 2	False	False	False	3	2	3.5072e+07	2.2607e+07	1.37815	0.159044	0.259887	0.391639	0.519967	2	2		F1PIR7
148	PIGK	J9P6N1	GPI-anchor transamidase	False	False	False	3	2	5.87093e+07	4.826e+07	1.37728	0.247615	0.351578	0.484836	0.604569	2	2		J9P6N1
149	HNRNPH3	F1P8D3	Heterogeneous nuclear ribonucleoprotein H3	False	False	False	4	3	5.89542e+07	5.0641e+07	1.36497	0.0953727	0.205592	0.33962	0.51983	3	3		F1P8D3
150		E2RQR0	Uncharacterized protein	False	False	False	4	3	8.52092e+07	8.7589e+07	1.36317	0.138971	0.24621	0.400745	0.528848	2	2		E2RQR0
151	PLOD2	F1PZL5	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	False	False	False	4	3	6.7473e+07	6.44643e+07	1.35981	0.112055	0.234618	0.367573	0.51983	6	6		F1PZL5
152	LRPAP1	F1PAG7	LDL receptor related protein associated protein 1	False	False	False	4	3	5.58502e+07	5.08243e+07	1.34609	0.0959863	0.206507	0.344301	0.51983	3	3		F1PAG7
153	RGS2	J9PA42	Regulator of G protein signaling 2	False	False	False	4	3	5.9426e+07	5.4126e+07	1.3447	0.101378	0.215983	0.351835	0.51983	2	2		J9PA42;F1PUM1
154	RAB3GAP2	E2R4W9	RAB3 GTPase activating non-catalytic protein subunit 2	False	False	False	3	2	4.91677e+07	3.84085e+07	1.33365	0.234776	0.337954	0.472029	0.594922	3	3	trafficking	E2R4W9
155		J9NT25	Secretory carrier-associated membrane protein	False	False	False	4	3	6.68665e+07	6.56463e+07	1.32989	0.121615	0.246092	0.379155	0.51983	4	4		J9NT25
156	TAPBP	Q5TJE4	Tapasin	False	False	False	3	2	4.32127e+07	3.302e+07	1.32955	0.216119	0.318002	0.453407	0.57482	2	2	IFN;MHC;immune	Q5TJE4
157	TOP3A	E2RIS5	DNA topoisomerase	False	False	False	3	2	3.61583e+07	2.34525e+07	1.31491	0.183908	0.283574	0.419132	0.54108	2	2		E2RIS5
158	SERAC1	E2RSL1	Serine active site containing 1	False	False	False	2	1	5.69155e+07	4.6985e+07	1.30838	0.270807	0.374825	0.506629	0.621249	2	2		E2RSL1
159	REEP4	E2RII7	Receptor expression-enhancing protein	False	False	False	2	1	5.83075e+07	5.1668e+07	1.28797	0.285087	0.38937	0.519089	0.629931	2	2		E2RII7
160	ABCB1	Q4PLA8	ATP binding cassette subfamily B member 1	False	False	False	4	3	4.3776e+07	3.85513e+07	1.28221	0.0855949	0.189015	0.328045	0.51983	5	5		Q4PLA8
161	CCAR2	E2RKJ1	Cell cycle and apoptosis regulator 2	False	False	False	4	3	8.01588e+07	8.7574e+07	1.26827	0.16624	0.266049	0.430301	0.553497	4	4		E2RKJ1
162	TANC2	F1PAH3	Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	False	False	False	4	3	3.19182e+07	2.39183e+07	1.26718	0.0577296	0.140347	0.26875	0.456675	3	3		F1PAH3;F1PAF9
163	SF3B6	E2RRA3	Splicing factor 3b subunit 6	False	False	False	2	1	5.95955e+07	5.8506e+07	1.25758	0.304781	0.407866	0.535863	0.644546	2	2		E2RRA3
164	ERCC3	E2RN68	ERCC excision repair 3, TFIIH core complex helicase subunit	False	False	False	4	3	5.98712e+07	5.9812e+07	1.24513	0.137625	0.246092	0.396066	0.525526	4	4		E2RN68
165	SLC33A1	E2RTD2	Solute carrier family 33 member 1	False	False	False	3	2	4.14e+07	3.50985e+07	1.23835	0.249682	0.353366	0.485479	0.604569	3	3		E2RTD2
166	NDUFAF2	E2RF07	NADH:ubiquinone oxidoreductase complex assembly factor 2	False	False	False	4	3	4.1134e+07	3.63363e+07	1.23762	0.0923736	0.200112	0.335191	0.51983	3	3		E2RF07
167	PCID2	E2R7M4	PCI domain containing 2	False	False	False	4	3	6.9491e+07	7.3359e+07	1.23133	0.162598	0.263494	0.424251	0.546357	4	4		E2R7M4
168	MECR	E2R1T2	Mitochondrial trans-2-enoyl-CoA reductase	False	False	False	2	1	3.49825e+07	1.926e+07	1.22538	0.205415	0.307	0.444601	0.567223	2	2		E2R1T2
169	HK1	J9PBL1	Hexokinase 1	False	False	False	2	1	3.7522e+07	2.4991e+07	1.22525	0.22876	0.331475	0.466999	0.590291	3	4		J9PBL1;F1PPF7
170	MBNL1	F6UUJ0	Muscleblind like splicing regulator 1	False	False	False	4	3	1.67185e+08	2.51117e+08	1.18662	0.298173	0.403646	0.55172	0.657855	4	9		F6UUJ0;F6UU15
171	PTGES3	J9NT37	Prostaglandin E synthase 3	False	False	False	3	2	5.51753e+07	5.93595e+07	1.18512	0.328737	0.432518	0.555741	0.659773	2	2		J9NT37;F1PKY3
172	MTREX	E2RCI5	Mtr4 exosome RNA helicase	False	False	False	3	2	4.18363e+07	3.9526e+07	1.16681	0.287627	0.39186	0.51982	0.630469	3	3		E2RCI5
173	RBM6	E2R8Z4	RNA binding motif protein 6	False	False	False	2	1	6.291e+07	8.6373e+07	1.15795	0.369305	0.472911	0.588157	0.687073	6	6		E2R8Z4;J9NSS8
174	SUPV3L1	F1PNI9	Suv3 like RNA helicase	False	False	False	4	3	5.00652e+07	5.1542e+07	1.15653	0.149326	0.249982	0.408392	0.53466	2	2		F1PNI9
175	NSL1	E2RTF4	NSL1, MIS12 kinetochore complex component	False	False	False	3	2	6.69883e+07	8.1035e+07	1.15259	0.375779	0.477471	0.593925	0.691228	3	3		E2RTF4
176	CHST4	F1PIE6	Sulfotransferase	False	False	False	3	2	5.306e+07	5.71025e+07	1.14835	0.338931	0.441417	0.563924	0.664798	2	2		F1PIE6
177		J9P9V0	Uncharacterized protein	False	False	False	4	3	7.06802e+07	8.27027e+07	1.14259	0.204776	0.306602	0.467313	0.590346	2	2		J9P9V0
178	UFL1	F1PF47	UFM1 specific ligase 1	False	False	False	3	2	5.02383e+07	5.80355e+07	1.1033	0.354913	0.458683	0.576754	0.677368	3	3		F1PF47
179	ELF1	E2R9T4	E74 like ETS transcription factor 1	False	False	False	3	2	5.2058e+07	5.9868e+07	1.09089	0.36552	0.469066	0.585206	0.684722	3	3	IFN;immune	E2R9T4
180	SHROOM3	F1PE29	Shroom family member 3	False	False	False	2	1	2.9971e+07	2.4225e+07	1.08223	0.262226	0.36638	0.496327	0.612846	2	2		F1PE29
181	PPP1R18	F6UZI3	Uncharacterized protein	False	False	False	3	2	2.05137e+07	1.5213e+07	1.07885	0.186692	0.286856	0.417949	0.54108	2	2		F6UZI3
182	XPC	E2RCR3	XPC complex subunit, DNA damage recognition and repair factor	False	False	False	3	3	5.50553e+07	2.1154e+07	1.05719	0.281159	0.386418	0.514618	0.626243	3	3		E2RCR3
183	NOP53	F6UPW0	Ribosome biogenesis protein NOP53	False	False	False	2	1	3.87755e+07	4.4411e+07	1.05133	0.338626	0.441417	0.562357	0.663666	2	2		F6UPW0
184	ATP13A3	E2RGV7	Cation-transporting ATPase	False	False	False	2	1	2.46155e+07	1.7537e+07	1.05009	0.234133	0.337251	0.469434	0.592342	2	2		E2RGV7;J9P4P2
185	ETFDH	F6V7P2	Electron transfer flavoprotein dehydrogenase	False	False	False	4	3	3.7015e+07	3.83703e+07	1.04837	0.152935	0.253673	0.410406	0.535461	4	4		F6V7P2
186	SARS2	E2QUT6	Uncharacterized protein	False	False	False	4	4	5.06958e+08	2.56385e+08	0.99742	0.000176027	0.00361827	0.00179554	0.0292487	9	9		E2QUT6
187	IGF1R	F1PXU6	Tyrosine-protein kinase receptor	False	False	False	2	1	2.43965e+07	2.0521e+07	0.995546	0.268748	0.373583	0.500799	0.615935	2	2		F1PXU6
188	NOL8	E2RNN2	Uncharacterized protein	False	False	False	4	4	7.18072e+07	3.63752e+07	0.995139	0.00190534	0.0151047	0.0203561	0.102625	5	5		E2RNN2
189	ARHGAP21	F1PJH8	Rho GTPase activating protein 21	False	False	False	4	4	9.66002e+07	4.8099e+07	0.994881	0.000407222	0.0048424	0.00335037	0.0374186	7	7		F1PJH8;J9P9F1
190	RHOA	F6XY66	Transforming protein RhoA	False	False	False	4	4	4.46835e+09	2.20992e+09	0.990331	0.000511655	0.00577063	0.00727471	0.0574623	6	14	TJ	F6XY66;P24406;E2RLH2
191	LOC484867	E2R7U3	Uncharacterized protein	False	False	False	4	4	7.289e+08	3.6527e+08	0.987452	0.000288269	0.0037996	0.00180465	0.0292487	6	6		E2R7U3
192	CRYBG1	F1PFQ4	Crystallin beta-gamma domain containing 1	False	False	False	4	4	1.17345e+09	6.02885e+08	0.985906	0.00025231	0.00362503	0.00668907	0.0548153	23	23		F1PFQ4
193	HSD17B8	Q5TJF5	Estradiol 17-beta-dehydrogenase 8	False	False	False	4	4	9.77728e+08	4.94022e+08	0.985832	8.00414e-05	0.00230435	3.90841e-06	0.00198842	7	7		Q5TJF5;F1PUF1
194	TMEM120A	F1P7N5	Transmembrane protein 120A	False	False	False	4	4	2.22392e+08	1.12588e+08	0.978929	0.000196104	0.00361827	0.000466003	0.0172816	5	5		F1P7N5
195	TRIM4	E2RD64	Tripartite motif containing 4	False	False	False	4	4	5.62475e+08	2.8522e+08	0.968624	0.000149478	0.00345107	0.00236679	0.0338466	10	10		E2RD64
196	TFB2M	J9P119	rRNA adenine N(6)-methyltransferase	False	False	False	4	4	3.60295e+08	1.83128e+08	0.967106	0.000262044	0.00364372	0.00112451	0.0261747	5	5		J9P119
197	MMRN2	F1Q2N9	Multimerin 2	False	False	False	4	4	2.17702e+08	1.11939e+08	0.966182	0.000688698	0.00716226	0.00526605	0.0478507	10	10		F1Q2N9;F1Q2N8
198	SHB	J9NRW0	SH2 domain containing adaptor protein B	False	False	False	2	1	1.98405e+07	1.5043e+07	0.955369	0.242426	0.346233	0.475264	0.597288	2	2		J9NRW0;E2RHS8
199	TMEM33	E2RMY0	Transmembrane protein 33	False	False	False	4	4	2.0865e+08	1.05866e+08	0.95122	0.000612183	0.00650222	0.00948106	0.0658557	4	4		E2RMY0
200	ESCO2	J9NWF6	Establishment of sister chromatid cohesion N-acetyltransferase 2	False	False	False	4	3	3.7887e+07	4.4601e+07	0.950413	0.211909	0.31363	0.470631	0.593511	2	2		J9NWF6;F1PA26
201	PC	F1P6G9	Pyruvate carboxylase	False	False	False	4	4	9.6588e+08	5.02535e+08	0.949484	0.00017138	0.00361827	0.000593498	0.0189299	28	28		F1P6G9
202		F1P8D4	Uncharacterized protein	False	False	False	4	3	6.9093e+07	9.67997e+07	0.948899	0.310037	0.413383	0.556791	0.659945	2	2		F1P8D4
203	SH3TC1	E2RAQ0	SH3 domain and tetratricopeptide repeats 1	False	False	False	4	4	3.8933e+08	2.0151e+08	0.948598	0.000249235	0.00362503	0.000407559	0.0159239	18	18		E2RAQ0
204	BSDC1	E2QWR2	BSD domain containing 1	False	False	False	3	2	2.46773e+07	2.37175e+07	0.948013	0.302954	0.407045	0.530302	0.638932	2	2		E2QWR2;J9P711;J9NZP1
205	FZD6	Q8WMU5	Frizzled-6	False	False	False	4	4	5.9639e+07	3.0336e+07	0.947966	0.000424415	0.00501956	0.00873177	0.062435	4	4		Q8WMU5;F1P9V1
206	SUN1	E2R4M4	Sad1 and UNC84 domain containing 1	False	False	False	4	4	7.76782e+07	3.99252e+07	0.940034	0.000741434	0.00754539	0.00677343	0.0549647	4	4		E2R4M4;E2R8J5
207		F1PYQ6	Uncharacterized protein	False	False	False	4	4	1.02498e+08	5.30552e+07	0.93519	0.000957829	0.00903332	0.00734424	0.0575957	4	4		F1PYQ6
208	ETHE1	E2RFL0	ETHE1, persulfide dioxygenase	False	False	False	4	4	5.73372e+08	3.03468e+08	0.929011	0.000245288	0.00361827	0.00197992	0.0300385	11	11		E2RFL0
209	PDS5B	F1Q0Z0	PDS5 cohesin associated factor B	False	False	False	3	2	2.7777e+07	2.9847e+07	0.92802	0.34292	0.446082	0.564674	0.665324	2	2		F1Q0Z0
210	PPTC7	J9P873	PTC7 protein phosphatase homolog	False	False	False	4	4	4.42165e+08	2.35165e+08	0.923475	0.000533248	0.00592258	0.00292508	0.0350034	10	10		J9P873
211	PTGIS	F1PZ83	Prostaglandin I2 synthase	False	False	False	3	2	1.41517e+07	1.0323e+07	0.922411	0.183162	0.282822	0.409069	0.534992	2	2		F1PZ83
212	DAAM1	E2R292	Dishevelled associated activator of morphogenesis 1	False	False	False	4	4	7.16282e+07	3.75168e+07	0.917744	0.000552025	0.0060695	0.00370902	0.0388293	5	5		E2R292
213	DIDO1	F1PLS2	Death inducer-obliterator 1	False	False	False	4	4	1.10455e+08	5.38675e+07	0.915743	0.00805129	0.0398557	0.0805753	0.216583	8	8		F1PLS2;E2RCA1
214	ALKBH5	E2RPR0	AlkB homolog 5, RNA demethylase	False	False	False	3	2	6.76113e+07	1.20674e+08	0.899274	0.512516	0.61955	0.694261	0.78382	4	4		E2RPR0
215	JUNB	J9NRZ4	JunB proto-oncogene, AP-1 transcription factor subunit	False	False	False	4	4	3.16502e+08	1.7106e+08	0.897546	0.00106564	0.00967478	0.00559919	0.0492009	6	6		J9NRZ4
216	MPP5	E2QY99	Membrane palmitoylated protein 5	False	False	False	4	4	1.72385e+08	9.29885e+07	0.895715	0.000841873	0.00829738	0.003354	0.0374186	7	7	TJ	E2QY99
217	TMEM30A	E2R2Z8	Cell cycle control protein	False	False	False	4	4	2.9506e+08	1.57545e+08	0.891728	0.000451541	0.00522736	0.00291008	0.0350034	6	6		E2R2Z8;F1PKF1
218	ANKRD27	F1PYJ6	Ankyrin repeat domain 27	False	False	False	4	4	1.36532e+08	7.49522e+07	0.888974	0.000635559	0.00671789	0.00860461	0.062435	6	6	trafficking	F1PYJ6
219	PTPMT1	J9NTP3	Protein tyrosine phosphatase, mitochondrial 1	False	False	False	4	4	4.1039e+08	2.21925e+08	0.887207	0.000379359	0.00461132	0.000237569	0.0116803	9	9		J9NTP3
220	OSBPL5	E2RF43	Oxysterol-binding protein	False	False	False	4	4	1.00645e+08	5.33508e+07	0.884113	0.00125116	0.0110385	0.0122489	0.0759226	6	7		E2RF43
221	RAB5B	E2QW69	RAB5B, member RAS oncogene family	False	False	False	4	4	1.28832e+09	7.00825e+08	0.880718	0.000323472	0.00404432	0.000106252	0.00894151	6	6	trafficking	E2QW69
222	MTRF1	E2RAT2	Mitochondrial translation release factor 1	False	False	False	4	4	2.06178e+08	1.11497e+08	0.879995	0.00203466	0.015598	0.0119992	0.0747984	3	3		E2RAT2
223	DLG3	F1PBH7	Uncharacterized protein	False	False	False	4	4	1.4216e+08	7.69588e+07	0.875005	0.000902138	0.00873398	0.0034818	0.0378546	3	3	TJ	F1PBH7;J9NSK6
224	ZNF326	F1PIC8	Zinc finger protein 326	False	False	False	4	4	3.75002e+08	2.05335e+08	0.869666	0.00193081	0.0152513	0.0102428	0.0683269	9	9		F1PIC8
225	PHF3	E2R727	PHD finger protein 3	False	False	False	4	4	2.03917e+08	1.06515e+08	0.865161	0.035083	0.101944	0.161619	0.343904	10	10		E2R727
226	ALDH3B1	E2QZ39	Aldehyde dehydrogenase	False	False	False	4	4	4.21678e+08	2.3434e+08	0.86356	0.000705799	0.00728438	0.00428935	0.0417115	6	6		E2QZ39;F1PXN6
227	STARD13	F1Q271	StAR related lipid transfer domain containing 13	False	False	False	4	3	4.95648e+07	6.67243e+07	0.861098	0.308196	0.411178	0.554849	0.659532	4	4		F1Q271;J9P5X9
228	PNPT1	E2QWK2	Polyribonucleotide nucleotidyltransferase 1	False	False	False	4	4	6.14798e+07	3.22122e+07	0.856642	0.00474138	0.0274448	0.0509565	0.17259	4	4	IFN;immune	E2QWK2
229	PCBD2	F1PK88	Pterin-4 alpha-carbinolamine dehydratase 2	False	False	False	4	4	6.37425e+08	3.54915e+08	0.854592	0.000517578	0.0058075	0.00189143	0.0300385	9	9		F1PK88
230	ERMP1	F1PSG1	Endoplasmic reticulum metallopeptidase 1	False	False	False	4	4	3.68832e+08	2.04985e+08	0.852979	0.00058415	0.00632733	0.000699455	0.0201369	3	3		F1PSG1
231	NUDT9	E2RPH0	Nudix hydrolase 9	False	False	False	4	4	6.5537e+08	3.65852e+08	0.843638	0.000470017	0.00532848	0.000117879	0.00935511	10	10		E2RPH0
232	ITPR3	E2RMC0	Inositol 1,4,5-trisphosphate receptor type 3	False	False	False	4	4	1.54132e+09	8.69355e+08	0.838899	0.000647958	0.00681601	0.00352421	0.0379851	35	40		E2RMC0
233	DAD1	E2R4X3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	False	False	False	4	4	8.20565e+07	4.55308e+07	0.837429	0.00391994	0.0240922	0.0216605	0.10653	2	2		E2R4X3
234	CAV2	O46550	Caveolin-2	False	False	False	4	4	3.73362e+08	2.10175e+08	0.836979	0.00110581	0.00991603	0.00283361	0.0349506	2	2		O46550;F1PFX6
235	TPX2	E2RLT4	TPX2, microtubule nucleation factor	False	False	False	4	4	1.47335e+09	8.25378e+08	0.836455	0.00374527	0.0234686	0.0199955	0.101508	32	32		E2RLT4;J9NY59
236	WIZ	F1PYT8	Uncharacterized protein	False	False	False	4	4	3.299e+08	1.81635e+08	0.83634	0.00914776	0.0437971	0.0547275	0.179338	14	14		F1PYT8
237	KIAA1671	E2REC9	KIAA1671	False	False	False	4	4	1.23642e+08	6.92822e+07	0.83357	0.00844845	0.0411697	0.0485584	0.168377	8	8		E2REC9;F1PWQ4
238	SLC12A4	Q5KU49	K-Cl cotransporter	False	False	False	4	4	3.48585e+08	1.97005e+08	0.830813	0.00090074	0.00873398	0.00163278	0.0287185	9	9		Q5KU49;J9P6S2
239	IGF2BP3	J9P8W9	Insulin like growth factor 2 mRNA binding protein 3	False	False	False	4	4	2.46112e+08	1.3793e+08	0.824247	0.0021047	0.0160059	0.00830439	0.061626	8	8		J9P8W9
240	GJA1	Q6S9C0	Gap junction alpha-1 protein	False	False	False	4	4	1.77045e+08	1.00276e+08	0.820651	0.00111268	0.00993695	0.00158753	0.0287185	7	7	trafficking	Q6S9C0;J9P7X9
241	TAPT1	F1PQT8	Transmembrane anterior posterior transformation 1	False	False	False	4	4	2.23758e+08	1.27758e+08	0.816111	0.00166027	0.0137082	0.00454251	0.043026	6	6		F1PQT8
242	ABI2	J9NZI9	Abl interactor 2	False	False	False	4	4	8.62465e+07	4.69348e+07	0.813062	0.00502761	0.0287217	0.0500248	0.171143	5	5		J9NZI9;E2RCE3
243	RHOG	E2R020	Ras homolog family member G	False	False	False	4	4	1.80815e+09	1.02676e+09	0.811665	0.00109846	0.00989069	0.0013858	0.0286361	8	8	immune	E2R020
244	LAMB3	F1PFM5	Laminin subunit beta 3	False	False	False	4	4	1.66e+10	9.47265e+09	0.811495	0.00056339	0.00616349	7.45688e-05	0.00815782	74	74	TJ	F1PFM5
245	GPD2	E2RAZ8	Glycerol-3-phosphate dehydrogenase	False	False	False	4	4	4.12945e+09	2.35252e+09	0.810834	0.000600061	0.00643595	3.41677e-05	0.00587904	30	41	immune	E2RAZ8
246	ABHD12	E2RJG6	Abhydrolase domain containing 12	False	False	False	4	4	1.37402e+08	7.9193e+07	0.8033	0.00105756	0.00964141	0.00154367	0.0287185	8	8		E2RJG6
247	DARS2	F1PD07	Aspartyl-tRNA synthetase 2, mitochondrial	False	False	False	4	4	8.4049e+08	4.80335e+08	0.803075	0.000729388	0.00749249	0.000343619	0.0141856	20	20		F1PD07
248	RAB8A	P61007	Ras-related protein Rab-8A	False	False	False	4	4	1.50618e+09	8.75798e+08	0.800593	0.00157831	0.0133334	0.00697021	0.0556599	8	10	TJ;trafficking	P61007;J9NWR1
249	ALDH7A1	E2RQ99	Aldehyde dehydrogenase 7 family member A1	False	False	False	4	4	6.51405e+08	3.7492e+08	0.79704	0.000688309	0.00716226	2.51155e-05	0.0049957	22	22		E2RQ99;J9NVL7
250	AKR7A2	F1PPZ7	Uncharacterized protein	False	False	False	4	4	2.04372e+08	1.17102e+08	0.796435	0.000882943	0.00866313	0.00128544	0.0279066	6	6		F1PPZ7
251	SLC4A2	E2RCJ6	Anion exchange protein	False	False	False	4	4	2.40858e+08	1.38975e+08	0.793332	0.00143536	0.012316	0.00176098	0.0292487	9	9		E2RCJ6
252	SQOR	E2QTQ8	Uncharacterized protein	False	False	False	4	4	1.71068e+09	9.90188e+08	0.790747	0.000801237	0.00804177	0.000105073	0.00894151	15	15		E2QTQ8
253	ERO1A	E2RNW5	Endoplasmic reticulum oxidoreductase 1 alpha	False	False	False	4	4	1.63938e+09	9.56482e+08	0.790107	0.00141971	0.0122297	0.00437219	0.042329	12	12		E2RNW5
254	BCLAF1	F6XCS5	BCL2 associated transcription factor 1	False	False	False	4	4	1.63655e+08	9.60565e+07	0.788596	0.0071494	0.0369511	0.0352177	0.143494	6	6		F6XCS5;F6XMI1
255	RDH13	E2QUH8	Retinol dehydrogenase 13	False	False	False	4	4	1.96792e+08	1.14197e+08	0.787328	0.000942417	0.00893434	0.000244855	0.0116803	6	6		E2QUH8
256	SCEL	J9NSL9	Sciellin	False	False	False	4	4	2.00015e+09	1.17326e+09	0.785559	0.00165813	0.0137082	0.0062541	0.0522289	32	32		J9NSL9;E2RNM8
257	CBR4	E2QWU7	Carbonyl reductase 4	False	False	False	4	4	7.28865e+08	4.25925e+08	0.783321	0.000943251	0.00893434	0.00265511	0.0346736	14	14		E2QWU7
258	RBBP6	J9P0A5	RB binding protein 6, ubiquitin ligase	False	False	False	4	4	3.7132e+08	2.27542e+08	0.77792	0.00794205	0.0395836	0.0615255	0.18167	9	9		J9P0A5;E2RP24
259	OXSM	E2R866	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	False	False	False	4	4	6.2513e+08	3.7028e+08	0.766952	0.00132842	0.0114885	0.0041336	0.0411657	12	12		E2R866
260	CLU	P25473	Clusterin	False	False	False	4	4	1.94938e+08	1.14878e+08	0.765929	0.00220781	0.0165435	0.00337413	0.0374186	5	5	immune	P25473;E2QYU2
261	YES1	F1PSB7	Tyrosine-protein kinase	False	False	False	4	4	3.8067e+08	2.1859e+08	0.758918	0.00833079	0.0408694	0.0447849	0.160485	11	15		F1PSB7;Q28923
262	LIMA1	E2QW54	LIM domain and actin binding 1	False	False	False	4	4	6.85332e+08	4.10655e+08	0.758161	0.00276112	0.0191788	0.00970561	0.0667795	16	16	TJ	E2QW54
263	GLRX5	F1PCF9	Glutaredoxin 5	False	False	False	4	4	5.0866e+08	3.03678e+08	0.751745	0.00235448	0.0171511	0.00367371	0.0388293	5	5		F1PCF9
264	C2CD2	F1PUX1	C2 calcium dependent domain containing 2	False	False	False	4	4	6.57975e+08	3.89842e+08	0.745447	0.0022389	0.0166045	0.00358608	0.0384624	12	12		F1PUX1
265	TBL2	E2RP67	Transducin beta like 2	False	False	False	4	4	2.91962e+08	1.75668e+08	0.743131	0.00175779	0.0142975	0.00341499	0.0375477	10	10		E2RP67
266	GNAQ	Q28294	Guanine nucleotide-binding protein G(q) subunit alpha	False	False	False	4	4	1.03886e+08	6.19332e+07	0.741482	0.00224631	0.0166045	0.00210361	0.0306467	3	3		Q28294;F1PDS3;F1PXM5
267	UQCRFS1	E2R1A6	Cytochrome b-c1 complex subunit Rieske, mitochondrial	False	False	False	4	4	8.07402e+08	4.9353e+08	0.741043	0.00606813	0.0331927	0.028461	0.127608	6	6		E2R1A6
268	BSPRY	F1PZA7	B-box and SPRY domain containing	False	False	False	4	4	1.15961e+09	6.90822e+08	0.73789	0.00217419	0.0163475	0.00301625	0.0352917	14	14		F1PZA7
269	EMC10	E2R112	ER membrane protein complex subunit 10	False	False	False	4	4	1.02015e+08	6.08102e+07	0.729411	0.00329704	0.0217943	0.00904614	0.0640549	2	2		E2R112
270	MTFR1L	E2RM65	Mitochondrial fission regulator 1 like	False	False	False	4	4	2.07012e+08	1.2528e+08	0.72803	0.00333672	0.0219678	0.0048952	0.0455775	8	8		E2RM65
271	HM13	E2RB96	Histocompatibility minor 13	False	False	False	4	4	1.14011e+08	6.85168e+07	0.727844	0.0061946	0.0335571	0.0182497	0.0959865	3	3		E2RB96;E2RB97
272	DNAJC10	E2RCY4	DnaJ homolog subfamily C member 10	False	False	False	4	4	8.7154e+08	5.25898e+08	0.726989	0.00201023	0.015598	0.000659072	0.0194871	18	18		E2RCY4
273	PTPRZ1	F1PGN5	Protein tyrosine phosphatase, receptor type Z1	False	False	False	4	4	1.87058e+08	1.13594e+08	0.724817	0.0024637	0.0177907	0.00199067	0.0300385	6	6		F1PGN5
274	C11H5orf24	E2RPM0	Chromosome 11 C5orf24 homolog	False	False	False	4	4	1.28185e+08	7.92468e+07	0.721392	0.0113481	0.049959	0.0457375	0.162169	5	5		E2RPM0
275	TRA2B	E2RD37	Transformer 2 beta homolog	False	False	False	4	3	3.7131e+07	5.05407e+07	0.718859	0.361466	0.464954	0.59304	0.690932	3	3		E2RD37
276	MRPS11	E2R6F3	Mitochondrial ribosomal protein S11	False	False	False	4	4	4.02348e+08	2.45882e+08	0.718424	0.00256421	0.0182159	0.00270558	0.0346736	6	6		E2R6F3
277	PCK2	F6V2H2	Phosphoenolpyruvate carboxykinase 2, mitochondrial	False	False	False	4	4	4.73985e+09	2.9041e+09	0.712993	0.00235945	0.0171511	0.00162221	0.0287185	33	33		F6V2H2
278	ERP29	J9P4L2	Endoplasmic reticulum protein 29	False	False	False	4	4	6.6277e+07	4.0698e+07	0.710802	0.00461249	0.0268746	0.00866218	0.062435	3	3		J9P4L2
279	RAB13	F1PTE3	Ras-related protein Rab-13	False	False	False	4	4	3.00545e+08	1.81095e+08	0.710208	0.00367847	0.0233968	0.0150713	0.0860994	4	4	TJ;trafficking	F1PTE3
280	TXNDC5	F1PHP1	Thioredoxin domain containing 5	False	False	False	4	4	1.25218e+09	7.8167e+08	0.70281	0.00511663	0.0290048	0.0171911	0.0930704	16	16	trafficking	F1PHP1
281	TMEM165	F1PU63	Transmembrane protein 165	False	False	False	4	4	3.19485e+08	1.97635e+08	0.702764	0.00339404	0.0221676	0.00447217	0.042632	3	3		F1PU63
282	ALDH6A1	J9P2I9	Aldehyde dehydrogenase 6 family member A1	False	False	False	4	4	5.03555e+08	3.09525e+08	0.701219	0.00396154	0.0242797	0.00413915	0.0411657	12	12		J9P2I9;F1PBE6
283	RAB9A	P24408	Ras-related protein Rab-9A	False	False	False	4	4	2.01212e+08	1.2375e+08	0.701067	0.00212598	0.0160957	0.000122088	0.00935511	5	5	trafficking	P24408
284	ABI1	E2RMI1	Abl interactor 1	False	False	False	4	4	1.45512e+09	8.9608e+08	0.700522	0.0019555	0.0153356	5.35914e-05	0.00781719	12	16	immune	E2RMI1;E2RMI3
285	NDUFV2	E2QVP4	NADH dehydrogenase [ubiquinone] flavoprotein 2	False	False	False	4	4	5.96808e+08	3.65342e+08	0.698453	0.00510981	0.0290048	0.0097031	0.0667795	8	8		E2QVP4
