term	es	nes	nom_p	n_set_in_rank	mean_t	lead_genes	n_lead	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
HALLMARK_COMPLEMENT	0.28563846823705075	1.4299433901368697	0.002997002997002997	195	-0.0731210510183205	S100A9,SERPINB2,S100A12,CXCL1,F3,LGALS3,GPD2,CALM1,MAFF,STX4,PDP1,KYNU,PPP4C,ADAM9,GNAI3,CASP10,S100A13,CASP7,DUSP5,CP,PSEN1,CASP1,CD46,MMP15,PLAT	55	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Complement	200	0.005449096358187267	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.22994991740254747	-0.9645985854922211	0.3826173826173826	106	-0.76633811772467	SLC30A5,EXOSC2,ATF3,DNAJC3,PAIP1,DKC1,STC2,FUS,EDC4,PSAT1,CNOT6,TUBB2A,KIF5B,NOP56,NPM1,EXOSC9,SEC31A,WFS1,CXXC1,ERN1,CNOT2,KHSRP,EEF2,EXOC2,CCL2	41	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Unfolded Protein Response	113	0.4027551395972448	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.2828095250557414	1.3103352034694937	0.014985014985014986	104	0.12394801025948855	SFN,DAPP1,RAC1,MKNK1,TNFRSF1A,CDKN1A,ARPC3,VAV3,AP2M1,MKNK2,SLC2A1,NCK1,AKT1,MAP2K3,CAB39,MAPK10,HRAS,CFL1,PPP1CA,EGFR,EIF4E,NFKBIB,AKT1S1,MYD88,RALB	30	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	PI3K/AKT/mTOR Signaling	105	0.021929290221973152	
HALLMARK_MTORC1_SIGNALING	0.24184182726235542	1.2193714671911438	0.015984015984015984	192	-0.0025440512155891306	DAPP1,TUBA4A,CD9,FDXR,CDKN1A,DHCR24,SLC9A3R1,ATP2A2,SLC2A1,ARPC5L,ALDOA,SRD5A1,BHLHE40,ATP6V1D,RAB1A,SLC1A5,MAP2K3,PRDX1,PSMC6,PSMG1,PITPNB,EGLN3,FKBP2,LDLR,PPP1R15A	51	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	mTORC1 Signaling	200	0.022303278117231606	
HALLMARK_E2F_TARGETS	-0.49184561933996357	-2.2225099111693085	0.000999000999000999	187	-2.5186712986616766	ATAD2,HMMR,TCF19,GINS4,PLK4,CDCA3,STMN1,RACGAP1,XPO1,AURKA,BARD1,PSMC3IP,MELK,MAD2L1,DEK,ILF3,BUB1B,MKI67,UBE2T,SPC25,MCM2,PRKDC,KPNA2,CDK4,PAICS	85	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	E2F Targets	200	0.002140716426430712	
HALLMARK_MYC_TARGETS_V1	-0.22732578321550695	-1.0290144794769485	0.3076923076923077	188	-0.8529481905707303	BUB3,ABCE1,C1QBP,NME1,HSPD1,IFRD1,VBP1,STARD7,MCM4,TXNL4A,TCP1,SNRPD1,FBL,HNRNPC,APEX1,SF3B3,DHX15,NOP56,EIF4G2,NPM1,SSB,SNRPA,GLO1,CBX3,RRM1	68	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V1	200	0.3296703296703297	
HALLMARK_MYC_TARGETS_V2	-0.21717240078190192	-0.8304665977593043	0.5244755244755245	58	-0.8108824183136403	BYSL,RABEPK,PRMT3,HSPD1,SLC29A2,MCM4,NOC4L,TFB2M,PLK1,TCOF1,NOP56,NPM1,CBX3,MCM5,DDX18,PLK4,LAS1L,MYBBP1A,IPO4,CDK4,SLC19A1,UTP20,TMEM97	23	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V2	58	0.5333649401446012	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.29828502826405434	-1.3521478330823125	0.015984015984015984	194	-1.277446966882707	COL11A1,ACTA2,IL6,BDNF,TPM2,MATN3,SERPINH1,ECM2,FZD8,INHBA,MXRA5,PLOD3,COL8A2,EFEMP2,ITGB3,COL5A2,VEGFC,ADAM12,ANPEP,NTM,POSTN,CRLF1,LOXL2,CALD1,FSTL1	87	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.022303278117231606	0.015984015984015984
HALLMARK_INFLAMMATORY_RESPONSE	0.3480408078417861	1.7659343175301891	0.000999000999000999	197	0.3684057508480326	P2RY2,MXD1,GNA15,IL1A,FFAR2,TNFSF10,F3,IL4R,ADORA2B,BDKRB1,CDKN1A,CXCL6,ADM,ABI1,CD82,IL18,ATP2A2,ITGB8,GNAI3,TPBG,CCL20,IRAK2,MET,PCDH7,HBEGF	62	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Inflammatory Response	200	0.002140716426430712	
HALLMARK_XENOBIOTIC_METABOLISM	0.38454066880798915	1.9855099072936024	0.000999000999000999	197	0.6259699438719507	EPHA2,ADH1C,JUP,RETSAT,MAOA,CYP2C18,XDH,CROT,BLVRB,BCAR1,DHRS1,ADH7,TNFRSF1A,CYP2S1,ETS2,COMT,UPP1,SLC35D1,NDRG2,ATP2A2,ADH5,SERTAD1,ASL,ALDH3A1,PDLIM5	56	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Xenobiotic Metabolism	200	0.002140716426430712	
HALLMARK_FATTY_ACID_METABOLISM	0.3920875864417525	1.9116703093054452	0.000999000999000999	154	0.7545847593226181	ADH1C,RETSAT,MAOA,ADH7,S100A10,DHCR24,GPD2,GLUL,METAP1,ALDH3A1,REEP6,ALDOA,ACADS,CPT2,NSDHL,CBR1,MCEE,VNN1,HADHB,CBR3,ETFDH,CPOX,PPARA,HMGCL,PTS	54	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Fatty Acid Metabolism	158	0.002140716426430712	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.49906593867398386	2.484918935314274	0.000999000999000999	182	1.2267463420509557	RETSAT,MFN2,GOT2,ATP6V0C,UQCRH,NDUFB3,PDP1,VDAC2,UQCR10,ATP6V0E1,POR,ATP6V1G1,COX8A,MTX2,MRPS15,CASP7,NDUFC1,ATP6V1D,ATP1B1,COX7B,HADHB,ATP6V0B,MRPS22,ETFDH,COX4I1	93	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Oxidative Phosphorylation	200	0.002140716426430712	
HALLMARK_GLYCOLYSIS	0.3529514901174147	1.8024634233760888	0.000999000999000999	196	0.4980764849472943	GPR87,ELF3,SDC1,PGM2,GALE,ADORA2B,B3GNT3,GPC1,PGAM1,PMM2,GOT2,NOL3,TGFA,ALDOA,AGRN,SRD5A3,AKR1A1,BIK,B4GALT4,B4GALT2,PYGL,SLC35A3,NSDHL,TPBG,MET	60	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Glycolysis	200	0.002140716426430712	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.48018240639736653	1.8628242540985684	0.001998001998001998	45	1.1546302236566672	PDLIM1,HMOX2,JUNB,PRNP,PRDX1,TXN,GCLM,NDUFA6,NDUFB4,GLRX2,MGST1,MBP,SBNO2,CDKN2D,LSP1,SOD2,NQO1	17	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Reactive Oxygen Species Pathway	49	0.0038671006412941892	
HALLMARK_UV_RESPONSE_UP	0.23061092055196103	1.1230636660908664	0.04595404595404595	152	-0.24551510566491225	AQP3,MAOA,CLTB,TUBA4A,CYB5R1,JUNB,MARK2,BAK1,ALDOA,DNAJB1,BID,TST,PPIF,GCH1,AMD1,TMBIM6,LYN,AP2S1,EIF5,BSG,UROD,SLC6A8,ATP6V1F,HSPA2,DGAT1	40	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Up	158	0.06127206127206127	
HALLMARK_UV_RESPONSE_DN	-0.2758283674379992	-1.191374861294152	0.1048951048951049	137	-0.7861705985147752	INSIG1,FBLN5,BMPR1A,PRKCA,AGGF1,PTPRM,DLC1,SCN8A,AMPH,SMAD7,KALRN,FZD2,ICA1,DDAH1,CDC42BPA,LAMC1,MAGI2,SYNE1,CDKN1B,MAP1B,CELF2,PHF3,ATRX,APBB2,PRKAR2B	32	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Dn	144	0.12587412587412586	
HALLMARK_ANGIOGENESIS	0.2154724833856537	0.8012616619688634	0.25874125874125875	36	-0.6037740799067578	THBD,TNFRSF21,CXCL6,JAG1,APP,JAG2	6	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Angiogenesis	36	0.28226319135410044	
HALLMARK_COAGULATION	0.3679608181906653	1.775031558454568	0.000999000999000999	136	0.4511558877012806	SERPINB2,GNG12,F3,CAPN2,THBD,ANXA1,RAC1,P2RY1,CD9,ITGA2,MMP10,PLAU,MAFF,F12,PEF1,RAPGEF3,ADAM9,S100A13,MMP15,KLK8,PLAT,GDA,GNB2,CTSB,BMP1	40	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Coagulation	138	0.002140716426430712	
HALLMARK_IL2_STAT5_SIGNALING	0.2304544606339793	1.1473315195436697	0.03596403596403597	194	-0.5315989552048874	MXD1,DHRS3,IKZF2,TNFSF10,IL4R,EMP1,IRF6,TNFRSF21,CDCP1,PRKCH,IFNGR1,MAP3K8,NFKBIZ,ECM1,AHNAK,MAFF,PRNP,NDRG1,BHLHE40,BCL2L1,CD44,MYO1E,TNFRSF18,PLEC,ITGA6	32	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-2/STAT5 Signaling	199	0.04904186722368541	
HALLMARK_BILE_ACID_METABOLISM	0.20619466857493426	0.9591536405849086	0.16883116883116883	112	-0.36703932084039165	SULT2B1,RETSAT,SCP2,PRDX5,CROT,FDXR,DHCR24,PEX13,GSTK1,PAOX,RXRA,PEX11A,GCLM,SLC22A18,ABCA4,LONP2,EPHX2,HSD3B7,PEX7,RBP1,AKR1D1	21	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Bile Acid Metabolism	112	0.19711058172596635	
HALLMARK_ALLOGRAFT_REJECTION	-0.23689561694616376	-1.0755691162330734	0.22577422577422576	195	-0.9810644508891363	TIMP1,ICOSLG,TLR1,IL15,IL27RA,SRGN,STAB1,IL2RG,IL12A,MBL2,IL16,CCL13,FCGR2B,CCL19,CD1D,IRF4,SPI1,GPR65,CCL7,ABCE1,IL10,NME1,LTB,TRAF2,CSF1	102	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Allograft Rejection	200	0.2508602508602508	
HALLMARK_SPERMATOGENESIS	-0.37835877617414504	-1.6413355588242269	0.000999000999000999	131	-1.7944736104332963	PACRG,IL13RA2,COIL,CRISP2,MTOR,TEKT2,GFI1,CCNB2,PRKAR2A,HBZ,ADCYAP1,ACRBP,GPR182,TSN,DCC,CHRM4,AURKA,SLC12A2,CLGN,ART3,TOPBP1,SHE,YBX2,STRBP,NPHP1	52	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Spermatogenesis	135	0.002140716426430712	
HALLMARK_KRAS_SIGNALING_UP	-0.21674001366010723	-0.9827488438449615	0.3916083916083916	193	-0.6441673843480079	USH1C,LAPTM5,TNFRSF1B,INHBA,TOR1AIP2,CD37,CPE,LCP1,WDR33,F13A1,PLVAP,NGF,C3AR1,CBL,CBR4,DCBLD2,SATB1,GNG11,IL10RA,ANKH,PEG3,NR0B2,ADAMDEC1,TLR8,HSD11B1	76	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Up	200	0.4051121292500603	
HALLMARK_KRAS_SIGNALING_DN	0.2392121406035275	1.206237741737155	0.01098901098901099	188	-0.48018578884126584	LYPD3,SERPINB2,TGM1,SPRR3,KRT13,FGFR3,KRT4,KRT5,EDN2,SGK1,UPK3B,KRT15,CLDN16,CLDN8,PKP1,AKR1B10,KLK7,DLK2,RYR1,LGALS7,SLC6A14,THRB,SCGB1A1,KLK8,CELSR2	32	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Dn	200	0.0169061707523246	
HALLMARK_PANCREAS_BETA_CELLS	-0.5211417194302429	-1.8452732065168826	0.000999000999000999	40	-2.309394313127033	NEUROG3,SYT13,DPP4,PCSK1,SCGN,FOXA2,GCK,ISL1,NEUROD1,NKX6-1,NKX2-2,CHGA,DCX,HNF1A,STXBP1,ABCC8,PDX1,PAX6,PAK3,INSM1,AKT3	21	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pancreas Beta Cells	40	0.002140716426430712	
KEGG_TIGHT_JUNCTION	0.3447904854089533	1.6976785326264314	0.000999000999000999	163	0.48991465624549446	CLDN1,CLDN7,MAP3K5,TUBA4A,CLDN4,RAC1,ARPC3,ARPC2,SLC9A3R1,MYL12B,F11R,CLDN16,CLDN17,MARVELD3,EZR,ARPC5L,CLDN8,CDC42,CRB3,PARD6G,TUBAL3,TJP2,MYL12A,ARPC1A,ERBB2	68	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.002140716426430712	0.001332001332001332
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.46020515625357156	1.7997464617908447	0.000999000999000999	45	1.1236302396743783	CLDN1,CLDN7,CLDN4,POF1B,CLDN16,CLDN17,MARVELD3,CLDN8,DLG1,MICALL2,PARD3,OCLN,RAB13,OCEL1,GRHL2,PDCD6IP,MARVELD2,FRMPD2,CLDN23	19	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.002140716426430712	0.001332001332001332
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6583831777193232	2.5873756339893643	0.000999000999000999	51	3.440526363406004	TGM1,IVL,SPRR3,SPRR1A,OVOL1,EPHA2,SPRR1B,CSTA,KRT16,SPRR2F,EVPL,SCEL,ANXA1,S100A7,SPRR2B,HDAC1,ST14,SPRR2G,ADAM9,SPINK5,TGM3,KRT10,JAG1,BCR,CFLAR	25	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.002140716426430712	0.001332001332001332
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.4655879620834288	-1.692676569467689	0.004995004995004995	46	-2.118282094769211	DDX17,NOTCH1,TGFB2,HEY1,LOXL2,LIMS1,SNAI1,DDX5,TGFBR1,SOX9,IGF1,OLFM1,HEYL,CUL7,TBX3,TRIM28,CTNNB1,HGF,LEF1,RBPJ,SMAD4,ROCK2,EOMES,ROCK1,SLC39A10	27	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.00881471469706764	0.005994005994005994
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7491913925383182	2.2898877669170434	0.000999000999000999	18	4.398125030406158	TMEM79,SFN,KRT16,CLDN1,CLDN4,LSR,IL18,TP63,MET,ALOXE3,ALOX12B,UGCG,ALOX12,FLG2	14	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.002140716426430712	0.001332001332001332
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7127040639450131	2.6799760814160885	0.000999000999000999	40	4.462361769198092	TGM1,IVL,SPRR3,SPRR1A,EPHA2,SPRR1B,CSTA,KRT16,SPRR2F,EVPL,SCEL,ANXA1,S100A7,SPRR2B,ST14,SPRR2G,ADAM9,TGM3,KRT10,JAG1,BCR,CFLAR,AKR1C3,DSP,UGCG	29	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.002140716426430712	0.001332001332001332
GOBP_KERATINIZATION	0.7267341601023027	3.1820398654010087	0.000999000999000999	78	4.117738824357737	TGM1,IVL,SPRR3,TMEM79,SPRR2D,SPRR1A,SFN,SPRR1B,KRT78,PPL,KRT6C,SPRR2E,KRT6A,KRT6B,KRT16,SPRR2F,EVPL,IL1A,KRT4,KRT80,KRT5,SPRR2B,CNFN,CDH3,SPRR4	46	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.002140716426430712	0.001332001332001332
GOBP_CORNIFICATION	0.7056420309425405	1.7405892426051488	0.006993006993006993	8	3.077113463377878	TMEM79,KLK5,LIPK,LIPN,LIPM,CDSN	6	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.011988011988011988	0.007628734901462175
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4093633099973538	1.7803013209765666	0.000999000999000999	76	0.8484712903399358	EPHA2,CLDN1,CLDN7,CLDN4,MPP7,LSR,POF1B,F11R,PRKCH,CLDN16,CLDN17,MARVELD3,CLDN8,ILDR1,PLEC,DLG1,MICALL2,FZD5,SNAI2,TJP1,PARD3,EXT1,OCLN,CLDN12,RAB13	31	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.002140716426430712	0.001332001332001332
KRT_EPITHELIAL	0.9079330576790652	2.7737314805510076	0.000999000999000999	17	5.602604781404951	KRT6C,KRT6A,KRT6B,KRT13,KRT16,KRT4,KRT5,KRT19,KRT15,KRT14,KRT17,KRT10	12	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.002140716426430712	0.001332001332001332
HALLMARK_P53_PATHWAY	0.5523924484264553	2.7927072456376876	0.000999000999000999	190	1.8241899694351347	EPHA2,SFN,PERP,MXD1,BLCAP,CLCA2,SDC1,SERPINB5,GM2A,DGKA,IL1A,RETSAT,PHLDA3,TAX1BP3,SAT1,KLF4,EPS8L2,FDXR,ITGB4,CDKN1A,BAIAP2,VAMP8,RAP2B,S100A10,ST14	77	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	p53 Pathway	200	0.002140716426430712	
HALLMARK_HEME_METABOLISM	0.2544860190605137	1.2832515151567423	0.00999000999000999	190	-0.13375215115719433	PDZK1IP1,AQP3,SLC10A3,KLF3,FBXO34,ELL2,BLVRB,CAST,RIOK3,ENDOD1,SLC2A1,BPGM,LRP10,ATG4A,PSMD9,IGSF3,PC,MARK3,MAP2K3,DAAM1,CPOX,NCOA4,CTSB,YPEL5,GCLM	39	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	heme Metabolism	200	0.0157736999842263	
HALLMARK_PEROXISOME	0.3442230513351962	1.5483376652020113	0.000999000999000999	101	0.4808423727235876	BCL10,DHRS3,TSPO,SULT2B1,RETSAT,SCP2,PRDX5,DHCR24,MVP,VPS4B,PEX13,ABCC5,GSTK1,SCGB1A1,PRDX1,PEX11A,CRABP2,HMGCL,CEL,EHHADH,CRAT,HRAS,CDK7,LONP2,EPHX2	36	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pperoxisome	104	0.002140716426430712	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.44046181547708474	2.259285747369441	0.000999000999000999	197	1.0890766225095485	HES1,MXD1,SERPINB2,ZC3H12A,CXCL1,IL1A,F3,PHLDA2,KLF4,FOSL1,CDKN1A,TRIP10,SAT1,CXCL6,SMAD3,SDC4,JUNB,GADD45A,PLAU,IER5,LAMB3,CEBPD,ETS2,NFE2L2,MAP3K8	84	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TNF-alpha Signaling via NF-kB	200	0.0023976023976023976	
HALLMARK_HYPOXIA	0.29082499210458457	1.4715395646896894	0.000999000999000999	190	0.12775414409670927	PRDX5,ANXA2,HS3ST1,F3,SULT2B1,GPC1,PGM2,ADORA2B,CDKN1A,SLC2A1,SDC4,EDN2,CA12,ADM,ALDOA,NDRG1,PKP1,IER3,BHLHE40,EFNA1,MAFF,TPST2,ZFP36,TPBG,FAM162A	54	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hypoxia	200	0.0023976023976023976	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.35966905104417646	1.5835901170156876	0.003996003996003996	72	0.5511154598392288	S100A11,FABP5,MAL2,ETHE1,LGALS3,CD9,TNFRSF12A,MVK,NSDHL,GNAI1,JAG1,EBP,PLSCR1,LDLR,PMVK,SQLE,ACTG1,PLAUR,FBXO6	19	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Cholesterol Homeostasis	74	0.007265461810916356	
HALLMARK_MITOTIC_SPINDLE	-0.34981350712262005	-1.5818201146199946	0.001998001998001998	196	-1.3353766823338418	CNTROB,CEP57,SOS1,NEDD9,RABGAP1,GEMIN4,CEP192,ALMS1,KIF3B,LATS1,ARHGAP10,DYNLL2,ESPL1,CDC27,BUB1,TUBGCP3,PPP4R2,CENPF,ARHGEF11,CENPJ,DOCK2,PAFAH1B1,WASF1,BIN1,CLASP1	59	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Mitotic Spindle	199	0.004281432852861424	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.3433896796596799	-1.227992121944269	0.11888111888111888	42	-1.370926140218967	NOTCH4,DLL1,NOTCH1,HDAC2,NCOR2,PSEN2,HEY1,SKP2,CCND2,MAML1,NKD1,FZD8,TP53,TCF7,HDAC5,AXIN2,CTNNB1,WNT5B,DVL2,RBPJ,LEF1,WNT1,PTCH1	23	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Wnt-beta Catenin Signaling	42	0.1455687169972884	
HALLMARK_TGF_BETA_SIGNALING	0.33756637875303314	1.3859868145579912	0.01098901098901099	54	0.23674117917941348	ID1,HDAC1,SMAD3,JUNB,TGFB1,PPP1CA,SMURF1,CDH1,KLF10,IFNGR2,PPP1R15A,RAB31,FNTA,ACVR1,UBE2D3,TJP1,BCAR3,CDK9,TGIF1,SERPINE1,FURIN	21	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TGF-beta Signaling	54	0.01782001782001782	
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.2750943023929379	1.2403408083963203	0.028971028971028972	87	-0.10287376040465875	CXCL1,LTBR,TNFRSF1A,IL4R,BAK1,TNFRSF21,IFNGR1,CD9,MAP3K8,TNFRSF12A,CD44,TGFB1,JUN,IFNGR2,PIM1,IL1B,OSMR,TLR2,IRF9,STAM2,CSF2,IFNAR1	22	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-6/JAK/STAT3 Signaling	87	0.0413871842443271	
HALLMARK_DNA_REPAIR	0.18789255085967513	0.9147631103764333	0.14685314685314685	140	-0.24422242480845732	BCAP31,POLD4,BOLA2,TAF13,APRT,VPS37B,GUK1,NME3,GTF2B,TAF12,VPS28,GTF2H5,ADRM1,MPG,RBX1,POLR1D,DDB2,ITPA,NUDT9,COX17,MRPL40,BRF2,POLB,GTF2A2,CCNO	29	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	DNA Repair	150	0.17276840806252572	
HALLMARK_G2M_CHECKPOINT	-0.39657944415216806	-1.7747420953715722	0.000999000999000999	184	-1.796127567859331	NDC80,KIF23,ARID4A,TRAIP,RACGAP1,CDC25B,WRN,MAD2L1,DMD,NEK2,EZH2,TNPO2,INCENP,MCM5,NUSAP1,SS18,SFPQ,POLE,XPO1,MCM2,CDC7,MEIS2,CDC6,TLE3,CDC25A	82	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	G2-M Checkpoint	200	0.0023976023976023976	
