tf	target	axis	resource	confidence	effect	reference	note
STAT1	IFNB1	IFN	TRRUST_v2		Repression	19096445	curated literature TF-target; not a ChIP peak
STAT1	IFNG	IFN	TRRUST_v2		Activation	13678429	curated literature TF-target; not a ChIP peak
STAT1	IFNLR1	IFN	TRRUST_v2		Unknown	20372826	curated literature TF-target; not a ChIP peak
STAT1	IL10	IFN	TRRUST_v2		Unknown	20709027	curated literature TF-target; not a ChIP peak
STAT1	IL1B	IFN	TRRUST_v2		Activation	17386941	curated literature TF-target; not a ChIP peak
STAT1	IL1R1	IFN	TRRUST_v2		Unknown	15972639	curated literature TF-target; not a ChIP peak
STAT1	IL27	IFN	TRRUST_v2		Unknown	22761702	curated literature TF-target; not a ChIP peak
STAT1	IL2RA	IFN	TRRUST_v2		Unknown	10068671;12244150	curated literature TF-target; not a ChIP peak
STAT1	IL6	IFN	TRRUST_v2		Repression	18616672	curated literature TF-target; not a ChIP peak
STAT1	IRF1	IFN	TRRUST_v2		Activation	18497060;18694960;8647845	curated literature TF-target; not a ChIP peak
STAT1	IRF7	IFN	TRRUST_v2		Activation	16628196	curated literature TF-target; not a ChIP peak
STAT1	IRF8	IFN	TRRUST_v2		Activation	16918696;19074829	curated literature TF-target; not a ChIP peak
STAT1	IVL	IFN	TRRUST_v2		Repression	10585866	curated literature TF-target; not a ChIP peak
STAT1	JAK2	IFN	TRRUST_v2		Activation	21239533	curated literature TF-target; not a ChIP peak
STAT1	KRT17	IFN	TRRUST_v2		Activation	21796151	curated literature TF-target; not a ChIP peak
STAT1	LCN2	IFN	TRRUST_v2		Unknown	24391115	curated literature TF-target; not a ChIP peak
STAT1	LY96	IFN	TRRUST_v2		Activation	21572044	curated literature TF-target; not a ChIP peak
STAT1	MMP13	IFN	TRRUST_v2		Repression	17179173	curated literature TF-target; not a ChIP peak
STAT1	MMP9	IFN	TRRUST_v2		Repression	19965686	curated literature TF-target; not a ChIP peak
STAT1	MUC1	IFN	TRRUST_v2		Activation	17151127	curated literature TF-target; not a ChIP peak
STAT1	MUC4	IFN	TRRUST_v2		Activation	19757157;22537161	curated literature TF-target; not a ChIP peak
STAT1	MVP	IFN	TRRUST_v2		Activation	16418217	curated literature TF-target; not a ChIP peak
STAT1	NOS2	IFN	TRRUST_v2		Activation	12586443	curated literature TF-target; not a ChIP peak
STAT1	NOX1	IFN	TRRUST_v2		Unknown	19834108	curated literature TF-target; not a ChIP peak
STAT1	NOX4	IFN	TRRUST_v2		Unknown	19834108	curated literature TF-target; not a ChIP peak
STAT1	NOX5	IFN	TRRUST_v2		Activation	22348975	curated literature TF-target; not a ChIP peak
STAT1	NR1H4	IFN	TRRUST_v2		Repression	19393742	curated literature TF-target; not a ChIP peak
STAT1	OPRM1	IFN	TRRUST_v2		Activation	15448191	curated literature TF-target; not a ChIP peak
STAT1	PIM1	IFN	TRRUST_v2		Unknown	10068671	curated literature TF-target; not a ChIP peak
STAT1	PLSCR1	IFN	TRRUST_v2		Unknown	16260419	curated literature TF-target; not a ChIP peak
STAT1	PML	IFN	TRRUST_v2		Activation	21115099;22589541	curated literature TF-target; not a ChIP peak
STAT1	PPARA	IFN	TRRUST_v2		Activation	24242046	curated literature TF-target; not a ChIP peak
STAT1	PRKCE	IFN	TRRUST_v2		Repression	24825907	curated literature TF-target; not a ChIP peak
STAT1	PSMB9	IFN	TRRUST_v2		Unknown	10764778;10921891;16703666;9632673	curated literature TF-target; not a ChIP peak
STAT1	PTGS2	IFN	TRRUST_v2		Activation	12586443	curated literature TF-target; not a ChIP peak
STAT1	S100A10	IFN	TRRUST_v2		Activation	12645529	curated literature TF-target; not a ChIP peak
STAT1	SCARB1	IFN	TRRUST_v2		Unknown	17998316	curated literature TF-target; not a ChIP peak
STAT1	SMARCA4	IFN	TRRUST_v2		Unknown	16195385	curated literature TF-target; not a ChIP peak
STAT1	SOCS3	IFN	TRRUST_v2		Unknown	19115200	curated literature TF-target; not a ChIP peak
STAT1	STAT2	IFN	TRRUST_v2		Activation	16918696	curated literature TF-target; not a ChIP peak
STAT1	STAT3	IFN	TRRUST_v2		Unknown	22693070	curated literature TF-target; not a ChIP peak
STAT1	TAP1	IFN	TRRUST_v2		Unknown	15778351;9632673	curated literature TF-target; not a ChIP peak
STAT1	TBX21	IFN	TRRUST_v2		Unknown	18414429	curated literature TF-target; not a ChIP peak
STAT1	TIMP1	IFN	TRRUST_v2		Unknown	11918744	curated literature TF-target; not a ChIP peak
STAT1	TLR3	IFN	TRRUST_v2		Activation	16628196	curated literature TF-target; not a ChIP peak
STAT1	TNFSF13B	IFN	TRRUST_v2		Unknown	23271704	curated literature TF-target; not a ChIP peak
STAT1	TP53	IFN	TRRUST_v2		Activation	14602726	curated literature TF-target; not a ChIP peak
STAT1	UPP1	IFN	TRRUST_v2		Activation	20544543	curated literature TF-target; not a ChIP peak
STAT1	VIP	IFN	TRRUST_v2		Unknown	12425940	curated literature TF-target; not a ChIP peak
STAT1	XAF1	IFN	TRRUST_v2		Unknown	18035482	curated literature TF-target; not a ChIP peak
STAT2	ANKRD1	IFN	CollecTRI		Activation	CollecTRI:22626811	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	CBL	IFN	CollecTRI		Activation	CollecTRI:11704862	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	CCL19	IFN	CollecTRI		Activation	CollecTRI2:17182562;CollecTRI:17182562	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	CCL2	IFN	CollecTRI		Activation	CollecTRI:20233899;DoRothEA:17167270;TRRUST:17167270;CollecTRI2:17167270;CollecTRI2:20233899;CollecTRI:17167270	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	CFB	IFN	CollecTRI		Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	CLDN4	IFN	CollecTRI		Activation	CollecTRI2:17651017;CollecTRI2:16689942;CollecTRI:16689942;CollecTRI:17651017	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	CREBBP	IFN	CollecTRI		Activation	CollecTRI:22198284	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	CXCL8	IFN	CollecTRI		Repression	CollecTRI2:18370868;CollecTRI:18370868	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	DES	IFN	CollecTRI		Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	DGKE	IFN	CollecTRI		Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	EIF2AK2	IFN	CollecTRI		Activation	CollecTRI:12954221;CollecTRI2:26061044;CollecTRI2:18220274;CollecTRI2:12954221	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	HGF	IFN	CollecTRI		Activation	CollecTRI:18835816;CollecTRI2:18835816	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	HLA-E	IFN	CollecTRI		Activation	CollecTRI:17579067;CollecTRI2:38149913	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IFIT2	IFN	CollecTRI		Activation	CollecTRI2:15194680;CollecTRI2:14600148;CollecTRI:15194680	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IFIT3	IFN	CollecTRI		Activation	CollecTRI2:19351818;TRRUST:20403236;CollecTRI:20403236;CollecTRI2:24223959;CollecTRI2:21056555;CollecTRI2:20403236;CollecTRI:19351818;CollecTRI:20137113;CollecTRI:21056555;TRRUST:19351818;CollecTRI2:20137113	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IFNA1	IFN	CollecTRI		Activation	TRRUST:15827155;CollecTRI2:37074537;CollecTRI2:22280068;CollecTRI:22280068;CollecTRI2:30984174;CollecTRI:15827155;CollecTRI2:34524541;CollecTRI2:15827155;DoRothEA:15827155;CollecTRI2:30527622	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IFNB1	IFN	CollecTRI		Activation	CollecTRI2:22863531;CollecTRI2:34524541;CollecTRI:15194680	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IFNG	IFN	CollecTRI		Activation	CollecTRI:9218597;CollecTRI:21178011;CollecTRI2:12925694	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IGF1	IFN	CollecTRI		Activation	CollecTRI2:20378540;CollecTRI:20378540	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IGF2	IFN	CollecTRI		Activation	CollecTRI:18835816;CollecTRI2:18835816	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IL12A	IFN	CollecTRI		Activation	CollecTRI2:26059829;CollecTRI2:19164128;CollecTRI:19164128	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IL20RA	IFN	CollecTRI		Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IL21	IFN	CollecTRI		Activation	CollecTRI2:15178704;CollecTRI:15178704	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IL27	IFN	CollecTRI		Activation	CollecTRI2:20083668;CollecTRI:20083668	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IL6	IFN	CollecTRI		Activation	CollecTRI:20233899;CollecTRI2:29581268;CollecTRI2:20233899	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IRF1	IFN	CollecTRI		Activation	HTRIdb:8647845;TRRUST:8647845;CollecTRI2:8621447;CollecTRI:8647845;CollecTRI2:8647845;CollecTRI:9218597;CollecTRI:8621447;CollecTRI2:11804954	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IRF7	IFN	CollecTRI		Activation	CollecTRI2:22305622;CollecTRI2:12768031;CollecTRI2:17374731;CollecTRI2:17855549;CollecTRI:12768031;CollecTRI2:35013241;DoRothEA:10924517;CollecTRI2:30574148;CollecTRI2:21268015;CollecTRI2:12077266	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	IRF9	IFN	CollecTRI		Activation	CollecTRI2:11316742;CollecTRI:23916490	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	JUN	IFN	CollecTRI		Activation	CollecTRI:15194680	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	JUND	IFN	CollecTRI		Activation	CollecTRI2:17651017;CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	KRT27	IFN	CollecTRI		Activation	CollecTRI:21498520	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	MCL1	IFN	CollecTRI		Activation	CollecTRI:19609277;CollecTRI2:19609277	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	ME3	IFN	CollecTRI		Activation	CollecTRI:21498520	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	MSR1	IFN	CollecTRI		Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	NFKB2	IFN	CollecTRI		Activation	CollecTRI:22198284	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	NMBR	IFN	CollecTRI		Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	NOS2	IFN	CollecTRI		Activation	TRRUST:12586443;DoRothEA:12586443;CollecTRI:17997753;CollecTRI2:12586443;CollecTRI:12586443	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	OAS1	IFN	CollecTRI		Activation	CollecTRI2:22305622;CollecTRI:22305621;CollecTRI2:22305621;CollecTRI2:26061044	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	P2RY4	IFN	CollecTRI		Activation	CollecTRI:21399658	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	PIN1P1	IFN	CollecTRI		Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	PML	IFN	CollecTRI		Activation	CollecTRI:17062732;TRRUST:17062732;CollecTRI2:17062732;DoRothEA:17062732;HTRIdb:17062732	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	PTGS2	IFN	CollecTRI		Activation	DoRothEA:12586443;CollecTRI2:12586443;CollecTRI:12586443;TRRUST:12586443	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	RCAN1	IFN	CollecTRI		Activation	CollecTRI2:22426484;TRRUST:22426484;DoRothEA:22426484;CollecTRI:22426484	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	SAMHD1	IFN	CollecTRI		Activation	CollecTRI2:26397446;CollecTRI:15123634	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	SCARB1	IFN	CollecTRI		Repression	DoRothEA:17998316;CollecTRI2:17998316;TRRUST:17998316;CollecTRI:17998316	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	SCARB2	IFN	CollecTRI		Activation	DoRothEA:17998316;CollecTRI2:17998316;TRRUST:17998316;CollecTRI:17998316	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	SERPINE1	IFN	CollecTRI		Activation	CollecTRI:9427542;CollecTRI2:9427542	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	SIRPA	IFN	CollecTRI		Activation	CollecTRI:7963529	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	STAT1	IFN	CollecTRI		Activation	CollecTRI2:25564224;CollecTRI2:9121453;TRRUST:21498520;CollecTRI2:21498520;CollecTRI2:11316742;CollecTRI2:35776779;CollecTRI:21498520;CollecTRI2:9804758;CollecTRI2:15668228;DoRothEA:21498520;CollecTRI2:30940163;CollecTRI2:25588716;CollecTRI2:33457079;CollecTRI2:12509459;CollecTRI2:9933596	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	TGFA	IFN	CollecTRI		Activation	CollecTRI:22906315	CollecTRI via OmniPath; not a lung ChIP peak
STAT2	ADAR	IFN	DoRothEA	B	Activation	CollecTRI2:30536987;CollecTRI2:27929137;CollecTRI2:26335850;CollecTRI2:18774582	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	ATP13A1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	BST2	IFN	DoRothEA	A	Activation	CollecTRI2:35522620	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	CFB	IFN	DoRothEA	A	Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	CMTR1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	DDX60L	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	DHX58	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	DTX3L	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	EIF2AK2	IFN	DoRothEA	B	Activation	CollecTRI:12954221;CollecTRI2:26061044;CollecTRI2:18220274;CollecTRI2:12954221	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	EPSTI1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	FAM111A	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	IFI35	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	IFIT3	IFN	DoRothEA	A	Activation	CollecTRI2:19351818;TRRUST:20403236;CollecTRI:20403236;CollecTRI2:24223959;CollecTRI2:21056555;CollecTRI2:20403236;CollecTRI:19351818;CollecTRI:20137113;CollecTRI:21056555;TRRUST:19351818;CollecTRI2:20137113	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	IRF1	IFN	DoRothEA	A	Activation	HTRIdb:8647845;TRRUST:8647845;CollecTRI2:8621447;CollecTRI:8647845;CollecTRI2:8647845;CollecTRI:9218597;CollecTRI:8621447;CollecTRI2:11804954	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	IRF7	IFN	DoRothEA	A	Activation	CollecTRI2:22305622;CollecTRI2:12768031;CollecTRI2:17374731;CollecTRI2:17855549;CollecTRI:12768031;CollecTRI2:35013241;DoRothEA:10924517;CollecTRI2:30574148;CollecTRI2:21268015;CollecTRI2:12077266	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	ISG15	IFN	DoRothEA	B	Activation	CollecTRI2:17855549;CollecTRI2:35522620;CollecTRI2:30599904;CollecTRI2:36713190	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	MOV10	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	MX1	IFN	DoRothEA	A	Activation	CollecTRI2:17855549	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	MYD88	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	OAS1	IFN	DoRothEA	A	Activation	CollecTRI2:22305622;CollecTRI:22305621;CollecTRI2:22305621;CollecTRI2:26061044	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	OAS2	IFN	DoRothEA	A	Activation	CollecTRI2:25564224	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	OAS3	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	OASL	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PARP10	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PARP14	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PARP9	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PIM1	IFN	DoRothEA	B	Activation	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PML	IFN	DoRothEA	A	Activation	CollecTRI:17062732;TRRUST:17062732;CollecTRI2:17062732;DoRothEA:17062732;HTRIdb:17062732	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PSMB8	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	SAMD9	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	SOCS1	IFN	DoRothEA	B	Repression	CollecTRI2:29379210;CollecTRI2:36775570;CollecTRI2:17579067;CollecTRI2:34725437	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	SP110	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	SP140L	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	STAT1	IFN	DoRothEA	B	Activation	CollecTRI2:25564224;CollecTRI2:9121453;TRRUST:21498520;CollecTRI2:21498520;CollecTRI2:11316742;CollecTRI2:35776779;CollecTRI:21498520;CollecTRI2:9804758;CollecTRI2:15668228;DoRothEA:21498520;CollecTRI2:30940163;CollecTRI2:25588716;CollecTRI2:33457079;CollecTRI2:12509459;CollecTRI2:9933596	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	TAP2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	TRIM21	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	TRIM56	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	USF1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	XAF1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	CCL2	IFN	TRRUST_v2		Unknown	17167270	curated literature TF-target; not a ChIP peak
STAT2	IFIT3	IFN	TRRUST_v2		Unknown	19351818;20403236	curated literature TF-target; not a ChIP peak
STAT2	IFNA1	IFN	TRRUST_v2		Unknown	15827155	curated literature TF-target; not a ChIP peak
STAT2	IRF1	IFN	TRRUST_v2		Activation	8647845	curated literature TF-target; not a ChIP peak
STAT2	NOS2	IFN	TRRUST_v2		Activation	12586443	curated literature TF-target; not a ChIP peak
STAT2	PML	IFN	TRRUST_v2		Unknown	17062732	curated literature TF-target; not a ChIP peak
STAT2	PTGS2	IFN	TRRUST_v2		Activation	12586443	curated literature TF-target; not a ChIP peak
STAT2	RCAN1	IFN	TRRUST_v2		Unknown	22426484	curated literature TF-target; not a ChIP peak
STAT2	SCARB1	IFN	TRRUST_v2		Unknown	17998316	curated literature TF-target; not a ChIP peak
STAT2	SCARB2	IFN	TRRUST_v2		Unknown	17998316	curated literature TF-target; not a ChIP peak
STAT2	STAT1	IFN	TRRUST_v2		Unknown	21498520	curated literature TF-target; not a ChIP peak
CIITA	COL1A1	MHC	CollecTRI		Repression	CollecTRI:16439692;TRRUST:16439692;CollecTRI2:16439692	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	COL1A2	MHC	CollecTRI		Repression	CollecTRI2:16982097;CollecTRI2:19358337;CollecTRI2:16703565;CollecTRI:16439692;TRRUST:16439692;CollecTRI2:15247294;CollecTRI:15247294;TRRUST:15247294;CollecTRI2:16439692	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	CREBBP	MHC	CollecTRI		Activation	CollecTRI:9858618;TRRUST:9858618;CollecTRI2:9858618	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	FASLG	MHC	CollecTRI		Activation	TRRUST:14563113;CollecTRI2:16703565;CollecTRI2:11207239;CollecTRI2:14563113;CollecTRI2:11999167;CollecTRI:14563113;CollecTRI2:32103629	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-A	MHC	CollecTRI		Activation	CollecTRI2:19251712;CollecTRI2:34180145;CollecTRI2:10845913;CollecTRI2:34956181;TRRUST:10329350;CollecTRI:10329350;CollecTRI2:34352044;CollecTRI2:10329350	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-B	MHC	CollecTRI		Activation	CollecTRI2:11053628;TRRUST:11053628;CollecTRI:11053628	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-C	MHC	CollecTRI		Activation	CollecTRI2:11053628;CollecTRI2:31870593;CollecTRI2:10913187;CollecTRI:11053628;CollecTRI2:22771340;CollecTRI2:15821736;CollecTRI2:19862823;CollecTRI2:23516366;CollecTRI2:11101876;CollecTRI2:10725724;CollecTRI2:23175229;CollecTRI2:12072194;CollecTRI2:11514574;CollecTRI2:25127861;CollecTRI2:10725870;C	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DMA	MHC	CollecTRI		Activation	CollecTRI2:7495736;CollecTRI:9300700;TRRUST:7495736;CollecTRI2:10809673;CollecTRI2:21940994;CollecTRI2:11431425;CollecTRI2:15644645;TRRUST:9300700;CollecTRI2:35433496;CollecTRI:7495736;CollecTRI2:9300700;CollecTRI2:11332992	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DMB	MHC	CollecTRI		Activation	TRRUST:11889043;CollecTRI2:11889043;CollecTRI2:7495736;CollecTRI:9300700;TRRUST:7495736;TRRUST:9600954;CollecTRI:9600954;TRRUST:11332992;TRRUST:9300700;CollecTRI:7495736;CollecTRI:11889043;CollecTRI2:9600954;CollecTRI:11332992;CollecTRI2:9300700;CollecTRI2:11332992	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DOA	MHC	CollecTRI		Activation	CollecTRI2:11823510;TRRUST:11823510;CollecTRI:11823510;CollecTRI2:19620312	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DOB	MHC	CollecTRI		Activation	TRRUST:11823510;CollecTRI:11823510;CollecTRI2:12938212;CollecTRI2:10903745;CollecTRI2:12492813;CollecTRI2:11823510	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DPB1	MHC	CollecTRI		Activation	CollecTRI2:11053628;TRRUST:11889043;CollecTRI2:11889043;CollecTRI2:10725724;CollecTRI2:12938212;CollecTRI2:11431425;CollecTRI2:9144488;CollecTRI:11889043	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DQB1	MHC	CollecTRI		Activation	TRRUST:11332992;CollecTRI:11332992;CollecTRI2:11332992	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DRA	MHC	CollecTRI		Activation	CollecTRI2:16236793;CollecTRI:9300692;CollecTRI:11889043;CollecTRI2:11429551;CollecTRI2:11397960;CollecTRI2:11889043;CollecTRI2:9300692;CollecTRI:9600954;CollecTRI2:9600954;TRRUST:11889043;TRRUST:9300692;TRRUST:9600954;CollecTRI2:9352360;CollecTRI:11429551;CollecTRI2:16619292;CollecTRI2:17478518;TRR	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DRB1	MHC	CollecTRI		Activation	TRRUST:10886240;CollecTRI:10886240;CollecTRI2:10886240	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DRB3	MHC	CollecTRI		Activation	TRRUST:10886240;CollecTRI:10886240;CollecTRI2:10886240	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DRB4	MHC	CollecTRI		Activation	TRRUST:10886240;CollecTRI:10886240;CollecTRI2:10886240	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-DRB5	MHC	CollecTRI		Activation	TRRUST:10886240;CollecTRI:10886240;CollecTRI2:10886240	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-E	MHC	CollecTRI		Activation	CollecTRI2:14678199;CollecTRI:11137213;CollecTRI2:11137213	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-F	MHC	CollecTRI		Activation	TRRUST:11137213;CollecTRI2:14678199;CollecTRI:11137213;CollecTRI2:11137213	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	HLA-G	MHC	CollecTRI		Activation	CollecTRI2:10725724;CollecTRI2:11137213;CollecTRI2:19758196;CollecTRI:11137218;CollecTRI2:14678199;CollecTRI2:11137218;CollecTRI2:16879803;CollecTRI2:9806639;TRRUST:11137218	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	IL4	MHC	CollecTRI		Activation	CollecTRI2:16703565;CollecTRI2:10204493;CollecTRI2:11564890;CollecTRI2:17645498;CollecTRI2:12538670;TRRUST:17645498;CollecTRI:10946277;CollecTRI2:32103629;CollecTRI:17645498;TRRUST:10946277;CollecTRI2:11438649;CollecTRI2:10946277	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	IRF1	MHC	CollecTRI		Activation	CollecTRI2:15950283;TRRUST:15950283;TRRUST:12052885;CollecTRI:15950283;CollecTRI:12052885;CollecTRI2:12052885	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	IRF2	MHC	CollecTRI		Activation	CollecTRI:15950283;CollecTRI2:15950283;TRRUST:15950283	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	MMP9	MHC	CollecTRI		Repression	CollecTRI2:15247301;TRRUST:15247301;CollecTRI:15247301	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	PLXNA1	MHC	CollecTRI		Activation	CollecTRI2:16703565;CollecTRI2:15814328;CollecTRI2:12910265;CollecTRI:15814328;TRRUST:15814328	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	PSMC5	MHC	CollecTRI		Activation	TRRUST:22771340;CollecTRI:22771340;CollecTRI2:22771340	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	RAB4B	MHC	CollecTRI		Activation	TRRUST:17175541;CollecTRI:17175541;CollecTRI2:17175541	CollecTRI via OmniPath; not a lung ChIP peak
CIITA	S100A4	MHC	CollecTRI		Repression	CollecTRI2:17143014;CollecTRI:17143014;TRRUST:17143014	CollecTRI via OmniPath; not a lung ChIP peak
