ligand	receptor	classification	directionality	is_ppi	source	version	pair_origin	pathway
TENM2	ADGRL1	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TENM2	ADGRL2	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TENM2	ADGRL3	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TENM3	ADGRL1	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TENM3	ADGRL2	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TENM3	ADGRL3	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TENM4	ADGRL1	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TENM4	ADGRL2	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TENM4	ADGRL3	Signaling by Teneurin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TF	TFR2	Signaling by Transferrin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TF	TFRC	Signaling by Transferrin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFA	EGFR	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB1	ACVR1+TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB1	ITGAV+ITGB6	Signaling by Transforming growth factor	Ligand-Receptor	True	5ffo;PDB	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB1	TGFBR1+TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB1	TGFBR3	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB2	ACVR1+TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB2	TGFBR1+TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB2	TGFBR3	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB3	ACVR1+TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB3	ITGAV+ITGB6	Signaling by Transforming growth factor	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB3	ITGAV+ITGB8	Signaling by Transforming growth factor	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB3	TGFBR1+TGFBR2	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGFB3	TGFBR3	Signaling by Transforming growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TGM2	ADGRG1		Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
THBS1	CD36	Signaling by Thrombospondin precursor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
THBS1	ITGA2B+ITGB3	Adhesion by Thrombospondin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
THBS1	ITGA3+ITGB1	Adhesion by Thrombospondin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
THBS1	ITGAV+ITGB3	Adhesion by Thrombospondin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
THBS2	CD36	Signaling by Thrombospondin precursor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
THPO	MPL		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
THY1	ADGRE2	Adhesion by antigen THY1	Adhesion-Adhesion	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
THY1	ADGRE5	Adhesion by antigen THY1	Adhesion-Adhesion	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
THY1	ITGAM+ITGB2	Adhesion by antigen THY1	Adhesion-Adhesion	True	PMID:15850796	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
THY1	ITGAV+ITGB3	Adhesion by antigen THY1	Adhesion-Adhesion	True	PMID:29212879;PMID:18346467;https:www.ncbi.nlm.nih.gov	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
THY1	ITGAX+ITGB2	Adhesion by antigen THY1	Adhesion-Adhesion	True	PMID:15850796	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNC	ITGA4+ITGB1	Adhesion by tenascin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNC	ITGA8+ITGB1	Adhesion by tenascin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNC	ITGA9+ITGB1	Adhesion by tenascin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNC	ITGAV+ITGB3	Adhesion by tenascin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNC	ITGAV+ITGB6	Adhesion by tenascin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNF	TNFRSF1A	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNF	TNFRSF1B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF10	TNFRSF10A	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF10	TNFRSF10B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF10	TNFRSF10C	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF10	TNFRSF10D	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF10	TNFRSF11B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF11	TNFRSF11A	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF11	TNFRSF11B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF12	TNFRSF12A	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF12	TNFRSF25	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF13	TNFRSF13B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF13	TNFRSF17	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF13B	TNFRSF13B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF13B	TNFRSF13C	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF13B	TNFRSF17	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF14	LTBR	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF14	TNFRSF14	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF14	TNFRSF6B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF15	TNFRSF25	Signaling by Tumor necrosis factor	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF15	TNFRSF6B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF18	TNFRSF18	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF4	TNFRSF4	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF8	TNFRSF8	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TNFSF9	TNFRSF9	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TPO	THRB		Ligand-Receptor	False	HMRbase;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TRH	TRHR		Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TSHB	TSHR		Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
TSLP	CRLF2+IL7R		Ligand-Receptor	True	PDB:5j11	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TULP1	TYRO3		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
TYR	GPR143	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	reactome;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UBASH3B	ESR1	Signaling by Dehydroepiandrosterone	Ligand-Receptor	False	HMRbase	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UBASH3B	NR1I2	Signaling by Dehydroepiandrosterone	Ligand-Receptor	False	HMRbase	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UBASH3B	PPARA	Signaling by Dehydroepiandrosterone	Ligand-Receptor	False	HMRbase;PMID:18079279	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UCN	CRHR1	Signaling by Urocortin/Urotensin	Ligand-Receptor	True	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UCN	CRHR2	Signaling by Urocortin/Urotensin	Ligand-Receptor	True	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UCN2	CRHR1	Signaling by Urocortin/Urotensin	Ligand-Receptor	True	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
UCN2	CRHR2	Signaling by Urocortin/Urotensin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UCN3	CRHR2	Signaling by Urocortin/Urotensin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UNC5A	ADGRL3		Receptor-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
UTS2	UTS2R	Signaling by Urocortin/Urotensin	Ligand-Receptor	True	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
UTS2B	UTS2R	Signaling by Urocortin/Urotensin	Ligand-Receptor	True	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VCAM1	ITGA4+ITGB1	Adhesion by VCAM	Ligand-Receptor	True	PMC4368157	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VCAM1	ITGA4+ITGB7	Adhesion by VCAM	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VCAM1	ITGA9+ITGB1	Adhesion by VCAM	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VCAM1	ITGAD+ITGB2	Adhesion by VCAM	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFA	FLT1	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFA	FLT1+KDR	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFA	KDR	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFA	NRP1	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFA	NRP2	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFB	FLT1	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFB	FLT1+KDR	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFB	NRP1	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFC	FLT4	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFC	KDR	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFD	FLT4	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VEGFD	KDR	Signaling by Vascular endothelial growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VIP	ADCYAP1R1	Signaling by Vasoactive Intestinal Peptide	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
VIP	SCTR	Signaling by Vasoactive Intestinal Peptide	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
VIP	VIPR1	Signaling by Vasoactive Intestinal Peptide	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VIP	VIPR2	Signaling by Vasoactive Intestinal Peptide	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VTN	ITGA2B+ITGB3	Adhesion by Vitronectin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VTN	ITGAV+ITGB1	Adhesion by Vitronectin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VTN	ITGAV+ITGB3	Adhesion by Vitronectin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VWF	GP1BA+GP1BB	Signaling by von Willebrand factor	Ligand-Receptor	True	PDB:1m10_partially	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
VWF	ITGAV+ITGB3	Signaling by von Willebrand factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	CER1	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:10067895	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FRZB	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD1+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24032637	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD1+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24032637	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD10+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD10+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD2+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD2+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD3+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD3+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD4+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD4+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD5+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD5+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD6+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD6+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD7+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD7+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD8+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD8+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD8+RYK	Signaling by WNT	Ligand-Receptor	True	reactome;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD9+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	FZD9+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	SFRP1	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	SFRP2	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	SFRP4	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	SFRP5	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT1	WIF1	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FRZB	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:29979633	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FZD1+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:28733458	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FZD1+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:28733458	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FZD5+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:28733458	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FZD5+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:28733458	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FZD7+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:28733458	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FZD7+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:28733458	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FZD8+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:28733458	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT10A	FZD8+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:28733458	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	CER1	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:10067895	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FRZB	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD1+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD1+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD10+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD10+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD2+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD2+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD3+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD3+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD4+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD4+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD5+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD5+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD6+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD6+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD7+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD7+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD8+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD8+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD9+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	FZD9+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	SFRP1	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	SFRP2	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	SFRP4	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	SFRP5	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT11	WIF1	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT16	CER1	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:10067895	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT16	FRZB	Signaling by WNT inhibition	Ligand-Ligand	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT16	FZD1+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT16	FZD1+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT16	FZD10+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT16	FZD10+LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
WNT16	FZD2+LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:24532711	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
