sample_id	cohort	TACSTD2	tacstd2_group	F11R	PARD3	CLDN1	CLDN4	CLDN7	EPCAM	KRT8	PTPRC	CD8A	ESTIMATE	ABSOLUTE	CPE	histology	ModelID	CellLineName	OncotreePrimaryDisease	OncotreeSubtype
TCGA-98-A539-01	TCGA_NSCLC_pooled	13.1587	mid	13.1801	10.5003	10.5687	10.6618	8.5954	10.7255	10.5337	9.2995	5.6581	0.8355		0.7466	LUSC				
TCGA-O2-A52S-01	TCGA_NSCLC_pooled	8.9177	low	13.9973	11.385	12.6848	10.1151	9.3212	12.6035	13.1787	10.5809	7.9524	0.8661		0.8131	LUSC				
TCGA-33-4586-01	TCGA_NSCLC_pooled	11.2103	low	14.1443	11.0329	12.3521	11.5707	8.4518	12.0184	13.5996	7.5384	5.3793	0.9085	0.42	0.5774	LUSC				
TCGA-21-1077-01	TCGA_NSCLC_pooled	12.8165	mid	13.7668	11.0701	12.0754	12.741	11.1429	13.1243	14.6276	9.7513	6.6282	0.8133	0.34	0.6037	LUSC				
TCGA-60-2713-01	TCGA_NSCLC_pooled	12.7619	mid	13.599	11.6411	11.0313	10.5967	9.772	10.3873	14.1877	11.0698	8.917	0.6019	0.63	0.7603	LUSC				
TCGA-L3-A524-01	TCGA_NSCLC_pooled	13.0066	mid	14.7247	10.4829	9.6205	13.747	12.3579	13.5659	14.4892	8.5435	7.0744	0.9166		0.8973	LUSC				
TCGA-39-5021-01	TCGA_NSCLC_pooled	10.9455	low	13.4149	10.4797	12.8558	11.7855	11.5863	12.9483	15.0253	10.4994	8.9484	0.7852	0.4	0.5422	LUSC				
TCGA-85-A5B5-01	TCGA_NSCLC_pooled	12.3127	low	13.7146	10.4458	11.2291	11.5558	10.8546	12.6244	14.5841	7.944	6.0581	0.9185		0.919	LUSC				
TCGA-58-A46L-01	TCGA_NSCLC_pooled	12.4035	mid	14.1241	12.2185	13.691	11.16	10.5334	11.844	13.8848	10.5352	8.838	0.8		0.7019	LUSC				
TCGA-77-8144-01	TCGA_NSCLC_pooled	12.8983	mid	13.1948	9.7301	12.9768	8.6742	9.9639	10.3008	14.0325	8.2009	6.8252	0.9068	0.57	0.6782	LUSC				
TCGA-J1-A4AH-01	TCGA_NSCLC_pooled	12.3501	mid	13.6927	10.3578	11.5296	12.9348	11.33	12.7137	15.0894	8.9028	5.9708	0.9432		0.7741	LUSC				
TCGA-56-7580-01	TCGA_NSCLC_pooled	13.4408	high	13.9883	10.551	14.9581	11.2801	10.0945	11.2708	14.2357	8.5789	6.9519	0.8897	0.37	0.666	LUSC				
TCGA-63-A5MY-01	TCGA_NSCLC_pooled	13.9926	high	13.3061	11.3894	14.6295	11.6802	10.8267	11.9021	14.7182	6.3342	5.6064	0.9911		0.8158	LUSC				
TCGA-33-AASL-01	TCGA_NSCLC_pooled	13.5518	high	13.5711	10.5878	12.484	13.4821	11.8883	12.3338	12.6387	8.2243	7.2615	0.9197		0.8464	LUSC				
TCGA-85-A512-01	TCGA_NSCLC_pooled	13.1105	mid	14.0821	11.926	12.7647	13.2435	11.4362	12.613	14.6019	8.2357	6.1997	0.8884		0.8318	LUSC				
TCGA-85-8354-01	TCGA_NSCLC_pooled	13.2151	mid	13.37	11.327	12.8271	12.4129	12.4064	13.2425	15.6022	7.8416	6.372	0.9539		0.911	LUSC				
TCGA-O2-A5IB-01	TCGA_NSCLC_pooled	10.5688	low	13.7369	10.5911	8.9219	11.6607	10.2619	12.7475	14.634	7.4212	6.3797	0.9834		0.9422	LUSC				
TCGA-77-7335-01	TCGA_NSCLC_pooled	13.6931	high	13.2344	10.8174	11.7825	11.3404	9.6163	12.1004	13.2881	11.2024	10.4869	0.384	0.41	0.5517	LUSC				
A006	OncoSG_LUAD	-0.5094	low	0.5492	1.3	-0.9539	-1.0501	-0.9789	-1.0307	-1.6229	0.9977	-0.0639			0.1	LUAD				
A015	OncoSG_LUAD	3.1112	high	-1.127	-0.7649	1.4895	0.9683	0.351	0.7157	0.4472	0.0667	1.1685			0.51	LUAD				
A021	OncoSG_LUAD	1.0766	high	-1.186	-0.1195	0.4104	1.5506	-0.0548	0.6442	0.7325	-2.9749	-1.79			0.42	LUAD				
A027	OncoSG_LUAD	0.215	mid	-1.916	0.1916	-0.2486	-0.6538	0.5984	0.1866	0.4441	0.254	0.0671			0.27	LUAD				
A028	OncoSG_LUAD	1.166	high	-0.1737	-0.293	0.4704	0.5621	1.509	0.7606	-0.1529	-1.1415	-0.0789			0.36	LUAD				
A033	OncoSG_LUAD	0.6605	high	-1.8113	0.5471	0.5703	-1.4159	-1.2182	0.7293	0.9928	-0.1002	0.3418			0.26	LUAD				
A037	OncoSG_LUAD	0.4002	high	-0.5714	0.3795	0.0497	-0.1862	0.9518	0.0592	-0.4475	0.0796	-1.2179			0.31	LUAD				
A062	OncoSG_LUAD	1.1666	high	-0.3769	0.2302	1.3685	-0.1731	-0.6279	1.812	0.4267	-1.5809	0.2847			0.48	LUAD				
A063	OncoSG_LUAD	1.9759	high	0.0943	0.8839	0.7381	1.8218	1.4124	0.0772	1.1102	-3.6919	-1.4395			0.78	LUAD				
A066	OncoSG_LUAD	1.044	high	-0.4031	-0.1084	0.3574	0.819	0.4922	0.4923	0.7311	0.2964	-0.7831			0.5	LUAD				
A068	OncoSG_LUAD	1.3913	high	-1.9507	-1.258	0.3853	0.9543	0.8966	0.5688	1.7544	0.528	1.8997			0.14	LUAD				
A072	OncoSG_LUAD	0.7849	high	-0.213	0.0645	0.834	0.527	0.9956	0.0027	0.0535	-0.123	-0.0296			0.19	LUAD				
A074	OncoSG_LUAD	1.9827	high	-0.4417	-0.4342	1.5097	0.9463	-0.8824	0.1922	0.8121	-1.7307	-1.4035			0.18	LUAD				
A100	OncoSG_LUAD	0.7979	high	1.431	0.2837	-0.126	0.6064	1.8903	0.8397	-0.7691	-0.4507	-0.9834			0.2	LUAD				
A101	OncoSG_LUAD	0.1866	mid	-1.0331	-2.0733	-0.9141	-0.4495	0.0286	-0.4304	-0.1841	-0.5779	-0.2375			0.43	LUAD				
A102	OncoSG_LUAD	0.1511	mid	0.547	-0.9404	0.0687	1.0988	0.5596	-0.1436	-0.1909	-0.7006	0.0316			0.31	LUAD				
A103	OncoSG_LUAD	0.7617	high	-0.3939	-0.6894	-0.2329	0.2631	1.3047	1.7267	0.6155	0.0263	0.1005			0.16	LUAD				
A104	OncoSG_LUAD	1.3228	high	0.9531	0.7358	0.3642	0.201	0.4575	0.8546	-0.375	-0.2649	-1.5081			0.32	LUAD				
A110	OncoSG_LUAD	-2.2174	low	-1.089	-1.4019	-1.1537	-0.7764	-0.3961	1.4793	-0.4797	-1.3212	0.2588			0.48	LUAD				
A111	OncoSG_LUAD	-1.0098	low	-1.4409	-0.7075	-1.1615	0.3341	-0.9951	1.9744	-0.7056	-1.0794	-0.2143			0.76	LUAD				
A112	OncoSG_LUAD	1.1181	high	-0.5724	-1.8626	0.6901	0.0546	0.6013	1.3304	-1.1991	-1.6506	-1.5273			0.64	LUAD				
A117	OncoSG_LUAD	1.1293	high	0.8609	0.8834	-0.2847	1.234	1.1011	0.7491	0.3846	-0.8221	-1.6714			0.49	LUAD				
A120	OncoSG_LUAD	1.2981	high	-0.4869	-0.2234	-0.0928	1.2714	-0.7977	0.079	0.2977	-2.91	-1.2186			0.28	LUAD				
A124	OncoSG_LUAD	0.2433	mid	-0.1968	0.15	0.9207	0.0156	-0.1035	0.2793	0.0591	-0.2091	-0.0678			0.29	LUAD				
A126	OncoSG_LUAD	0.9445	high	1.086	0.2024	1.4689	0.3862	0.6144	1.1436	0.146	-0.984	-0.7919			0.16	LUAD				
A131	OncoSG_LUAD	1.4071	high	2.2934	1.3666	4.0131	-2.0827	-0.1395	-2.3234	-0.7372	-2.7724	-2.7707			0.8	LUAD				
A134	OncoSG_LUAD	2.2563	high	0.501	-0.2561	1.5669	1.9298	1.1178	0.7991	1.2073	-1.7516	-1.5246			0.71	LUAD				
A138	OncoSG_LUAD	-0.9407	low	0.9116	0.9401	-2.5323	-1.6691	-1.6445	-1.1257	-1.9064	0.3887	-0.4222			0.24	LUAD				
A143	OncoSG_LUAD	0.2522	mid	-0.9316	-0.8355	-0.9513	0.3844	0.5146	0.7739	2.3391	-0.5105	1.2888			0.24	LUAD				
A144	OncoSG_LUAD	1.0388	high	-0.6806	1.2564	0.5563	1.4213	0.0482	0.8585	0.2362	-2.0406	-2.0026			0.72	LUAD				
A148	OncoSG_LUAD	0.5785	high	0.3869	-0.944	-0.2251	0.9389	1.183	0.4559	0.5735	-0.6478	0.4659			0.24	LUAD				
A150	OncoSG_LUAD	-0.1845	mid	-0.4242	-2.0928	-0.0631	-0.4416	0.547	0.566	0.4636	-0.7761	-0.3799			0.45	LUAD				
A153	OncoSG_LUAD	0.2926	mid	-0.8808	-0.6789	0.1768	0.342	-0.2862	-0.1767	-0.75	-1.2789	-1.1531			0.43	LUAD				
A156	OncoSG_LUAD	0.3395	mid	-0.3203	-0.8715	0.3625	0.7836	0.1184	0.7167	0.7059	-0.7458	-0.4846			0.31	LUAD				
A157	OncoSG_LUAD	-0.1671	mid	0.4353	0.2506	0.9545	0.0212	-0.3275	-0.9621	-0.694	0.7549	0.293			0.25	LUAD				
A158	OncoSG_LUAD	-0.0826	mid	1.406	1.3748	0.0157	0.5709	2.473	0.5449	0.3531	-1.9378	-0.7704			0.49	LUAD				
A159	OncoSG_LUAD	-0.1476	mid	-0.766	0.4761	0.4644	-0.567	0.383	-0.3713	0.2109	-0.7534	-1.3344			0.3	LUAD				
A162	OncoSG_LUAD	0.2089	mid	0.9538	-0.4851	1.3097	0.2296	0.7179	0.9792	0.2524	-1.7716	-0.9355			0.32	LUAD				
A163	OncoSG_LUAD	0.881	high	0.0994	-1.1845	1.3177	-0.5442	0.6128	1.3644	1.2012	-0.4456	0.5381			0.37	LUAD				
A165	OncoSG_LUAD	-0.1389	mid	-1.2154	-0.7002	0.3708	-0.0197	0.1398	-0.4848	-1.2557	0.53	0.9869			0.16	LUAD				
A168	OncoSG_LUAD	-0.4426	low	-1.7566	-2.0817	1.257	1.2527	-0.4403	1.068	-1.2656	0.212	1.3862			0.46	LUAD				
A169	OncoSG_LUAD	1.0962	high	-0.0998	-1.4142	0.7766	0.0177	0.3721	0.0926	0.6565	-0.7001	0.7913			0.54	LUAD				
A177	OncoSG_LUAD	1.2441	high	-1.6831	-0.0826	1.2375	0.1571	-0.0378	-0.4278	0.6609	0.2849	0.0365			0.3	LUAD				
A182	OncoSG_LUAD	-1.0629	low	0.4829	-1.3414	0.9088	-0.4446	-1.2523	-0.2579	-1.4276	0.9685	1.12			0.35	LUAD				
A183	OncoSG_LUAD	0.6293	high	-0.7882	2.0814	-0.1288	0.3817	1.044	1.053	1.1129	0.5121	0.3926			0.38	LUAD				
A185	OncoSG_LUAD	0.3604	mid	0.8876	-1.0973	0.8786	1.0371	-0.1278	0.4579	-0.0739	0.2974	-1.1794			0.34	LUAD				
A186	OncoSG_LUAD	-1.1809	low	-0.351	-0.9322	0.6265	0.9541	-0.0474	-0.2061	0.0802	1.2102	0.7324			0.34	LUAD				
A187	OncoSG_LUAD	0.4016	high	0.1414	0.0107	-0.4045	-0.4853	0.217	0.3798	2.1606	0.0266	-0.5392			0.22	LUAD				
A188	OncoSG_LUAD	0.4965	high	-0.2506	-0.1037	-0.2879	-0.6377	0.3835	-0.1681	-1.9344	0.2651	1.229			0.28	LUAD				
A190	OncoSG_LUAD	0.9813	high	0.0475	-0.1554	0.8668	0.2043	1.9134	1.0391	0.9521	-0.0148	-1.1214			0.51	LUAD				
A191	OncoSG_LUAD	0.1255	mid	1.1964	0.1494	0.064	0.7646	0.1384	0.6618	-0.1736	-0.4145	-0.3903			0.62	LUAD				
A192	OncoSG_LUAD	0.3794	mid	-0.4363	-0.3164	0.8405	-0.0666	0.1802	0.6848	2.4319	0.3169	0.4164			0.2	LUAD				
A193	OncoSG_LUAD	-0.2251	mid	-0.1434	-0.061	0.6166	-0.8271	-0.5997	-0.1019	0.2683	1.0129	0.6598			0.17	LUAD				
A194	OncoSG_LUAD	-0.7036	low	-1.3887	0.5707	1.2325	-1.2677	-1.4527	-1.1921	-0.805	0.8574	1.2684			0.15	LUAD				
A195	OncoSG_LUAD	-1.5974	low	-2.0226	-0.2248	-1.1125	-1.3473	-2.4824	-2.3044	-1.216	1.2056	-0.1114			0.29	LUAD				
A196	OncoSG_LUAD	-0.9579	low	-0.4641	1.0702	-0.3728	-1.1323	-0.081	-0.3722	-0.6315	1.1701	-0.1992			0.29	LUAD				
A197	OncoSG_LUAD	-0.4247	low	0.8167	2.1183	-1.0114	0.3577	0.0662	0.5091	1.5878	-0.243	0.0634			0.6	LUAD				
A198	OncoSG_LUAD	-1.1726	low	1.722	1.4594	-0.4169	0.5987	2.0095	0.7979	0.8164	0.3322	-0.3958			0.47	LUAD				
A199	OncoSG_LUAD	0.027	mid	-0.1045	-0.6461	-0.0119	-0.2039	0.2249	-0.0413	-0.4647	0.6954	0.8167			0.15	LUAD				
A200	OncoSG_LUAD	0.8481	high	1.4043	2.3126	-2.4832	0.8491	1.015	0.2464	0.4801	-0.8011	-1.0156			0.63	LUAD				
A201	OncoSG_LUAD	-0.846	low	0.1305	-0.3823	-1.5038	-0.81	-0.6739	0.0411	-1.1337	0.9069	0.8559			0.37	LUAD				
A202	OncoSG_LUAD	0.2027	mid	0.655	0.2716	1.3928	1.2134	0.9611	1.435	-0.4847	-0.4404	-1.0244			0.74	LUAD				
A203	OncoSG_LUAD	-0.187	mid	1.5164	-0.0915	1.4469	-0.4687	-0.7023	-0.6526	-0.6571	1.3112	0.2317			0.23	LUAD				
A204	OncoSG_LUAD	-0.6554	low	0.0803	0.1007	-0.8874	0.1508	0.9077	0.2375	-0.555	-0.7019	-1.7872			0.78	LUAD				
A205	OncoSG_LUAD	-0.5366	low	-0.6965	0.3468	1.3015	-1.2626	-1.0331	-0.4634	-0.243	1.286	0.9737			0.17	LUAD				
A206	OncoSG_LUAD	0.0995	mid	-0.1598	-1.2098	0.0357	0.2143	-1.5696	0.0431	0.3402	1.0492	0.9407			0.22	LUAD				
A207	OncoSG_LUAD	0.4722	high	0.3659	-0.0083	-0.0175	0.2831	0.6759	1.3255	0.5967	-0.5534	-1.7873			0.27	LUAD				
A208	OncoSG_LUAD	0.4702	high	0.1801	1.0448	0.0796	0.1182	0.7266	-0.4737	0.7375	0.1274	-0.4054			0.25	LUAD				
A209	OncoSG_LUAD	-3.3394	low	-1.2392	-1.6342	-2.8455	-4.6615	-5.0838	-6.0543	-3.0149	2.2045	1.6123			0.24	LUAD				
A210	OncoSG_LUAD	-0.3412	mid	1.4359	2.7642	-0.2262	0.8001	-0.0594	0.7056	1.1226	0.1498	0.1206			0.32	LUAD				
A211	OncoSG_LUAD	-0.6733	low	0.4064	0.496	-0.6302	-1.1632	-0.4927	-1.6242	-1.3544	1.3743	0.2388			0.23	LUAD				
A212	OncoSG_LUAD	-0.2971	mid	0.1618	0.3514	-0.844	-0.2376	-0.556	-1.6034	-0.7353	0.9014	0.5385			0.15	LUAD				
A213	OncoSG_LUAD	-1.3635	low	1.5022	-0.3539	-0.4974	-0.1865	-0.0654	-0.0342	-1.3161	0.6434	-0.1715			0.22	LUAD				
A214	OncoSG_LUAD	0.6427	high	0.2381	0.9319	-1.5471	-1.3035	-0.1587	-1.7543	-0.7307	-0.8152	1.327			0.33	LUAD				
A215	OncoSG_LUAD	-0.3894	low	0.0118	1.0185	-1.4056	-1.6855	-0.9525	-1.0239	-1.4103	0.9717	0.6504			0.28	LUAD				
A216	OncoSG_LUAD	0.2338	mid	0.7687	-1.1549	-0.5931	-0.1227	1.3972	0.6692	3.1814	-0.594	0.0868			0.37	LUAD				
A217	OncoSG_LUAD	0.2615	mid	-0.0182	0.099	0.8632	1.0426	0.5496	0.2818	0.1904	0.3739	-0.4837			0.36	LUAD				
A218	OncoSG_LUAD	-1.5925	low	-1.364	-0.8304	-0.5029	-1.1285	-0.7693	-1.6177	-0.8272	1.6084	1.9377			0.2	LUAD				
A219	OncoSG_LUAD	1.1376	high	1.3194	1.3511	0.6172	0.9766	0.1407	0.4992	-0.209	-0.5214	-2.1999			0.41	LUAD				
A220	OncoSG_LUAD	-0.7142	low	1.064	0.1099	-0.6942	0.9248	0.4604	0.0323	-0.1039	0.3471	-0.2346			0.33	LUAD				
A221	OncoSG_LUAD	-0.9305	low	0.4579	1.2715	-0.5208	-1.9446	-1.108	-1.4052	-1.1985	0.9812	0.0821			0.3	LUAD				
A222	OncoSG_LUAD	-0.0004	mid	0.4858	-0.6734	0.1957	0.7467	-0.9486	-0.3767	0.3976	0.6788	-0.2394			0.34	LUAD				
A232	OncoSG_LUAD	0.5507	high	2.0793	1.8759	-1.4573	0.4453	2.0309	1.4046	-0.1209	-1.484	-0.9089			0.81	LUAD				
A233	OncoSG_LUAD	0.0365	mid	-1.8205	-0.796	0.6824	-0.2346	-1.3069	-0.8626	0.6042	1.0556	1.9744			0.16	LUAD				
A234	OncoSG_LUAD	-0.8895	low	-1.0765	0.1922	0.2912	-0.2581	-0.8565	-1.1835	-0.1995	0.9406	0.2912			0.29	LUAD				
A239	OncoSG_LUAD	0.2423	mid	-0.4252	-0.3085	0.6951	-0.3572	-0.9529	-0.2679	-0.1777	0.6077	0.535			0.14	LUAD				
A240	OncoSG_LUAD	-0.1451	mid	-0.5109	-1.1916	-0.8075	-0.846	0.0596	-0.1624	0.4049	1.5547	1.5049			0.29	LUAD				
A241	OncoSG_LUAD	-0.2086	mid	-0.6136	0.2753	1.0299	-0.3486	0.037	-0.6183	-0.3905	0.9497	1.4141			0.31	LUAD				
A243	OncoSG_LUAD	0.7601	high	-0.2406	-0.0168	-0.3456	0.6288	0.4966	0.9695	0.6322	-1.0383	-1.6643			0.37	LUAD				
A247	OncoSG_LUAD	-0.0259	mid	-1.5889	-0.5865	-0.7254	-0.7613	-1.0472	-0.4455	-0.0221	1.2192	1.821			0.14	LUAD				
A249	OncoSG_LUAD	0.4579	high	-0.9505	-0.129	0.9221	-0.2796	-0.8244	0.2508	-0.3465	1.0689	-1.5774			0.19	LUAD				
A250	OncoSG_LUAD	0.0749	mid	1.2733	0.4992	0.7058	0.5431	0.5878	-0.3959	1.0935	-0.5895	0.1753			0.17	LUAD				
A252	OncoSG_LUAD	-0.5454	low	-0.0681	1.0481	-1.4585	-1.9194	-1.263	-1.4616	-1.111	0.9924	0.4187			0.27	LUAD				
A255	OncoSG_LUAD	-1.0917	low	0.8689	-0.4952	-0.0894	-0.0075	0.1641	-0.1906	-0.3689	0.8453	0.4687			0.31	LUAD				
A258	OncoSG_LUAD	0.0807	mid	0.6435	-0.0663	-0.891	0.238	-0.5675	-0.5461	0.4059	0.6529	-0.0732			0.2	LUAD				
A259	OncoSG_LUAD	-0.2426	mid	0.3406	-0.0657	0.3193	0.7087	-0.1888	0.7554	0.4832	-0.266	-0.553			0.33	LUAD				
A260	OncoSG_LUAD	-4.6656	low	0.5047	0.547	0.8712	1.7471	1.594	1.5687	2.6954	-0.6063	-0.0031			0.5	LUAD				
A261	OncoSG_LUAD	1.0849	high	0.9156	0.1477	-0.2642	0.6054	0.6477	0.7838	1.3792	-0.7556	-0.7333			0.35	LUAD				
A262	OncoSG_LUAD	0.2005	mid	2.7768	3.111	-0.7826	-0.0208	0.4663	0.5707	-0.9821	-0.6475	-1.6284			0.86	LUAD				
A263	OncoSG_LUAD	-0.5474	low	1.8359	-0.5865	-0.4544	0.03	0.4158	0.1587	-0.8457	0.4107	-0.3169			0.72	LUAD				
A264	OncoSG_LUAD	-1.7025	low	-0.7694	-1.4943	-1.4279	-2.424	-1.6662	-2.1913	-2.7363	1.3481	0.8841			0.26	LUAD				
A265	OncoSG_LUAD	0.0955	mid	-0.7188	-0.9359	0.9032	0.2514	-1.0051	0.1105	-0.7454	0.852	1.242			0.18	LUAD				
A266	OncoSG_LUAD	-1.2715	low	1.0368	-0.0702	-0.5816	-0.4338	-0.5709	-0.0941	0.863	0.791	0.8216			0.19	LUAD				
A267	OncoSG_LUAD	-0.7566	low	0.1444	0.056	0.1901	-0.0617	-0.8978	-0.2141	0.292	0.7361	0.6771			0.12	LUAD				
A268	OncoSG_LUAD	-0.7872	low	0.2055	0.7491	-1.6258	-1.2428	-1.4262	-1.4177	-1.9841	0.8755	-0.3458			0.26	LUAD				
A269	OncoSG_LUAD	0.1957	mid	1.3272	0.1822	-2.9583	1.5184	0.576	0.7467	1.1412	-0.3544	-0.934			0.46	LUAD				
A270	OncoSG_LUAD	-0.2208	mid	-0.2946	0.0212	-0.6355	-0.6553	-0.9866	-1.1011	-1.1099	1.2216	0.7708			0.13	LUAD				
A271	OncoSG_LUAD	-0.2662	mid	0.2799	1.5174	-1.0646	0.1224	-0.4073	-0.4866	0.9572	0.8127	0.4422			0.17	LUAD				
A272	OncoSG_LUAD	1.8516	high	1.277	0.2109	0.9736	1.7774	0.834	0.4478	0.3573	-2.442	-1.3239			0.46	LUAD				
A273	OncoSG_LUAD	-0.2499	mid	1.2151	2.7191	0.7941	-0.4185	0.9733	0.1998	0.0037	0.3428	-0.6016			0.28	LUAD				
A274	OncoSG_LUAD	-0.3584	low	0.3903	0.3533	0.4354	0.9597	-0.3231	0.1738	0.2292	0.2429	-0.3129			0.26	LUAD				
A275	OncoSG_LUAD	0.8406	high	1.2709	1.7988	1.5563	1.3096	-0.1956	-0.2814	0.8231	0.4642	-0.1811			0.17	LUAD				
A276	OncoSG_LUAD	-1.3065	low	0.0423	-0.0531	0.6386	0.0792	-0.6892	-0.5075	-0.2619	1.0637	0.1212			0.19	LUAD				
A277	OncoSG_LUAD	0.3195	mid	0.7102	0.1238	-1.2964	2.8746	0.1039	0.2116	-0.6808	-0.6807	-0.9503			0.83	LUAD				
A278	OncoSG_LUAD	-0.8766	low	-0.2476	-0.4773	0.4249	-0.0487	0.0207	-0.4766	-0.7646	0.7701	0.3467			0.34	LUAD				
A279	OncoSG_LUAD	0.4834	high	1.3983	-0.0026	0.4958	0.7768	0.6643	0.0168	0.2476	0.2862	-0.0558			0.17	LUAD				
A280	OncoSG_LUAD	0.4268	high	1.341	0.3066	0.5988	0.838	0.3748	0.3451	0.2183	0.3105	-0.0521			0.5	LUAD				
A281	OncoSG_LUAD	-0.9784	low	-0.6895	0.3375	-1.3554	-0.867	-1.3275	-1.1447	-0.87	1.0321	0.2722			0.21	LUAD				
A282	OncoSG_LUAD	-1.5391	low	0.7353	0.1357	-0.5287	-0.4293	-0.7687	0.1194	-0.3718	0.064	-0.6171			0.6	LUAD				
A283	OncoSG_LUAD	-0.541	low	0.2883	0.0283	0.6837	-0.5506	-0.2833	-1.0416	-0.5521	1.3364	0.5916			0.17	LUAD				
A284	OncoSG_LUAD	-1.1705	low	0.7504	1.0607	-1.0387	-1.0822	-0.5936	0.5543	0.0195	0.2833	-1.7978			0.33	LUAD				
A285	OncoSG_LUAD	-1.3054	low	-0.2596	-0.1198	-0.7043	0.476	0.3023	0.1221	0.4607	0.9821	0.7841			0.31	LUAD				
A306	OncoSG_LUAD	-0.2166	mid	-0.5588	0.7082	-0.1662	1.2363	0.4341	0.5556	0.4624	-0.1407	0.7071			0.18	LUAD				
A307	OncoSG_LUAD	0.883	high	-0.1645	-1.3003	0.5724	1.195	0.5946	1.0374	1.1768	-0.2149	0.5699			0.4	LUAD				
A310	OncoSG_LUAD	1.573	high	0.5848	0.3737	-0.1883	0.6689	0.5469	0.9072	0.9064	-1.3199	-0.9798			0.56	LUAD				
A315	OncoSG_LUAD	-0.723	low	-0.3677	0.2182	0.6869	-0.2668	-1.7726	-0.5011	-0.8204	0.2151	0.0195			0.2	LUAD				
A316	OncoSG_LUAD	-0.2282	mid	0.3618	0.2037	0.8205	-0.1309	0.3028	0.1511	-0.0669	0.32	-0.2762			0.28	LUAD				
A320	OncoSG_LUAD	-0.6355	low	1.1197	-0.2998	-2.0715	-0.1787	0.9598	0.2657	0.2671	0.0684	-0.1552			0.3	LUAD				
A322	OncoSG_LUAD	-0.1168	mid	-1.1849	-0.2743	0.0204	-0.2813	0.2239	0.9924	0.1459	-0.623	-1.8442			0.6	LUAD				
A323	OncoSG_LUAD	0.9144	high	-0.2511	-2.8784	0.5463	0.9229	-0.5647	-0.0344	-0.0806	-0.8884	-0.0522			0.27	LUAD				
A375	OncoSG_LUAD	-0.59	low	-0.1337	-0.9717	0.0075	-0.4761	-0.6684	0.7373	-0.5531	0.0607	-0.6611			0.38	LUAD				
A377	OncoSG_LUAD	-0.5134	low	1.4663	-0.1491	-0.6562	0.0886	0.979	0.6656	-0.142	0.2865	-0.3419			0.16	LUAD				
A379	OncoSG_LUAD	1.7788	high	0.0886	-0.3126	0.2707	0.128	-0.0362	0.2452	-0.1418	0.5483	-0.1041			0.21	LUAD				
A380	OncoSG_LUAD	0.0421	mid	-0.435	0.3151	-0.1232	-0.1887	-0.4875	-0.9384	-0.9067	-0.0652	-0.0532			0.12	LUAD				
A381	OncoSG_LUAD	0.6702	high	1.1091	1.928	0.4372	1.0378	0.738	1.1656	-0.1278	-1.1708	-1.0335			0.67	LUAD				
A425	OncoSG_LUAD	0.0809	mid	-0.3285	0.2089	-0.0711	0.7718	0.3412	-0.5504	-0.6273	0.3246	0.2306			0.18	LUAD				
A426	OncoSG_LUAD	1.2207	high	-0.2958	-0.4291	0.3346	-0.0022	0.8556	0.3232	-1.0716	0.4745	-0.3268			0.57	LUAD				
A428	OncoSG_LUAD	1.179	high	0.7492	-0.6916	-0.4337	0.3838	-0.0474	0.9195	-0.4205	-0.9984	-2.1618			0.67	LUAD				
A430	OncoSG_LUAD	0.4475	high	-0.3187	-0.7628	1.7996	0.1798	0.1417	0.3598	0.1664	0.1356	-0.892			0.24	LUAD				
A432	OncoSG_LUAD	0.8715	high	-0.8533	0.5669	-2.2	0.2075	-0.6314	0.663	-1.1922	0.3374	0.299			0.28	LUAD				
A433	OncoSG_LUAD	0.0874	mid	0.2906	0.9118	-0.4322	0.6065	0.503	0.0904	-0.1398	-0.3597	1.2113			0.24	LUAD				
A434	OncoSG_LUAD	1.177	high	-1.0097	1.6076	0.2903	0.7399	0.6091	0.8631	0.7318	0.2396	0.8386			0.26	LUAD				
A483	OncoSG_LUAD	0.7944	high	3.484	0.6929	-0.3394	-0.0137	1.6791	0.1871	1.2968	-0.9721	1.1253			0.21	LUAD				
A486	OncoSG_LUAD	0.598	high	0.0882	0.3045	-0.6892	-0.4049	1.571	-0.416	2.1765	-0.8505	0.8455			0.13	LUAD				
A488	OncoSG_LUAD	0.1906	mid	-0.6436	-0.6739	0.2237	0.5727	0.9385	0.4743	1.0417	-0.6491	0.8408			0.2	LUAD				
A490	OncoSG_LUAD	-0.2071	mid	0.33	1.6315	-1.3082	0.5774	1.8136	1.1646	2.5535	-2.4718	-1.1138			0.4	LUAD				
A492	OncoSG_LUAD	-0.5312	low	-0.612	-1.0044	1.0563	0.9407	0.0481	0.0043	0.6405	0.6308	-0.3687			0.21	LUAD				
A493	OncoSG_LUAD	0.2993	mid	-0.642	-0.6095	-1.0751	-0.1951	-0.2406	-0.166	0.8048	-0.526	0.9778			0.24	LUAD				
A496	OncoSG_LUAD	-2.0022	low	-2.1802	-1.5422	-0.052	-1.7998	-1.8593	-2.3938	-1.0797	-0.0164	1.6239			0.13	LUAD				
A499	OncoSG_LUAD	-1.4784	low	-1.7494	-0.1779	0.1515	-1.5436	-0.5971	-1.6742	0.7657	-0.057	2.2886			0.12	LUAD				
A500	OncoSG_LUAD	-2.2112	low	-2.0593	-2.7725	-1.9397	-3.6276	-2.9868	-2.6548	-2.0693	1.6231	2.1237			0.3	LUAD				
