gse	n_samples	pdat	gds_type	is_array_type	lung_mention	ici_mention	response_mention	platforms	platform_titles	pubmed	found_by	title	summary
GSE307931	164	2025/12/12	Expression profiling by high throughput sequencing	0	0	1	1	GPL30173			broad_ici_lung	Circulating transcriptome analysis finds gene signatures and immune cell activation and abundance predict response to immunotherapy in bladder cancer	Background. Immune Checkpoint Blockers (ICB) have revolutionized oncology by achieving durable tumor responses in advanced cancers. Nevertheless, currently approved biomarkers (PD-L1, MSI, TMB) have suboptimal positive and negative predictive values for tumor response and survival. Patients and Methods. We aimed to assess the value of RNA sequencing from circulating blood, a new type of liquid biopsy, to predict responses to ICB. We performed total paired-end RNA sequencing at 20 million reads and analyzed differential gene expression, signaling pathway activation, and immune cell abundances according to cancer outcomes. The analysis was conducted on baseline frozen whole blood samples from 164 patients prospectively enrolled in the IOPREDI study. Results. We found that some immune-related genes and signaling pathways were highly expressed in patients who achieved a durable clinical benefit. Furthermore, analyses of both progression-free survival (PFS) and overall survival (OS) confirmed significantly higher expression levels of immune-related signaling pathways in long-term survivors. Gene expression signatures capable of classifying patients based on clinical response or PFS were also identified. Interestingly, deconvolution analysis revealed a significant higher abundance of resting NK cells in patients with prolonged PFS or OS, in contrast to other cytotoxic cell types. Finally, high expression of the CST7 gene and increased abundance of naïve B lymphocytes were associate
GSE308147	6	2025/10/03	Other	0	0	0	0	GPL31217			broad_ici_lung,panel_ici_lung	Systematic benchmarking of imaging spatial transcriptomics platforms in FFPE tissues - MERSCOPE Data	Emerging imaging spatial transcriptomics (iST) platforms and coupled analytical methods can recover cell-to-cell interactions, groups of spatially covarying genes, and gene signatures associated with pathological features, and are thus particularly well-suited for applications in formalin fixed paraffin embedded (FFPE) tissues. Here, we benchmark the performance of three commercial iST platforms—10X Xenium, Vizgen MERSCOPE, and Nanostring CosMx—on serial sections from tissue microarrays (TMAs) containing 17 tumor and 16 normal tissue types for both relative technical and biological performance. On matched genes, we find that Xenium consistently generates higher transcript counts per gene without sacrificing specificity. Xenium and CosMx measure RNA transcripts in concordance with orthogonal single-cell transcriptomics. All three platforms can perform spatially resolved cell typing with varying degrees of sub-clustering capabilities, with Xenium and CosMx finding slightly more clusters than MERSCOPE, albeit with different false discovery rates and cell segmentation error frequencies. Taken together, our analyses provide a comprehensive benchmark to guide the choice of iST method as researchers design studies with precious samples in this rapidly evolving field.
GSE308148	8	2025/10/03	Other	0	0	0	0	GPL33762			broad_ici_lung,panel_ici_lung	Systematic benchmarking of imaging spatial transcriptomics platforms in FFPE tissues - Xenium Data	Emerging imaging spatial transcriptomics (iST) platforms and coupled analytical methods can recover cell-to-cell interactions, groups of spatially covarying genes, and gene signatures associated with pathological features, and are thus particularly well-suited for applications in formalin fixed paraffin embedded (FFPE) tissues. Here, we benchmark the performance of three commercial iST platforms—10X Xenium, Vizgen MERSCOPE, and Nanostring CosMx—on serial sections from tissue microarrays (TMAs) containing 17 tumor and 16 normal tissue types for both relative technical and biological performance. On matched genes, we find that Xenium consistently generates higher transcript counts per gene without sacrificing specificity. Xenium and CosMx measure RNA transcripts in concordance with orthogonal single-cell transcriptomics. All three platforms can perform spatially resolved cell typing with varying degrees of sub-clustering capabilities, with Xenium and CosMx finding slightly more clusters than MERSCOPE, albeit with different false discovery rates and cell segmentation error frequencies. Taken together, our analyses provide a comprehensive benchmark to guide the choice of iST method as researchers design studies with precious samples in this rapidly evolving field.
GSE308254	30	2025/09/17	Expression profiling by high throughput sequencing	0	0	1	0	GPL18573			broad_ici_lung	Self-assembly of hybrid 3D cultures by integrating living and synthetic cells	Self-assembly is a fundamental property of living matter that drives the three-dimensional (3D) organization of cell collectives such as tissues and organs. Here, the co-assembly of synthetic and natural cells is leveraged to create hybrid living 3D cancer cultures. We demonstrate that synthetic cells based on droplet-supported lipid bilayers can establish artificial tumor immune microenvironments (ART-TIMEs), mimicking immunogenic signals within tumoroids formed by the cell line PANC-1 and eliminating the need to integrate complex living immune cells. Using the ART-TIME approach, we identify a co-signaling mechanism between PD-1 and other T cell-derived surface receptors as a driver in immune evasion of pancreatic ductal adenocarcinoma.
GSE308736	3	2025/12/02	Expression profiling by high throughput sequencing	0	0	1	0	GPL24676			broad_ici_lung	Single-cell transcriptomic analysis reveals epithelial and microenvironmental heterogeneity in small cell carcinoma of the esophagus	Small cell carcinoma of the esophagus (SCCE) is a rare and aggressive malignancy with limited treatment options and poor prognosis. To better characterize its biological features, we performed single-cell RNA sequencing on SCCE alongside esophageal squamous cell carcinoma, esophageal adenocarcinoma, and adjacent normal tissues. Integrative transcriptomic analysis revealed that SCCE was dominated by malignant epithelial cells displaying high chromosomal instability and could be divided into three transcriptionally distinct subtypes with divergent differentiation trajectories. The tumor microenvironment exhibited profound immune suppression with reduced immune infiltration and downregulation of immune checkpoint genes, while the stromal compartment was enriched in extracellular matrix fibroblasts with elevated ELF3 activity and inflammatory fibroblasts mediating collagen-driven signaling. Notably, SCCE displayed the most intricate cell–cell communication network among esophageal cancer subtypes. This single-cell atlas highlights the unique tumor architecture, immune exclusion, and stromal reprogramming of SCCE, providing a valuable resource for understanding its biology and guiding future mechanistic studies.
GSE308745	87	2026/02/05	Expression profiling by high throughput sequencing; Other	0	1	1	1	GPL16791;GPL28038;GPL24676	 |  | 		broad_ici_lung	The Cd4+ T cell population Partners with Tpex CD8 T cells to mediate Antitumor Immunity in the Tumor Microenvironment.[PB cohort2]	The priming, expansion, and function of CD8⁺ T cells are helped by CD4⁺ T cells via dendritic cells. Precursor exhausted T cells (Tpex) maintain self-renewal and supply cytotoxic CD8⁺ T cells in the tumor microenvironment (TME), but the identity of their CD4⁺ T-cell partners remains unclear. Here, we perform scRNA-seq, scTCR-seq, and mass cytometry analysis on peripheral blood, tumor, and lymph nodes derived from lung cancer patients and identify a population of IL-7Rhigh CCR6⁺ Th1-like CD4⁺ T cells, namedTh7R, that is numerically and spatially partnered with Tpex cells. Th7R cells express lymphotoxin-β and CXCL13, correlate with high endothelial venules, and co-localize with Tpex in tertiary lymphoid structures. Furthermore, Th7R cell abundance correlates with Tpex numbers in the TME and lymph nodes, and adoptive transfer of Th7R increases Tpex in a preclinical mouse model of skin cancer. In lung cancer patients, Th7R and Tpex in TME are associated with better response to neoadjuvant PD-1 blockade therapy. Thus, these results suggest that Th7R cells act as partners of Tpex CD8 T cells to sustain antitumor T-cell immunity.
GSE309446	32	2025/12/17	Other	0	1	1	1	GPL20301			broad_ici_lung	A phase II study of sitravatinib combined with tislelizumab plus docetaxel for acquired resistance to PD-(L)1 in patients with advanced/metastatic non-small cell lung cancer	In this phase Ⅱ study, 13 patients with stage III/Ⅳ immune checkpoint inhibitors (ICIs) - acquired resistant non-small cell lung cancer (NSCLC) were treated with tislelizumab, sitravatinib, and docetaxel. The primary endpoint is a 6-month progression-free survival (PFS) rate. Although the target enrollment was not reached, the 6-month PFS rate among the enrolled patients was 58.9% (95% CI 0.234 - 0.825), with a median PFS of 7.589 months (95% CI 1.873 - 14.423) and a median OS of 17.150 months (95% CI 1.873 - not reached). The ORR was 58.3% (7 of 12 patients, 1 not evaluable), and the DCR was 100% (12 of 12 patients). Following treatment with sitravatinib, T-cell diversity (+0.435, p = 0.5) and the PSI of CD4⁺ T cells tend to increase (+21.948, p = 0.8438), whereas the PSI of CD8+ T cells declines (-174.16, p = 0.0938). High CD4⁺ T cells ΔPSI (>40) was associated with a strong trend of longer PFS (14.400 vs 7.6 months, p = 0.0499). In conclusion, sitravatinib combination therapy demonstrated promising clinical benefit and manageable safety in NSCLC patients with acquired resistance to ICIs.
GSE309452	12	2026/07/23	Expression profiling by high throughput sequencing	0	1	1	1	GPL24676			broad_ici_lung	EBV infection in epithelial malignancies induces resistance to the anti-tumor function of natural killer cells via CD73-mediated metabolism of AMP [cell line]	CD73 is a metabolic immune checkpoint that regulates the homeostatic balance of adenosine levels in the tumor microenvironment (TME). However, the regulation of CD73 abnormal expression by Epstein-Barr virus (EBV) in EBV-associated malignancies and its immune editing mechanism on natural killer (NK) cells remains unclear. In this study, we demonstrate that CD73 is upregulated in EBV-associated malignancies and is negatively correlated with the anti-tumor activity of NK cells. Mechanistically, the EBV latent protein LMP2A upregulates CD73 expression through the PI3K/AKT signaling pathway, and the metabolic product of CD73, adenosine, negatively regulates the anti-tumor function of NK cells through multiple signaling pathways. Furthermore, targeted knockout of CD73, small molecule inhibitor, or neutralizing antibody combined with adoptive transfer of NK cells significantly improved the treatment efficacy for EBV-positive nasopharyngeal carcinoma (NPC). Importantly, we also found abnormal upregulation of CD73 in EBV-positive lymphoma, gastric cancer and lung cancer. In summary, our research identifies the mechanism of immune evasion of NK cell anti-tumor function in EBV-associated malignancies through the abnormal expression of CD73, and targeting CD73 combined with adoptive transfer of NK cells may provide a new strategy for immunotherapy of EBV-related malignancies.
GSE309453	18	2026/07/23	Expression profiling by high throughput sequencing	0	1	1	1	GPL24676			broad_ici_lung	EBV infection in epithelial malignancies induces resistance to the anti-tumor function of natural killer cells via CD73-mediated metabolism of AMP [NK cells]	CD73 is a metabolic immune checkpoint that regulates the homeostatic balance of adenosine levels in the tumor microenvironment (TME). However, the regulation of CD73 abnormal expression by Epstein-Barr virus (EBV) in EBV-associated malignancies and its immune editing mechanism on natural killer (NK) cells remains unclear. In this study, we demonstrate that CD73 is upregulated in EBV-associated malignancies and is negatively correlated with the anti-tumor activity of NK cells. Mechanistically, the EBV latent protein LMP2A upregulates CD73 expression through the PI3K/AKT signaling pathway, and the metabolic product of CD73, adenosine, negatively regulates the anti-tumor function of NK cells through multiple signaling pathways. Furthermore, targeted knockout of CD73, small molecule inhibitor, or neutralizing antibody combined with adoptive transfer of NK cells significantly improved the treatment efficacy for EBV-positive nasopharyngeal carcinoma (NPC). Importantly, we also found abnormal upregulation of CD73 in EBV-positive lymphoma, gastric cancer and lung cancer. In summary, our research identifies the mechanism of immune evasion of NK cell anti-tumor function in EBV-associated malignancies through the abnormal expression of CD73, and targeting CD73 combined with adoptive transfer of NK cells may provide a new strategy for immunotherapy of EBV-related malignancies.
GSE310370	4	2026/04/01	Non-coding RNA profiling by array	0	1	1	1	GPL21572			broad_ici_lung	Expression data of microRNAs captured by OAA from plasma of NSCLC patients treated with nivolumab	Background: Predictive biomarkers for immune checkpoint inhibitors (ICIs) in non-small cell lung cancer (NSCLC) are limited. High-mannose glycans, enriched in tumors, can be selectively captured using OAA1 (recombinant OAA), a novel lectin. This study investigates whether plasma microRNAs (miRNAs) enriched by OAA1 serve as predictive markers of response to anti-PD-1 therapy. Methods: Pre-treatment plasma samples from 48 NSCLC patients treated with nivolumab were processed using OAA1 lectin columns. Levels of circulating miR-320a, miR-320b, and miR-3613-5p , which were identified as resistance associated miRNAs by microarray, were quantified with and without OAA1 enrichment. Associations with therapeutic response and overall survival were analyzed. Results: The three miRNAs were significantly upregulated in patients with stable or progressive disease compared to partial responders, but only after OAA1 enrichment. ROC and survival analyses showed improved predictive and prognostic power with OAA1-enriched miRNAs. For example, miR-3613-5p’s AUC improved from 0.837 to 0.897, and its hazard ratio increased from 3.386 to 7.815. Conclusion: OAA1-captured plasma miRNAs are associated with resistance to nivolumab and poor prognosis in NSCLC. This glycan-based enrichment strategy enhances the clinical value of circulating miRNAs and may complement tissue-based ICI biomarkers.
GSE310957	129	2025/12/18	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676;GPL18573	 | 		broad_ici_lung	DeCAF redefines fibroblast states uncovering multidimensional tumor-stroma relationships driving clinical tumor progression and immunotherapy response [RNA-Seq]	Cancer-associated fibroblast (CAF) heterogeneity within pancreatic ductal adenocarcinoma (PDAC) has been previously assessed through single-cell RNA sequencing (scRNAseq) to discover distinct CAF populations such as myCAFs and iCAFs. While useful as a biological framework, no studies have conclusively and robustly demonstrated a correlation of CAF subpopulations with clinical prognosis or therapy response. We define restraining (rest) and promoting (pro) CAFs in patient samples that are both prognostic and predictive of therapy response in disparate tumor types. Using a single sample classifier, DeCAF, we uncover distinct clinical and spatial interactions between pro- and restCAF subtypes and basal-like and classical tumor subtypes that support tumor stroma crosstalk where basal-like tumors are enriched in proCAFs and classical tumors are enriched in restCAFs. Finally, we find striking differences in the immune contexture of pro- and restCAF tumors where restCAF dominant tumors are enriched in patients who respond to immune checkpoint inhibition (ICI) in two large clinical trials, and proCAF dominant tumors are enriched in patients who respond to myeloid inhibition. This work is the first to define CAF subtypes that are clinically robust, prognostic, predictive of immunotherapy response, and associate with tumor molecular subtype.
GSE311200	41	2026/07/01	Expression profiling by high throughput sequencing	0	1	1	0	GPL24676			broad_ici_lung	Comprehensive analysis of the correlation between circulating biomarkers and tumor-immune microenvironment in advanced or recurrence non-small cell lung cancer in various treatment options, i.e., immunotherapy, EGFR TKI, and chemotherapy	The prospective cohort of advanced or recurrence non-small cell lung cancer in 2 academic centers in Bangkok, Thailand. We enrolled participants who received systemic treatment based on biomarker results, for example, EGFR TKI for sensitizing EGFR mutations. Pretreatment specimens and blood were collected and analyzed for circulating biomarkers, including TIME, i.e., CD8, Treg/FOXP3, and PD-L1 (22C3). Advanced omics platforms, such as RNA sequencing and whole-exome sequencing, are also employed to explain biologic meaningful.
GSE311783	7	2025/12/18	Other	0	0	1	1	GPL30173			broad_ici_lung	DeCAF redefines fibroblast states uncovering multidimensional tumor-stroma relationships driving clinical tumor progression and immunotherapy response [Spatial Transcriptomics]	Cancer-associated fibroblast (CAF) heterogeneity within pancreatic ductal adenocarcinoma (PDAC) has been previously assessed through single-cell RNA sequencing (scRNAseq) to discover distinct CAF populations such as myCAFs and iCAFs. While useful as a biological framework, no studies have conclusively and robustly demonstrated a correlation of CAF subpopulations with clinical prognosis or therapy response. We define restraining (rest) and promoting (pro) CAFs in patient samples that are both prognostic and predictive of therapy response in disparate tumor types. Using a single sample classifier, DeCAF, we uncover distinct clinical and spatial interactions between pro- and restCAF subtypes and basal-like and classical tumor subtypes that support tumor stroma crosstalk where basal-like tumors are enriched in proCAFs and classical tumors are enriched in restCAFs. Finally, we find striking differences in the immune contexture of pro- and restCAF tumors where restCAF dominant tumors are enriched in patients who respond to immune checkpoint inhibition (ICI) in two large clinical trials, and proCAF dominant tumors are enriched in patients who respond to myeloid inhibition. This work is the first to define CAF subtypes that are clinically robust, prognostic, predictive of immunotherapy response, and associate with tumor molecular subtype.
GSE311788	6	2025/12/18	Expression profiling by high throughput sequencing	0	0	1	1	GPL18573			broad_ici_lung	DeCAF redefines fibroblast states uncovering multidimensional tumor-stroma relationships driving clinical tumor progression and immunotherapy response [scRNA-Seq]	Cancer-associated fibroblast (CAF) heterogeneity within pancreatic ductal adenocarcinoma (PDAC) has been previously assessed through single-cell RNA sequencing (scRNAseq) to discover distinct CAF populations such as myCAFs and iCAFs. While useful as a biological framework, no studies have conclusively and robustly demonstrated a correlation of CAF subpopulations with clinical prognosis or therapy response. We define restraining (rest) and promoting (pro) CAFs in patient samples that are both prognostic and predictive of therapy response in disparate tumor types. Using a single sample classifier, DeCAF, we uncover distinct clinical and spatial interactions between pro- and restCAF subtypes and basal-like and classical tumor subtypes that support tumor stroma crosstalk where basal-like tumors are enriched in proCAFs and classical tumors are enriched in restCAFs. Finally, we find striking differences in the immune contexture of pro- and restCAF tumors where restCAF dominant tumors are enriched in patients who respond to immune checkpoint inhibition (ICI) in two large clinical trials, and proCAF dominant tumors are enriched in patients who respond to myeloid inhibition. This work is the first to define CAF subtypes that are clinically robust, prognostic, predictive of immunotherapy response, and associate with tumor molecular subtype.
GSE312236	26	2026/05/26	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676			broad_ici_lung	Comprehensive proteogenomic analysis identifies immune targets in microsatellite stable and unstable colorectal cancers	Treatment with immune checkpoint inhibitors in colorectal cancer (CRC) has largely benefited patients with microsatellite instability–high (MSI-H) and not the larger proportion of patient with microsatellite-stable (MSS) tumors. This clinical dichotomy has fueled the view that high mutational burden is the dominant driver of tumor immunogenicity and that MSS CRC fails to respond because it is “antigen poor”. To directly test this premise and define the origins of presented tumor antigens, we integrated HLA class I immunopeptidomics and matched RNA-seq from 26 primary CRC tumors spanning MSI-H and MSS subtypes. Using patient-specific canonical and cancer-specific proteogenomic databases, we identified 115,292 unique MHC-associated peptides (MAPs) across 61 HLA alleles, with a mean of 9,292 MAPs per tumor and no significant difference in MAP counts between MSI-H and MSS tumors. In toto, we identified 266 tumor antigens, all coded by unmutated genomic sequences, comprising 70 aberrantly expressed tumor-specific antigens (aeTSAs) and 196 tumor-associated antigens (TAAs). In our cohort, MSS tumors presented more TAAs and a comparable number of aeTSAs per tumor relative to MSI-H tumors. In TCGA-COAD stratified analyses (483 tumors), MSS tumors yielded more presentable aeTSAs and TAAs per patient than MSI-H tumors. Across both subtypes, aeTSAs arose predominantly from intronic translation, UTR usage, retroelement activation, and germline-like transcription, including recurrent aeTSA
GSE312336	9	2026/02/05	Expression profiling by high throughput sequencing; Other	0	1	1	1	GPL16791			broad_ici_lung	The Cd4+ T cell population Partners with Tpex CD8 T cells to mediate Antitumor Immunity in the Tumor Microenvironment.[renal cancer]	The priming, expansion, and function of CD8⁺ T cells are helped by CD4⁺ T cells via dendritic cells. Precursor exhausted T cells (Tpex) maintain self-renewal and supply cytotoxic CD8⁺ T cells in the tumor microenvironment (TME), but the identity of their CD4⁺ T-cell partners remains unclear. Here, we perform scRNA-seq, scTCR-seq, and mass cytometry analysis on peripheral blood, tumor, and lymph nodes derived from lung cancer patients and identify a population of IL-7Rhigh CCR6⁺ Th1-like CD4⁺ T cells, namedTh7R, that is numerically and spatially partnered with Tpex cells. Th7R cells express lymphotoxin-β and CXCL13, correlate with high endothelial venules, and co-localize with Tpex in tertiary lymphoid structures. Furthermore, Th7R cell abundance correlates with Tpex numbers in the TME and lymph nodes, and adoptive transfer of Th7R increases Tpex in a preclinical mouse model of skin cancer. In lung cancer patients, Th7R and Tpex in TME are associated with better response to neoadjuvant PD-1 blockade therapy. Thus, these results suggest that Th7R cells act as partners of Tpex CD8 T cells to sustain antitumor T-cell immunity.
GSE312695	140	2025/12/10	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676;GPL28038	 | 		broad_ici_lung	Gene expression analysis of non-clear-cell renal cell carcinoma and clear-cell renal cell carcinoma kidney cancers	Data regarding the clinical outcomes of immune checkpoint inhibitor (ICI) therapy and profiles of the tumor immune microenvironment (TIME) in non-clear-cell renal cell carcinoma (nccRCC) remain limited. Here, we retrospectively compared the effectiveness profiles of first-line ICI combination therapy between patients with clear-cell RCC (ccRCC) and those with nccRCC.
GSE313101	37	2025/12/13	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676			broad_ici_lung	FOLFIRINOX Plus Nivolumab Promotes Irregular Intra-Tumoral Lymphoid Aggregates in Borderline Resectable Pancreatic Adenocarcinoma: A Phase 1 Trial	Combination therapies of chemotherapy and immune checkpoint inhibitors (ICIs) have failed to improve survival in pancreatic ductal adenocarcinoma (PDAC), except in rare MSI-H cases, despite their success in other solid tumors. Most prior studies have been conducted in advanced disease. Here, we present clinical, pathologic, and translational results from a phase 1b/2 investigator-initiated study evaluating neoadjuvant modified FOLFIRINOX (mFOLFIRINOX, mFFX) plus nivolumab in patients with borderline-resectable (BR) PDAC. Among 28 patients enrolled, 22 (79%) proceeded to surgery. Treatment was well tolerated with no significant delays or surgical complications, meeting the primary endpoint. Among patients who underwent surgical resection, median disease-free survival was 19.7 months, median progression-free survival was 26 months (95% CI: 14.7-34.3) and median overall survival was 38 months (95% CI: 27.9-not reached). The regimen demonstrated an acceptable safety profile, with all Grade 3-4 treatment-related adverse events due to chemotherapy and no Grade 3 immune related adverse events observed. Treatment effects were assessed using paired pre- and post-treatment samples and by comparing post-treatment tumors from the nivolumab cohort to historical BR mFFX-only controls. In paired analyses, intra-tumoral CD8 T cells and plasma cells increased together; in between-group comparisons, plasma cells were significantly higher in the nivolumab cohort, with a modest CD8 T cell increa
GSE313642	194	2025/12/12	Expression profiling by high throughput sequencing; Other	0	0	1	1	GPL24676			broad_ici_lung	Immunosuppressive monocytes are enriched in hepatocellular carcinoma patients with liver dysfunction in a phase II trial of combination sorafenib and nivolumab [CITE-Seq]	Background and aims: Immune checkpoint inhibition (ICI) and anti-angiogenic therapies are active in hepatocellular carcinoma (HCC), although patients with impaired hepatic function have worse outcomes. Methods: We conducted a multi-center, open-label phase II clinical trial to assess the safety and efficacy of the multikinase inhibitor, sorafenib, combined with nivolumab, in patients with advanced or unresectable HCC and varying liver function. In a Part 1 safety lead-in, we investigated the primary endpoint of the maximum-tolerated dose (MTD) of the combination in patients with Child-Pugh A or B7 HCC. In Part 2, we enrolled patients with Child-Pugh B HCC with the primary endpoint of grade >/=3 treatment-related adverse events (TRAE) incidence. Exploratory endpoints included immunologic biomarkers. Results: Overall, 25 patients were consented and 16 eligible patients enrolled. In Part 1, dose-limiting toxicity occurred in 1 of 6 patients in Dose Level -1, and 2 of 5 patients in Dose Level 1; Dose Level -1 was determined to be the MTD. In total, 69% of patients experienced a Grade >/=3 TRAE, with similar distribution for patients with Child-Pugh A and B liver function (70%, 95% CI: 0.35, 0.93 vs 66.7%, 95% CI: 0.22, 0.96). The objective response rate was 6%. We found that patients with Child-Pugh B liver disease harbored more circulating suppressive CD14+ monocytes at baseline. Conclusions: While the combination of sorafenib and nivolumab demonstrated acceptable safety at the 
GSE313662	6	2025/12/15	Other	0	0	1	1	GPL33762			broad_ici_lung	Neoadjuvant modified FOLFIRINOX plus nivolumab in borderline-resectable pancreatic ductal adenocarcinoma: a pilot phase 1 trial	Combination therapies of chemotherapy and immune checkpoint inhibitors have failed to improve survival in pancreatic ductal adenocarcinoma (PDAC), except in rare MSI-H cases, despite their success in other solid tumors. Most prior studies have been conducted in advanced disease. Here, we present clinical, pathologic, and translational results from a phase 1b/2 investigator-initiated study evaluating neoadjuvant modified FOLFIRINOX (mFFX) plus nivolumab in patients with borderline-resectable (BR) PDAC. Among 28 patients enrolled, 22 (79%) proceeded to surgery. Treatment was well tolerated with no significant delays or surgical complications, meeting the primary endpoint. Among patients who underwent surgical resection, median disease-free survival was 19.7 months, median progression-free survival was 26 months (95% CI: 14.7-34.3) and median overall survival was 38 months (95% CI: 27.9-not reached). The regimen demonstrated an acceptable safety profile, with all Grade 3-4 treatment-related adverse events due to chemotherapy and no Grade 3 immune related adverse events observed. Treatment effects were assessed using paired pre- and post-treatment samples and by comparing post-treatment tumors from the nivolumab cohort to historical BR mFFX-only controls. In paired analyses, intra-tumoral CD8 T cells and plasma cells increased together; in between-group comparisons, plasma cells were significantly higher in the nivolumab cohort, with a modest CD8 T cell increase. Immunohistochemi
GSE313754	8	2025/12/20	Expression profiling by high throughput sequencing	0	1	1	0	GPL24676			broad_ici_lung	Stromal MTHFD2 orchestrates a fibrotic–inflammatory niche driving tumor growth and immune evasion	Cancer-associated fibroblasts (CAFs) are key drivers of fibrosis and immune suppression; however, the molecular basis linking these processes remains unclear. Here, we identified methylenetetrahydrofolate dehydrogenase 2 (MTHFD2) as a stromal metabolic regulator that integrates fibrotic activation with inflammatory signaling. Fibrotic cues, such as TGF-β and matrix stiffening, induced MTHFD2 expression in fibroblasts, whereas its knockdown reduced α-SMA expression and IL-6/IL-8 secretion. Overexpression enhanced IL-6 production, even without fibrotic stimulation. Single-cell RNA-seq data from non-small-cell lung cancer revealed elevated MTHFD2 levels across CAF subsets, independent of their myofibroblastic or inflammatory states. Mechanistically, MTHFD2 sustained NAD+–ROS signaling and induced mitochondrial stress with DNA release, activating the cGAS–STING–NF-κB pathway and promoting IL-6-dependent PD-L1 expression. Fibroblast-specific deletion of MTHFD2 suppressed tumor growth and reduced PD-L1 expression in vivo. These findings define MTHFD2 as a stromal metabolic–inflammatory switch and highlight stromal metabolism as a potential therapeutic target in desmoplastic cancers.
GSE313827	18	2026/02/20	Expression profiling by high throughput sequencing	0	0	1	1	GPL34284			broad_ici_lung	Dysregulation of the Hippo Pathway in Cancer Associated Fibroblasts is Associated with anti-PD-L1 atezolizumab Resistance	The use of immunotherapy in solid tumors has significantly improved the outcomes and quality of life for cancer patients. However, a substantial fraction of patients remain unresponsive, highlighting the urgent need to identify novel mechanisms of resistance to enhance immune-centric, chemo-free treatment regimens. In this study, we investigate associations with immunotherapy resistance by integrating RNAseq data from 2800 bladder cancer patients enrolled in the IMvigor trials, focusing on resistance to the anti-PD-L1 therapy atezolizumab, along with single-cell data from 200 patient samples and healthy donors. To expand the analysis to a massive collection of over 100M cells from hundreds of diverse single cell studies, we present Firmament, a newly developed method to efficiently identify cell populations that show enrichment for expression of gene signatures. Through these analyses, we identify the Hippo pathway as critically associated with immunotherapy resistance in bladder cancer and other solid tumors. Our findings indicate that Hippo dysregulation in stromal cells, rather than cancer cells, drives the high YAP/TAZ signal in these tumors. We specifically identify dysregulated Hippo signaling in cancer-associated fibroblasts compared to healthy donor fibroblasts. These insights will be important for developing novel therapeutic combinations to improve outcomes for patients with solid tumors treated with immune checkpoint inhibitors.
GSE314071	7	2026/01/01	Expression profiling by high throughput sequencing	0	0	1	1	GPL20301			broad_ici_lung	Functionally heterogeneous intratumoral CD4+CD8+ double positive T cells can give rise to single positive T cells [bulkRNA-seq]	Conventional single positive (SP) CD4+ and CD8+ T cells recognize tumor antigens and help mediate clinical responses with cancer immunotherapy. Double positive CD4+CD8+ (DP) T cells have also been described in human cancers, but their role in the tumor microenvironment (TME) remains unclear. By generating a multi-omic single cell atlas of DP and SP T cells, we find that DP T cells possess phenotypic heterogeneity similar to SP T cells that includes multiple clonally expanded populations of cytotoxic DP T cells in human renal cell carcinoma (RCC). These intratumoral DP T cells can mediate by both MHC class I- and class II-dependent killing of autologous tumor cells. In addition, transcriptional profiling of DP TCR-bearing T cells revealed a gene signature enriched for clinical responders to PD-1 blockade in advanced RCC. We confirm prior observations of SP T cells transitioning into DP T cells and more notably, demonstrate that intratumoral T cells are capable of bidirectional differentiation in which DP T cells serve as precursors to SP T cells in vivo. In the latter scenario, intratumoral DP T cells are shown to express Rag2, suggesting that the tumor may act as an extrathymic site of T cell development. These findings reveal the multiple roles that DP T cells can possess in anti-tumor immunity.
GSE314072	24	2026/01/01	Expression profiling by high throughput sequencing; Other	0	0	1	1	GPL24676			broad_ici_lung	Functionally heterogeneous intratumoral CD4+CD8+ double positive T cells can give rise to single positive T cells [scRNA-seq + scTCR-seq]	Conventional single positive (SP) CD4+ and CD8+ T cells recognize tumor antigens and help mediate clinical responses with cancer immunotherapy. Double positive CD4+CD8+ (DP) T cells have also been described in human cancers, but their role in the tumor microenvironment (TME) remains unclear. By generating a multi-omic single cell atlas of DP and SP T cells, we find that DP T cells possess phenotypic heterogeneity similar to SP T cells that includes multiple clonally expanded populations of cytotoxic DP T cells in human renal cell carcinoma (RCC). These intratumoral DP T cells can mediate by both MHC class I- and class II-dependent killing of autologous tumor cells. In addition, transcriptional profiling of DP TCR-bearing T cells revealed a gene signature enriched for clinical responders to PD-1 blockade in advanced RCC. We confirm prior observations of SP T cells transitioning into DP T cells and more notably, demonstrate that intratumoral T cells are capable of bidirectional differentiation in which DP T cells serve as precursors to SP T cells in vivo. In the latter scenario, intratumoral DP T cells are shown to express Rag2, suggesting that the tumor may act as an extrathymic site of T cell development. These findings reveal the multiple roles that DP T cells can possess in anti-tumor immunity.
