gene	direction	mt_ribo	min_patient_delta	max_patient_delta	GSE123902__n_units	GSE123902__n_high	GSE123902__n_low	GSE123902__patient_delta	GSE123902__sign_up	GSE123902__sign_down	GSE123902__cell_delta	GSE123902__auc	GSE123902__pct_high	GSE123902__pct_low	GSE123902__stat_up	GSE123902__cut_up	GSE123902__stat_down	GSE123902__cut_down	GSE131907__n_units	GSE131907__n_high	GSE131907__n_low	GSE131907__patient_delta	GSE131907__sign_up	GSE131907__sign_down	GSE131907__cell_delta	GSE131907__auc	GSE131907__pct_high	GSE131907__pct_low	GSE131907__stat_up	GSE131907__cut_up	GSE131907__stat_down	GSE131907__cut_down	GSE205335__n_units	GSE205335__n_high	GSE205335__n_low	GSE205335__patient_delta	GSE205335__sign_up	GSE205335__sign_down	GSE205335__cell_delta	GSE205335__auc	GSE205335__pct_high	GSE205335__pct_low	GSE205335__stat_up	GSE205335__cut_up	GSE205335__stat_down	GSE205335__cut_down	GSE189357__n_units	GSE189357__n_high	GSE189357__n_low	GSE189357__patient_delta	GSE189357__sign_up	GSE189357__sign_down	GSE189357__cell_delta	GSE189357__auc	GSE189357__pct_high	GSE189357__pct_low	GSE189357__stat_up	GSE189357__cut_up	GSE189357__stat_down	GSE189357__cut_down
CLEC10A	down	False	-0.03336994	-0.00065761677	12	1167	1167	-0.03336994	0.0833333333333333	0.5833333333333334	-0.0310405407947713	0.4909320803677833	0.0068551842330762	0.0248500428449014	0.9997626996535834	12	9.379973532740023e-08	28	19	6076	6076	-0.00065761677	0.3684210526315789	0.3157894736842105	-0.0007741684617183	0.5002458165410614	0.0027978933508887	0.0023041474654377	0.3448657196579083	25	0.0351112489757501	8	21	7112	7112	-0.00078491896	0.1904761904761904	0.1428571428571428	0.0	0.5	0.0008436445444319	0.0011248593925759	1.0	0	1.0	0	9	3559	3559	-0.02064459	0.1111111111111111	0.8888888888888888	-0.0317951395640922	0.4907029426720807	0.0061815116605788	0.0247260466423152	0.9962670711961912	18	7.857237580976747e-15	99
P2RX5	down	False	-0.041975792	-0.0006494126	12	1167	1167	-0.002360433	0.1666666666666666	0.4166666666666667	-0.0022327272271392	0.5008128415751945	0.0154241645244215	0.0137103684661525	0.2498928418345478	2	0.1042696112015974	16	19	6076	6076	-0.0006494126	0.3684210526315789	0.3684210526315789	-0.0040990604686035	0.4961343283517404	0.0118499012508229	0.0195852534562211	0.2499794255616821	2	0.0002027445868945	189	21	7112	7112	-0.041975792	0.1428571428571428	0.7619047619047619	-0.0089721392547423	0.4968962769558192	0.014201349831271	0.0202474690663667	0.9977599538710618	245	1.6181588593765357e-13	48	9	3559	3559	-0.012265999	0.1111111111111111	0.7777777777777778	-0.0149153138577373	0.496463461319683	0.0070244450688395	0.0140488901376791	0.9988404362938544	75	7.348548747294116e-06	29
GBP5	down	False	-0.047856938	-0.0006471584	12	1167	1167	-0.0006471584	0.25	0.4166666666666667	0.0031743238228942	0.5004328546599612	0.0248500428449014	0.0239931448157669	0.0623392972299959	4	0.2481444756820036	35	19	6076	6076	-0.0029672987	0.5263157894736842	0.2631578947368421	0.0007204394882941	0.5018078824683264	0.0059249506254114	0.0023041474654377	0.0012753307874758	50	0.3437114134008601	6	21	7112	7112	-0.047856938	0.1428571428571428	0.8095238095238095	-0.0136962141995423	0.5014791161597629	0.0414791901012373	0.0378233970753655	0.1413610942442417	564	1.46041175593623e-08	227	9	3559	3559	-0.01906659	0.1111111111111111	0.8888888888888888	-0.0187958072208262	0.4969674292331074	0.0137679123349255	0.0196684461927507	0.7500351271603204	2	5.771714006375651e-09	71
CRTAM	down	False	-0.02997783	-0.0005519342	12	1167	1167	-0.02997783	0.0	0.6666666666666666	-0.0195090211490052	0.4977835932296978	0.0137103684661525	0.0179948586118251	0.8399377510727117	37	0.0012375483617018	20	19	6076	6076	-0.0005519342	0.2631578947368421	0.3684210526315789	-0.0003188135089257	0.4998349981862396	0.0014812376563528	0.0018104015799868	0.5	3	0.0896569818291939	14	21	7112	7112	-0.019233558	0.2857142857142857	0.6666666666666666	-0.0067657262662081	0.4974639655911965	0.0025309336332958	0.0075928008998875	0.5	1	1.1229955426121571e-09	58	9	3559	3559	-0.020608455	0.0	0.8888888888888888	-0.0217852280515867	0.4961484567023785	0.012082045518404	0.0196684461927507	0.9844079178279784	6	1.216785364061023e-07	59
RGS18	down	False	-0.021082066	-0.00049452716	12	1167	1167	-0.010068028	0.0833333333333333	0.5	0.0	0.5	0.0008568980291345	0.0077120822622107	1.0	0	1.0	0	19	6076	6076	-0.00049452716	0.1052631578947368	0.1578947368421052	0.0	0.5	0.0004937458854509	0.0009874917709019	1.0	0	1.0	0	21	7112	7112	-0.007997545	0.1904761904761904	0.5238095238095238	-0.0026437316398872	0.4998579097923502	0.0019685039370078	0.0022497187851518	0.7078678795947217	30	0.0058442791845942	11	9	3559	3559	-0.021082066	0.1111111111111111	0.8888888888888888	-0.0262576960069548	0.491425282207426	0.0030907558302894	0.0202304017982579	0.9999804021128528	20	3.902407998275228e-13	82
TMIGD2	down	False	-0.017137088	-0.00047637493	12	1167	1167	-0.007868675	0.25	0.3333333333333333	0.0	0.5	0.0034275921165381	0.0034275921165381	1.0	0	1.0	0	19	6076	6076	-0.00047637493	0.1578947368421052	0.2105263157894736	0.0	0.5	0.0011520737327188	0.0016458196181698	1.0	0	1.0	0	21	7112	7112	-0.017137088	0.0476190476190476	0.8095238095238095	-0.0054130586669579	0.4980274727768843	0.0018278965129358	0.0057649043869516	0.999974758298389	54	2.5943926778118787e-09	38	9	3559	3559	-0.007684345	0.0	1.0	-0.0089701927871231	0.497750045967779	0.0022478224220286	0.0067434672660859	0.8750526907404805	3	0.0006997156304097	30
CD22	down	False	-0.05669515	-0.00046918826	12	1167	1167	-0.03911903	0.0833333333333333	0.5833333333333334	-0.0249967641200159	0.493898181129299	0.0102827763496143	0.0222793487574978	0.9934487355992347	38	2.1575306562784045e-07	22	19	6076	6076	-0.00046918826	0.3684210526315789	0.3684210526315789	-0.0008963479503262	0.499588274223236	0.0023041474654377	0.0031270572745227	0.5881711097627031	20	0.0897627281495832	9	21	7112	7112	-0.026400171	0.238095238095238	0.5238095238095238	-0.0061858567159782	0.498931011892636	0.0049212598425196	0.0070303712035995	0.9594289531890796	85	5.595139959296749e-11	34	9	3559	3559	-0.05669515	0.0	1.0	-0.0575042238701659	0.4826233505580595	0.0089912896881146	0.0435515594268052	0.9961091019374768	8	1.86491622894739e-29	159
ITGAX	down	False	-0.109016575	-0.00043847048	12	1167	1167	-0.037686322	0.0	0.6666666666666666	-0.0283322633458814	0.4913172072026428	0.0102827763496143	0.027420736932305	0.9994325704041472	44	1.985761454554114e-07	31	19	6076	6076	-0.002428079	0.4210526315789473	0.4736842105263157	-0.0019285469154906	0.5005693463224871	0.0059249506254114	0.0047728768926925	0.1902357090468348	64	0.0019473434389939	9	21	7112	7112	-0.00043847048	0.2857142857142857	0.5714285714285714	-0.0006389776435817	0.5006277710259502	0.0057649043869516	0.0044994375703037	0.1739692951590295	73	0.0009112380930923	14	9	3559	3559	-0.109016575	0.1111111111111111	0.8888888888888888	-0.0960877430672264	0.472414556181784	0.0210733352065186	0.0755830289407136	0.9990296000549002	10	8.272437644790029e-40	286
STAP1	down	False	-0.040480886	-0.00042725893	12	1167	1167	-0.01462194	0.0	0.5	-0.0107583082100836	0.4961153221738335	0.0059982862039417	0.0137103684661525	0.9830918994220892	23	0.0008895747950765	14	19	6076	6076	-0.00042725893	0.2105263157894736	0.1578947368421052	0.0	0.5	0.0011520737327188	0.0006583278472679	1.0	0	1.0	0	21	7112	7112	-0.017528618	0.4761904761904761	0.3809523809523809	-0.0043560469019764	0.4981673486943913	0.0026715410573678	0.0063273340832395	0.9375263648186228	4	9.459465399455964e-07	49	9	3559	3559	-0.040480886	0.0	1.0	-0.0346280777165261	0.4883256841422649	0.0036527114357965	0.0269738690643439	0.9990296000549002	10	2.3442624988202448e-18	91
MARCH1	down	False	-0.039571423	-0.0003975058	12	1167	1167	-0.039571423	0.0833333333333333	0.9166666666666666	-0.0379956905955214	0.4873803959059806	0.0171379605826906	0.0419880034275921	0.9995943114018484	22	3.788555914399766e-07	44	19	6076	6076	-0.0003975058	0.5789473684210527	0.2631578947368421	0.0005800165156772	0.5011483086088393	0.0078999341672152	0.0055957867017774	0.0590212487919556	81	0.253825208134029	9	21	7112	7112	-0.0008169052	0.3809523809523809	0.4761904761904761	-0.0043929675731493	0.5055852404434401	0.0797244094488189	0.0674915635545556	0.002866772315899	1047	2.0013537432994174e-10	61	9	3559	3559	-0.027293699	0.1111111111111111	0.8888888888888888	-0.0396463623649597	0.4881399972099591	0.0098342230963753	0.0334363585276763	0.9999453077386098	32	2.0059973342343643e-16	122
SAMD3	down	False	-0.036904424	-0.00039404267	12	1167	1167	-0.0114384	0.0833333333333333	0.5	0.0	0.5	0.0077120822622107	0.0068551842330762	1.0	0	1.0	0	19	6076	6076	-0.00039404267	0.2631578947368421	0.4210526315789473	0.0002972987195749	0.5003285950919687	0.0026333113890717	0.0019749835418038	0.2499794255616821	2	0.253825208134029	9	21	7112	7112	-0.036904424	0.1428571428571428	0.6190476190476191	-0.0095361844959544	0.4967424035613377	0.0056242969628796	0.0120922384701912	0.7500175771637488	2	1.824524760912195e-14	69	9	3559	3559	-0.021547634	0.0	1.0	-0.0204956722495135	0.4953430238437968	0.0042146670413037	0.0134869345321719	0.999994896995939	63	1.2516210783096871e-09	47
HPGDS	down	False	-0.50983673	-0.00036098564	12	1167	1167	-0.074804105	0.0	0.5833333333333334	-0.0744997116879448	0.4877111864476473	0.0171379605826906	0.0411311053984575	0.9998532844151684	68	1.527964762331773e-10	50	19	6076	6076	-0.00036098564	0.4736842105263157	0.1578947368421052	0.0005445331574341	0.5010688617862571	0.0044437129690585	0.0023041474654377	0.0295784050785682	41	0.3632362267411272	8	21	7112	7112	-0.0017980713	0.1428571428571428	0.2857142857142857	0.0	0.5	0.0009842519685039	0.0011248593925759	1.0	0	1.0	0	9	3559	3559	-0.50983673	0.0	1.0	-0.3855510627746625	0.4217641032264604	0.0323124473166619	0.1851643720146108	0.999999999999595	41	3.1232800318068517e-115	729
KCNMA1	down	False	-0.004205601	-0.0003570545	12	1167	1167	-0.0019226155	0.3333333333333333	0.5	-0.0027979150479964	0.5181442834181053	0.0728363324764353	0.0351328191945158	3.535552918064038e-05	126	0.0057359159358055	20	19	6076	6076	-0.004205601	0.1578947368421052	0.4210526315789473	-0.013292069073096	0.4906786773937845	0.0260039499670836	0.0446017116524029	0.8282262981614119	10	1.0497765787059307e-09	407	21	7112	7112	-0.003919451	0.3809523809523809	0.5238095238095238	0.0150850142385744	0.5092564346480734	0.1955849268841394	0.1756186726659167	0.0011773725326007	2640	0.3437170358646529	6	9	3559	3559	-0.0003570545	0.2222222222222222	0.7777777777777778	-0.0041452811169709	0.5011464115408218	0.0295026692891261	0.0269738690643439	0.2835715610778693	201	0.0187707623998081	104
NLRP3	down	False	-0.05287468	-0.00035481455	12	1167	1167	-0.019924527	0.0833333333333333	0.5833333333333334	-0.0116910442278371	0.4969406464109777	0.0102827763496143	0.0162810625535561	0.5	1	0.0001909299914181	20	19	6076	6076	-0.00035481455	0.3684210526315789	0.3157894736842105	-8.837342741273529e-05	0.5011492702052258	0.0044437129690585	0.0021395655036208	0.0190807611810762	40	0.1249691383425232	3	21	7112	7112	-0.0025222842	0.1904761904761904	0.3809523809523809	-0.0002136910850163	0.5000694140418893	0.0023903262092238	0.0022497187851518	0.2499824228362511	2	0.1660068269483631	17	9	3559	3559	-0.05287468	0.0	1.0	-0.0619247666516178	0.4826000607429956	0.0098342230963753	0.044394492835066	0.9990296000549002	10	3.4837300083678918e-28	158
FFAR4	down	False	-0.008215839	-0.00035425887	12	1167	1167	-0.00419475	0.1666666666666666	0.25	-0.0070583039459117	0.4999482336666204	0.0111396743787489	0.0111396743787489	0.5779256638410373	26	0.0077423282311673	7	19	6076	6076	-0.00037777796	0.3684210526315789	0.2631578947368421	9.487897497976474e-05	0.5006573662508814	0.0044437129690585	0.0031270572745227	0.1505378853454481	46	0.2499794255616821	2	21	7112	7112	-0.00035425887	0.3809523809523809	0.238095238095238	-9.721295404434544e-05	0.500349581056305	0.0108267716535433	0.0101237345331833	0.0401330482059118	40	0.2499824228362511	2	9	3559	3559	-0.008215839	0.2222222222222222	0.6666666666666666	-0.0078715537226827	0.4964886458993622	0.0016858668165214	0.008710311885361	0.7500351271603204	2	6.163477912394436e-06	36
SCRG1	down	False	-0.002104826	-0.0003308034	12	1167	1167	-0.002104826	0.4166666666666667	0.25	-0.0043097328842302	0.5042312552638284	0.0162810625535561	0.0077120822622107	0.0426365456716652	28	0.0077423282311673	7	19	6076	6076	-0.0011558462	0.3157894736842105	0.2631578947368421	0.0005688957494284	0.5007397249498453	0.0036208031599736	0.0021395655036208	0.0604646026416519	34	0.2264949734515051	7	21	7112	7112	-0.0003308034	0.3333333333333333	0.238095238095238	0.0010617817552133	0.5005653952634436	0.0112485939257592	0.0101237345331833	0.0260090580267426	27	0.3124736314733755	4	9	3559	3559	-0.0008409419	0.1111111111111111	0.5555555555555556	0.0	0.5	0.0016858668165214	0.0022478224220286	1.0	0	1.0	0
GPR150	down	False	-0.0032533873	-0.00032221834	12	1167	1167	-0.0014817572	0.0833333333333333	0.1666666666666666	0.0	0.5	0.0008568980291345	0.0025706940874035	1.0	0	1.0	0	19	6076	6076	-0.00032221834	0.1052631578947368	0.2631578947368421	-0.0004452725987087	0.4996705787477555	0.0014812376563528	0.0021395655036208	0.6562885865991399	6	0.118767334345668	18	21	7112	7112	-0.0032533873	0.238095238095238	0.4285714285714285	-0.0011433410062328	0.4999953836004611	0.0043588301462317	0.0043588301462317	0.5505721774241024	62	0.0082196237533101	40	9	3559	3559	-0.0010736673	0.2222222222222222	0.3333333333333333	0.0	0.5	0.001966844619275	0.0014048890137679	1.0	0	1.0	0
PALD1	down	False	-0.025993532	-0.00032049994	12	1167	1167	-0.008398165	0.0833333333333333	0.5	-0.0111571739446216	0.4956663134807609	0.0068551842330762	0.0154241645244215	0.985957137185908	26	7.194551973021427e-06	17	19	6076	6076	-0.00032049994	0.4210526315789473	0.2631578947368421	-1.9550065813398257e-05	0.5004909017271246	0.0052666227781435	0.0042791310072416	0.255413686930164	58	0.1444502214777318	8	21	7112	7112	-0.0023730092	0.1428571428571428	0.4285714285714285	0.0007031963107781	0.5032116499181978	0.0208098987626546	0.014341957255343	0.0019999756123262	250	0.0175312837907289	15	9	3559	3559	-0.025993532	0.1111111111111111	0.8888888888888888	-0.0311418163137588	0.4886019250334801	0.0061815116605788	0.0289407136836189	0.9968465125832204	12	2.628706111963413e-16	115
CD180	down	False	-0.011753414	-0.0003130613	12	1167	1167	-0.009492957	0.1666666666666666	0.4166666666666667	-0.0076628299938974	0.4957092685233525	0.0059982862039417	0.014567266495287	0.9431177054357992	20	0.0311161384886202	5	19	6076	6076	-0.0003130613	0.3157894736842105	0.2631578947368421	0.0	0.5	0.0016458196181698	0.0013166556945358	1.0	0	1.0	0	21	7112	7112	-0.011753414	0.1904761904761904	0.2857142857142857	-0.0019249890174708	0.4989443371743886	0.0009842519685039	0.0030933633295838	0.9961014359540836	8	3.262202566054201e-05	23	9	3559	3559	-0.0063471682	0.0	0.7777777777777778	-0.0112106369283436	0.4955054604353016	0.0016858668165214	0.0106771565046361	0.7500351271603204	2	2.0655191913721937e-07	42
DNAJC5B	down	False	-0.0051149433	-0.0002589026	12	1167	1167	-0.0017338082	0.3333333333333333	0.3333333333333333	-0.0044217289416206	0.4995553969523214	0.0085689802913453	0.0094258783204798	0.6689132033796961	21	0.1090734884590364	6	19	6076	6076	-0.00085011986	0.2631578947368421	0.4210526315789473	0.0	0.5	0.0016458196181698	0.0013166556945358	1.0	0	1.0	0	21	7112	7112	-0.0002589026	0.2857142857142857	0.238095238095238	-0.0001792348158336	0.5011236039691467	0.0035151856017997	0.0012654668166479	0.0044804351814656	34	0.0312280308628149	5	9	3559	3559	-0.0051149433	0.3333333333333333	0.6666666666666666	-0.0045154446081777	0.4981716705689607	0.0044956448440573	0.0081483562798538	0.1249473092595194	3	0.0056373750268047	41
CXORF21	down	False	-0.02110434	-0.00025441954	12	1167	1167	-0.014665637	0.0	0.5833333333333334	0.0	0.5	0.0034275921165381	0.0128534704370179	1.0	0	1.0	0	19	6076	6076	-0.00025441954	0.2105263157894736	0.2631578947368421	-0.0002046083155434	0.4999998645638892	0.0023041474654377	0.0023041474654377	0.253825208134029	9	0.2270981975264785	16	21	7112	7112	-0.008503792	0.1428571428571428	0.4761904761904761	-0.0014130311413268	0.4985965255731532	0.0046400449943757	0.0074521934758155	0.5	15	0.0135428254610076	83	9	3559	3559	-0.02110434	0.0	1.0	-0.023232553096077	0.4918348671584475	0.0036527114357965	0.0199494239955043	0.9990296000549002	10	3.76234775711157e-13	60
FPR3	down	False	-0.032560516	-0.00022591265	12	1167	1167	-0.032560516	0.0	0.8333333333333334	-0.0266392108292582	0.4929513345067035	0.0162810625535561	0.0299914310197086	0.9907784281412272	54	6.358271935945618e-09	32	19	6076	6076	-0.002008995	0.3684210526315789	0.3157894736842105	0.0003950329857462	0.5014795447049681	0.0051020408163265	0.0021395655036208	0.0047161579297433	44	0.1249691383425232	3	21	7112	7112	-0.00022591265	0.4285714285714285	0.0476190476190476	0.0001847457024039	0.5011238115588476	0.0030933633295838	0.0008436445444319	0.0018433432291626	28	0.2538370180122195	9	9	3559	3559	-0.011813496	0.1111111111111111	0.8888888888888888	-0.0207148175369773	0.4926854980479582	0.0033717336330429	0.0179825793762292	0.9687938996934188	5	1.6602304788940569e-12	69
IL2RA	down	False	-0.038497057	-0.00021848906	12	1167	1167	-0.038497057	0.25	0.75	-0.0323661542031662	0.4908961009303988	0.0111396743787489	0.0291345329905741	0.7501071581654523	2	1.1085445977793683e-06	32	19	6076	6076	-0.00021848906	0.3684210526315789	0.4210526315789473	-0.0012951445279354	0.5002441100460656	0.0029624753127057	0.0024687294272547	0.3639870475401411	33	0.0105942693301763	16	21	7112	7112	-0.026004527	0.0952380952380952	0.5714285714285714	-0.0075966744829554	0.4977467324194852	0.0015466816647919	0.0060461192350956	0.9999924432887374	17	3.7396405617532014e-10	41	9	3559	3559	-0.024649642	0.0	1.0	-0.0259205945229565	0.4926761821219327	0.0047766226468109	0.0193874683899971	0.9961091019374768	8	1.4201460274505054e-10	78
LAX1	down	False	-0.061157838	-0.00020974438	12	1167	1167	-0.03428172	0.0833333333333333	0.5	-0.0193081694419542	0.4935270055048539	0.0077120822622107	0.0205655526992287	0.984475331505463	6	0.0001440780491784	27	19	6076	6076	-0.00020974438	0.2105263157894736	0.2631578947368421	-0.0006917498667284	0.500163539103764	0.0027978933508887	0.0024687294272547	0.3598770032696817	31	0.0897627281495832	9	21	7112	7112	-0.018100638	0.1904761904761904	0.6666666666666666	-0.0050374437265054	0.4978868455823646	0.0035151856017997	0.0077334083239595	0.9648821959883626	8	1.61302547201296e-05	74	9	3559	3559	-0.061157838	0.0	1.0	-0.0447164969520399	0.4857705940584444	0.005338578252318	0.0337173363304299	0.9673870100507056	11	1.1559018624643587e-24	122
CHN1	down	False	-0.078236386	-0.00018834102	12	1167	1167	-0.078236386	0.25	0.5833333333333334	-0.1096900868150345	0.4819776061044623	0.0505569837189374	0.0831191088260497	0.999416711798263	156	3.7856307397721735e-18	85	19	6076	6076	-0.00018834102	0.4736842105263157	0.4210526315789473	-0.0005523530757868	0.5023587823925255	0.021395655036208	0.0166227781435154	0.0313281798002912	231	0.0206126402864195	20	21	7112	7112	-0.006165391	0.4761904761904761	0.5238095238095238	0.0050253438775606	0.5112067300027457	0.1375140607424072	0.1130483689538807	5.8065647318501006e-06	1782	0.0003122363654229	210	9	3559	3559	-0.008938659	0.2222222222222222	0.7777777777777778	-0.0080091639634912	0.5002142268243248	0.0177016015734756	0.0171396459679685	0.4639305478124382	124	0.0024800290108131	63
IFNG	down	False	-0.05266402	-0.00018268354	12	1167	1167	-0.034652453	0.1666666666666666	0.5833333333333334	-0.0188188392847743	0.5015137063299578	0.0265638389031705	0.0231362467866323	0.3451549412195362	58	0.0004056885981515	22	19	6076	6076	-0.00018268354	0.5263157894736842	0.2105263157894736	0.0013825495473899	0.5018081939713812	0.0060895325872284	0.0024687294272547	0.001561001504804	52	0.3769024675771905	10	21	7112	7112	-0.05266402	0.0	0.9047619047619048	-0.0266632253487768	0.4938500266031144	0.0066085489313835	0.0188413948256467	0.9999697070980582	15	1.3499808219091285e-19	122	9	3559	3559	-0.048636444	0.1111111111111111	0.8888888888888888	-0.0646006332730321	0.490058170063177	0.01882551278449	0.0382129811744872	0.9999997583111012	203	5.799839875246666e-18	115
P2RX1	down	False	-0.05248199	-0.00017594833	12	1167	1167	-0.005028843	0.1666666666666666	0.4166666666666667	0.0	0.5	0.0034275921165381	0.0094258783204798	1.0	0	1.0	0	19	6076	6076	-0.00017594833	0.1052631578947368	0.2105263157894736	0.0	0.5	0.0006583278472679	0.0006583278472679	1.0	0	1.0	0	21	7112	7112	-0.0012080461	0.238095238095238	0.0952380952380952	0.0001795566834862	0.5001408842103399	0.0016872890888638	0.0014060742407199	0.1874560524556258	5	0.5	1	9	3559	3559	-0.05248199	0.1111111111111111	0.8888888888888888	-0.0400744792322569	0.4858018971488608	0.0050576004495644	0.0334363585276763	0.9961091019374768	8	5.1398156717437704e-21	134
GPR171	down	False	-0.044396106	-0.00016334974	12	1167	1167	-0.044396106	0.1666666666666666	0.5833333333333334	-0.0401264137815256	0.4934205357411654	0.014567266495287	0.027420736932305	0.9893893276372758	10	3.246094816399018e-07	34	19	6076	6076	-0.00016334974	0.2105263157894736	0.1052631578947368	0.0	0.5	0.0013166556945358	0.0004937458854509	1.0	0	1.0	0	21	7112	7112	-0.0010791314	0.1428571428571428	0.6666666666666666	0.0050193053363402	0.5028689094367985	0.0251687289088863	0.0194038245219347	0.0114687706630087	317	0.0624538599463001	7	9	3559	3559	-0.011216505	0.1111111111111111	0.7777777777777778	-0.0127198034335102	0.4977242692741575	0.0103961787018825	0.0148918235459398	0.9375526870376878	4	0.00086382270878	71
NCKAP1L	down	False	-0.07498392	-0.00015893152	12	1167	1167	-0.036357503	0.1666666666666666	0.8333333333333334	-0.0378602165721356	0.485274864544761	0.0137103684661525	0.0428449014567266	0.7501071581654523	2	2.1350059478577412e-08	49	19	6076	6076	-0.00015893152	0.5263157894736842	0.4736842105263157	-0.0003916324945198	0.5009020044977791	0.0049374588545095	0.0031270572745227	0.0757901394776598	49	0.0624691396126548	4	21	7112	7112	-0.07498392	0.238095238095238	0.7619047619047619	-0.0160432002303077	0.4947022910627454	0.030933633295838	0.0410573678290213	0.968771969137185	5	1.3252301540440546e-13	104	9	3559	3559	-0.063418396	0.0	1.0	-0.0629171034733161	0.4795140812985075	0.0137679123349255	0.054509693734195	0.9990296000549002	10	2.378572156082717e-28	220
C11ORF21	down	False	-0.012375447	-0.0001525477	12	1167	1167	-0.007250516	0.0833333333333333	0.3333333333333333	0.0	0.5	0.001713796058269	0.0068551842330762	1.0	0	1.0	0	19	6076	6076	-0.0001525477	0.3157894736842105	0.3157894736842105	-0.0012738421662722	0.4999087160613358	0.0080645161290322	0.0082290980908492	0.2499794255616821	2	0.0035747759831834	21	21	7112	7112	-0.012375447	0.1904761904761904	0.7142857142857143	-0.0036979643022924	0.4984502242601424	0.0026715410573678	0.0057649043869516	0.9967165831025716	24	0.000153690345709	36	9	3559	3559	-0.011994509	0.1111111111111111	0.8888888888888888	-0.0117150243315374	0.4971695374587464	0.0061815116605788	0.0118010677156504	0.9687938996934188	5	1.1744566197403534e-05	47
HTRA4	down	False	-0.005383182	-0.00014689975	12	1167	1167	-0.005383182	0.0833333333333333	0.3333333333333333	0.0	0.5	0.001713796058269	0.0051413881748071	1.0	0	1.0	0	19	6076	6076	-0.00021524933	0.2105263157894736	0.2105263157894736	0.0	0.5	0.0008229098090849	0.0006583278472679	1.0	0	1.0	0	21	7112	7112	-0.00014689975	0.1904761904761904	0.1904761904761904	0.0	0.5	0.0014060742407199	0.0008436445444319	1.0	0	1.0	0	9	3559	3559	-0.0052377777	0.0	0.7777777777777778	0.0	0.5	0.0008429334082607	0.0036527114357965	1.0	0	1.0	0
PIK3CG	down	False	-0.03789627	-0.00013464557	12	1167	1167	-0.0004315384	0.1666666666666666	0.3333333333333333	0.0	0.5	0.0068551842330762	0.0059982862039417	1.0	0	1.0	0	19	6076	6076	-0.00013464557	0.2105263157894736	0.2105263157894736	0.0	0.5	0.0009874917709019	0.0009874917709019	1.0	0	1.0	0	21	7112	7112	-0.026314806	0.3333333333333333	0.5714285714285714	-0.0061814962484459	0.4966820147288254	0.0603205849268841	0.0670697412823397	0.2656566118733729	519	0.0117430154708259	878	9	3559	3559	-0.03789627	0.0	1.0	-0.0357878619104578	0.4877488862139374	0.0042146670413037	0.0286597358808654	0.9999962666217984	18	3.483405348774033e-20	113
PATL2	down	False	-0.00703156	-0.0001336944	12	1167	1167	-0.00053968374	0.4166666666666667	0.25	0.0018821717410538	0.505954964024234	0.0188517566409597	0.0068551842330762	0.0077313121166077	30	0.3435488196684224	6	19	6076	6076	-0.0001336944	0.5263157894736842	0.2105263157894736	0.0016978210112626	0.5022173870928737	0.010039499670836	0.0055957867017774	0.0035439238872475	95	0.303506169115938	15	21	7112	7112	-0.00703156	0.4761904761904761	0.4285714285714285	0.0016519101299072	0.5096713570340407	0.0413385826771653	0.0216535433070866	7.882359348260639e-12	446	1.9811473293798597e-05	20	9	3559	3559	-0.0003261115	0.4444444444444444	0.5555555555555556	0.0014760453936414	0.5032076391224998	0.0123630233211576	0.0059005338578252	0.0028484335681043	65	0.1046498713818016	23
CLEC4E	down	False	-0.031334426	-0.00013335877	12	1167	1167	-0.015556916	0.0833333333333333	0.5	-0.0118937267501898	0.495258424144699	0.0094258783204798	0.0188517566409597	0.5	3	0.0011818612720862	26	19	6076	6076	-0.00013335877	0.2631578947368421	0.2631578947368421	0.0	0.5	0.0011520737327188	0.0009874917709019	1.0	0	1.0	0	21	7112	7112	-0.0017094308	0.238095238095238	0.1428571428571428	-0.0024008084803207	0.5011089639526218	0.0092800899887514	0.0070303712035995	0.07721688707346	112	5.108463186624441e-05	29	9	3559	3559	-0.031334426	0.1111111111111111	0.8888888888888888	-0.0292172900155183	0.4916965493415259	0.0042146670413037	0.0207923574037651	0.9687938996934188	5	2.751560177939046e-13	72
AGRP	down	False	-0.019382061	-0.00011614262	12	1167	1167	-0.0016375728	0.0833333333333333	0.25	0.0	0.5	0.001713796058269	0.0051413881748071	1.0	0	1.0	0	19	6076	6076	-0.000157409	0.1578947368421052	0.2105263157894736	0.0	0.5	0.0006583278472679	0.0006583278472679	1.0	0	1.0	0	21	7112	7112	-0.00011614262	0.1428571428571428	0.0476190476190476	0.0	0.5	0.0004218222722159	0.0004218222722159	1.0	0	1.0	0	9	3559	3559	-0.019382061	0.1111111111111111	0.7777777777777778	-0.0141053617392514	0.4957803197273181	0.0028097780275358	0.0112391121101432	0.9649205744498188	8	3.669216699201464e-07	41
LINC00539	down	False	-0.005322126	-0.00011031211	12	1167	1167	-0.0030643165	0.0833333333333333	0.25	0.0	0.5	0.0008568980291345	0.0025706940874035	1.0	0	1.0	0	19	6076	6076	-0.00011031211	0.0	0.1052631578947368	0.0	0.5	0.0	0.0003291639236339	1.0	0	1.0	0	21	7112	7112	-0.005322126	0.3333333333333333	0.5714285714285714	0.0007906872639166	0.5022922647886112	0.0260123734533183	0.0213723284589426	0.0383467803730897	335	0.0038985640459162	8	9	3559	3559	-0.0032546157	0.2222222222222222	0.6666666666666666	0.0	0.5	0.0014048890137679	0.0036527114357965	1.0	0	1.0	0
