gene	chrom	start
STX1B	16	30989256
STX4	16	31032889
ZNF668	16	31060843
ZNF646	16	31074422
PRSS53	16	31083437
VKORC1	16	31090842
BCKDK	16	31106107
KAT8	16	31114489
PRSS8	16	31131433
PRSS36	16	31138926
FUS	16	31180138
PYCARD	16	31201486
TRIM72	16	31214119
ITGAM	16	31259967
ITGAX	16	31355134
ITGAD	16	31393335
ZNF843	16	31432593
ARMC5	16	31458080
TGFB1I1	16	31471585
SLC5A2	16	31483002
ZNF267	16	31873807
SHCBP1	16	46578591
VPS35	16	46656132
ORC6	16	46689643
MYLK3	16	46702282
C16orf87	16	46796603
GPT2	16	46884362
DNAJA2	16	46955362
NETO2	16	47077703
ITFG1	16	47154387
PHKB	16	47461123
ABCC12	16	48080882
LONP2	16	48244300
SIAH1	16	48356364
N4BP1	16	48538726
ZNF423	16	49487524
CNEP1R1	16	50024410
HEATR3	16	50065967
TENT4B	16	50152911
ADCY7	16	50246137
BRD7	16	50313487
NKD1	16	50548396
SNX20	16	50666300
NOD2	16	50693588
CYLD	16	50742050
TOX3	16	52436417
CHD9	16	53054991
RBL2	16	53433977
AKTIP	16	53491040
RPGRIP1L	16	53598153
FTO	16	53701692
IRX3	16	54283304
IRX5	16	54930865
IRX6	16	55324203
MMP2	16	55389700
LPCAT2	16	55509072
CAPNS2	16	55566684
CES1	16	55802851
GNAO1	16	56191390
AMFR	16	56361452
NUDT21	16	56429133
OGFOD1	16	56451521
BBS2	16	56465640
MT3	16	56589074
MT2A	16	56608584
MT1E	16	56625475
MT1M	16	56632659
MT1A	16	56638666
MT1F	16	56657731
MT1G	16	56666730
MT1H	16	56669814
MT1X	16	56682470
NUP93	16	56730118
SLC12A3	16	56865207
HERPUD1	16	56932142
CETP	16	56961923
NLRC5	16	56989485
CPNE2	16	57092583
RSPRY1	16	57186137
ARL2BP	16	57245259
PLLP	16	57248547
CCL22	16	57358783
CX3CL1	16	57372477
CCL17	16	57404767
CIAPIN1	16	57428187
COQ9	16	57447425
POLR2C	16	57462660
DOK4	16	57471922
CCDC102A	16	57512181
ADGRG5	16	57542643
ADGRG1	16	57610652
ADGRG3	16	57668277
DRC7	16	57694793
KATNB1	16	57735739
KIFC3	16	57758217
CNGB1	16	57882340
TEPP	16	57976435
ZNF319	16	57994676
USB1	16	57999546
MMP15	16	58025754
CFAP20	16	58113592
CSNK2A2	16	58157907
CCDC113	16	58231157
GINS3	16	58295080
NDRG4	16	58462846
SETD6	16	58515479
CNOT1	16	58519951
SLC38A7	16	58665109
GOT2	16	58707131
CDH11	16	64943753
CDH5	16	66366690
BEAN1	16	66427295
TK2	16	66508003
CKLF	16	66552563
CMTM1	16	66566393
CMTM2	16	66579448
CMTM3	16	66603874
CMTM4	16	66614750
DYNC1LI2	16	66720893
NAE1	16	66802875
PDP2	16	66878589
RRAD	16	66921685
CIAO2B	16	66932065
CES2	16	66934444
CES3	16	66961245
CES4A	16	66988589
CBFB	16	67028984
B3GNT9	16	67148104
TRADD	16	67154185
FBXL8	16	67159932
HSF4	16	67164681
NOL3	16	67170154
EXOC3L1	16	67184379
E2F4	16	67192155
ELMO3	16	67199111
TMEM208	16	67227103
FHOD1	16	67229387
SLC9A5	16	67237683
PLEKHG4	16	67277510
KCTD19	16	67289428
LRRC36	16	67326798
TPPP3	16	67389809
ZDHHC1	16	67394152
HSD11B2	16	67430652
ATP6V0D1	16	67438014
AGRP	16	67482571
RIPOR1	16	67518418
CTCF	16	67562467
CARMIL2	16	67644988
ACD	16	67657512
PARD6A	16	67660946
ENKD1	16	67662945
C16orf86	16	67666814
GFOD2	16	67674531
RANBP10	16	67723070
TSNAXIP1	16	67806765
CENPT	16	67828157
THAP11	16	67842320
NUTF2	16	67846882
EDC4	16	67873052
PSKH1	16	67893254
PSMB10	16	67934506
LCAT	16	67939750
SLC12A4	16	67943474
DPEP3	16	67975663
DPEP2	16	67987394
DUS2	16	67987746
DDX28	16	68020916
NFATC3	16	68084751
ESRP2	16	68229033
PLA2G15	16	68245304
SLC7A6	16	68264516
SLC7A6OS	16	68284503
PRMT7	16	68310951
SMPD3	16	68358327
ZFP90	16	68530090
CDH3	16	68636189
CDH1	16	68737292
TANGO6	16	68843531
HAS3	16	69105653
CHTF8	16	69118010
UTP4	16	69131291
SNTB2	16	69187147
VPS4A	16	69311350
COG8	16	69320140
NIP7	16	69337996
TMED6	16	69343250
TERF2	16	69355567
CYB5B	16	69398402
NFAT5	16	69565094
NQO1	16	69706996
NOB1	16	69741871
WWP2	16	69762328
PDPR	16	70114332
EXOSC6	16	70246778
DDX19B	16	70289663
DDX19A	16	70346861
ST3GAL2	16	70375977
COG4	16	70480568
SF3B3	16	70523791
IL34	16	70579895
VAC14	16	70687439
HYDIN	16	70802084
CMTR2	16	71281389
CALB2	16	71358713
ZNF23	16	71447597
ZNF19	16	71464555
TAT	16	71565660
MARVELD3	16	71626161
PHLPP2	16	71637835
AP1G1	16	71729000
ATXN1L	16	71808439
IST1	16	71845996
ZNF821	16	71859680
PKD1L3	16	71929538
DHODH	16	72008588
TXNL4B	16	72044289
HP	16	72054505
DHX38	16	72093613
PMFBP1	16	72112157
ZFHX3	16	72782885
PSMD7	16	74296814
NPIPB15	16	74376306
CLEC18B	16	74408631
GLG1	16	74447427
RFWD3	16	74621399
MLKL	16	74671855
FA2H	16	74712955
WDR59	16	74871362
ZNRF1	16	74999024
LDHD	16	75111860
ZFP1	16	75148494
BCAR1	16	75228181
CFDP1	16	75293698
TMEM170A	16	75443054
CHST6	16	75472052
TMEM231	16	75536741
GABARAPL2	16	75566375
ADAT1	16	75596868
TERF2IP	16	75647773
MON1B	16	77190835
SYCE1L	16	77199408
ADAMTS18	16	77247813
NUDT7	16	77722492
WWOX	16	78099400
MAF	16	79585843
DYNLRB2	16	80540734
CDYL2	16	80597907
CMC2	16	80966448
CENPN	16	81006552
ATMIN	16	81035842
C16orf46	16	81053497
GCSH	16	81081945
PKD1L2	16	81100875
BCO1	16	81238689
GAN	16	81314944
CMIP	16	81444808
PLCG2	16	81779279
SDR42E1	16	81988855
HSD17B2	16	82035004
MPHOSPH6	16	82147798
CDH13	16	82626965
HSBP1	16	83719311
MLYCD	16	83899115
OSGIN1	16	83931311
NECAB2	16	83968244
MBTPS1	16	84053761
HSDL1	16	84122141
DNAAF1	16	84145287
TAF1C	16	84177847
ADAD2	16	84191138
WFDC1	16	84294846
ATP2C2	16	84368527
COTL1	16	84565596
KLHL36	16	84648511
USP10	16	84699986
CRISPLD2	16	84819985
ZDHHC7	16	84974175
KIAA0513	16	85027782
GSE1	16	85169525
GINS2	16	85676198
C16orf74	16	85690084
EMC8	16	85771758
COX4I1	16	85798633
IRF8	16	85899116
FOXF1	16	86510527
MTHFSD	16	86530178
FOXC2	16	86566829
FOXL1	16	86576368
C16orf95	16	87083562
FBXO31	16	87326987
MAP1LC3B	16	87383953
ZCCHC14	16	87406246
JPH3	16	87601835
KLHDC4	16	87696485
SLC7A5	16	87830023
CA5A	16	87881546
BANP	16	87949244
ZNF469	16	88382959
ZFPM1	16	88453280
ZC3H18	16	88570403
IL17C	16	88638572
CYBA	16	88643275
MVD	16	88651935
SNAI3	16	88677688
RNF166	16	88696499
CTU2	16	88706483
PIEZO1	16	88715338
CDT1	16	88803789
APRT	16	88809339
GALNS	16	88813734
TRAPPC2L	16	88856220
PABPN1L	16	88863333
CBFA2T3	16	88874858
ACSF3	16	89088375
CDH15	16	89171748
SLC22A31	16	89195761
ZNF778	16	89217703
ANKRD11	16	89267630
SPG7	16	89490719
RPL13	16	89560677
CPNE7	16	89575758
CHMP1A	16	89640816
SPATA33	16	89657740
CDK10	16	89680737
SPATA2L	16	89696357
VPS9D1	16	89707134
ZNF276	16	89720400
FANCA	16	89726683
SPIRE2	16	89818179
TCF25	16	89873570
MC1R	16	89912119
DEF8	16	89948697
DBNDD1	16	90004871
GAS8	16	90019629
DOC2B	17	142789
RPH3AL	17	212389
C17orf97	17	410325
RFLNB	17	439978
VPS53	17	508503
GEMIN4	17	744421
GLOD4	17	757097
MRM3	17	782353
NXN	17	799310
TIMM22	17	997129
ABR	17	1003519
YWHAE	17	1344275
CRK	17	1420689
MYO1C	17	1464186
INPP5K	17	1494577
PITPNA	17	1517718
SLC43A2	17	1569268
SCARF1	17	1633858
RILP	17	1646145
PRPF8	17	1650629
TLCD2	17	1702816
WDR81	17	1716523
SERPINF2	17	1742836
SERPINF1	17	1762029
SMYD4	17	1779485
RPA1	17	1829702
RTN4RL1	17	1934677
DPH1	17	2030137
HIC1	17	2054154
SMG6	17	2059839
SRR	17	2303383
TSR1	17	2322396
SGSM2	17	2337498
MNT	17	2384073
METTL16	17	2405562
PAFAH1B1	17	2593210
CLUH	17	2689386
RAP1GAP2	17	2755705
OR1A1	17	3207539
ASPA	17	3472374
TRPV3	17	3510502
TRPV1	17	3565444
SHPK	17	3608240
CTNS	17	3636459
TAX1BP3	17	3662895
P2RX5-TAX1BP3	17	3663063
EMC6	17	3668812
P2RX5	17	3672199
ITGAE	17	3714628
HASPIN	17	3723903
NCBP3	17	3802158
CAMKK1	17	3860315
P2RX1	17	3896592
ATP2A3	17	3923870
ZZEF1	17	4004445
CYB5D2	17	4143168
ANKFY1	17	4163821
UBE2G1	17	4269259
SPNS3	17	4433940
SPNS2	17	4498881
MYBBP1A	17	4538897
GGT6	17	4556927
SMTNL2	17	4583999
ALOX15	17	4630919
PELP1	17	4669774
ARRB2	17	4710596
MED11	17	4731428
CXCL16	17	4733533
ZMYND15	17	4739833
VMO1	17	4785285
PSMB6	17	4796144
PLD2	17	4807152
MINK1	17	4833340
CHRNE	17	4897771
C17orf107	17	4899418
GP1BA	17	4932277
SLC25A11	17	4937130
RNF167	17	4940008
PFN1	17	4945652
ENO3	17	4948092
SPAG7	17	4959226
CAMTA2	17	4967992
INCA1	17	4988130
KIF1C	17	4997950
SLC52A1	17	5032600
ZFP3	17	5078467
ZNF232	17	5105269
USP6	17	5116032
ZNF594	17	5179535
SCIMP	17	5208920
RABEP1	17	5282265
NUP88	17	5359668
RPAIN	17	5419641
C1QBP	17	5432777
DHX33	17	5440917
DERL2	17	5471254
MIS12	17	5486285
NLRP1	17	5499415
WSCD1	17	6057807
AIPL1	17	6393693
PIMREG	17	6444441
PITPNM3	17	6451263
KIAA0753	17	6578147
TXNDC17	17	6640985
MED31	17	6643311
C17orf100	17	6651762
SLC13A5	17	6684719
XAF1	17	6755447
FBXO39	17	6776215
TEKT1	17	6789133
RNASEK	17	7012417
C17orf49	17	7014495
BCL6B	17	7023050
SLC16A13	17	7036015
SLC16A11	17	7041621
CLEC10A	17	7074537
ASGR2	17	7101322
ASGR1	17	7173431
DLG4	17	7187187
ACADVL	17	7217125
DVL2	17	7225342
PHF23	17	7235029
GABARAP	17	7240008
CTDNEP1	17	7243591
ELP5	17	7251416
CLDN7	17	7259903
YBX2	17	7288263
EIF5A	17	7306999
GPS2	17	7311324
NEURL4	17	7315628
ACAP1	17	7336529
KCTD11	17	7351889
TNK1	17	7380534
TMEM256	17	7402975
NLGN2	17	7404874
TMEM102	17	7435435
FGF11	17	7438273
CHRNB1	17	7445061
ZBTB4	17	7459366
POLR2A	17	7484366
TNFSF12	17	7548508
TNFSF13	17	7558292
SENP3	17	7561919
EIF4A1	17	7572824
CD68	17	7579491
MPDU1	17	7583529
SOX15	17	7588178
FXR2	17	7591230
SHBG	17	7613946
SAT2	17	7626234
ATP1B2	17	7646627
TP53	17	7661779
WRAP53	17	7686071
EFNB3	17	7705202
DNAH2	17	7717744
KDM6B	17	7834217
TMEM88	17	7855066
NAA38	17	7856685
CYB5D1	17	7857746
CHD3	17	7884796
RNF227	17	7913339
KCNAB3	17	7921859
TRAPPC1	17	7930345
CNTROB	17	7932101
GUCY2D	17	8002615
ALOX15B	17	8039034
ALOX12B	17	8072636
ALOXE3	17	8095900
HES7	17	8120592
PER1	17	8140472
VAMP2	17	8159149
TMEM107	17	8172457
BORCS6	17	8188345
AURKB	17	8204733
CTC1	17	8224815
PFAS	17	8247618
SLC25A35	17	8287763
RANGRF	17	8288654
ARHGEF15	17	8310241
KRBA2	17	8356902
RPL26	17	8377516
RNF222	17	8390702
NDEL1	17	8413131
MYH10	17	8474207
CCDC42	17	8729935
MFSD6L	17	8797110
PIK3R6	17	8802722
PIK3R5	17	8878911
NTN1	17	9021510
STX8	17	9250471
CFAP52	17	9576627
USP43	17	9644698
GLP2R	17	9822206
RCVRN	17	9896320
GAS7	17	9910606
MYH3	17	10628526
SCO1	17	10672474
ADPRM	17	10697594
TMEM220	17	10699015
SHISA6	17	11241213
DNAH9	17	11598470
ZNF18	17	11977439
MAP2K4	17	12020829
MYOCD	17	12665890
ARHGAP44	17	12789498
ELAC2	17	12991612
HS3ST3A1	17	13494032
COX10	17	14069490
HS3ST3B1	17	14301081
PMP22	17	15229773
TVP23C	17	15502264
TRIM16	17	15627960
ZNF286A	17	15699577
ADORA2B	17	15945130
ZSWIM7	17	15976560
TTC19	17	15999784
NCOR1	17	16029065
PIGL	17	16217191
CENPV	17	16342534
UBB	17	16380798
TRPV2	17	16415571
LRRC75A	17	16441577
ZNF287	17	16546954
ZNF624	17	16620734
CCDC144A	17	16689537
TNFRSF13B	17	16929816
MPRIP	17	17042457
PLD6	17	17200995
FLCN	17	17212212
COPS3	17	17246616
NT5M	17	17303335
MED9	17	17476994
RASD1	17	17494437
PEMT	17	17505563
RAI1	17	17681458
SREBF1	17	17810399
TOM1L2	17	17843511
DRC3	17	17972813
ATPAF2	17	17977409
GID4	17	18039408
DRG2	17	18087892
MYO15A	17	18108756
ALKBH5	17	18183078
LLGL1	17	18225635
FLII	17	18244815
MIEF2	17	18260597
TOP3A	17	18271428
SMCR8	17	18315293
SHMT1	17	18327860
EVPLL	17	18377778
LGALS9C	17	18476737
FBXW10	17	18744026
TVP23B	17	18781111
PRPSAP2	17	18840085
FAM83G	17	18968789
GRAP	17	19020656
EPN2	17	19215615
B9D1	17	19334308
MAPK7	17	19377721
MFAP4	17	19383442
RNF112	17	19411125
SLC47A1	17	19495385
ALDH3A2	17	19648136
SLC47A2	17	19678288
ALDH3A1	17	19737984
ULK2	17	19770829
AKAP10	17	19904302
SPECC1	17	20008865
LGALS9B	17	20449395
USP22	17	20999596
DHRS7B	17	21123364
TMEM11	17	21197954
NATD1	17	21238870
MAP2K3	17	21284672
KCNJ12	17	21376357
WSB1	17	27294076
KSR1	17	27456448
LGALS9	17	27629798
LYRM9	17	27878314
NLK	17	28041737
TMEM97	17	28319200
IFT20	17	28328325
TNFAIP1	17	28335602
POLDIP2	17	28346633
TMEM199	17	28357642
SARM1	17	28364356
VTN	17	28367284
SLC46A1	17	28394642
UNC119	17	28546708
PIGS	17	28553383
ALDOC	17	28573115
SPAG5	17	28577565
SDF2	17	28648346
SUPT6H	17	28662198
PROCA1	17	28703197
RAB34	17	28714281
RPL23A	17	28719985
TLCD1	17	28724348
NEK8	17	28725897
TRAF4	17	28744011
FAM222B	17	28755980
ERAL1	17	28855010
FLOT2	17	28879335
DHRS13	17	28897781
PHF12	17	28905250
PIPOX	17	28950513
SEZ6	17	28954901
MYO18A	17	29071122
NUFIP2	17	29255839
TAOK1	17	29390363
ABHD15	17	29560547
TP53I13	17	29566052
GIT1	17	29573475
ANKRD13B	17	29589769
CORO6	17	29614756
SSH2	17	29625938
EFCAB5	17	29929200
NSRP1	17	30115521
SLC6A4	17	30194319
BLMH	17	30248203
CPD	17	30378927
GOSR1	17	30477362
CRLF3	17	30769388
ATAD5	17	30831966
TEFM	17	30897336
ADAP2	17	30906344
RNF135	17	30970984
NF1	17	31094927
OMG	17	31272013
EVI2B	17	31303770
EVI2A	17	31316410
RAB11FIP4	17	31391675
COPRS	17	31851871
UTP6	17	31860904
SUZ12	17	31937007
LRRC37B	17	32007383
RHOT1	17	32142454
C17orf75	17	32324565
ZNF207	17	32350132
PSMD11	17	32444379
CDK5R1	17	32486993
MYO1D	17	32492522
TMEM98	17	32927910
ASIC2	17	33013087
CCL2	17	34255274
CCL7	17	34270221
CCL11	17	34285742
CCL8	17	34319435
CCL13	17	34356480
TMEM132E	17	34579487
CCT6B	17	34927859
ZNF830	17	34961540
LIG3	17	34980512
RFFL	17	35005990
RAD51D	17	35092221
NLE1	17	35128730
UNC45B	17	35147817
SLC35G3	17	35192520
SLFN5	17	35243071
SLFN11	17	35350305
SLFN12	17	35410922
SLFN13	17	35435096
SLFN12L	17	35464249
PEX12	17	35574795
AP2B1	17	35578046
MMP28	17	35756249
TAF15	17	35809482
HEATR9	17	35854946
CCL5	17	35871491
RDM1	17	35918066
CCL23	17	36013056
CCL18	17	36064272
CCL3	17	36088256
CCL4	17	36103827
CCL3L3	17	36194869
CCL4L2	17	36210924
ZNHIT3	17	36486629
MYO19	17	36495636
PIGW	17	36534987
GGNBP2	17	36544912
DHRS11	17	36591879
MRM1	17	36601583
LHX1	17	36936785
AATF	17	36948925
ACACA	17	37084992
TADA2A	17	37406886
DUSP14	17	37489891
SYNRG	17	37514807
DDX52	17	37609739
HNF1B	17	37686431
TBC1D3D	17	38003976
MRPL45	17	38297023
SOCS7	17	38351844
ARHGAP23	17	38419280
SRCIN1	17	38530031
EPOP	17	38671703
MLLT6	17	38705273
CISD3	17	38730341
PCGF2	17	38733898
PSMB3	17	38752741
PIP4K2B	17	38765691
CWC25	17	38800441
RPL23	17	38847860
LASP1	17	38869859
PLXDC1	17	39063313
CACNB1	17	39173453
RPL19	17	39200283
STAC2	17	39210541
FBXL20	17	39252663
MED1	17	39404285
CDK12	17	39461486
NEUROD2	17	39603536
PPP1R1B	17	39626740
STARD3	17	39637090
TCAP	17	39665349
PGAP3	17	39671122
ERBB2	17	39687914
MIEN1	17	39728496
GRB7	17	39737927
IKZF3	17	39757718
GSDMB	17	39904595
ORMDL3	17	39921041
GSDMA	17	39953263
PSMD3	17	39980807
CSF3	17	40015361
MED24	17	40019097
THRA	17	40058290
NR1D1	17	40092793
MSL1	17	40121971
CASC3	17	40140318
RAPGEFL1	17	40177010
WIPF2	17	40219304
CDC6	17	40287879
RARA	17	40309180
TOP2A	17	40388525
IGFBP4	17	40443450
TNS4	17	40475828
CCR7	17	40553769
SMARCE1	17	40624962
KRT10	17	40818117
KRT23	17	40922700
KRT36	17	41486136
KRT13	17	41500981
KRT15	17	41513745
KRT19	17	41523617
KRT9	17	41565836
KRT16	17	41609778
KRT17	17	41619442
EIF1	17	41688885
HAP1	17	41717742
JUP	17	41754604
P3H4	17	41801947
FKBP10	17	41812680
NT5C3B	17	41825057
KLHL11	17	41848518
ACLY	17	41866917
CNP	17	41966763
DNAJC7	17	41976421
NKIRAS2	17	42011382
ZNF385C	17	42025576
C17orf113	17	42038232
DHX58	17	42101404
KAT2A	17	42113111
HSPB9	17	42122804
RAB5C	17	42124978
KCNH4	17	42156891
GHDC	17	42188799
STAT5B	17	42199176
STAT5A	17	42287547
STAT3	17	42313324
CAVIN1	17	42402449
ATP6V0A1	17	42458844
NAGLU	17	42536241
HSD17B1	17	42552922
COASY	17	42561467
MLX	17	42567072
PSMC3IP	17	42572310
RETREG3	17	42579513
TUBG1	17	42609641
TUBG2	17	42659284
PLEKHH3	17	42667914
CCR10	17	42678889
CNTNAP1	17	42682531
EZH1	17	42700275
RAMP2	17	42758447
VPS25	17	42773449
WNK4	17	42780610
COA3	17	42795147
CNTD1	17	42798800
BECN1	17	42810134
PSME3	17	42824385
AOC2	17	42844580
AOC3	17	42851184
AARSD1	17	42950526
PTGES3L	17	42968088
RUNDC1	17	42980565
RPL27	17	42998273
IFI35	17	43006740
VAT1	17	43014607
RND2	17	43025231
BRCA1	17	43044295
NBR1	17	43170481
TMEM106A	17	43211835
CCDC200	17	43216941
ARL4D	17	43398993
DHX8	17	43483865
ETV4	17	43527844
MEOX1	17	43640389
SOST	17	43753738
DUSP3	17	43766125
MPP3	17	43800799
MPP2	17	43875357
NAGS	17	44004622
TMEM101	17	44011188
LSM12	17	44034328
G6PC3	17	44070620
HDAC5	17	44076746
TMUB2	17	44186970
ATXN7L3	17	44191805
UBTF	17	44205033
SLC4A1	17	44248390
RUNDC3A	17	44308413
SLC25A39	17	44319625
GRN	17	44345246
FAM171A2	17	44353215
ITGA2B	17	44372180
GPATCH8	17	44395281
FZD2	17	44557484
MEIOC	17	44656404
CCDC43	17	44673069
DBF4B	17	44708608
ADAM11	17	44758988
GJC1	17	44798448
EFTUD2	17	44849948
GFAP	17	44903159
KIF18B	17	44924709
NMT1	17	44957992
DCAKD	17	45023338
PLCD3	17	45108959
ACBD4	17	45132600
HEXIM1	17	45148475
HEXIM2	17	45160700
FMNL1	17	45221444
SPATA32	17	45254393
MAP3K14	17	45263119
ARHGAP27	17	45393902
PLEKHM1	17	45435900
CRHR1	17	45784277
MAPT	17	45894527
KANSL1	17	46029916
ARL17B	17	46274784
LRRC37A	17	46292733
ARL17A	17	46499780
LRRC37A2	17	46511508
NSF	17	46590669
WNT3	17	46762506
GOSR2	17	46923075
CDC27	17	47117703
EFCAB13	17	47323290
NPEPPS	17	47522942
KPNB1	17	47649476
TBKBP1	17	47694161
TBX21	17	47733236
OSBPL7	17	47807372
MRPL10	17	47823272
LRRC46	17	47831634
SCRN2	17	47837692
SP6	17	47844908
SP2	17	47896150
PNPO	17	47941506
PRR15L	17	47951967
CDK5RAP3	17	47967810
COPZ2	17	48026167
NFE2L1	17	48048329
CBX1	17	48070052
SNX11	17	48103357
SKAP1	17	48133442
HOXB2	17	48540894
HOXB3	17	48548870
HOXB4	17	48575507
HOXB5	17	48591257
HOXB6	17	48595751
HOXB7	17	48607232
HOXB8	17	48611377
HOXB9	17	48621156
CALCOCO2	17	48831018
ATP5MC1	17	48892765
UBE2Z	17	48908407
SNF8	17	48929316
IGF2BP1	17	48997385
B4GALNT2	17	49132460
GNGT2	17	49202791
ABI3	17	49210411
PHOSPHO1	17	49223366
ZNF652	17	49289206
NGFR	17	49495293
NXPH3	17	49575871
SPOP	17	49598884
SLC35B1	17	49700934
FAM117A	17	49710332
KAT7	17	49788624
DLX4	17	49968588
DLX3	17	49990005
ITGA3	17	50055968
PDK2	17	50094737
SAMD14	17	50110040
PPP1R9B	17	50133737
SGCA	17	50164214
COL1A1	17	50184101
TMEM92	17	50271406
XYLT2	17	50346126
MRPL27	17	50367857
EME1	17	50373220
LRRC59	17	50375059
ACSF2	17	50426158
CHAD	17	50464496
RSAD1	17	50478860
MYCBPAP	17	50508425
EPN3	17	50532682
SPATA20	17	50543058
CACNA1G	17	50560715
ABCC3	17	50634777
ANKRD40	17	50693198
LUC7L3	17	50719565
ANKRD40CL	17	50761029
TOB1	17	50862223
SPAG9	17	50962174
NME1	17	51153559
NME2	17	51165435
MBTD1	17	51177425
UTP18	17	51260546
TOM1L1	17	54899387
COX11	17	54951902
STXBP4	17	54968727
HLF	17	55264960
MMD	17	55392622
TMEM100	17	55719627
PCTP	17	55751051
ANKFN1	17	55882301
NOG	17	56593699
C17orf67	17	56791913
DGKE	17	56834107
TRIM25	17	56836387
COIL	17	56938199
SCPEP1	17	56978129
AKAP1	17	57085092
MSI2	17	57255851
MRPS23	17	57834781
CUEDC1	17	57861243
VEZF1	17	57971547
SRSF1	17	58000919
DYNLL2	17	58083419
OR4D1	17	58148384
MKS1	17	58205441
LPO	17	58218548
MPO	17	58269855
TSPOAP1	17	58301228
SUPT4H1	17	58345175
RNF43	17	58353676
HSF5	17	58420167
MTMR4	17	58489529
TEX14	17	58556678
RAD51C	17	58692573
PPM1E	17	58755854
TRIM37	17	58982638
SKA2	17	59109857
PRR11	17	59155732
SMG8	17	59209400
GDPD1	17	59220467
YPEL2	17	59331655
DHX40	17	59565558
CLTC	17	59619684
PTRH2	17	59674636
VMP1	17	59707192
TUBD1	17	59859479
RPS6KB1	17	59893046
RNFT1	17	59952240
HEATR6	17	60041008
CA4	17	60149942
USP32	17	60177327
APPBP2	17	60443158
PPM1D	17	60600193
BCAS3	17	60677453
TBX2	17	61399843
TBX4	17	61452404
NACA2	17	61590421
BRIP1	17	61679139
INTS2	17	61865367
MED13	17	61942605
EFCAB3	17	62343941
METTL2A	17	62423875
TLK2	17	62458658
MRC2	17	62627670
TANC2	17	62966235
CYB561	17	63432304
ACE	17	63477061
KCNH6	17	63523334
DCAF7	17	63550222
TACO1	17	63600882
MAP3K3	17	63622415
STRADA	17	63682336
LIMD2	17	63695888
CCDC47	17	63745255
DDX42	17	63773603
FTSJ3	17	63819433
PSMC5	17	63827152
SMARCD2	17	63832081
CD79B	17	63928738
PRR29	17	63998351
ICAM2	17	64002594
ERN1	17	64039080
TEX2	17	64147227
PECAM1	17	64319415
MILR1	17	64449037
POLG2	17	64477785
DDX5	17	64498254
CEP95	17	64506865
SMURF2	17	64542282
LRRC37A3	17	64854130
GNA13	17	65009289
RGS9	17	65100812
AXIN2	17	65528563
CEP112	17	65635537
PRKCA	17	66302613
CACNG4	17	66964707
HELZ	17	67070444
PSMD12	17	67337916
PITPNC1	17	67377281
NOL11	17	67717931
BPTF	17	67825503
C17orf58	17	67991099
KPNA2	17	68035636
AMZ2	17	68205481
ARSG	17	68259182
SLC16A6	17	68267026
WIPI1	17	68420948
PRKAR1A	17	68511780
FAM20A	17	68535113
ABCA8	17	68867289
ABCA9	17	68974488
ABCA6	17	69078702
ABCA10	17	69147214
ABCA5	17	69244311
MAP2K6	17	69414697
KCNJ2	17	70168673
SOX9	17	72121020
SLC39A11	17	72645949
SSTR2	17	73165010
COG1	17	73193055
FAM104A	17	73207353
C17orf80	17	73232233
CDC42EP4	17	73283624
SDK2	17	73334384
RPL38	17	74203582
TTYH2	17	74213571
DNAI2	17	74274234
KIF19	17	74326210
GPRC5C	17	74424851
CD300A	17	74466399
CD300LB	17	74521174
CD300C	17	74541073
CD300H	17	74560701
CD300E	17	74609885
RAB37	17	74670578
CD300LF	17	74694311
NAT9	17	74770529
TMEM104	17	74776499
GRIN2C	17	74842023
FDXR	17	74862497
HID1	17	74950742
CDR2L	17	74987632
MRPL58	17	75012670
KCTD2	17	75032575
ATP5PD	17	75038863
SLC16A5	17	75087727
ARMC7	17	75109952
NT5C	17	75130225
JPT1	17	75135248
SUMO2	17	75165586
NUP85	17	75205659
GGA3	17	75236599
MRPS7	17	75261674
MIF4GD	17	75266228
SLC25A19	17	75272981
GRB2	17	75318076
TMEM94	17	75441159
CASKIN2	17	75500261
TSEN54	17	75515944
LLGL2	17	75525080
MYO15B	17	75587800
RECQL5	17	75626845
SMIM5	17	75633434
SMIM6	17	75646243
SAP30BP	17	75667251
ITGB4	17	75721328
GALK1	17	75751594
UNK	17	75784806
UNC13D	17	75827225
WBP2	17	75845699
TRIM47	17	75874164
TRIM65	17	75880335
MRPL38	17	75898644
FBF1	17	75909574
ACOX1	17	75941507
TEN1-CDK3	17	75979231
EVPL	17	76004502
SRP68	17	76038775
ZACN	17	76071961
GALR2	17	76074781
EXOC7	17	76081016
FOXJ1	17	76136333
RNF157	17	76142465
UBALD2	17	76265348
QRICH2	17	76274049
PRPSAP1	17	76309478
SPHK1	17	76376584
UBE2O	17	76389456
RHBDF2	17	76470891
CYGB	17	76527356
PRCD	17	76527586
ST6GALNAC2	17	76565377
ST6GALNAC1	17	76624761
MXRA7	17	76672551
JMJD6	17	76712832
METTL23	17	76726830
SRSF2	17	76734115
MFSD11	17	76735865
MGAT5B	17	76868404
SEC14L1	17	77088749
TNRC6C	17	77958703
TMC6	17	78107397
TMC8	17	78130770
C17orf99	17	78146385
SYNGR2	17	78168581
TK1	17	78174091
AFMID	17	78187358
BIRC5	17	78214186
SOCS3	17	78356778
PGS1	17	78378649
DNAH17	17	78423697
CYTH1	17	78674048
USP36	17	78787381
TIMP2	17	78852977
CEP295NL	17	78890579
LGALS3BP	17	78971238
